id,name.value
NM_890_1,LC4405EW - Tenure by household size by number of bedrooms
NM_891_1,LC4406EW - Tenure by number of persons per room in household by accommodation type
NM_892_1,LC4407EW - Tenure by number of persons per bedroom in household by accommodation type
NM_893_1,LC4408EW - Tenure by number of persons per bedroom in household by household type
NM_894_1,LC4410EW - Type of central heating in household by occupancy rating (rooms) by age
NM_896_1,LC4412EW - Tenure by dependent children in household
NM_897_1,LC4413EW - Occupancy rating (rooms) by type of central heating in household
NM_898_1,LC4414EW - Occupancy rating (bedrooms) by type of central heating in household
NM_899_1,LC4601EW - Tenure by economic activity by age - Household Reference Persons
NM_900_1,LC4602EW - Tenure by industry - Household Reference Persons
NM_901_1,ST101EWla - Residence type
NM_904_1,ST1117EWla - Sex by single year of age
NM_905_1,ST201EWla - Ethnic group
NM_906_1,ST203EWla - Country of Birth
NM_907_1,ST204EWla - Main language
NM_910_1,ST210EWla - Religion
NM_911_1,ST212EWla - Passports held (detailed)
NM_912_1,ST301EWla - Provision of unpaid care
NM_913_1,ST302EWla - General Health
NM_914_1,ST403EWla - Tenure - People
NM_915_1,ST601EWla - Economic activity
NM_916_1,ST604EWla - Hours worked
NM_917_1,ST605EWla - Industry
NM_918_1,ST606EWla - Occupation
NM_919_1,ST607EWla - NS-SeC
NM_920_1,ST701EWla - method of travel to work
NM_931_1,WD1117EW - Sex by single year of age
NM_932_1,WD201EW - Ethnic group
NM_933_1,WD203EW - Country of birth
NM_934_1,WD204EW - Main language
NM_935_1,WD206WA - Welsh language skills
NM_936_1,WD207WA - Welsh language skills (detailed)
NM_937_1,WD210EW - Religion
NM_938_1,WD212EW - Passports held (detailed)
NM_939_1,WD302EW - General health
NM_940_1,WD403EW - Tenure - people
NM_941_1,WD501EW - Highest level of qualification
NM_942_1,WD601EW - Economic activity (Workday population)
NM_943_1,WD604EW - Hours worked (Workday population)
NM_944_1,WD605EW - Industry (Workday population)
NM_945_1,WD606EW - Occupation (Workday population)
NM_946_1,WD607EW - NS-SeC (Workday population)
NM_947_1,WD613EW - Approximated Social Grade (Workday population)
NM_948_1,WD803EW - Length of residence in the UK
NM_949_1,WD703EW - Method of travel to work (2001 specification) (Workday population)
NM_950_1,WD1101EW - Sex by Age (Workday population)
NM_951_1,DC6210EW - Economic activity by country of birth
NM_952_1,DC6211EW - Industry by ethnic group by age
NM_953_1,DC6212EW - Industry by religion by age
NM_954_1,DC6213EW - Occupation by ethnic group by sex by age
NM_955_1,DC6214EW - Occupation by religion by sex by age
NM_956_1,DC6215EW - Economic activity by passports held
NM_957_1,DC6216EW - Industry by ethnic group by sex
NM_958_1,DC6217EW - Industry by religion by sex
NM_959_1,DC6401EW - Economic activity by living arrangements
NM_961_1,DC6601EW - Occupation by economic activity by sex
NM_962_1,DC6602EW - Industry by economic activity
NM_963_1,DC6603EW - Occupation by economic activity by age
NM_964_1,DC6604EW - Occupation by industry
NM_965_1,DC6605EW - Occupation by hours worked by sex
NM_966_1,DC6606EW - NS-SeC by economic activity by sex
NM_967_1,DC6607EWla - Home-worker by economic activity by sex by age
NM_968_1,DC6608EWla - Home-worker by industry by sex by age
NM_969_1,DC6609EWla - Home-worker by occupation by sex by age
NM_970_1,CT0347 - Occupation (full) by sex
NM_974_1,CT0144 - Occupation (full) by industry (full) (national)
NM_986_1,CT0065 - Proficiency in English by year of arrival in the UK by country of birth (national)
NM_987_1,CT0066 - Proficiency in English by year of arrival in the UK by passports held (national)
NM_988_1,CT0067 - General health by year of arrival in the UK by country of birth by age (national)
NM_989_1,CT0068 - General health by year of arrival in the UK by passports held by age (national)
NM_990_1,CT0069 - Tenure by year of arrival in the UK by country of birth (national)
NM_991_1,CT0070 - Tenure by year of arrival in the UK by passports held (national)
NM_992_1,CT0071 - Highest level of qualification by year of arrival in the UK by country of birth by age (national)
NM_993_1,CT0072 - Highest level of qualification by year of arrival in the UK by passports held by age (national)
NM_994_1,CT0073 - Economic activity by year of arrival in the UK by country of birth (national)
NM_995_1,CT0074 - Economic activity by year of arrival in the UK by passports held (national)
NM_996_1,CT0075 - Industry by year of arrival in the UK by country of birth (national)
NM_997_1,CT0076 - Industry by year of arrival in the UK by passports held (national)
NM_998_1,CT0077 - Occupation by year of arrival in the UK by country of birth (national)
NM_999_1,CT0078 - Occupation by year of arrival in the UK by passports held (national)
NM_1000_1,LC4604EW - Tenure by occupation - Household Reference Persons
NM_1001_1,LC4605EW - Tenure by NS-SeC - Household Reference Persons
NM_1002_1,LC6101EW - NS-SeC by sex by age - Household Reference Persons
NM_1003_1,LC2603EW - Proficiency in English by economic activity
NM_1004_1,LC2604EW - Proficiency in English by industry
NM_1005_1,LC2610WA - Ability to speak Welsh by year last worked
NM_1006_1,LC2611WA - Ability to speak Welsh by industry
NM_1007_1,LC2612WA - Ability to speak Welsh by occupation
NM_1008_1,LC2613WA - Ability to speak Welsh by NS-SeC
NM_1010_1,LC6108EW - Economic activity of full-time students by student accommodation
NM_1011_1,LC6109EW - Hours worked by sex
NM_1017_1,LC6115EW - NS-SeC of Household Reference Person by household composition
NM_1020_1,LC6118EW - Industry by sex
NM_1021_1,LC6119EW - Former industry by sex
NM_1022_1,LC6210EW - Economic activity by country of birth
NM_1023_1,LC6211EW - Industry by ethnic group
NM_1024_1,LC6212EW - Industry by religion
NM_1025_1,LC6213EW - Occupation by ethnic group
NM_1026_1,LC6214EW - Occupation by religion
NM_1027_1,LC6215EW - Economic activity by passports held
NM_1028_1,LC6401EW - Economic activity by living arrangements
NM_1029_1,LC6601EW - Occupation by economic activity
NM_1030_1,LC6602EW - Industry by economic activity
NM_1031_1,LC6605EW - Occupation by hours worked
NM_1032_1,LC6606EW - NS-SeC by economic activity
NM_1034_1,LC5103EW - Highest level of qualification by household composition
NM_1035_1,LC5104EW - Highest level of qualification by number of children
NM_1036_1,LC5106EW - Highest level of qualification by family type
NM_1037_1,LC5202EW - Highest level of qualification by ethnic group
NM_1038_1,LC5203EW - Highest level of qualification by country of birth
NM_1039_1,LC5204EW - Highest level of qualification by religion
NM_1040_1,LC5206EW - Highest level of qualification by passports held
NM_1041_1,LC5208EW - Highest level of qualification by main language
NM_1042_1,LC5301EW - Highest level of qualification by long-term health problem or disability
NM_1043_1,LC5601EW - Highest level of qualification by economic activity
NM_1044_1,LC5801EW - Highest level of qualification by year of arrival in the UK
NM_1045_1,LC5802EW - Highest level of qualification by length of residence in the UK
NM_1046_1,LC6107EW - Economic Activity by sex by age
NM_1047_1,LC6110EW - Industry by age
NM_1048_1,LC6111EW - Former industry by age
NM_1049_1,LC6112EW - Occupation by age
NM_1050_1,LC6113EW - Former occupation by age
NM_1051_1,LC6114EW - NS-SeC by age
NM_1052_1,LC6116EW - Year last worked by age
NM_1053_1,LC6117EW - Hours worked by age
NM_1054_1,LC6120EW - Occupation by sex
NM_1055_1,LC6121EW - NS-SeC by sex
NM_1056_1,LC6122EW - Year last worked by sex
NM_1057_1,LC6123EW - Former occupation by sex
NM_1058_1,LC5102EW - Highest level of qualification by age
NM_1059_1,LC5107EW - Highest level of qualification by sex
NM_1060_1,LC4109EW - Car or van availability by sex by age
NM_1061_1,LC4110EW - Car or van availability by household composition
NM_1062_1,LC4415EW - Accommodation type by car or van availability by number of usual residents aged 17 or over in household
NM_1063_1,LC4416EW - Tenure by car or van availability by number of usual residents aged 17 or over in household
NM_1064_1,LC4417EW - Tenure by car or van availability by religion
NM_1065_1,LC4609EW - Car or van availability by economic activity
NM_1066_1,LC4610EW - Car or van availability by employment status
NM_1067_1,LC7101EW - Method of travel to work (2001 specification) by age
NM_1068_1,LC7102EW - Distance travelled to work by age
NM_1069_1,LC7201EW - Method of travel to work (2001 specification) by ethnic group
NM_1070_1,LC7202EW - Distance travelled to work by ethnic group
NM_1071_1,LC7401EW - Method of travel to work (2001 specification) by car or van availability
NM_1072_1,LC7402EW - Distance travelled to work by car or van availability
NM_1073_1,LC7501EW - Method of travel to work (2001 specification) by highest level of qualification
NM_1074_1,LC7502EW - Distance travelled to work by highest level of qualification
NM_1075_1,LC7601EW - Method of travel to work (2001 specification) by hours worked
NM_1076_1,LC7602EW - Method of travel to work (2001 specification) by industry
NM_1077_1,LC7603EW - Method of travel to work (2001 specification) by occupation
NM_1078_1,LC7604EW - Method of travel to work (2001 specification) by NS-SeC
NM_1079_1,LC7605EW - Distance travelled to work by hours worked
NM_1080_1,LC7606EW - Distance travelled to work by industry
NM_1081_1,LC7607EW - Distance travelled to work by occupation
NM_1082_1,LC7608EW - Distance travelled to work by NS-SeC
NM_1083_1,LC7701EW - Method of travel to work (2001 specification) by distance travelled to work
NM_1084_1,LC7103EW - Method of travel to work (2001 specification) by sex
NM_1085_1,LC7104EW - Distance travelled to work by sex
NM_1086_1,LC1105EW - Residence type by sex by age
NM_1087_1,LC2109EWls - Ethnic group by age
NM_1088_1,LC2110EWls - National identity by age
NM_1089_1,LC2404EWls - Ethnic group by occupancy rating (bedrooms)
NM_1090_1,LC2405EWls - Ethnic group by occupancy rating (rooms)
NM_1091_1,LC2602EW - Proficiency in English by occupation
NM_1092_1,LC3101EWls - Long term health problem or disability by sex by age
NM_1093_1,LC4411EW - Student accommodation by age
NM_1094_1,LC5605EWls - Highest level of qualification by economic activity by age
NM_1095_1,LC2120EW - Religion by accommodation type
NM_1096_1,LC2121EW - Ethnic group by accommodation type
NM_1097_1,LC3403EW - General health by long-term health problem or disability by occupancy rating (rooms)
NM_1098_1,LC3404EW - General health by long-term health problem or disability by occupancy rating (bedrooms)
NM_1099_1,LC3405EW - Long-term health problem or disability by car or van availability by sex
NM_1101_1,DC2501WAla - Highest level of qualification by Welsh language skills by age
NM_1102_1,DC5102EW - Highest level of qualification by sex by age
NM_1103_1,DC5103EW - Highest level of qualification by household composition
NM_1104_1,DC5104EWla - Highest level of qualification by number of dependent children by hours worked by sex
NM_1105_1,DC5106EW - Highest level of qualification by family type
NM_1106_1,DC5107EWla - Highest level of qualification by sex by age
NM_1107_1,DC5202EW - Highest level of qualification by ethnic group by age
NM_1108_1,DC5203EW - Highest level of qualification by country of birth by age
NM_1109_1,DC5204EW - Highest level of qualification by religion by age
NM_1110_1,DC5205EWr - Highest level of qualification by country of birth by age (regional)
NM_1111_1,DC5206EW - Highest level of qualification by passports held by age
NM_1112_1,DC5207EWr - Highest level of qualification by passports held by age (regional)
NM_1113_1,DC5208EW - Highest level of qualification by main language
NM_1114_1,DC5209EWla - Highest level of qualification by ethnic group
NM_1115_1,DC5301EW - Highest level of qualification by long-term health problem or disability
NM_1116_1,DC5601EWla - Highest Level of Qualification by Economic Activity by age
NM_1117_1,DC5602EW - Highest level of qualification by economic activity of full-time students
NM_1118_1,DC5603EWr - Highest level of qualification by economic activity by country of birth (regional)
NM_1119_1,DC5604EWr - Highest level of qualification by economic activity by passports held (regional)
NM_1120_1,DC5801EW - Highest level of qualification by year of arrival in the UK by sex by age
NM_1121_1,DC5802EWla - Highest level of qualification by length of residence in the UK
NM_1122_1,DC6501EWla - Occupation by highest level of qualification by age
NM_1123_1,DC6502EWla - NS-SeC by highest level of qualification by age
NM_1124_1,DC6503EWla - Industry by highest level of qualification by age
NM_1125_1,DC1114EW - Dependent children by family type
NM_1126_1,DC1118EW - Youngest dependent child in family by family type
NM_1127_1,DC2606WAla - Ability of dependent child in a family to speak Welsh by Welsh household composition by approximated social grade of Household Reference Person
NM_1132_1,DC6218EW - Approximated social grade by country of birth
NM_1133_1,DC6219EW - Approximated social grade by passports held
NM_1134_1,DC6403EW - Approximated social grade by tenure by car or van availability
NM_1135_1,DC4109EWla - Car or van availability by sex by age
NM_1136_1,DC4415EWla - Accommodation type by car or van availability by number of usual residents aged 17 or over in household
NM_1137_1,DC4416EWla - Tenure by car or van availability by number of usual residents aged 17 or over in household
NM_1138_1,DC7101EWla - Method of travel to work (2001 specification) by sex by age
NM_1139_1,DC7102EWla - Distance travelled to work by sex by age
NM_1140_1,DC7201EWla - Method of travel to work (2001 specification) by ethnic group
NM_1141_1,DC7202EWla - Distance travelled to work by ethnic group
NM_1142_1,DC7401EWla - Method of travel to work (2001 specification) by car or van availability
NM_1143_1,DC7402EWla - Distance travelled to work by car or van availability
NM_1144_1,DC7501EWla - Method of travel to work (2001 specification) by highest level of qualification by sex
NM_1145_1,DC7502EWla - Distance travelled to work by highest level of qualification by sex
NM_1146_1,DC7601EWla - Method of travel to work (2001 specification) by hours worked by sex
NM_1147_1,DC7602EWla - Method of travel to work (2001 specification) by industry
NM_1148_1,DC7603EWla - Method of travel to work (2001 specification) by occupation by sex
NM_1149_1,DC7604EWla - Method of travel to work (2001 specification) by NS-SeC by sex
NM_1150_1,DC7605EWla - Distance travelled to work by hours worked by sex
NM_1151_1,DC7606EWla - Distance travelled to work by industry
NM_1152_1,DC7607EWla - Distance travelled to work by occupation by sex
NM_1153_1,DC7608EWla - Distance travelled to work by NS-SeC by sex
NM_1154_1,DC7701EWla - Method of travel to work (2001 specification) by distance travelled to work
NM_1155_1,DC6124EW - Approximated social grade by sex by age
NM_1156_1,DC6125EW - Approximated social grade by adult lifestage
NM_1157_1,DC6126EW - Approximated social grade by adult lifestage - Household Reference Persons
NM_1158_1,DC6127EW - Approximated social grade by household composition
NM_1159_1,DC2121EW - Ethnic group by accommodation type
NM_1160_1,DC3403EW - General health by long-term health problem or disability by occupancy rating (rooms) by age
NM_1161_1,DC3404EW - General health by long-term health problem or disability by occupancy rating (bedrooms) by age
NM_1162_1,DC3405EW - General health by long-term health problem or disability by car or van availability by sex
NM_1163_1,DC3407EW - Long-term health problem or disability by car or van availability by sex by age
NM_1164_1,DC3408EW - Long-term health problem or disability by tenure by sex by age
NM_1165_1,DC3409EW - General health by tenure by sex by age
NM_1167_1,DC3306EW -  Provision of unpaid care by number of people in household with a long-term health problem or disability by economic activity by sex
NM_1168_1,DC2122EW - Country of birth by number of children in family
NM_1169_1,DC1602EWla - Residence type by economic activity by age
NM_1170_1,DC4801EWla - Communal establishment management and type by position in communal establishment by resident one year ago
NM_1201_1,MM01CUK_ALL - Origin and destination of migrants by age (broad grouped) by sex
NM_1202_1,MM01CUK_NON_UK - Origin and destination of international migrants by age (broad grouped) by sex
NM_1203_1,WU01UK - Location of usual residence and place of work by sex
NM_1204_1,WU01EW - Location of usual residence and place of work by sex (MSOA level)
NM_1205_1,WU02UK - Location of usual residence and place of work by age
NM_1206_1,WU02EW - Location of usual residence and place of work by age (MSOA level)
NM_1207_1,WU03UK - Location of usual residence and place of work by method of travel to work
NM_1208_1,WU03EW - Location of usual residence and place of work by method of travel to work (MSOA level)
NM_1209_1,"SM01UK - Origin and destination of people who moved from a student term time/boarding school address in the year before the census by age, sex and student status"
NM_1210_1,RF02AEW - Location of second address and place of work
NM_1211_1,RF03EW - Location of usual residence and place of work
NM_1212_1,RF04AEW - Location of where people live when working and place of work
NM_1213_1,RF05EW - Dependent children : location of usual residence and second address
NM_1214_1,RU02AEW - Location of usual residence and second address by sex
NM_1215_1,RU03AEW - Location of usual residence and second address by age
NM_1220_1,MF02UK - Origin and destination of international migrants (expanded country of origin)
NM_1221_1,MF02NI - Origin and destination of international migrants (expanded country of origin)
NM_1222_1,MM01CNI_ALL - Origin and destination of migrants by age (broad grouped) by sex
NM_1223_1,MM01CNI_NON_UK - Origin and destination of international migrants by age (broad grouped) by sex
NM_1224_1,"SM01NI - Origin and destination of people who moved from a student term time/boarding school address in the year before the census by age, sex and student status"
NM_1225_1,MU01BUK_ALL - Origin and destination of migrants by age (grouped)
NM_1226_1,MU01BUK_NON_UK - Origin and destination of international migrants by age (grouped)
NM_1228_1,WF01BEW - Location of usual residence and place of work (OA level)
NM_1229_1,WF02EW - Location of usual residence and place of work (with outside UK collapsed) (OA/WPZ level)
NM_1230_1,SH01 - Distribution by tenure [1961 Census]
NM_1231_1,SH02 - Dwellings by building type [1961 Census]
NM_1232_1,SH03 - Residents born outside UK by country of birth [1961 Census]
NM_1233_1,SH04 - Residents born outside UK by nationality [1961 Census]
NM_1234_1,SH05a - Non-private population - Not hotels - Persons [1961 Census]
NM_1235_1,SH06 - Household arrangements [1961 Census]
NM_1236_1,SH07 - Old persons living alone [1961 Census]
NM_1237_1,SH08 - Old persons in households of 2 persons [1961 Census]
NM_1238_1,SH09 - Non-private population - hotels [1961 Census]
NM_1239_1,SH10 - All non-private [1961 Census]
NM_1240_1,SH11 - Densities - persons per room [1961 census]
NM_1241_1,SH12 - Persons resident outside local authority area [1961 census]
NM_1242_1,SH13 - Age and marital condition by five year age groups [1961 Census]
NM_1243_1,SH14 - Single years under 21 [1961 census]
NM_1244_1,SH15 - Sharing households by number of persons [1961 census]
NM_1245_1,ST01 - People and households (10% Sample) [1961 census]
NM_1246_1,ST02 - Workers away and workers within area (10% Sample) [1961 census]
NM_1247_1,ST03 - Workers by age (10% Sample) [1961 census]
NM_1248_1,ST04 - Out of work (10% Sample) [1961 census]
NM_1249_1,ST05 - Industry (10% Sample) [1961 census]
NM_1250_1,ST06 - Terminal education age (10% Sample) [1961 census]
NM_1251_1,ST07 - Socio-economic group (10% Sample) [1961 census]
NM_1252_1,ST08 - Changing usual residence during the previous year (10% Sample) [1961 census]
NM_1253_1,ST09 - Families (10% Sample) [1961 census]
NM_1254_1,"SC11 - Dwellings by building type, rooms and household spaces [1961 census]"
NM_1255_1,SH05b - Non-private population - Not hotels - Establishments [1961 Census]
NM_1256_1,"SC13 - Private households by size, rooms occupied and sharing of dwellings [1961 census]"
NM_1257_1,SC22 - Dwellings by availability of certain household arrangements [1961 census]
NM_1280_1,UKMIG001 - Migration by sex by age
NM_1281_1,UKMIG002 - Migration by family status
NM_1282_1,UKMIG003 - Migration by ethnic group by age
NM_1283_1,UKMIG004 - Migration by ethnic group by NS-SeC
NM_1284_1,UKMIG005 - Migration by long-term health problem or disability
NM_1285_1,UKMIG006 - Migration by economic activity
NM_1286_1,UKMIG007 - Migration by NS-SeC
NM_1287_1,UKMIG008 - Migration
NM_1288_1,UKMIG009 -  Household migration by household composition
NM_1289_1,UKMIG010 - Household migration by dependent children by age of household reference person (HRP)
NM_1290_1,UKMIG011 -  Household migration by tenure
NM_1291_1,UKMIG012 - Household migration by economic activity - Household Reference Person (HRP)
NM_1292_1,UKMIG013 - Household migration by NS-SeC - Household Reference Person (HRP)
NM_1300_1,WP101EW - Population (Workplace population)
NM_1302_1,WP201EW - Ethnic group (Workplace population)
NM_1303_1,WP203EW - Country of birth (Workplace population)
NM_1304_1,WP204EW - Main language (Workplace population)
NM_1305_1,WP206WA - Welsh language skills (Workplace population)
NM_1306_1,WP207WA - Welsh language skills (detailed) (Workplace population)
NM_1307_1,WP210EW - Religion (Workplace population)
NM_1308_1,WP212EW - Passports held (detailed) (Workplace population)
NM_1309_1,WP302EW - General Health (Workplace population)
NM_1310_1,WP403EW - Tenure - People (Workplace population)
NM_1311_1,WP501EW - Highest level of qualification (Workplace population)
NM_1312_1,WP601EW - Employment Status (Workplace population)
NM_1313_1,WP604EW - Hours worked (Workplace population)
NM_1314_1,WP605EW - Industry (Workplace population)
NM_1315_1,WP606EW - Occupation (Minor groups) (Workplace population)
NM_1316_1,WP607EW - NS-SeC (Workplace population)
NM_1317_1,WP613EW - Approximated social grade (Workplace population)
NM_1318_1,WP703EW - Method of travel to work (2001 specification) (Workplace population)
NM_1319_1,WP803EW - Length of residence in the UK (Workplace population)
NM_1320_1,WP1101EW - Sex by single year of age (Workplace population)
NM_1321_1,WP6110EW - Industry by age (Workplace population)
NM_1322_1,WP6112EW - Occupation by age (Workplace population)
NM_1323_1,WP6501EW - Occupation by highest level of qualification (Workplace population)
NM_1324_1,WP6503EW - Industry by highest level of qualification (Workplace population)
NM_1325_1,WP6604EW - Occupation by industry (Workplace population)
NM_1326_1,WP7101EW - Method of travel to work by age (Workplace population)
NM_1327_1,WP7102EW - Distance travelled to work by age (Workplace population)
NM_1328_1,WP7606EW - Distance travelled to work by industry (Workplace population)
NM_1329_1,WP7607EW - Distance travelled to work by occupation (Workplace population)
NM_1330_1,WP7701EW - Method of travel to work (2001 specification) by distance travelled to work (Workplace population)
NM_1331_1,WP7103EW - Workplace and usual residence by method of travel to work (2001 specification) (Workplace population)
NM_1351_1,OT107EW - Marital and civil partnership status (Out of term-time population)
NM_1352_1,OT1101EW - Sex by five-year age group (Out of term-time population)
NM_1353_1,OT1117EW - Sex by single year of age (Out of term-time population)
NM_1354_1,OT201EW - Ethnic group (Out of term-time population)
NM_1355_1,OT203EW - Country of birth (detailed) (Out of term-time population)
NM_1356_1,OT204EW - Main language (detailed) (Out of term-time population)
NM_1357_1,OT206WA - Welsh Language Skills  (Out of term-time population)
NM_1358_1,OT207WA - Welsh Language Skills (Detailed)  (Out of term-time population)
NM_1359_1,OT210EW - Religion (Out of term-time population)
NM_1360_1,OT212EW - Passports held (detailed) (Out of term-time population)
NM_1361_1,OT301EW - Provision of unpaid care (Out of term-time population)
NM_1362_1,OT302EW - General health (Out of term-time population)
NM_1363_1,OT501EW - Highest level of qualification (Out of term-time population)
NM_1364_1,OT601EW - Economic activity (Out of term-time population)
NM_1365_1,OT603EW - Economic activity - Full-time students (Out of term-time population)
NM_1366_1,OT604EW - Hours worked (Out of term-time population)
NM_1367_1,OT605EW - Industry (Out of term-time population)
NM_1368_1,OT606EW - Occupation (Minor groups) (Out of term-time population)
NM_1369_1,OT607EW - NS-SeC (Out of term-time population)
NM_1370_1,OT803EW - Length of residence in the UK (Out of term-time population)
NM_1400_1,LC3406EW - General health by car or van availability by sex
NM_1401_1,LC6124EW - Approximated social grade by sex by age
NM_1402_1,LC6125EW - Approximated social grade by adult lifestage
NM_1403_1,LC3408EW - Long-term health problem or disability by tenure by age
NM_1404_1,LC3409EW - General health by tenure by age
NM_1405_1,LC3305EW - Long-term health problem or disability by provision of unpaid care by sex
NM_1406_1,LC3407EW - Long-term health problem or disability by car or van availability by age
NM_1407_1,LC3307EW - Provision of unpaid care by general health by households with people who have a long-term health problem or disability
NM_1408_1,LC3306EW - Provision of unpaid care by households with people with a long-term health problem or disability by economic activity by sex
NM_1410_1,LC3102EW - Long-term health problem or disability by number of children in family
NM_1411_1,LC2122EW - Country of birth by number of children in family
NM_1412_1,LC2123EW - Religion of dependent child by sex
NM_1413_1,LC2124EW - Proficiency in English of dependent child by sex
NM_1414_1,LC1117EW - Sex by age
NM_1420_1,"CR03 - Acreage, population, private families and dwellings [1921 census]"
NM_1421_1,CR14 - Ages (five-year age groups) and marital condition [and sex] [1921 census]
NM_1422_1,"CR11 - Private families by size of family, rooms occupied, and density of occupation [1921 census]"
NM_1423_1,"CR12 - Institutions: Number, total population and inmates [1921 census]"
NM_1424_1,CR24 - Orphanhood of children aged less than 15 [1921 census]
NM_1425_1,CR16i - Occupation status by sex of persons aged 12 years and over [1921 census]
NM_1426_1,CR16ii - Occupations by sex of persons aged 12 years and over [1921 census]
NM_1500_1,KS103UK - Marital and civil partnership status
NM_1501_1,KS104UK - Living arrangements
NM_1502_1,KS105UK - Household composition
NM_1503_1,KS107UK - Lone parent households with dependent children
NM_1504_1,KS201UK - Ethnic group
NM_1505_1,KS301UK - Health and provision of unpaid care
NM_1506_1,"KS401UK - Dwellings, household spaces and accommodation type"
NM_1507_1,KS402UK - Tenure
NM_1508_1,KS404UK - Car or van availability
NM_1509_1,KS405UK - Communal establishment residents
NM_1510_1,KS501UK - Qualifications and students
NM_1511_1,KS601UK - Economic activity
NM_1512_1,KS602UK - Economic activity - Males
NM_1513_1,KS603UK - Economic activity - Females
NM_1514_1,KS604UK - Hours worked
NM_1515_1,KS605UK - Industry
NM_1516_1,KS606UK - Industry - Males
NM_1517_1,KS607UK - Industry - Females
NM_1518_1,KS608UK - Occupation
NM_1519_1,KS609UK - Occupation - Males
NM_1520_1,KS610UK - Occupation - Females
NM_1521_1,KS611UK - NS-SeC
NM_1522_1,KS612UK - NS-SeC - Males
NM_1523_1,KS613UK - NS-SeC - Females
NM_1530_1,QS101UK - Residence type
NM_1531_1,QS103UK - Age by single year
NM_1532_1,QS104UK - Sex
NM_1533_1,QS105UK - Schoolchildren and full-time students at their non term-time address
NM_1534_1,QS108UK - Living arrangements
NM_1535_1,QS110UK - Adult lifestage (alternative adult definition)
NM_1536_1,QS111UK - Household lifestage
NM_1537_1,QS112UK - Household composition - People
NM_1538_1,QS113UK - Household composition - Households
NM_1539_1,QS114UK - Household composition (alternative child and adult definitions)  - People
NM_1540_1,QS115UK - Household composition (alternative child/adult definitions)  - Households
NM_1541_1,QS117UK - People aged 18 to 64 living in a one adult household
NM_1542_1,QS118UK - Families with dependent children
NM_1543_1,QS202UK - Multiple ethnic group
NM_1544_1,QS203UK - Country of birth
NM_1545_1,QS301UK - Provision of unpaid care
NM_1546_1,QS302UK - General health
NM_1547_1,QS303UK - Long-term health problem or disability
NM_1548_1,QS401UK - Accommodation type - People
NM_1549_1,QS402UK - Accommodation type - Households
NM_1550_1,QS403UK - Tenure - People
NM_1551_1,QS404UK - Tenure - Household Reference Person aged 65 and over
NM_1552_1,QS405UK - Tenure - Households
NM_1553_1,QS406UK - Household size
NM_1554_1,QS407UK - Number of rooms
NM_1555_1,QS408UK - Occupancy rating
NM_1556_1,QS409UK - Persons per room - Households
NM_1557_1,QS410UK - Persons per room - People
NM_1558_1,QS415UK - Central heating
NM_1559_1,QS417UK - Household spaces
NM_1560_1,QS418UK - Dwellings
NM_1561_1,QS419UK - Position in communal establishment
NM_1562_1,QS420UK - Communal establishment management and type -  Communal establishments
NM_1563_1,QS421UK - Communal establishment management and type - People
NM_1564_1,QS501UK - Highest level of qualification
NM_1565_1,QS601UK - Economic activity
NM_1566_1,QS603UK - Economic activity - Full-time students
NM_1567_1,QS604UK - Hours worked
NM_1568_1,QS605UK - Industry
NM_1569_1,QS606UK - Occupation
NM_1570_1,QS607UK - NS-SeC
NM_1571_1,QS608UK - NS-SeC of Household Reference Person (HRP) - People aged under 65
NM_1572_1,QS609UK - NS-SeC of Household Reference Person (HRP) - People
NM_1573_1,QS610UK - NS-SeC of Household Reference Person (HRP) - HRP aged under 65
NM_1574_1,QS611UK - Approximated social grade - Household Reference Person (HRP) aged 16 - 64
NM_1575_1,QS612UK - Year last worked
NM_1602_1,KS002 - Age structure
NM_1603_1,KS003 - Living arrangements
NM_1604_1,KS004 - Marital Status
NM_1605_1,KS005 - Country of birth
NM_1606_1,KS006 - Ethnic group
NM_1607_1,KS007 - Religion
NM_1608_1,KS008 - Health and provision of unpaid care
NM_1609_1,KS009a - Economic activity
NM_1610_1,KS009b - Economic activity - males
NM_1611_1,KS009c - Economic activity - females
NM_1612_1,KS010 - Hours worked
NM_1613_1,KS011a - Industry of employment
NM_1614_1,KS011b - Industry of employment - males
NM_1615_1,KS011c - Industry of employment - females
NM_1616_1,KS012a - Occupation groups
NM_1617_1,KS012b - Occupation groups - males
NM_1618_1,KS012c - Occupation groups - females
NM_1619_1,KS013 - Qualifications and students
NM_1620_1,KS014a - NS-SeC
NM_1621_1,KS014b - NS-SeC - males
NM_1622_1,KS014c - NS-SeC - females
NM_1623_1,KS015 - Travel to work
NM_1624_1,KS016 - Household spaces and accommodation type
NM_1625_1,KS017 - Cars or Vans
NM_1626_1,KS018 - Tenure
NM_1627_1,"KS019 - Rooms, amenities, central heating and lowest floor level"
NM_1628_1,KS020 - Household composition
NM_1629_1,KS021 - Households with LLTI and dependent children
NM_1630_1,KS022 - Lone parent households with dependent children
NM_1631_1,KS023 - Communal establishment residents
NM_1632_1,KS024 - Migration
NM_1633_1,KS025 - Knowledge of Welsh
NM_1634_1,KS001 - Usual resident population
NM_1635_1,UV001 - Population
NM_1636_1,UV003 - Sex
NM_1637_1,UV004 - Age
NM_1638_1,UV005 - Schoolchildren and students in full time education living away from home during term-time
NM_1639_1,UV006 - Dependent children
NM_1640_1,UV007 - Marital status
