date,geography_code,fam_comp_name,c_sex_name,c_ecopuk11_name,obs_value
2001,E09000012,One parent working - Lone Parent family,All persons,Unemployed,0
2001,E09000012,One parent working - Lone Parent family,All persons,Economically inactive,0
2001,E09000012,One parent working - Lone Parent family,Males,Employed Part-time,89
2001,E09000012,One parent working - Lone Parent family,Males,Employed Full-time,364
2001,E09000012,One parent working - Lone Parent family,Males,Unemployed,0
2001,E09000012,One parent working - Lone Parent family,Males,Economically inactive,0
2001,E09000012,One parent working - Lone Parent family,Females,Employed Part-time,1342
2001,E09000012,One parent working - Lone Parent family,Females,Employed Full-time,2325
2001,E09000012,One parent working - Lone Parent family,Females,Unemployed,0
2001,E09000012,One parent working - Lone Parent family,Females,Economically inactive,0
2001,E09000012,One parent working - Lone Parent family - 1 dependent child,All persons,Employed Part-time,793
2001,E09000012,One parent working - Lone Parent family - 1 dependent child,All persons,Employed Full-time,1808
2001,E09000012,One parent working - Lone Parent family - 1 dependent child,All persons,Unemployed,0
2001,E09000012,One parent working - Lone Parent family - 1 dependent child,All persons,Economically inactive,0
2001,E09000012,One parent working - Lone Parent family - 1 dependent child,Males,Employed Part-time,60
2001,E09000012,One parent working - Lone Parent family - 1 dependent child,Males,Employed Full-time,278
2001,E09000012,One parent working - Lone Parent family - 1 dependent child,Males,Unemployed,0
2001,E09000012,One parent working - Lone Parent family - 1 dependent child,Males,Economically inactive,0
2001,E09000012,One parent working - Lone Parent family - 1 dependent child,Females,Employed Part-time,733
2001,E09000012,One parent working - Lone Parent family - 1 dependent child,Females,Employed Full-time,1530
2001,E09000012,One parent working - Lone Parent family - 1 dependent child,Females,Unemployed,0
2001,E09000012,One parent working - Lone Parent family - 1 dependent child,Females,Economically inactive,0
2001,E09000012,One parent working - Lone Parent family - 2 or more dependent children,All persons,Employed Part-time,638
2001,E09000012,One parent working - Lone Parent family - 2 or more dependent children,All persons,Employed Full-time,881
2001,E09000012,One parent working - Lone Parent family - 2 or more dependent children,All persons,Unemployed,0
2001,E09000012,One parent working - Lone Parent family - 2 or more dependent children,All persons,Economically inactive,0
2001,E09000012,One parent working - Lone Parent family - 2 or more dependent children,Males,Employed Part-time,29
2001,E09000012,One parent working - Lone Parent family - 2 or more dependent children,Males,Employed Full-time,86
2001,E09000012,One parent working - Lone Parent family - 2 or more dependent children,Males,Unemployed,0
2001,E09000012,One parent working - Lone Parent family - 2 or more dependent children,Males,Economically inactive,0
2001,E09000012,One parent working - Lone Parent family - 2 or more dependent children,Females,Employed Part-time,609
2001,E09000012,One parent working - Lone Parent family - 2 or more dependent children,Females,Employed Full-time,795
2001,E09000012,One parent working - Lone Parent family - 2 or more dependent children,Females,Unemployed,0
2001,E09000012,One parent working - Lone Parent family - 2 or more dependent children,Females,Economically inactive,0
2001,E09000012,One parent working - Couple family,All persons,Employed Part-time,2041
2001,E09000012,One parent working - Couple family,All persons,Employed Full-time,3485
2001,E09000012,One parent working - Couple family,All persons,Unemployed,744
2001,E09000012,One parent working - Couple family,All persons,Economically inactive,4757
2001,E09000012,One parent working - Couple family,Males,Employed Part-time,1473
2001,E09000012,One parent working - Couple family,Males,Employed Full-time,2898
2001,E09000012,One parent working - Couple family,Males,Unemployed,347
2001,E09000012,One parent working - Couple family,Males,Economically inactive,768
2001,E09000012,One parent working - Couple family,Females,Employed Part-time,568
2001,E09000012,One parent working - Couple family,Females,Employed Full-time,587
2001,E09000012,One parent working - Couple family,Females,Unemployed,397
2001,E09000012,One parent working - Couple family,Females,Economically inactive,3989
2001,E09000012,One parent working - Couple family - 1 dependent child,All persons,Employed Part-time,495
2001,E09000012,One parent working - Couple family - 1 dependent child,All persons,Employed Full-time,1133
2001,E09000012,One parent working - Couple family - 1 dependent child,All persons,Unemployed,269
2001,E09000012,One parent working - Couple family - 1 dependent child,All persons,Economically inactive,1348
2001,E09000012,One parent working - Couple family - 1 dependent child,Males,Employed Part-time,287
2001,E09000012,One parent working - Couple family - 1 dependent child,Males,Employed Full-time,886
2001,E09000012,One parent working - Couple family - 1 dependent child,Males,Unemployed,122
2001,E09000012,One parent working - Couple family - 1 dependent child,Males,Economically inactive,320
2001,E09000012,One parent working - Couple family - 1 dependent child,Females,Employed Part-time,208
2001,E09000012,One parent working - Couple family - 1 dependent child,Females,Employed Full-time,247
2001,E09000012,One parent working - Couple family - 1 dependent child,Females,Unemployed,147
2001,E09000012,One parent working - Couple family - 1 dependent child,Females,Economically inactive,1028
2001,E09000012,One parent working - Couple family - 2 or more dependent children,All persons,Employed Part-time,1546
2001,E09000012,One parent working - Couple family - 2 or more dependent children,All persons,Employed Full-time,2352
2001,E09000012,One parent working - Couple family - 2 or more dependent children,All persons,Unemployed,475
2001,E09000012,One parent working - Couple family - 2 or more dependent children,All persons,Economically inactive,3409
2001,E09000012,One parent working - Couple family - 2 or more dependent children,Males,Employed Part-time,1186
2001,E09000012,One parent working - Couple family - 2 or more dependent children,Males,Employed Full-time,2012
2001,E09000012,One parent working - Couple family - 2 or more dependent children,Males,Unemployed,225
2001,E09000012,One parent working - Couple family - 2 or more dependent children,Males,Economically inactive,448
2001,E09000012,One parent working - Couple family - 2 or more dependent children,Females,Employed Part-time,360
2001,E09000012,One parent working - Couple family - 2 or more dependent children,Females,Employed Full-time,340
2001,E09000012,One parent working - Couple family - 2 or more dependent children,Females,Unemployed,250
2001,E09000012,One parent working - Couple family - 2 or more dependent children,Females,Economically inactive,2961
2001,E09000012,No working parents,All persons,Employed Part-time,0
2001,E09000012,No working parents,All persons,Employed Full-time,0
2001,E09000012,No working parents,All persons,Unemployed,2286
2001,E09000012,No working parents,All persons,Economically inactive,11454
2001,E09000012,No working parents,Males,Employed Part-time,0
2001,E09000012,No working parents,Males,Employed Full-time,0
2001,E09000012,No working parents,Males,Unemployed,1155
2001,E09000012,No working parents,Males,Economically inactive,2754
2001,E09000012,No working parents,Females,Employed Part-time,0
2001,E09000012,No working parents,Females,Employed Full-time,0
2001,E09000012,No working parents,Females,Unemployed,1131
2001,E09000012,No working parents,Females,Economically inactive,8700
2001,E09000012,No working parents - Lone Parent family,All persons,Employed Part-time,0
2001,E09000012,No working parents - Lone Parent family,All persons,Employed Full-time,0
2001,E09000012,No working parents - Lone Parent family,All persons,Unemployed,959
2001,E09000012,No working parents - Lone Parent family,All persons,Economically inactive,5830
2001,E09000012,No working parents - Lone Parent family,Males,Employed Part-time,0
2001,E09000012,No working parents - Lone Parent family,Males,Employed Full-time,0
2001,E09000012,No working parents - Lone Parent family,Males,Unemployed,118
2001,E09000012,No working parents - Lone Parent family,Males,Economically inactive,376
2001,E09000012,No working parents - Lone Parent family,Females,Employed Part-time,0
2001,E09000012,No working parents - Lone Parent family,Females,Employed Full-time,0
2001,E09000012,No working parents - Lone Parent family,Females,Unemployed,841
2001,E09000012,No working parents - Lone Parent family,Females,Economically inactive,5454
2001,E09000012,No working parents - Lone Parent family - 1 dependent child,All persons,Employed Part-time,0
2001,E09000012,No working parents - Lone Parent family - 1 dependent child,All persons,Employed Full-time,0
2001,E09000012,No working parents - Lone Parent family - 1 dependent child,All persons,Unemployed,580
2001,E09000012,No working parents - Lone Parent family - 1 dependent child,All persons,Economically inactive,2918
2001,E09000012,No working parents - Lone Parent family - 1 dependent child,Males,Employed Part-time,0
2001,E09000012,No working parents - Lone Parent family - 1 dependent child,Males,Employed Full-time,0
2001,E09000012,No working parents - Lone Parent family - 1 dependent child,Males,Unemployed,97
2001,E09000012,No working parents - Lone Parent family - 1 dependent child,Males,Economically inactive,302
2001,E09000012,No working parents - Lone Parent family - 1 dependent child,Females,Employed Part-time,0
2001,E09000012,No working parents - Lone Parent family - 1 dependent child,Females,Employed Full-time,0
2001,E09000012,No working parents - Lone Parent family - 1 dependent child,Females,Unemployed,483
2001,E09000012,No working parents - Lone Parent family - 1 dependent child,Females,Economically inactive,2616
2001,E09000012,No working parents - Lone Parent family - 2 or more dependent children,All persons,Employed Part-time,0
2001,E09000012,No working parents - Lone Parent family - 2 or more dependent children,All persons,Employed Full-time,0
2001,E09000012,No working parents - Lone Parent family - 2 or more dependent children,All persons,Unemployed,379
2001,E09000012,No working parents - Lone Parent family - 2 or more dependent children,All persons,Economically inactive,2912
2001,E09000012,No working parents - Lone Parent family - 2 or more dependent children,Males,Employed Part-time,0
2001,E09000012,No working parents - Lone Parent family - 2 or more dependent children,Males,Employed Full-time,0
2001,E09000012,No working parents - Lone Parent family - 2 or more dependent children,Males,Unemployed,21
2001,E09000012,No working parents - Lone Parent family - 2 or more dependent children,Males,Economically inactive,74
2001,E09000012,No working parents - Lone Parent family - 2 or more dependent children,Females,Employed Part-time,0
2001,E09000012,No working parents - Lone Parent family - 2 or more dependent children,Females,Employed Full-time,0
2001,E09000012,No working parents - Lone Parent family - 2 or more dependent children,Females,Unemployed,358
2001,E09000012,No working parents - Lone Parent family - 2 or more dependent children,Females,Economically inactive,2838
2001,E09000012,No working parents - Couple family,All persons,Employed Part-time,0
2001,E09000012,No working parents - Couple family,All persons,Employed Full-time,0
2001,E09000012,No working parents - Couple family,All persons,Unemployed,1327
2001,E09000012,No working parents - Couple family,All persons,Economically inactive,5624
2001,E09000012,No working parents - Couple family,Males,Employed Part-time,0
2001,E09000012,No working parents - Couple family,Males,Employed Full-time,0
2001,E09000012,No working parents - Couple family,Males,Unemployed,1037
2001,E09000012,No working parents - Couple family,Males,Economically inactive,2378
2001,E09000012,No working parents - Couple family,Females,Employed Part-time,0
2001,E09000012,No working parents - Couple family,Females,Employed Full-time,0
2001,E09000012,No working parents - Couple family,Females,Unemployed,290
2001,E09000012,No working parents - Couple family,Females,Economically inactive,3246
2001,E09000012,No working parents - Couple family - 1 dependent child,All persons,Employed Part-time,0
2001,E09000012,No working parents - Couple family - 1 dependent child,All persons,Employed Full-time,0
2001,E09000012,No working parents - Couple family - 1 dependent child,All persons,Unemployed,401
2001,E09000012,No working parents - Couple family - 1 dependent child,All persons,Economically inactive,1951
2001,E09000012,No working parents - Couple family - 1 dependent child,Males,Employed Part-time,0
2001,E09000012,No working parents - Couple family - 1 dependent child,Males,Employed Full-time,0
2001,E09000012,No working parents - Couple family - 1 dependent child,Males,Unemployed,294
2001,E09000012,No working parents - Couple family - 1 dependent child,Males,Economically inactive,857
2001,E09000012,No working parents - Couple family - 1 dependent child,Females,Employed Part-time,0
2001,E09000012,No working parents - Couple family - 1 dependent child,Females,Employed Full-time,0
2001,E09000012,No working parents - Couple family - 1 dependent child,Females,Unemployed,107
2001,E09000012,No working parents - Couple family - 1 dependent child,Females,Economically inactive,1094
2001,E09000012,No working parents - Couple family - 2 or more dependent children,All persons,Employed Part-time,0
2001,E09000012,No working parents - Couple family - 2 or more dependent children,All persons,Employed Full-time,0
2001,E09000012,No working parents - Couple family - 2 or more dependent children,All persons,Unemployed,926
2001,E09000012,No working parents - Couple family - 2 or more dependent children,All persons,Economically inactive,3673
2001,E09000012,No working parents - Couple family - 2 or more dependent children,Males,Employed Part-time,0
2001,E09000012,No working parents - Couple family - 2 or more dependent children,Males,Employed Full-time,0
2001,E09000012,No working parents - Couple family - 2 or more dependent children,Males,Unemployed,743
2001,E09000012,No working parents - Couple family - 2 or more dependent children,Males,Economically inactive,1521
2001,E09000012,No working parents - Couple family - 2 or more dependent children,Females,Employed Part-time,0
2001,E09000012,No working parents - Couple family - 2 or more dependent children,Females,Employed Full-time,0
2001,E09000012,No working parents - Couple family - 2 or more dependent children,Females,Unemployed,183
2001,E09000012,No working parents - Couple family - 2 or more dependent children,Females,Economically inactive,2152
2001,E09000013,All parents,All persons,Employed Part-time,3773
2001,E09000013,All parents,All persons,Employed Full-time,11568
2001,E09000013,All parents,All persons,Unemployed,1363
2001,E09000013,All parents,All persons,Economically inactive,8893
2001,E09000013,All parents,Males,Employed Part-time,714
2001,E09000013,All parents,Males,Employed Full-time,7403
2001,E09000013,All parents,Males,Unemployed,607
2001,E09000013,All parents,Males,Economically inactive,1479
2001,E09000013,All parents,Females,Employed Part-time,3059
2001,E09000013,All parents,Females,Employed Full-time,4165
2001,E09000013,All parents,Females,Unemployed,756
2001,E09000013,All parents,Females,Economically inactive,7414
2001,E09000013,Both parents working - Couple family,All persons,Employed Part-time,2210
2001,E09000013,Both parents working - Couple family,All persons,Employed Full-time,6568
2001,E09000013,Both parents working - Couple family,All persons,Unemployed,0
2001,E09000013,Both parents working - Couple family,All persons,Economically inactive,0
2001,E09000013,Both parents working - Couple family,Males,Employed Part-time,295
2001,E09000013,Both parents working - Couple family,Males,Employed Full-time,4093
2001,E09000013,Both parents working - Couple family,Males,Unemployed,0
2001,E09000013,Both parents working - Couple family,Males,Economically inactive,0
2001,E09000013,Both parents working - Couple family,Females,Employed Part-time,1915
2001,E09000013,Both parents working - Couple family,Females,Employed Full-time,2475
2001,E09000013,Both parents working - Couple family,Females,Unemployed,0
2001,E09000013,Both parents working - Couple family,Females,Economically inactive,0
2001,E09000013,Both parents working - Couple family - 1 dependent child,All persons,Employed Part-time,805
2001,E09000013,Both parents working - Couple family - 1 dependent child,All persons,Employed Full-time,2917
2001,E09000013,Both parents working - Couple family - 1 dependent child,All persons,Unemployed,0
2001,E09000013,Both parents working - Couple family - 1 dependent child,All persons,Economically inactive,0
2001,E09000013,Both parents working - Couple family - 1 dependent child,Males,Employed Part-time,129
2001,E09000013,Both parents working - Couple family - 1 dependent child,Males,Employed Full-time,1728
2001,E09000013,Both parents working - Couple family - 1 dependent child,Males,Unemployed,0
2001,E09000013,Both parents working - Couple family - 1 dependent child,Males,Economically inactive,0
2001,E09000013,Both parents working - Couple family - 1 dependent child,Females,Employed Part-time,676
2001,E09000013,Both parents working - Couple family - 1 dependent child,Females,Employed Full-time,1189
2001,E09000013,Both parents working - Couple family - 1 dependent child,Females,Unemployed,0
2001,E09000013,Both parents working - Couple family - 1 dependent child,Females,Economically inactive,0
2001,E09000013,Both parents working - Couple family - 2 or more dependent children,All persons,Employed Part-time,1405
2001,E09000013,Both parents working - Couple family - 2 or more dependent children,All persons,Employed Full-time,3651
2001,E09000013,Both parents working - Couple family - 2 or more dependent children,All persons,Unemployed,0
2001,E09000013,Both parents working - Couple family - 2 or more dependent children,All persons,Economically inactive,0
2001,E09000013,Both parents working - Couple family - 2 or more dependent children,Males,Employed Part-time,166
2001,E09000013,Both parents working - Couple family - 2 or more dependent children,Males,Employed Full-time,2365
2001,E09000013,Both parents working - Couple family - 2 or more dependent children,Males,Unemployed,0
2001,E09000013,Both parents working - Couple family - 2 or more dependent children,Males,Economically inactive,0
2001,E09000013,Both parents working - Couple family - 2 or more dependent children,Females,Employed Part-time,1239
2001,E09000013,Both parents working - Couple family - 2 or more dependent children,Females,Employed Full-time,1286
2001,E09000013,Both parents working - Couple family - 2 or more dependent children,Females,Unemployed,0
2001,E09000013,Both parents working - Couple family - 2 or more dependent children,Females,Economically inactive,0
2001,E09000013,One parent working,All persons,Employed Part-time,1563
2001,E09000013,One parent working,All persons,Employed Full-time,5000
2001,E09000013,One parent working,All persons,Unemployed,368
2001,E09000013,One parent working,All persons,Economically inactive,3570
2001,E09000013,One parent working,Males,Employed Part-time,419
2001,E09000013,One parent working,Males,Employed Full-time,3310
2001,E09000013,One parent working,Males,Unemployed,176
2001,E09000013,One parent working,Males,Economically inactive,329
2001,E09000013,One parent working,Females,Employed Part-time,1144
2001,E09000013,One parent working,Females,Employed Full-time,1690
2001,E09000013,One parent working,Females,Unemployed,192
2001,E09000013,One parent working,Females,Economically inactive,3241
2001,E09000013,One parent working - Lone Parent family,All persons,Employed Part-time,961
2001,E09000013,One parent working - Lone Parent family,All persons,Employed Full-time,1634
2001,E09000013,One parent working - Lone Parent family,All persons,Unemployed,0
2001,E09000013,One parent working - Lone Parent family,All persons,Economically inactive,0
2001,E09000013,One parent working - Lone Parent family,Males,Employed Part-time,48
2001,E09000013,One parent working - Lone Parent family,Males,Employed Full-time,249
2001,E09000013,One parent working - Lone Parent family,Males,Unemployed,0
2001,E09000013,One parent working - Lone Parent family,Males,Economically inactive,0
2001,E09000013,One parent working - Lone Parent family,Females,Employed Part-time,913
2001,E09000013,One parent working - Lone Parent family,Females,Employed Full-time,1385
2001,E09000013,One parent working - Lone Parent family,Females,Unemployed,0
2001,E09000013,One parent working - Lone Parent family,Females,Economically inactive,0
2001,E09000013,One parent working - Lone Parent family - 1 dependent child,All persons,Employed Part-time,581
2001,E09000013,One parent working - Lone Parent family - 1 dependent child,All persons,Employed Full-time,1152
2001,E09000013,One parent working - Lone Parent family - 1 dependent child,All persons,Unemployed,0
2001,E09000013,One parent working - Lone Parent family - 1 dependent child,All persons,Economically inactive,0
2001,E09000013,One parent working - Lone Parent family - 1 dependent child,Males,Employed Part-time,44
2001,E09000013,One parent working - Lone Parent family - 1 dependent child,Males,Employed Full-time,174
2001,E09000013,One parent working - Lone Parent family - 1 dependent child,Males,Unemployed,0
2001,E09000013,One parent working - Lone Parent family - 1 dependent child,Males,Economically inactive,0
2001,E09000013,One parent working - Lone Parent family - 1 dependent child,Females,Employed Part-time,537
2001,E09000013,One parent working - Lone Parent family - 1 dependent child,Females,Employed Full-time,978
2001,E09000013,One parent working - Lone Parent family - 1 dependent child,Females,Unemployed,0
2001,E09000013,One parent working - Lone Parent family - 1 dependent child,Females,Economically inactive,0
2001,E09000013,One parent working - Lone Parent family - 2 or more dependent children,All persons,Employed Part-time,380
2001,E09000013,One parent working - Lone Parent family - 2 or more dependent children,All persons,Employed Full-time,482
2001,E09000013,One parent working - Lone Parent family - 2 or more dependent children,All persons,Unemployed,0
2001,E09000013,One parent working - Lone Parent family - 2 or more dependent children,All persons,Economically inactive,0
2001,E09000013,One parent working - Lone Parent family - 2 or more dependent children,Males,Employed Part-time,4
2001,E09000013,One parent working - Lone Parent family - 2 or more dependent children,Males,Employed Full-time,75
2001,E09000013,One parent working - Lone Parent family - 2 or more dependent children,Males,Unemployed,0
2001,E09000013,One parent working - Lone Parent family - 2 or more dependent children,Males,Economically inactive,0
2001,E09000013,One parent working - Lone Parent family - 2 or more dependent children,Females,Employed Part-time,376
2001,E09000013,One parent working - Lone Parent family - 2 or more dependent children,Females,Employed Full-time,407
2001,E09000013,One parent working - Lone Parent family - 2 or more dependent children,Females,Unemployed,0
2001,E09000013,One parent working - Lone Parent family - 2 or more dependent children,Females,Economically inactive,0
2001,E09000013,One parent working - Couple family,All persons,Employed Part-time,602
2001,E09000013,One parent working - Couple family,All persons,Employed Full-time,3366
2001,E09000013,One parent working - Couple family,All persons,Unemployed,368
2001,E09000013,One parent working - Couple family,All persons,Economically inactive,3570
2001,E09000013,One parent working - Couple family,Males,Employed Part-time,371
2001,E09000013,One parent working - Couple family,Males,Employed Full-time,3061
2001,E09000013,One parent working - Couple family,Males,Unemployed,176
2001,E09000013,One parent working - Couple family,Males,Economically inactive,329
2001,E09000013,One parent working - Couple family,Females,Employed Part-time,231
2001,E09000013,One parent working - Couple family,Females,Employed Full-time,305
2001,E09000013,One parent working - Couple family,Females,Unemployed,192
2001,E09000013,One parent working - Couple family,Females,Economically inactive,3241
2001,E09000013,One parent working - Couple family - 1 dependent child,All persons,Employed Part-time,201
2001,E09000013,One parent working - Couple family - 1 dependent child,All persons,Employed Full-time,1112
2001,E09000013,One parent working - Couple family - 1 dependent child,All persons,Unemployed,150
2001,E09000013,One parent working - Couple family - 1 dependent child,All persons,Economically inactive,1148
2001,E09000013,One parent working - Couple family - 1 dependent child,Males,Employed Part-time,111
2001,E09000013,One parent working - Couple family - 1 dependent child,Males,Employed Full-time,961
2001,E09000013,One parent working - Couple family - 1 dependent child,Males,Unemployed,64
2001,E09000013,One parent working - Couple family - 1 dependent child,Males,Economically inactive,164
2001,E09000013,One parent working - Couple family - 1 dependent child,Females,Employed Part-time,90
2001,E09000013,One parent working - Couple family - 1 dependent child,Females,Employed Full-time,151
2001,E09000013,One parent working - Couple family - 1 dependent child,Females,Unemployed,86
2001,E09000013,One parent working - Couple family - 1 dependent child,Females,Economically inactive,984
2001,E09000013,One parent working - Couple family - 2 or more dependent children,All persons,Employed Part-time,401
2001,E09000013,One parent working - Couple family - 2 or more dependent children,All persons,Employed Full-time,2254
2001,E09000013,One parent working - Couple family - 2 or more dependent children,All persons,Unemployed,218
2001,E09000013,One parent working - Couple family - 2 or more dependent children,All persons,Economically inactive,2422
2001,E09000013,One parent working - Couple family - 2 or more dependent children,Males,Employed Part-time,260
2001,E09000013,One parent working - Couple family - 2 or more dependent children,Males,Employed Full-time,2100
2001,E09000013,One parent working - Couple family - 2 or more dependent children,Males,Unemployed,112
2001,E09000013,One parent working - Couple family - 2 or more dependent children,Males,Economically inactive,165
2001,E09000013,One parent working - Couple family - 2 or more dependent children,Females,Employed Part-time,141
2001,E09000013,One parent working - Couple family - 2 or more dependent children,Females,Employed Full-time,154
2001,E09000013,One parent working - Couple family - 2 or more dependent children,Females,Unemployed,106
2001,E09000013,One parent working - Couple family - 2 or more dependent children,Females,Economically inactive,2257
2001,E09000013,No working parents,All persons,Employed Part-time,0
2001,E09000013,No working parents,All persons,Employed Full-time,0
2001,E09000013,No working parents,All persons,Unemployed,995
2001,E09000013,No working parents,All persons,Economically inactive,5323
2001,E09000013,No working parents,Males,Employed Part-time,0
2001,E09000013,No working parents,Males,Employed Full-time,0
2001,E09000013,No working parents,Males,Unemployed,431
2001,E09000013,No working parents,Males,Economically inactive,1150
2001,E09000013,No working parents,Females,Employed Part-time,0
2001,E09000013,No working parents,Females,Employed Full-time,0
2001,E09000013,No working parents,Females,Unemployed,564
2001,E09000013,No working parents,Females,Economically inactive,4173
2001,E09000013,No working parents - Lone Parent family,All persons,Employed Part-time,0
2001,E09000013,No working parents - Lone Parent family,All persons,Employed Full-time,0
2001,E09000013,No working parents - Lone Parent family,All persons,Unemployed,515
2001,E09000013,No working parents - Lone Parent family,All persons,Economically inactive,3266
2001,E09000013,No working parents - Lone Parent family,Males,Employed Part-time,0
2001,E09000013,No working parents - Lone Parent family,Males,Employed Full-time,0
2001,E09000013,No working parents - Lone Parent family,Males,Unemployed,83
2001,E09000013,No working parents - Lone Parent family,Males,Economically inactive,246
2001,E09000013,No working parents - Lone Parent family,Females,Employed Part-time,0
2001,E09000013,No working parents - Lone Parent family,Females,Employed Full-time,0
2001,E09000013,No working parents - Lone Parent family,Females,Unemployed,432
2001,E09000013,No working parents - Lone Parent family,Females,Economically inactive,3020
2001,E09000013,No working parents - Lone Parent family - 1 dependent child,All persons,Employed Part-time,0
2001,E09000013,No working parents - Lone Parent family - 1 dependent child,All persons,Employed Full-time,0
2001,E09000013,No working parents - Lone Parent family - 1 dependent child,All persons,Unemployed,342
2001,E09000013,No working parents - Lone Parent family - 1 dependent child,All persons,Economically inactive,1710
2001,E09000013,No working parents - Lone Parent family - 1 dependent child,Males,Employed Part-time,0
2001,E09000013,No working parents - Lone Parent family - 1 dependent child,Males,Employed Full-time,0
2001,E09000013,No working parents - Lone Parent family - 1 dependent child,Males,Unemployed,66
2001,E09000013,No working parents - Lone Parent family - 1 dependent child,Males,Economically inactive,195
2001,E09000013,No working parents - Lone Parent family - 1 dependent child,Females,Employed Part-time,0
2001,E09000013,No working parents - Lone Parent family - 1 dependent child,Females,Employed Full-time,0
2001,E09000013,No working parents - Lone Parent family - 1 dependent child,Females,Unemployed,276
2001,E09000013,No working parents - Lone Parent family - 1 dependent child,Females,Economically inactive,1515
2001,E09000013,No working parents - Lone Parent family - 2 or more dependent children,All persons,Employed Part-time,0
2001,E09000013,No working parents - Lone Parent family - 2 or more dependent children,All persons,Employed Full-time,0
2001,E09000013,No working parents - Lone Parent family - 2 or more dependent children,All persons,Unemployed,173
2001,E09000013,No working parents - Lone Parent family - 2 or more dependent children,All persons,Economically inactive,1556
2001,E09000013,No working parents - Lone Parent family - 2 or more dependent children,Males,Employed Part-time,0
2001,E09000013,No working parents - Lone Parent family - 2 or more dependent children,Males,Employed Full-time,0
2001,E09000013,No working parents - Lone Parent family - 2 or more dependent children,Males,Unemployed,17
2001,E09000013,No working parents - Lone Parent family - 2 or more dependent children,Males,Economically inactive,51
2001,E09000013,No working parents - Lone Parent family - 2 or more dependent children,Females,Employed Part-time,0
2001,E09000013,No working parents - Lone Parent family - 2 or more dependent children,Females,Employed Full-time,0
2001,E09000013,No working parents - Lone Parent family - 2 or more dependent children,Females,Unemployed,156
2001,E09000013,No working parents - Lone Parent family - 2 or more dependent children,Females,Economically inactive,1505
2001,E09000013,No working parents - Couple family,All persons,Employed Part-time,0
2001,E09000013,No working parents - Couple family,All persons,Employed Full-time,0
2001,E09000013,No working parents - Couple family,All persons,Unemployed,480
2001,E09000013,No working parents - Couple family,All persons,Economically inactive,2057
2001,E09000013,No working parents - Couple family,Males,Employed Part-time,0
2001,E09000013,No working parents - Couple family,Males,Employed Full-time,0
2001,E09000013,No working parents - Couple family,Males,Unemployed,348
2001,E09000013,No working parents - Couple family,Males,Economically inactive,904
2001,E09000013,No working parents - Couple family,Females,Employed Part-time,0
2001,E09000013,No working parents - Couple family,Females,Employed Full-time,0
2001,E09000013,No working parents - Couple family,Females,Unemployed,132
2001,E09000013,No working parents - Couple family,Females,Economically inactive,1153
2001,E09000013,No working parents - Couple family - 1 dependent child,All persons,Employed Part-time,0
2001,E09000013,No working parents - Couple family - 1 dependent child,All persons,Employed Full-time,0
2001,E09000013,No working parents - Couple family - 1 dependent child,All persons,Unemployed,150
2001,E09000013,No working parents - Couple family - 1 dependent child,All persons,Economically inactive,729
2001,E09000013,No working parents - Couple family - 1 dependent child,Males,Employed Part-time,0
2001,E09000013,No working parents - Couple family - 1 dependent child,Males,Employed Full-time,0
2001,E09000013,No working parents - Couple family - 1 dependent child,Males,Unemployed,104
2001,E09000013,No working parents - Couple family - 1 dependent child,Males,Economically inactive,333
2001,E09000013,No working parents - Couple family - 1 dependent child,Females,Employed Part-time,0
2001,E09000013,No working parents - Couple family - 1 dependent child,Females,Employed Full-time,0
2001,E09000013,No working parents - Couple family - 1 dependent child,Females,Unemployed,46
2001,E09000013,No working parents - Couple family - 1 dependent child,Females,Economically inactive,396
2001,E09000013,No working parents - Couple family - 2 or more dependent children,All persons,Employed Part-time,0
2001,E09000013,No working parents - Couple family - 2 or more dependent children,All persons,Employed Full-time,0
2001,E09000013,No working parents - Couple family - 2 or more dependent children,All persons,Unemployed,330
2001,E09000013,No working parents - Couple family - 2 or more dependent children,All persons,Economically inactive,1328
2001,E09000013,No working parents - Couple family - 2 or more dependent children,Males,Employed Part-time,0
2001,E09000013,No working parents - Couple family - 2 or more dependent children,Males,Employed Full-time,0
2001,E09000013,No working parents - Couple family - 2 or more dependent children,Males,Unemployed,244
2001,E09000013,No working parents - Couple family - 2 or more dependent children,Males,Economically inactive,571
2001,E09000013,No working parents - Couple family - 2 or more dependent children,Females,Employed Part-time,0
2001,E09000013,No working parents - Couple family - 2 or more dependent children,Females,Employed Full-time,0
2001,E09000013,No working parents - Couple family - 2 or more dependent children,Females,Unemployed,86
2001,E09000013,No working parents - Couple family - 2 or more dependent children,Females,Economically inactive,757
2001,E09000014,All parents,All persons,Employed Part-time,6798
2001,E09000014,All parents,All persons,Employed Full-time,17239
2001,E09000014,All parents,All persons,Unemployed,2917
2001,E09000014,All parents,All persons,Economically inactive,15398
2001,E09000014,All parents,Males,Employed Part-time,1710
2001,E09000014,All parents,Males,Employed Full-time,10491
2001,E09000014,All parents,Males,Unemployed,1393
2001,E09000014,All parents,Males,Economically inactive,2947
2001,E09000014,All parents,Females,Employed Part-time,5088
2001,E09000014,All parents,Females,Employed Full-time,6748
2001,E09000014,All parents,Females,Unemployed,1524
2001,E09000014,All parents,Females,Economically inactive,12451
2001,E09000014,Both parents working - Couple family,All persons,Employed Part-time,3941
2001,E09000014,Both parents working - Couple family,All persons,Employed Full-time,10307
