date,geography_code,c_cob_name,c_sex_name,c_age_name,obs_value
2001,E09000019,Other,Females,All people,258
2001,E09000019,Other,Females,Aged 0 to 15,34
2001,E09000019,Other,Females,Aged 16 to pensionable age,154
2001,E09000019,Other,Females,Pensionable age and over,70
2001,E09000020,United Kingdom,Males,All people,43846
2001,E09000020,United Kingdom,Males,Aged 0 to 15,9917
2001,E09000020,United Kingdom,Males,Aged 16 to pensionable age,28767
2001,E09000020,United Kingdom,Males,Pensionable age and over,5162
2001,E09000020,United Kingdom,Females,All people,44412
2001,E09000020,United Kingdom,Females,Aged 0 to 15,9333
2001,E09000020,United Kingdom,Females,Aged 16 to pensionable age,26435
2001,E09000020,United Kingdom,Females,Pensionable age and over,8644
2001,E09000020,England,Males,All people,40676
2001,E09000020,England,Males,Aged 0 to 15,9865
2001,E09000020,England,Males,Aged 16 to pensionable age,26168
2001,E09000020,England,Males,Pensionable age and over,4643
2001,E09000020,England,Females,All people,41358
2001,E09000020,England,Females,Aged 0 to 15,9262
2001,E09000020,England,Females,Aged 16 to pensionable age,24420
2001,E09000020,England,Females,Pensionable age and over,7676
2001,E09000020,Scotland,Males,All people,1796
2001,E09000020,Scotland,Males,Aged 0 to 15,21
2001,E09000020,Scotland,Males,Aged 16 to pensionable age,1497
2001,E09000020,Scotland,Males,Pensionable age and over,278
2001,E09000020,Scotland,Females,All people,1693
2001,E09000020,Scotland,Females,Aged 0 to 15,34
2001,E09000020,Scotland,Females,Aged 16 to pensionable age,1183
2001,E09000020,Scotland,Females,Pensionable age and over,476
2001,E09000020,Northern Ireland,Males,All people,494
2001,E09000020,Northern Ireland,Males,Aged 0 to 15,6
2001,E09000020,Northern Ireland,Males,Aged 16 to pensionable age,411
2001,E09000020,Northern Ireland,Males,Pensionable age and over,77
2001,E09000020,Northern Ireland,Females,All people,470
2001,E09000020,Northern Ireland,Females,Aged 0 to 15,9
2001,E09000020,Northern Ireland,Females,Aged 16 to pensionable age,297
2001,E09000020,Northern Ireland,Females,Pensionable age and over,164
2001,E09000020,Wales,Males,All people,841
2001,E09000020,Wales,Males,Aged 0 to 15,9
2001,E09000020,Wales,Males,Aged 16 to pensionable age,671
2001,E09000020,Wales,Males,Pensionable age and over,161
2001,E09000020,Wales,Females,All people,876
2001,E09000020,Wales,Females,Aged 0 to 15,19
2001,E09000020,Wales,Females,Aged 16 to pensionable age,532
2001,E09000020,Wales,Females,Pensionable age and over,325
2001,E09000020,UK part not specified,Males,All people,39
2001,E09000020,UK part not specified,Males,Aged 0 to 15,16
2001,E09000020,UK part not specified,Males,Aged 16 to pensionable age,20
2001,E09000020,UK part not specified,Males,Pensionable age and over,3
2001,E09000020,UK part not specified,Females,All people,15
2001,E09000020,UK part not specified,Females,Aged 0 to 15,9
2001,E09000020,UK part not specified,Females,Aged 16 to pensionable age,3
2001,E09000020,UK part not specified,Females,Pensionable age and over,3
2001,E09000020,Republic of Ireland,Males,All people,1724
2001,E09000020,Republic of Ireland,Males,Aged 0 to 15,4
2001,E09000020,Republic of Ireland,Males,Aged 16 to pensionable age,1190
2001,E09000020,Republic of Ireland,Males,Pensionable age and over,530
2001,E09000020,Republic of Ireland,Females,All people,2112
2001,E09000020,Republic of Ireland,Females,Aged 0 to 15,12
2001,E09000020,Republic of Ireland,Females,Aged 16 to pensionable age,1052
2001,E09000020,Republic of Ireland,Females,Pensionable age and over,1048
2001,E09000020,Ireland not otherwise specified,Males,All people,6
2001,E09000020,Ireland not otherwise specified,Males,Aged 0 to 15,0
2001,E09000020,Ireland not otherwise specified,Males,Aged 16 to pensionable age,3
2001,E09000020,Ireland not otherwise specified,Males,Pensionable age and over,3
2001,E09000020,Ireland not otherwise specified,Females,All people,3
2001,E09000020,Ireland not otherwise specified,Females,Aged 0 to 15,0
2001,E09000020,Ireland not otherwise specified,Females,Aged 16 to pensionable age,0
2001,E09000020,Ireland not otherwise specified,Females,Pensionable age and over,3
2001,E09000020,Channel Islands and Isle of Man,Males,All people,67
2001,E09000020,Channel Islands and Isle of Man,Males,Aged 0 to 15,5
2001,E09000020,Channel Islands and Isle of Man,Males,Aged 16 to pensionable age,59
2001,E09000020,Channel Islands and Isle of Man,Males,Pensionable age and over,3
2001,E09000020,Channel Islands and Isle of Man,Females,All people,45
2001,E09000020,Channel Islands and Isle of Man,Females,Aged 0 to 15,0
2001,E09000020,Channel Islands and Isle of Man,Females,Aged 16 to pensionable age,24
2001,E09000020,Channel Islands and Isle of Man,Females,Pensionable age and over,21
2001,E09000020,Other Western Europe,Males,All people,8904
2001,E09000020,Other Western Europe,Males,Aged 0 to 15,967
2001,E09000020,Other Western Europe,Males,Aged 16 to pensionable age,7390
2001,E09000020,Other Western Europe,Males,Pensionable age and over,547
2001,E09000020,Other Western Europe,Females,All people,9997
2001,E09000020,Other Western Europe,Females,Aged 0 to 15,855
2001,E09000020,Other Western Europe,Females,Aged 16 to pensionable age,7703
2001,E09000020,Other Western Europe,Females,Pensionable age and over,1439
2001,E09000020,EU Countries,Males,All people,8286
2001,E09000020,EU Countries,Males,Aged 0 to 15,881
2001,E09000020,EU Countries,Males,Aged 16 to pensionable age,6902
2001,E09000020,EU Countries,Males,Pensionable age and over,503
2001,E09000020,EU Countries,Females,All people,9382
2001,E09000020,EU Countries,Females,Aged 0 to 15,802
2001,E09000020,EU Countries,Females,Aged 16 to pensionable age,7237
2001,E09000020,EU Countries,Females,Pensionable age and over,1343
2001,E09000020,France,Males,All people,2312
2001,E09000020,France,Males,Aged 0 to 15,530
2001,E09000020,France,Males,Aged 16 to pensionable age,1710
2001,E09000020,France,Males,Pensionable age and over,72
2001,E09000020,France,Females,All people,2401
2001,E09000020,France,Females,Aged 0 to 15,472
2001,E09000020,France,Females,Aged 16 to pensionable age,1712
2001,E09000020,France,Females,Pensionable age and over,217
2001,E09000020,Germany,Males,All people,972
2001,E09000020,Germany,Males,Aged 0 to 15,37
2001,E09000020,Germany,Males,Aged 16 to pensionable age,835
2001,E09000020,Germany,Males,Pensionable age and over,100
2001,E09000020,Germany,Females,All people,1222
2001,E09000020,Germany,Females,Aged 0 to 15,43
2001,E09000020,Germany,Females,Aged 16 to pensionable age,946
2001,E09000020,Germany,Females,Pensionable age and over,233
2001,E09000020,Italy,Males,All people,1778
2001,E09000020,Italy,Males,Aged 0 to 15,112
2001,E09000020,Italy,Males,Aged 16 to pensionable age,1587
2001,E09000020,Italy,Males,Pensionable age and over,79
2001,E09000020,Italy,Females,All people,1439
2001,E09000020,Italy,Females,Aged 0 to 15,75
2001,E09000020,Italy,Females,Aged 16 to pensionable age,1172
2001,E09000020,Italy,Females,Pensionable age and over,192
2001,E09000020,Netherlands,Males,All people,380
2001,E09000020,Netherlands,Males,Aged 0 to 15,6
2001,E09000020,Netherlands,Males,Aged 16 to pensionable age,342
2001,E09000020,Netherlands,Males,Pensionable age and over,32
2001,E09000020,Netherlands,Females,All people,321
2001,E09000020,Netherlands,Females,Aged 0 to 15,12
2001,E09000020,Netherlands,Females,Aged 16 to pensionable age,277
2001,E09000020,Netherlands,Females,Pensionable age and over,32
2001,E09000020,Spain,Males,All people,818
2001,E09000020,Spain,Males,Aged 0 to 15,77
2001,E09000020,Spain,Males,Aged 16 to pensionable age,665
2001,E09000020,Spain,Males,Pensionable age and over,76
2001,E09000020,Spain,Females,All people,1295
2001,E09000020,Spain,Females,Aged 0 to 15,63
2001,E09000020,Spain,Females,Aged 16 to pensionable age,971
2001,E09000020,Spain,Females,Pensionable age and over,261
2001,E09000020,Other EU,Males,All people,2026
2001,E09000020,Other EU,Males,Aged 0 to 15,119
2001,E09000020,Other EU,Males,Aged 16 to pensionable age,1763
2001,E09000020,Other EU,Males,Pensionable age and over,144
2001,E09000020,Other EU,Females,All people,2704
2001,E09000020,Other EU,Females,Aged 0 to 15,137
2001,E09000020,Other EU,Females,Aged 16 to pensionable age,2159
2001,E09000020,Other EU,Females,Pensionable age and over,408
2001,E09000020,Non EU countries in Western Europe,Males,All people,618
2001,E09000020,Non EU countries in Western Europe,Males,Aged 0 to 15,86
2001,E09000020,Non EU countries in Western Europe,Males,Aged 16 to pensionable age,488
2001,E09000020,Non EU countries in Western Europe,Males,Pensionable age and over,44
2001,E09000020,Non EU countries in Western Europe,Females,All people,615
2001,E09000020,Non EU countries in Western Europe,Females,Aged 0 to 15,53
2001,E09000020,Non EU countries in Western Europe,Females,Aged 16 to pensionable age,466
2001,E09000020,Non EU countries in Western Europe,Females,Pensionable age and over,96
2001,E09000020,Eastern Europe,Males,All people,1523
2001,E09000020,Eastern Europe,Males,Aged 0 to 15,128
2001,E09000020,Eastern Europe,Males,Aged 16 to pensionable age,1117
2001,E09000020,Eastern Europe,Males,Pensionable age and over,278
2001,E09000020,Eastern Europe,Females,All people,2372
2001,E09000020,Eastern Europe,Females,Aged 0 to 15,132
2001,E09000020,Eastern Europe,Females,Aged 16 to pensionable age,1773
2001,E09000020,Eastern Europe,Females,Pensionable age and over,467
2001,E09000020,Poland,Males,All people,240
2001,E09000020,Poland,Males,Aged 0 to 15,3
2001,E09000020,Poland,Males,Aged 16 to pensionable age,138
2001,E09000020,Poland,Males,Pensionable age and over,99
2001,E09000020,Poland,Females,All people,557
2001,E09000020,Poland,Females,Aged 0 to 15,6
2001,E09000020,Poland,Females,Aged 16 to pensionable age,375
2001,E09000020,Poland,Females,Pensionable age and over,176
2001,E09000020,Other Eastern Europe,Males,All people,1283
2001,E09000020,Other Eastern Europe,Males,Aged 0 to 15,125
2001,E09000020,Other Eastern Europe,Males,Aged 16 to pensionable age,979
2001,E09000020,Other Eastern Europe,Males,Pensionable age and over,179
2001,E09000020,Other Eastern Europe,Females,All people,1815
2001,E09000020,Other Eastern Europe,Females,Aged 0 to 15,126
2001,E09000020,Other Eastern Europe,Females,Aged 16 to pensionable age,1398
2001,E09000020,Other Eastern Europe,Females,Pensionable age and over,291
2001,E09000020,Africa,Males,All people,4651
2001,E09000020,Africa,Males,Aged 0 to 15,350
2001,E09000020,Africa,Males,Aged 16 to pensionable age,3934
2001,E09000020,Africa,Males,Pensionable age and over,367
2001,E09000020,Africa,Females,All people,5263
2001,E09000020,Africa,Females,Aged 0 to 15,365
2001,E09000020,Africa,Females,Aged 16 to pensionable age,4195
2001,E09000020,Africa,Females,Pensionable age and over,703
2001,E09000020,North Africa,Males,All people,1354
2001,E09000020,North Africa,Males,Aged 0 to 15,92
2001,E09000020,North Africa,Males,Aged 16 to pensionable age,1162
2001,E09000020,North Africa,Males,Pensionable age and over,100
2001,E09000020,North Africa,Females,All people,1368
2001,E09000020,North Africa,Females,Aged 0 to 15,102
2001,E09000020,North Africa,Females,Aged 16 to pensionable age,1092
2001,E09000020,North Africa,Females,Pensionable age and over,174
2001,E09000020,Central and Western Africa,Males,All people,753
2001,E09000020,Central and Western Africa,Males,Aged 0 to 15,61
2001,E09000020,Central and Western Africa,Males,Aged 16 to pensionable age,632
2001,E09000020,Central and Western Africa,Males,Pensionable age and over,60
2001,E09000020,Central and Western Africa,Females,All people,890
2001,E09000020,Central and Western Africa,Females,Aged 0 to 15,66
2001,E09000020,Central and Western Africa,Females,Aged 16 to pensionable age,726
2001,E09000020,Central and Western Africa,Females,Pensionable age and over,98
2001,E09000020,Nigeria,Males,All people,274
2001,E09000020,Nigeria,Males,Aged 0 to 15,9
2001,E09000020,Nigeria,Males,Aged 16 to pensionable age,245
2001,E09000020,Nigeria,Males,Pensionable age and over,20
2001,E09000020,Nigeria,Females,All people,335
2001,E09000020,Nigeria,Females,Aged 0 to 15,20
2001,E09000020,Nigeria,Females,Aged 16 to pensionable age,281
2001,E09000020,Nigeria,Females,Pensionable age and over,34
2001,E09000020,Other Central and Western Africa,Males,All people,479
2001,E09000020,Other Central and Western Africa,Males,Aged 0 to 15,52
2001,E09000020,Other Central and Western Africa,Males,Aged 16 to pensionable age,387
2001,E09000020,Other Central and Western Africa,Males,Pensionable age and over,40
2001,E09000020,Other Central and Western Africa,Females,All people,555
2001,E09000020,Other Central and Western Africa,Females,Aged 0 to 15,46
2001,E09000020,Other Central and Western Africa,Females,Aged 16 to pensionable age,445
2001,E09000020,Other Central and Western Africa,Females,Pensionable age and over,64
2001,E09000020,South and Eastern Africa,Males,All people,2544
2001,E09000020,South and Eastern Africa,Males,Aged 0 to 15,197
2001,E09000020,South and Eastern Africa,Males,Aged 16 to pensionable age,2140
2001,E09000020,South and Eastern Africa,Males,Pensionable age and over,207
2001,E09000020,South and Eastern Africa,Females,All people,3005
2001,E09000020,South and Eastern Africa,Females,Aged 0 to 15,197
2001,E09000020,South and Eastern Africa,Females,Aged 16 to pensionable age,2377
2001,E09000020,South and Eastern Africa,Females,Pensionable age and over,431
2001,E09000020,Kenya,Males,All people,275
2001,E09000020,Kenya,Males,Aged 0 to 15,13
2001,E09000020,Kenya,Males,Aged 16 to pensionable age,236
2001,E09000020,Kenya,Males,Pensionable age and over,26
2001,E09000020,Kenya,Females,All people,307
2001,E09000020,Kenya,Females,Aged 0 to 15,7
2001,E09000020,Kenya,Females,Aged 16 to pensionable age,273
2001,E09000020,Kenya,Females,Pensionable age and over,27
2001,E09000020,South Africa,Males,All people,802
2001,E09000020,South Africa,Males,Aged 0 to 15,9
2001,E09000020,South Africa,Males,Aged 16 to pensionable age,696
2001,E09000020,South Africa,Males,Pensionable age and over,97
2001,E09000020,South Africa,Females,All people,893
2001,E09000020,South Africa,Females,Aged 0 to 15,19
2001,E09000020,South Africa,Females,Aged 16 to pensionable age,659
2001,E09000020,South Africa,Females,Pensionable age and over,215
2001,E09000020,Zimbabwe,Males,All people,123
2001,E09000020,Zimbabwe,Males,Aged 0 to 15,3
2001,E09000020,Zimbabwe,Males,Aged 16 to pensionable age,112
2001,E09000020,Zimbabwe,Males,Pensionable age and over,8
2001,E09000020,Zimbabwe,Females,All people,134
2001,E09000020,Zimbabwe,Females,Aged 0 to 15,10
2001,E09000020,Zimbabwe,Females,Aged 16 to pensionable age,107
2001,E09000020,Zimbabwe,Females,Pensionable age and over,17
2001,E09000020,Other South and Eastern Africa,Males,All people,1344
2001,E09000020,Other South and Eastern Africa,Males,Aged 0 to 15,172
2001,E09000020,Other South and Eastern Africa,Males,Aged 16 to pensionable age,1096
2001,E09000020,Other South and Eastern Africa,Males,Pensionable age and over,76
2001,E09000020,Other South and Eastern Africa,Females,All people,1671
2001,E09000020,Other South and Eastern Africa,Females,Aged 0 to 15,161
2001,E09000020,Other South and Eastern Africa,Females,Aged 16 to pensionable age,1338
2001,E09000020,Other South and Eastern Africa,Females,Pensionable age and over,172
2001,E09000020,Asia,Males,All people,7036
2001,E09000020,Asia,Males,Aged 0 to 15,494
2001,E09000020,Asia,Males,Aged 16 to pensionable age,5872
2001,E09000020,Asia,Males,Pensionable age and over,670
2001,E09000020,Asia,Females,All people,8558
2001,E09000020,Asia,Females,Aged 0 to 15,466
2001,E09000020,Asia,Females,Aged 16 to pensionable age,6900
2001,E09000020,Asia,Females,Pensionable age and over,1192
2001,E09000020,Middle East,Males,All people,2595
2001,E09000020,Middle East,Males,Aged 0 to 15,213
2001,E09000020,Middle East,Males,Aged 16 to pensionable age,2127
2001,E09000020,Middle East,Males,Pensionable age and over,255
2001,E09000020,Middle East,Females,All people,2459
2001,E09000020,Middle East,Females,Aged 0 to 15,178
2001,E09000020,Middle East,Females,Aged 16 to pensionable age,1906
2001,E09000020,Middle East,Females,Pensionable age and over,375
2001,E09000020,Cyprus,Males,All people,161
2001,E09000020,Cyprus,Males,Aged 0 to 15,0
2001,E09000020,Cyprus,Males,Aged 16 to pensionable age,132
2001,E09000020,Cyprus,Males,Pensionable age and over,29
2001,E09000020,Cyprus,Females,All people,112
2001,E09000020,Cyprus,Females,Aged 0 to 15,0
2001,E09000020,Cyprus,Females,Aged 16 to pensionable age,83
2001,E09000020,Cyprus,Females,Pensionable age and over,29
2001,E09000020,Iran,Males,All people,655
2001,E09000020,Iran,Males,Aged 0 to 15,43
2001,E09000020,Iran,Males,Aged 16 to pensionable age,517
2001,E09000020,Iran,Males,Pensionable age and over,95
2001,E09000020,Iran,Females,All people,753
2001,E09000020,Iran,Females,Aged 0 to 15,22
2001,E09000020,Iran,Females,Aged 16 to pensionable age,587
2001,E09000020,Iran,Females,Pensionable age and over,144
2001,E09000020,Other Middle East,Males,All people,1779
2001,E09000020,Other Middle East,Males,Aged 0 to 15,170
2001,E09000020,Other Middle East,Males,Aged 16 to pensionable age,1478
2001,E09000020,Other Middle East,Males,Pensionable age and over,131
2001,E09000020,Other Middle East,Females,All people,1594
2001,E09000020,Other Middle East,Females,Aged 0 to 15,156
2001,E09000020,Other Middle East,Females,Aged 16 to pensionable age,1236
2001,E09000020,Other Middle East,Females,Pensionable age and over,202
2001,E09000020,Far East,Males,All people,2553
2001,E09000020,Far East,Males,Aged 0 to 15,193
2001,E09000020,Far East,Males,Aged 16 to pensionable age,2240
2001,E09000020,Far East,Males,Pensionable age and over,120
2001,E09000020,Far East,Females,All people,4246
2001,E09000020,Far East,Females,Aged 0 to 15,180
2001,E09000020,Far East,Females,Aged 16 to pensionable age,3623
2001,E09000020,Far East,Females,Pensionable age and over,443
2001,E09000020,China,Males,All people,152
2001,E09000020,China,Males,Aged 0 to 15,15
2001,E09000020,China,Males,Aged 16 to pensionable age,118
2001,E09000020,China,Males,Pensionable age and over,19
2001,E09000020,China,Females,All people,221
2001,E09000020,China,Females,Aged 0 to 15,0
2001,E09000020,China,Females,Aged 16 to pensionable age,152
2001,E09000020,China,Females,Pensionable age and over,69
2001,E09000020,Hong Kong,Males,All people,480
2001,E09000020,Hong Kong,Males,Aged 0 to 15,44
2001,E09000020,Hong Kong,Males,Aged 16 to pensionable age,421
2001,E09000020,Hong Kong,Males,Pensionable age and over,15
2001,E09000020,Hong Kong,Females,All people,563
2001,E09000020,Hong Kong,Females,Aged 0 to 15,54
2001,E09000020,Hong Kong,Females,Aged 16 to pensionable age,464
2001,E09000020,Hong Kong,Females,Pensionable age and over,45
2001,E09000020,Japan,Males,All people,372
2001,E09000020,Japan,Males,Aged 0 to 15,47
2001,E09000020,Japan,Males,Aged 16 to pensionable age,325
2001,E09000020,Japan,Males,Pensionable age and over,0
2001,E09000020,Japan,Females,All people,687
2001,E09000020,Japan,Females,Aged 0 to 15,43
2001,E09000020,Japan,Females,Aged 16 to pensionable age,614
2001,E09000020,Japan,Females,Pensionable age and over,30
2001,E09000020,Malaysia,Males,All people,322
2001,E09000020,Malaysia,Males,Aged 0 to 15,11
2001,E09000020,Malaysia,Males,Aged 16 to pensionable age,296
2001,E09000020,Malaysia,Males,Pensionable age and over,15
2001,E09000020,Malaysia,Females,All people,428
2001,E09000020,Malaysia,Females,Aged 0 to 15,7
2001,E09000020,Malaysia,Females,Aged 16 to pensionable age,380
2001,E09000020,Malaysia,Females,Pensionable age and over,41
2001,E09000020,Singapore,Males,All people,355
2001,E09000020,Singapore,Males,Aged 0 to 15,28
2001,E09000020,Singapore,Males,Aged 16 to pensionable age,315
2001,E09000020,Singapore,Males,Pensionable age and over,12
2001,E09000020,Singapore,Females,All people,357
2001,E09000020,Singapore,Females,Aged 0 to 15,16
2001,E09000020,Singapore,Females,Aged 16 to pensionable age,310
2001,E09000020,Singapore,Females,Pensionable age and over,31
2001,E09000020,Other Far East,Males,All people,872
2001,E09000020,Other Far East,Males,Aged 0 to 15,48
2001,E09000020,Other Far East,Males,Aged 16 to pensionable age,765
2001,E09000020,Other Far East,Males,Pensionable age and over,59
2001,E09000020,Other Far East,Females,All people,1990
2001,E09000020,Other Far East,Females,Aged 0 to 15,60
2001,E09000020,Other Far East,Females,Aged 16 to pensionable age,1703
2001,E09000020,Other Far East,Females,Pensionable age and over,227
2001,E09000020,South Asia,Males,All people,1888
2001,E09000020,South Asia,Males,Aged 0 to 15,88
2001,E09000020,South Asia,Males,Aged 16 to pensionable age,1505
2001,E09000020,South Asia,Males,Pensionable age and over,295
2001,E09000020,South Asia,Females,All people,1853
2001,E09000020,South Asia,Females,Aged 0 to 15,108
2001,E09000020,South Asia,Females,Aged 16 to pensionable age,1371
2001,E09000020,South Asia,Females,Pensionable age and over,374
2001,E09000020,Bangladesh,Males,All people,313
2001,E09000020,Bangladesh,Males,Aged 0 to 15,11
2001,E09000020,Bangladesh,Males,Aged 16 to pensionable age,274
2001,E09000020,Bangladesh,Males,Pensionable age and over,28
2001,E09000020,Bangladesh,Females,All people,292
2001,E09000020,Bangladesh,Females,Aged 0 to 15,17
2001,E09000020,Bangladesh,Females,Aged 16 to pensionable age,264
2001,E09000020,Bangladesh,Females,Pensionable age and over,11
2001,E09000020,India,Males,All people,968
2001,E09000020,India,Males,Aged 0 to 15,28
2001,E09000020,India,Males,Aged 16 to pensionable age,742
2001,E09000020,India,Males,Pensionable age and over,198
2001,E09000020,India,Females,All people,990
2001,E09000020,India,Females,Aged 0 to 15,32
2001,E09000020,India,Females,Aged 16 to pensionable age,668
2001,E09000020,India,Females,Pensionable age and over,290
2001,E09000020,Pakistan,Males,All people,356
2001,E09000020,Pakistan,Males,Aged 0 to 15,23
2001,E09000020,Pakistan,Males,Aged 16 to pensionable age,293
2001,E09000020,Pakistan,Males,Pensionable age and over,40
2001,E09000020,Pakistan,Females,All people,350
2001,E09000020,Pakistan,Females,Aged 0 to 15,36
2001,E09000020,Pakistan,Females,Aged 16 to pensionable age,283
2001,E09000020,Pakistan,Females,Pensionable age and over,31
2001,E09000020,Other South Asia,Males,All people,251
2001,E09000020,Other South Asia,Males,Aged 0 to 15,26
2001,E09000020,Other South Asia,Males,Aged 16 to pensionable age,196
2001,E09000020,Other South Asia,Males,Pensionable age and over,29
2001,E09000020,Other South Asia,Females,All people,221
2001,E09000020,Other South Asia,Females,Aged 0 to 15,23
2001,E09000020,Other South Asia,Females,Aged 16 to pensionable age,156
2001,E09000020,Other South Asia,Females,Pensionable age and over,42
2001,E09000020,North America,Males,All people,5182
2001,E09000020,North America,Males,Aged 0 to 15,740
2001,E09000020,North America,Males,Aged 16 to pensionable age,3929
2001,E09000020,North America,Males,Pensionable age and over,513
2001,E09000020,North America,Females,All people,6299
2001,E09000020,North America,Females,Aged 0 to 15,705
2001,E09000020,North America,Females,Aged 16 to pensionable age,4785
2001,E09000020,North America,Females,Pensionable age and over,809
2001,E09000020,Canada,Males,All people,563
2001,E09000020,Canada,Males,Aged 0 to 15,36
2001,E09000020,Canada,Males,Aged 16 to pensionable age,482
2001,E09000020,Canada,Males,Pensionable age and over,45
2001,E09000020,Canada,Females,All people,618
2001,E09000020,Canada,Females,Aged 0 to 15,19
2001,E09000020,Canada,Females,Aged 16 to pensionable age,516
2001,E09000020,Canada,Females,Pensionable age and over,83
2001,E09000020,Caribbean and Jamaica,Males,All people,924
2001,E09000020,Caribbean and Jamaica,Males,Aged 0 to 15,33
2001,E09000020,Caribbean and Jamaica,Males,Aged 16 to pensionable age,588
2001,E09000020,Caribbean and Jamaica,Males,Pensionable age and over,303
2001,E09000020,Caribbean and Jamaica,Females,All people,1098
2001,E09000020,Caribbean and Jamaica,Females,Aged 0 to 15,30
2001,E09000020,Caribbean and Jamaica,Females,Aged 16 to pensionable age,666
2001,E09000020,Caribbean and Jamaica,Females,Pensionable age and over,402
2001,E09000020,Jamaica,Males,All people,205
2001,E09000020,Jamaica,Males,Aged 0 to 15,4
2001,E09000020,Jamaica,Males,Aged 16 to pensionable age,136
2001,E09000020,Jamaica,Males,Pensionable age and over,65
2001,E09000020,Jamaica,Females,All people,311
2001,E09000020,Jamaica,Females,Aged 0 to 15,13
2001,E09000020,Jamaica,Females,Aged 16 to pensionable age,167
2001,E09000020,Jamaica,Females,Pensionable age and over,131
2001,E09000020,Other Caribbean and West Indies,Males,All people,719
2001,E09000020,Other Caribbean and West Indies,Males,Aged 0 to 15,29
2001,E09000020,Other Caribbean and West Indies,Males,Aged 16 to pensionable age,452
2001,E09000020,Other Caribbean and West Indies,Males,Pensionable age and over,238
2001,E09000020,Other Caribbean and West Indies,Females,All people,787
2001,E09000020,Other Caribbean and West Indies,Females,Aged 0 to 15,17
2001,E09000020,Other Caribbean and West Indies,Females,Aged 16 to pensionable age,499
2001,E09000020,Other Caribbean and West Indies,Females,Pensionable age and over,271
2001,E09000020,USA,Males,All people,3606
2001,E09000020,USA,Males,Aged 0 to 15,661
2001,E09000020,USA,Males,Aged 16 to pensionable age,2783
2001,E09000020,USA,Males,Pensionable age and over,162
2001,E09000020,USA,Females,All people,4444
2001,E09000020,USA,Females,Aged 0 to 15,647
2001,E09000020,USA,Females,Aged 16 to pensionable age,3483
2001,E09000020,USA,Females,Pensionable age and over,314
2001,E09000020,Other North America,Males,All people,89
2001,E09000020,Other North America,Males,Aged 0 to 15,10
2001,E09000020,Other North America,Males,Aged 16 to pensionable age,76
2001,E09000020,Other North America,Males,Pensionable age and over,3
2001,E09000020,Other North America,Females,All people,139
2001,E09000020,Other North America,Females,Aged 0 to 15,9
2001,E09000020,Other North America,Females,Aged 16 to pensionable age,120
2001,E09000020,Other North America,Females,Pensionable age and over,10
2001,E09000020,South America,Males,All people,904
2001,E09000020,South America,Males,Aged 0 to 15,76
2001,E09000020,South America,Males,Aged 16 to pensionable age,761
2001,E09000020,South America,Males,Pensionable age and over,67
2001,E09000020,South America,Females,All people,1354
2001,E09000020,South America,Females,Aged 0 to 15,53
2001,E09000020,South America,Females,Aged 16 to pensionable age,1140
2001,E09000020,South America,Females,Pensionable age and over,161
2001,E09000020,Oceania,Males,All people,1864
2001,E09000020,Oceania,Males,Aged 0 to 15,76
2001,E09000020,Oceania,Males,Aged 16 to pensionable age,1674
2001,E09000020,Oceania,Males,Pensionable age and over,114
2001,E09000020,Oceania,Females,All people,2257
2001,E09000020,Oceania,Females,Aged 0 to 15,75
2001,E09000020,Oceania,Females,Aged 16 to pensionable age,1945
2001,E09000020,Oceania,Females,Pensionable age and over,237
2001,E09000020,Australia,Males,All people,1309
2001,E09000020,Australia,Males,Aged 0 to 15,66
2001,E09000020,Australia,Males,Aged 16 to pensionable age,1163
2001,E09000020,Australia,Males,Pensionable age and over,80
2001,E09000020,Australia,Females,All people,1580
2001,E09000020,Australia,Females,Aged 0 to 15,68
2001,E09000020,Australia,Females,Aged 16 to pensionable age,1356
2001,E09000020,Australia,Females,Pensionable age and over,156
2001,E09000020,New Zealand,Males,All people,522
2001,E09000020,New Zealand,Males,Aged 0 to 15,10
2001,E09000020,New Zealand,Males,Aged 16 to pensionable age,481
2001,E09000020,New Zealand,Males,Pensionable age and over,31
2001,E09000020,New Zealand,Females,All people,661
2001,E09000020,New Zealand,Females,Aged 0 to 15,7
2001,E09000020,New Zealand,Females,Aged 16 to pensionable age,576
2001,E09000020,New Zealand,Females,Pensionable age and over,78
2001,E09000020,Other Oceania,Males,All people,33
2001,E09000020,Other Oceania,Males,Aged 0 to 15,0
2001,E09000020,Other Oceania,Males,Aged 16 to pensionable age,30
2001,E09000020,Other Oceania,Males,Pensionable age and over,3
2001,E09000020,Other Oceania,Females,All people,16
2001,E09000020,Other Oceania,Females,Aged 0 to 15,0
2001,E09000020,Other Oceania,Females,Aged 16 to pensionable age,13
2001,E09000020,Other Oceania,Females,Pensionable age and over,3
2001,E09000020,Other,Males,All people,254
2001,E09000020,Other,Males,Aged 0 to 15,22
2001,E09000020,Other,Males,Aged 16 to pensionable age,173
2001,E09000020,Other,Males,Pensionable age and over,59
2001,E09000020,Other,Females,All people,285
2001,E09000020,Other,Females,Aged 0 to 15,14
2001,E09000020,Other,Females,Aged 16 to pensionable age,203
2001,E09000020,Other,Females,Pensionable age and over,68
2001,E09000022,United Kingdom,Males,All people,92246
2001,E09000022,United Kingdom,Males,Aged 0 to 15,23134
2001,E09000022,United Kingdom,Males,Aged 16 to pensionable age,62889
