date,geography_code,c_hhchuk11_name,c_tenhuk11_name,occrat_name,c_hhchuk11_code,c_tenhuk11_code,occrat_code,obs_value
2001,E09000014,One family and no others,Owned,Occupancy rating of +1,4,1,2,5468
2001,E09000014,One family and no others,Owned,Occupancy rating of 0,4,1,3,3809
2001,E09000014,One family and no others,Owned,Occupancy rating of -1 or less,4,1,4,2106
2001,E09000014,One family and no others,Rented from council,All categories: Occupancy rating,4,2,0,9414
2001,E09000014,One family and no others,Rented from council,Occupancy rating of +2 or more,4,2,1,1109
2001,E09000014,One family and no others,Rented from council,Occupancy rating of +1,4,2,2,1674
2001,E09000014,One family and no others,Rented from council,Occupancy rating of 0,4,2,3,3260
2001,E09000014,One family and no others,Rented from council,Occupancy rating of -1 or less,4,2,4,3371
2001,E09000014,One family and no others,Other social rented,All categories: Occupancy rating,4,3,0,4732
2001,E09000014,One family and no others,Other social rented,Occupancy rating of +2 or more,4,3,1,414
2001,E09000014,One family and no others,Other social rented,Occupancy rating of +1,4,3,2,796
2001,E09000014,One family and no others,Other social rented,Occupancy rating of 0,4,3,3,1915
2001,E09000014,One family and no others,Other social rented,Occupancy rating of -1 or less,4,3,4,1607
2001,E09000014,One family and no others,Private rented or living rent free,All categories: Occupancy rating,4,4,0,8010
2001,E09000014,One family and no others,Private rented or living rent free,Occupancy rating of +2 or more,4,4,1,1154
2001,E09000014,One family and no others,Private rented or living rent free,Occupancy rating of +1,4,4,2,1651
2001,E09000014,One family and no others,Private rented or living rent free,Occupancy rating of 0,4,4,3,2718
2001,E09000014,One family and no others,Private rented or living rent free,Occupancy rating of -1 or less,4,4,4,2487
2001,E09000014,All pensioners,All categories: Tenure,All categories: Occupancy rating,5,0,0,3171
2001,E09000014,All pensioners,All categories: Tenure,Occupancy rating of +2 or more,5,0,1,2145
2001,E09000014,All pensioners,All categories: Tenure,Occupancy rating of +1,5,0,2,560
2001,E09000014,All pensioners,All categories: Tenure,Occupancy rating of 0,5,0,3,369
2001,E09000014,All pensioners,All categories: Tenure,Occupancy rating of -1 or less,5,0,4,97
2001,E09000014,All pensioners,Owned,All categories: Occupancy rating,5,1,0,2070
2001,E09000014,All pensioners,Owned,Occupancy rating of +2 or more,5,1,1,1686
2001,E09000014,All pensioners,Owned,Occupancy rating of +1,5,1,2,259
2001,E09000014,All pensioners,Owned,Occupancy rating of 0,5,1,3,102
2001,E09000014,All pensioners,Owned,Occupancy rating of -1 or less,5,1,4,23
2001,E09000014,All pensioners,Rented from council,All categories: Occupancy rating,5,2,0,617
2001,E09000014,All pensioners,Rented from council,Occupancy rating of +2 or more,5,2,1,267
2001,E09000014,All pensioners,Rented from council,Occupancy rating of +1,5,2,2,163
2001,E09000014,All pensioners,Rented from council,Occupancy rating of 0,5,2,3,145
2001,E09000014,All pensioners,Rented from council,Occupancy rating of -1 or less,5,2,4,42
2001,E09000014,All pensioners,Other social rented,All categories: Occupancy rating,5,3,0,159
2001,E09000014,All pensioners,Other social rented,Occupancy rating of +2 or more,5,3,1,42
2001,E09000014,All pensioners,Other social rented,Occupancy rating of +1,5,3,2,54
2001,E09000014,All pensioners,Other social rented,Occupancy rating of 0,5,3,3,55
2001,E09000014,All pensioners,Other social rented,Occupancy rating of -1 or less,5,3,4,8
2001,E09000014,All pensioners,Private rented or living rent free,All categories: Occupancy rating,5,4,0,325
2001,E09000014,All pensioners,Private rented or living rent free,Occupancy rating of +2 or more,5,4,1,150
2001,E09000014,All pensioners,Private rented or living rent free,Occupancy rating of +1,5,4,2,84
2001,E09000014,All pensioners,Private rented or living rent free,Occupancy rating of 0,5,4,3,67
2001,E09000014,All pensioners,Private rented or living rent free,Occupancy rating of -1 or less,5,4,4,24
2001,E09000014,Married couple households,All categories: Tenure,All categories: Occupancy rating,6,0,0,21884
2001,E09000014,Married couple households,All categories: Tenure,Occupancy rating of +2 or more,6,0,1,8467
2001,E09000014,Married couple households,All categories: Tenure,Occupancy rating of +1,6,0,2,4498
2001,E09000014,Married couple households,All categories: Tenure,Occupancy rating of 0,6,0,3,4571
2001,E09000014,Married couple households,All categories: Tenure,Occupancy rating of -1 or less,6,0,4,4348
2001,E09000014,Married couple households,Owned,All categories: Occupancy rating,6,1,0,13576
2001,E09000014,Married couple households,Owned,Occupancy rating of +2 or more,6,1,1,7298
2001,E09000014,Married couple households,Owned,Occupancy rating of +1,6,1,2,2969
2001,E09000014,Married couple households,Owned,Occupancy rating of 0,6,1,3,2056
2001,E09000014,Married couple households,Owned,Occupancy rating of -1 or less,6,1,4,1253
2001,E09000014,Married couple households,Rented from council,All categories: Occupancy rating,6,2,0,3377
2001,E09000014,Married couple households,Rented from council,Occupancy rating of +2 or more,6,2,1,428
2001,E09000014,Married couple households,Rented from council,Occupancy rating of +1,6,2,2,588
2001,E09000014,Married couple households,Rented from council,Occupancy rating of 0,6,2,3,1020
2001,E09000014,Married couple households,Rented from council,Occupancy rating of -1 or less,6,2,4,1341
2001,E09000014,Married couple households,Other social rented,All categories: Occupancy rating,6,3,0,1733
2001,E09000014,Married couple households,Other social rented,Occupancy rating of +2 or more,6,3,1,175
2001,E09000014,Married couple households,Other social rented,Occupancy rating of +1,6,3,2,287
2001,E09000014,Married couple households,Other social rented,Occupancy rating of 0,6,3,3,593
2001,E09000014,Married couple households,Other social rented,Occupancy rating of -1 or less,6,3,4,678
2001,E09000014,Married couple households,Private rented or living rent free,All categories: Occupancy rating,6,4,0,3198
2001,E09000014,Married couple households,Private rented or living rent free,Occupancy rating of +2 or more,6,4,1,566
2001,E09000014,Married couple households,Private rented or living rent free,Occupancy rating of +1,6,4,2,654
2001,E09000014,Married couple households,Private rented or living rent free,Occupancy rating of 0,6,4,3,902
2001,E09000014,Married couple households,Private rented or living rent free,Occupancy rating of -1 or less,6,4,4,1076
2001,E09000014,No children,All categories: Tenure,All categories: Occupancy rating,7,0,0,6482
2001,E09000014,No children,All categories: Tenure,Occupancy rating of +2 or more,7,0,1,3233
2001,E09000014,No children,All categories: Tenure,Occupancy rating of +1,7,0,2,1551
2001,E09000014,No children,All categories: Tenure,Occupancy rating of 0,7,0,3,1156
2001,E09000014,No children,All categories: Tenure,Occupancy rating of -1 or less,7,0,4,542
2001,E09000014,No children,Owned,All categories: Occupancy rating,7,1,0,4210
2001,E09000014,No children,Owned,Occupancy rating of +2 or more,7,1,1,2677
2001,E09000014,No children,Owned,Occupancy rating of +1,7,1,2,955
2001,E09000014,No children,Owned,Occupancy rating of 0,7,1,3,468
2001,E09000014,No children,Owned,Occupancy rating of -1 or less,7,1,4,110
2001,E09000014,No children,Rented from council,All categories: Occupancy rating,7,2,0,657
2001,E09000014,No children,Rented from council,Occupancy rating of +2 or more,7,2,1,219
2001,E09000014,No children,Rented from council,Occupancy rating of +1,7,2,2,168
2001,E09000014,No children,Rented from council,Occupancy rating of 0,7,2,3,181
2001,E09000014,No children,Rented from council,Occupancy rating of -1 or less,7,2,4,89
2001,E09000014,No children,Other social rented,All categories: Occupancy rating,7,3,0,302
2001,E09000014,No children,Other social rented,Occupancy rating of +2 or more,7,3,1,75
2001,E09000014,No children,Other social rented,Occupancy rating of +1,7,3,2,75
2001,E09000014,No children,Other social rented,Occupancy rating of 0,7,3,3,101
2001,E09000014,No children,Other social rented,Occupancy rating of -1 or less,7,3,4,51
2001,E09000014,No children,Private rented or living rent free,All categories: Occupancy rating,7,4,0,1313
2001,E09000014,No children,Private rented or living rent free,Occupancy rating of +2 or more,7,4,1,262
2001,E09000014,No children,Private rented or living rent free,Occupancy rating of +1,7,4,2,353
2001,E09000014,No children,Private rented or living rent free,Occupancy rating of 0,7,4,3,406
2001,E09000014,No children,Private rented or living rent free,Occupancy rating of -1 or less,7,4,4,292
2001,E09000014,With dependent children,All categories: Tenure,All categories: Occupancy rating,8,0,0,11924
2001,E09000014,With dependent children,All categories: Tenure,Occupancy rating of +2 or more,8,0,1,3812
2001,E09000014,With dependent children,All categories: Tenure,Occupancy rating of +1,8,0,2,2025
2001,E09000014,With dependent children,All categories: Tenure,Occupancy rating of 0,8,0,3,2730
2001,E09000014,With dependent children,All categories: Tenure,Occupancy rating of -1 or less,8,0,4,3357
2001,E09000014,With dependent children,Owned,All categories: Occupancy rating,8,1,0,6874
2001,E09000014,With dependent children,Owned,Occupancy rating of +2 or more,8,1,1,3386
2001,E09000014,With dependent children,Owned,Occupancy rating of +1,8,1,2,1367
2001,E09000014,With dependent children,Owned,Occupancy rating of 0,8,1,3,1213
2001,E09000014,With dependent children,Owned,Occupancy rating of -1 or less,8,1,4,908
2001,E09000014,With dependent children,Rented from council,All categories: Occupancy rating,8,2,0,2196
2001,E09000014,With dependent children,Rented from council,Occupancy rating of +2 or more,8,2,1,119
2001,E09000014,With dependent children,Rented from council,Occupancy rating of +1,8,2,2,253
2001,E09000014,With dependent children,Rented from council,Occupancy rating of 0,8,2,3,679
2001,E09000014,With dependent children,Rented from council,Occupancy rating of -1 or less,8,2,4,1145
2001,E09000014,With dependent children,Other social rented,All categories: Occupancy rating,8,3,0,1227
2001,E09000014,With dependent children,Other social rented,Occupancy rating of +2 or more,8,3,1,76
2001,E09000014,With dependent children,Other social rented,Occupancy rating of +1,8,3,2,165
2001,E09000014,With dependent children,Other social rented,Occupancy rating of 0,8,3,3,411
2001,E09000014,With dependent children,Other social rented,Occupancy rating of -1 or less,8,3,4,575
2001,E09000014,With dependent children,Private rented or living rent free,All categories: Occupancy rating,8,4,0,1627
2001,E09000014,With dependent children,Private rented or living rent free,Occupancy rating of +2 or more,8,4,1,231
2001,E09000014,With dependent children,Private rented or living rent free,Occupancy rating of +1,8,4,2,240
2001,E09000014,With dependent children,Private rented or living rent free,Occupancy rating of 0,8,4,3,427
2001,E09000014,With dependent children,Private rented or living rent free,Occupancy rating of -1 or less,8,4,4,729
2001,E09000014,All children non-dependent,All categories: Tenure,All categories: Occupancy rating,9,0,0,3478
2001,E09000014,All children non-dependent,All categories: Tenure,Occupancy rating of +2 or more,9,0,1,1422
2001,E09000014,All children non-dependent,All categories: Tenure,Occupancy rating of +1,9,0,2,922
2001,E09000014,All children non-dependent,All categories: Tenure,Occupancy rating of 0,9,0,3,685
2001,E09000014,All children non-dependent,All categories: Tenure,Occupancy rating of -1 or less,9,0,4,449
2001,E09000014,All children non-dependent,Owned,All categories: Occupancy rating,9,1,0,2492
2001,E09000014,All children non-dependent,Owned,Occupancy rating of +2 or more,9,1,1,1235
2001,E09000014,All children non-dependent,Owned,Occupancy rating of +1,9,1,2,647
2001,E09000014,All children non-dependent,Owned,Occupancy rating of 0,9,1,3,375
2001,E09000014,All children non-dependent,Owned,Occupancy rating of -1 or less,9,1,4,235
2001,E09000014,All children non-dependent,Rented from council,All categories: Occupancy rating,9,2,0,524
2001,E09000014,All children non-dependent,Rented from council,Occupancy rating of +2 or more,9,2,1,90
2001,E09000014,All children non-dependent,Rented from council,Occupancy rating of +1,9,2,2,167
2001,E09000014,All children non-dependent,Rented from council,Occupancy rating of 0,9,2,3,160
2001,E09000014,All children non-dependent,Rented from council,Occupancy rating of -1 or less,9,2,4,107
2001,E09000014,All children non-dependent,Other social rented,All categories: Occupancy rating,9,3,0,204
2001,E09000014,All children non-dependent,Other social rented,Occupancy rating of +2 or more,9,3,1,24
2001,E09000014,All children non-dependent,Other social rented,Occupancy rating of +1,9,3,2,47
2001,E09000014,All children non-dependent,Other social rented,Occupancy rating of 0,9,3,3,81
2001,E09000014,All children non-dependent,Other social rented,Occupancy rating of -1 or less,9,3,4,52
2001,E09000014,All children non-dependent,Private rented or living rent free,All categories: Occupancy rating,9,4,0,258
2001,E09000014,All children non-dependent,Private rented or living rent free,Occupancy rating of +2 or more,9,4,1,73
2001,E09000014,All children non-dependent,Private rented or living rent free,Occupancy rating of +1,9,4,2,61
2001,E09000014,All children non-dependent,Private rented or living rent free,Occupancy rating of 0,9,4,3,69
2001,E09000014,All children non-dependent,Private rented or living rent free,Occupancy rating of -1 or less,9,4,4,55
2001,E09000014,Cohabiting couple households,All categories: Tenure,All categories: Occupancy rating,10,0,0,7981
2001,E09000014,Cohabiting couple households,All categories: Tenure,Occupancy rating of +2 or more,10,0,1,2211
2001,E09000014,Cohabiting couple households,All categories: Tenure,Occupancy rating of +1,10,0,2,2228
2001,E09000014,Cohabiting couple households,All categories: Tenure,Occupancy rating of 0,10,0,3,2345
2001,E09000014,Cohabiting couple households,All categories: Tenure,Occupancy rating of -1 or less,10,0,4,1197
2001,E09000014,Cohabiting couple households,Owned,All categories: Occupancy rating,10,1,0,4263
2001,E09000014,Cohabiting couple households,Owned,Occupancy rating of +2 or more,10,1,1,1851
2001,E09000014,Cohabiting couple households,Owned,Occupancy rating of +1,10,1,2,1359
2001,E09000014,Cohabiting couple households,Owned,Occupancy rating of 0,10,1,3,802
2001,E09000014,Cohabiting couple households,Owned,Occupancy rating of -1 or less,10,1,4,251
2001,E09000014,Cohabiting couple households,Rented from council,All categories: Occupancy rating,10,2,0,709
2001,E09000014,Cohabiting couple households,Rented from council,Occupancy rating of +2 or more,10,2,1,70
2001,E09000014,Cohabiting couple households,Rented from council,Occupancy rating of +1,10,2,2,129
2001,E09000014,Cohabiting couple households,Rented from council,Occupancy rating of 0,10,2,3,251
2001,E09000014,Cohabiting couple households,Rented from council,Occupancy rating of -1 or less,10,2,4,259
2001,E09000014,Cohabiting couple households,Other social rented,All categories: Occupancy rating,10,3,0,385
2001,E09000014,Cohabiting couple households,Other social rented,Occupancy rating of +2 or more,10,3,1,38
2001,E09000014,Cohabiting couple households,Other social rented,Occupancy rating of +1,10,3,2,66
2001,E09000014,Cohabiting couple households,Other social rented,Occupancy rating of 0,10,3,3,165
2001,E09000014,Cohabiting couple households,Other social rented,Occupancy rating of -1 or less,10,3,4,116
2001,E09000014,Cohabiting couple households,Private rented or living rent free,All categories: Occupancy rating,10,4,0,2624
2001,E09000014,Cohabiting couple households,Private rented or living rent free,Occupancy rating of +2 or more,10,4,1,252
2001,E09000014,Cohabiting couple households,Private rented or living rent free,Occupancy rating of +1,10,4,2,674
2001,E09000014,Cohabiting couple households,Private rented or living rent free,Occupancy rating of 0,10,4,3,1127
2001,E09000014,Cohabiting couple households,Private rented or living rent free,Occupancy rating of -1 or less,10,4,4,571
2001,E09000014,No children,All categories: Tenure,All categories: Occupancy rating,11,0,0,5469
2001,E09000014,No children,All categories: Tenure,Occupancy rating of +2 or more,11,0,1,1505
2001,E09000014,No children,All categories: Tenure,Occupancy rating of +1,11,0,2,1704
2001,E09000014,No children,All categories: Tenure,Occupancy rating of 0,11,0,3,1703
2001,E09000014,No children,All categories: Tenure,Occupancy rating of -1 or less,11,0,4,557
2001,E09000014,No children,Owned,All categories: Occupancy rating,11,1,0,2841
2001,E09000014,No children,Owned,Occupancy rating of +2 or more,11,1,1,1239
2001,E09000014,No children,Owned,Occupancy rating of +1,11,1,2,1011
2001,E09000014,No children,Owned,Occupancy rating of 0,11,1,3,502
2001,E09000014,No children,Owned,Occupancy rating of -1 or less,11,1,4,89
2001,E09000014,No children,Rented from council,All categories: Occupancy rating,11,2,0,209
2001,E09000014,No children,Rented from council,Occupancy rating of +2 or more,11,2,1,41
2001,E09000014,No children,Rented from council,Occupancy rating of +1,11,2,2,48
2001,E09000014,No children,Rented from council,Occupancy rating of 0,11,2,3,96
2001,E09000014,No children,Rented from council,Occupancy rating of -1 or less,11,2,4,24
2001,E09000014,No children,Other social rented,All categories: Occupancy rating,11,3,0,123
2001,E09000014,No children,Other social rented,Occupancy rating of +2 or more,11,3,1,24
2001,E09000014,No children,Other social rented,Occupancy rating of +1,11,3,2,24
2001,E09000014,No children,Other social rented,Occupancy rating of 0,11,3,3,59
2001,E09000014,No children,Other social rented,Occupancy rating of -1 or less,11,3,4,16
2001,E09000014,No children,Private rented or living rent free,All categories: Occupancy rating,11,4,0,2296
2001,E09000014,No children,Private rented or living rent free,Occupancy rating of +2 or more,11,4,1,201
2001,E09000014,No children,Private rented or living rent free,Occupancy rating of +1,11,4,2,621
2001,E09000014,No children,Private rented or living rent free,Occupancy rating of 0,11,4,3,1046
2001,E09000014,No children,Private rented or living rent free,Occupancy rating of -1 or less,11,4,4,428
2001,E09000014,With dependent children,All categories: Tenure,All categories: Occupancy rating,12,0,0,2313
2001,E09000014,With dependent children,All categories: Tenure,Occupancy rating of +2 or more,12,0,1,636
2001,E09000014,With dependent children,All categories: Tenure,Occupancy rating of +1,12,0,2,473
2001,E09000014,With dependent children,All categories: Tenure,Occupancy rating of 0,12,0,3,593
2001,E09000014,With dependent children,All categories: Tenure,Occupancy rating of -1 or less,12,0,4,611
2001,E09000014,With dependent children,Owned,All categories: Occupancy rating,12,1,0,1301
2001,E09000014,With dependent children,Owned,Occupancy rating of +2 or more,12,1,1,552
2001,E09000014,With dependent children,Owned,Occupancy rating of +1,12,1,2,320
2001,E09000014,With dependent children,Owned,Occupancy rating of 0,12,1,3,276
2001,E09000014,With dependent children,Owned,Occupancy rating of -1 or less,12,1,4,153
2001,E09000014,With dependent children,Rented from council,All categories: Occupancy rating,12,2,0,450
2001,E09000014,With dependent children,Rented from council,Occupancy rating of +2 or more,12,2,1,22
2001,E09000014,With dependent children,Rented from council,Occupancy rating of +1,12,2,2,65
2001,E09000014,With dependent children,Rented from council,Occupancy rating of 0,12,2,3,138
2001,E09000014,With dependent children,Rented from council,Occupancy rating of -1 or less,12,2,4,225
2001,E09000014,With dependent children,Other social rented,All categories: Occupancy rating,12,3,0,244
2001,E09000014,With dependent children,Other social rented,Occupancy rating of +2 or more,12,3,1,14
2001,E09000014,With dependent children,Other social rented,Occupancy rating of +1,12,3,2,35
2001,E09000014,With dependent children,Other social rented,Occupancy rating of 0,12,3,3,102
2001,E09000014,With dependent children,Other social rented,Occupancy rating of -1 or less,12,3,4,93
2001,E09000014,With dependent children,Private rented or living rent free,All categories: Occupancy rating,12,4,0,318
2001,E09000014,With dependent children,Private rented or living rent free,Occupancy rating of +2 or more,12,4,1,48
2001,E09000014,With dependent children,Private rented or living rent free,Occupancy rating of +1,12,4,2,53
2001,E09000014,With dependent children,Private rented or living rent free,Occupancy rating of 0,12,4,3,77
2001,E09000014,With dependent children,Private rented or living rent free,Occupancy rating of -1 or less,12,4,4,140
2001,E09000014,All children non-dependent,All categories: Tenure,All categories: Occupancy rating,13,0,0,199
2001,E09000014,All children non-dependent,All categories: Tenure,Occupancy rating of +2 or more,13,0,1,70
2001,E09000014,All children non-dependent,All categories: Tenure,Occupancy rating of +1,13,0,2,51
2001,E09000014,All children non-dependent,All categories: Tenure,Occupancy rating of 0,13,0,3,49
2001,E09000014,All children non-dependent,All categories: Tenure,Occupancy rating of -1 or less,13,0,4,29
2001,E09000014,All children non-dependent,Owned,All categories: Occupancy rating,13,1,0,121
2001,E09000014,All children non-dependent,Owned,Occupancy rating of +2 or more,13,1,1,60
2001,E09000014,All children non-dependent,Owned,Occupancy rating of +1,13,1,2,28
2001,E09000014,All children non-dependent,Owned,Occupancy rating of 0,13,1,3,24
2001,E09000014,All children non-dependent,Owned,Occupancy rating of -1 or less,13,1,4,9
2001,E09000014,All children non-dependent,Rented from council,All categories: Occupancy rating,13,2,0,50
2001,E09000014,All children non-dependent,Rented from council,Occupancy rating of +2 or more,13,2,1,7
2001,E09000014,All children non-dependent,Rented from council,Occupancy rating of +1,13,2,2,16
2001,E09000014,All children non-dependent,Rented from council,Occupancy rating of 0,13,2,3,17
2001,E09000014,All children non-dependent,Rented from council,Occupancy rating of -1 or less,13,2,4,10
2001,E09000014,All children non-dependent,Other social rented,All categories: Occupancy rating,13,3,0,18
2001,E09000014,All children non-dependent,Other social rented,Occupancy rating of +2 or more,13,3,1,0
2001,E09000014,All children non-dependent,Other social rented,Occupancy rating of +1,13,3,2,7
2001,E09000014,All children non-dependent,Other social rented,Occupancy rating of 0,13,3,3,4
2001,E09000014,All children non-dependent,Other social rented,Occupancy rating of -1 or less,13,3,4,7
2001,E09000014,All children non-dependent,Private rented or living rent free,All categories: Occupancy rating,13,4,0,10
2001,E09000014,All children non-dependent,Private rented or living rent free,Occupancy rating of +2 or more,13,4,1,3
2001,E09000014,All children non-dependent,Private rented or living rent free,Occupancy rating of +1,13,4,2,0
2001,E09000014,All children non-dependent,Private rented or living rent free,Occupancy rating of 0,13,4,3,4
2001,E09000014,All children non-dependent,Private rented or living rent free,Occupancy rating of -1 or less,13,4,4,3
2001,E09000014,Lone parent households,All categories: Tenure,All categories: Occupancy rating,14,0,0,12548
2001,E09000014,Lone parent households,All categories: Tenure,Occupancy rating of +2 or more,14,0,1,1899
2001,E09000014,Lone parent households,All categories: Tenure,Occupancy rating of +1,14,0,2,2303
2001,E09000014,Lone parent households,All categories: Tenure,Occupancy rating of 0,14,0,3,4417
2001,E09000014,Lone parent households,All categories: Tenure,Occupancy rating of -1 or less,14,0,4,3929
2001,E09000014,Lone parent households,Owned,All categories: Occupancy rating,14,1,0,3519
2001,E09000014,Lone parent households,Owned,Occupancy rating of +2 or more,14,1,1,1210
2001,E09000014,Lone parent households,Owned,Occupancy rating of +1,14,1,2,881
2001,E09000014,Lone parent households,Owned,Occupancy rating of 0,14,1,3,849
2001,E09000014,Lone parent households,Owned,Occupancy rating of -1 or less,14,1,4,579
2001,E09000014,Lone parent households,Rented from council,All categories: Occupancy rating,14,2,0,4711
2001,E09000014,Lone parent households,Rented from council,Occupancy rating of +2 or more,14,2,1,344
2001,E09000014,Lone parent households,Rented from council,Occupancy rating of +1,14,2,2,794
2001,E09000014,Lone parent households,Rented from council,Occupancy rating of 0,14,2,3,1844
2001,E09000014,Lone parent households,Rented from council,Occupancy rating of -1 or less,14,2,4,1729
2001,E09000014,Lone parent households,Other social rented,All categories: Occupancy rating,14,3,0,2455
2001,E09000014,Lone parent households,Other social rented,Occupancy rating of +2 or more,14,3,1,159
2001,E09000014,Lone parent households,Other social rented,Occupancy rating of +1,14,3,2,389
2001,E09000014,Lone parent households,Other social rented,Occupancy rating of 0,14,3,3,1102
2001,E09000014,Lone parent households,Other social rented,Occupancy rating of -1 or less,14,3,4,805
2001,E09000014,Lone parent households,Private rented or living rent free,All categories: Occupancy rating,14,4,0,1863
2001,E09000014,Lone parent households,Private rented or living rent free,Occupancy rating of +2 or more,14,4,1,186
2001,E09000014,Lone parent households,Private rented or living rent free,Occupancy rating of +1,14,4,2,239
2001,E09000014,Lone parent households,Private rented or living rent free,Occupancy rating of 0,14,4,3,622
2001,E09000014,Lone parent households,Private rented or living rent free,Occupancy rating of -1 or less,14,4,4,816
2001,E09000014,With dependent children,All categories: Tenure,All categories: Occupancy rating,15,0,0,9050
2001,E09000014,With dependent children,All categories: Tenure,Occupancy rating of +2 or more,15,0,1,897
2001,E09000014,With dependent children,All categories: Tenure,Occupancy rating of +1,15,0,2,1404
2001,E09000014,With dependent children,All categories: Tenure,Occupancy rating of 0,15,0,3,3450
2001,E09000014,With dependent children,All categories: Tenure,Occupancy rating of -1 or less,15,0,4,3299
2001,E09000014,With dependent children,Owned,All categories: Occupancy rating,15,1,0,1871
2001,E09000014,With dependent children,Owned,Occupancy rating of +2 or more,15,1,1,493
2001,E09000014,With dependent children,Owned,Occupancy rating of +1,15,1,2,419
2001,E09000014,With dependent children,Owned,Occupancy rating of 0,15,1,3,548
2001,E09000014,With dependent children,Owned,Occupancy rating of -1 or less,15,1,4,411
2001,E09000014,With dependent children,Rented from council,All categories: Occupancy rating,15,2,0,3563
2001,E09000014,With dependent children,Rented from council,Occupancy rating of +2 or more,15,2,1,162
2001,E09000014,With dependent children,Rented from council,Occupancy rating of +1,15,2,2,487
2001,E09000014,With dependent children,Rented from council,Occupancy rating of 0,15,2,3,1433
2001,E09000014,With dependent children,Rented from council,Occupancy rating of -1 or less,15,2,4,1481
2001,E09000014,With dependent children,Other social rented,All categories: Occupancy rating,15,3,0,2080
2001,E09000014,With dependent children,Other social rented,Occupancy rating of +2 or more,15,3,1,130
2001,E09000014,With dependent children,Other social rented,Occupancy rating of +1,15,3,2,314
2001,E09000014,With dependent children,Other social rented,Occupancy rating of 0,15,3,3,938
2001,E09000014,With dependent children,Other social rented,Occupancy rating of -1 or less,15,3,4,698
2001,E09000014,With dependent children,Private rented or living rent free,All categories: Occupancy rating,15,4,0,1536
2001,E09000014,With dependent children,Private rented or living rent free,Occupancy rating of +2 or more,15,4,1,112
2001,E09000014,With dependent children,Private rented or living rent free,Occupancy rating of +1,15,4,2,184
2001,E09000014,With dependent children,Private rented or living rent free,Occupancy rating of 0,15,4,3,531
2001,E09000014,With dependent children,Private rented or living rent free,Occupancy rating of -1 or less,15,4,4,709
2001,E09000014,All children non-dependent,All categories: Tenure,All categories: Occupancy rating,16,0,0,3498
2001,E09000014,All children non-dependent,All categories: Tenure,Occupancy rating of +2 or more,16,0,1,1002
2001,E09000014,All children non-dependent,All categories: Tenure,Occupancy rating of +1,16,0,2,899
2001,E09000014,All children non-dependent,All categories: Tenure,Occupancy rating of 0,16,0,3,967
2001,E09000014,All children non-dependent,All categories: Tenure,Occupancy rating of -1 or less,16,0,4,630
2001,E09000014,All children non-dependent,Owned,All categories: Occupancy rating,16,1,0,1648
2001,E09000014,All children non-dependent,Owned,Occupancy rating of +2 or more,16,1,1,717
2001,E09000014,All children non-dependent,Owned,Occupancy rating of +1,16,1,2,462
2001,E09000014,All children non-dependent,Owned,Occupancy rating of 0,16,1,3,301
2001,E09000014,All children non-dependent,Owned,Occupancy rating of -1 or less,16,1,4,168
2001,E09000014,All children non-dependent,Rented from council,All categories: Occupancy rating,16,2,0,1148
2001,E09000014,All children non-dependent,Rented from council,Occupancy rating of +2 or more,16,2,1,182
2001,E09000014,All children non-dependent,Rented from council,Occupancy rating of +1,16,2,2,307
2001,E09000014,All children non-dependent,Rented from council,Occupancy rating of 0,16,2,3,411
2001,E09000014,All children non-dependent,Rented from council,Occupancy rating of -1 or less,16,2,4,248
2001,E09000014,All children non-dependent,Other social rented,All categories: Occupancy rating,16,3,0,375
2001,E09000014,All children non-dependent,Other social rented,Occupancy rating of +2 or more,16,3,1,29
2001,E09000014,All children non-dependent,Other social rented,Occupancy rating of +1,16,3,2,75
2001,E09000014,All children non-dependent,Other social rented,Occupancy rating of 0,16,3,3,164
2001,E09000014,All children non-dependent,Other social rented,Occupancy rating of -1 or less,16,3,4,107
2001,E09000014,All children non-dependent,Private rented or living rent free,All categories: Occupancy rating,16,4,0,327
2001,E09000014,All children non-dependent,Private rented or living rent free,Occupancy rating of +2 or more,16,4,1,74
2001,E09000014,All children non-dependent,Private rented or living rent free,Occupancy rating of +1,16,4,2,55
2001,E09000014,All children non-dependent,Private rented or living rent free,Occupancy rating of 0,16,4,3,91
2001,E09000014,All children non-dependent,Private rented or living rent free,Occupancy rating of -1 or less,16,4,4,107
2001,E09000014,Other households,All categories: Tenure,All categories: Occupancy rating,17,0,0,13528
2001,E09000014,Other households,All categories: Tenure,Occupancy rating of +2 or more,17,0,1,2265
2001,E09000014,Other households,All categories: Tenure,Occupancy rating of +1,17,0,2,2315
2001,E09000014,Other households,All categories: Tenure,Occupancy rating of 0,17,0,3,4535
2001,E09000014,Other households,All categories: Tenure,Occupancy rating of -1 or less,17,0,4,4413
2001,E09000014,Other households,Owned,All categories: Occupancy rating,17,1,0,4969
2001,E09000014,Other households,Owned,Occupancy rating of +2 or more,17,1,1,1566
2001,E09000014,Other households,Owned,Occupancy rating of +1,17,1,2,1019
2001,E09000014,Other households,Owned,Occupancy rating of 0,17,1,3,1426
2001,E09000014,Other households,Owned,Occupancy rating of -1 or less,17,1,4,958
2001,E09000014,Other households,Rented from council,All categories: Occupancy rating,17,2,0,1676
2001,E09000014,Other households,Rented from council,Occupancy rating of +2 or more,17,2,1,118
2001,E09000014,Other households,Rented from council,Occupancy rating of +1,17,2,2,212
