date,geography_code,c_age_name,hhtype_name,c_age_code,hhtype_code,obs_value
2001,E09000025,"dependent children in household, youngest aged 16 to 18",In a couple household,6,1,1309
2001,E09000025,"dependent children in household, youngest aged 16 to 18",Not in a couple household,6,2,511
2001,E09000025,Aged 25 to 34,All adults,7,0,45594
2001,E09000025,Aged 25 to 34,In a couple household,7,1,26990
2001,E09000025,Aged 25 to 34,Not in a couple household,7,2,18604
2001,E09000025,no dependent children in household,All adults,8,0,24097
2001,E09000025,no dependent children in household,In a couple household,8,1,11095
2001,E09000025,no dependent children in household,Not in a couple household,8,2,13002
2001,E09000025,"dependent children in household, youngest aged 0 to 4",All adults,9,0,15057
2001,E09000025,"dependent children in household, youngest aged 0 to 4",In a couple household,9,1,11992
2001,E09000025,"dependent children in household, youngest aged 0 to 4",Not in a couple household,9,2,3065
2001,E09000025,"dependent children in household, youngest aged 5 to 9",All adults,10,0,4297
2001,E09000025,"dependent children in household, youngest aged 5 to 9",In a couple household,10,1,2673
2001,E09000025,"dependent children in household, youngest aged 5 to 9",Not in a couple household,10,2,1624
2001,E09000025,"dependent children in household, youngest aged 10 to 15",All adults,11,0,1702
2001,E09000025,"dependent children in household, youngest aged 10 to 15",In a couple household,11,1,913
2001,E09000025,"dependent children in household, youngest aged 10 to 15",Not in a couple household,11,2,789
2001,E09000025,"dependent children in household, youngest aged 16 to 18",All adults,12,0,441
2001,E09000025,"dependent children in household, youngest aged 16 to 18",In a couple household,12,1,317
2001,E09000025,"dependent children in household, youngest aged 16 to 18",Not in a couple household,12,2,124
2001,E09000025,Aged 35 to 44,All adults,13,0,36634
2001,E09000025,Aged 35 to 44,In a couple household,13,1,22017
2001,E09000025,Aged 35 to 44,Not in a couple household,13,2,14617
2001,E09000025,no dependent children in household,All adults,14,0,13735
2001,E09000025,no dependent children in household,In a couple household,14,1,4803
2001,E09000025,no dependent children in household,Not in a couple household,14,2,8932
2001,E09000025,"dependent children in household, youngest aged 0 to 4",All adults,15,0,8866
2001,E09000025,"dependent children in household, youngest aged 0 to 4",In a couple household,15,1,7189
2001,E09000025,"dependent children in household, youngest aged 0 to 4",Not in a couple household,15,2,1677
2001,E09000025,"dependent children in household, youngest aged 5 to 9",All adults,16,0,6869
2001,E09000025,"dependent children in household, youngest aged 5 to 9",In a couple household,16,1,5119
2001,E09000025,"dependent children in household, youngest aged 5 to 9",Not in a couple household,16,2,1750
2001,E09000025,"dependent children in household, youngest aged 10 to 15",All adults,17,0,5929
2001,E09000025,"dependent children in household, youngest aged 10 to 15",In a couple household,17,1,4081
2001,E09000025,"dependent children in household, youngest aged 10 to 15",Not in a couple household,17,2,1848
2001,E09000025,"dependent children in household, youngest aged 16 to 18",All adults,18,0,1235
2001,E09000025,"dependent children in household, youngest aged 16 to 18",In a couple household,18,1,825
2001,E09000025,"dependent children in household, youngest aged 16 to 18",Not in a couple household,18,2,410
2001,E09000025,Aged 45 to 54,All adults,19,0,23702
2001,E09000025,Aged 45 to 54,In a couple household,19,1,14808
2001,E09000025,Aged 45 to 54,Not in a couple household,19,2,8894
2001,E09000025,no dependent children in household,All adults,20,0,13915
2001,E09000025,no dependent children in household,In a couple household,20,1,6989
2001,E09000025,no dependent children in household,Not in a couple household,20,2,6926
2001,E09000025,"dependent children in household, youngest aged 0 to 4",All adults,21,0,1693
2001,E09000025,"dependent children in household, youngest aged 0 to 4",In a couple household,21,1,1434
2001,E09000025,"dependent children in household, youngest aged 0 to 4",Not in a couple household,21,2,259
2001,E09000025,"dependent children in household, youngest aged 5 to 9",All adults,22,0,2020
2001,E09000025,"dependent children in household, youngest aged 5 to 9",In a couple household,22,1,1651
2001,E09000025,"dependent children in household, youngest aged 5 to 9",Not in a couple household,22,2,369
2001,E09000025,"dependent children in household, youngest aged 10 to 15",All adults,23,0,4152
2001,E09000025,"dependent children in household, youngest aged 10 to 15",In a couple household,23,1,3212
2001,E09000025,"dependent children in household, youngest aged 10 to 15",Not in a couple household,23,2,940
2001,E09000025,"dependent children in household, youngest aged 16 to 18",All adults,24,0,1922
2001,E09000025,"dependent children in household, youngest aged 16 to 18",In a couple household,24,1,1522
2001,E09000025,"dependent children in household, youngest aged 16 to 18",Not in a couple household,24,2,400
2001,E09000025,55 to pensionable age,All adults,25,0,12012
2001,E09000025,55 to pensionable age,In a couple household,25,1,7407
2001,E09000025,55 to pensionable age,Not in a couple household,25,2,4605
2001,E09000025,no dependent children in household,All adults,26,0,9840
2001,E09000025,no dependent children in household,In a couple household,26,1,5571
2001,E09000025,no dependent children in household,Not in a couple household,26,2,4269
2001,E09000025,"dependent children in household, youngest aged 0 to 4",All adults,27,0,606
2001,E09000025,"dependent children in household, youngest aged 0 to 4",In a couple household,27,1,534
2001,E09000025,"dependent children in household, youngest aged 0 to 4",Not in a couple household,27,2,72
2001,E09000025,"dependent children in household, youngest aged 5 to 9",All adults,28,0,372
2001,E09000025,"dependent children in household, youngest aged 5 to 9",In a couple household,28,1,317
2001,E09000025,"dependent children in household, youngest aged 5 to 9",Not in a couple household,28,2,55
2001,E09000025,"dependent children in household, youngest aged 10 to 15",All adults,29,0,712
2001,E09000025,"dependent children in household, youngest aged 10 to 15",In a couple household,29,1,586
2001,E09000025,"dependent children in household, youngest aged 10 to 15",Not in a couple household,29,2,126
2001,E09000025,"dependent children in household, youngest aged 16 to 18",All adults,30,0,482
2001,E09000025,"dependent children in household, youngest aged 16 to 18",In a couple household,30,1,399
2001,E09000025,"dependent children in household, youngest aged 16 to 18",Not in a couple household,30,2,83
2001,E09000025,Pensionable age to 74,All adults,31,0,15942
2001,E09000025,Pensionable age to 74,In a couple household,31,1,8546
2001,E09000025,Pensionable age to 74,Not in a couple household,31,2,7396
2001,E09000025,75 and over dependent children or not,All adults,32,0,9142
2001,E09000025,75 and over dependent children or not,In a couple household,32,1,3067
2001,E09000025,75 and over dependent children or not,Not in a couple household,32,2,6075
2001,E09000028,All Adults,All adults,0,0,184882
2001,E09000028,All Adults,In a couple household,0,1,93685
2001,E09000028,All Adults,Not in a couple household,0,2,91197
2001,E09000028,Aged 16 to 24,All adults,1,0,24967
2001,E09000028,Aged 16 to 24,In a couple household,1,1,10239
2001,E09000028,Aged 16 to 24,Not in a couple household,1,2,14728
2001,E09000028,no dependent children in household,All adults,2,0,17774
2001,E09000028,no dependent children in household,In a couple household,2,1,6415
2001,E09000028,no dependent children in household,Not in a couple household,2,2,11359
2001,E09000028,"dependent children in household, youngest aged 0 to 4",All adults,3,0,2837
2001,E09000028,"dependent children in household, youngest aged 0 to 4",In a couple household,3,1,1466
2001,E09000028,"dependent children in household, youngest aged 0 to 4",Not in a couple household,3,2,1371
2001,E09000028,"dependent children in household, youngest aged 5 to 9",All adults,4,0,1197
2001,E09000028,"dependent children in household, youngest aged 5 to 9",In a couple household,4,1,579
2001,E09000028,"dependent children in household, youngest aged 5 to 9",Not in a couple household,4,2,618
2001,E09000028,"dependent children in household, youngest aged 10 to 15",All adults,5,0,2173
2001,E09000028,"dependent children in household, youngest aged 10 to 15",In a couple household,5,1,1168
2001,E09000028,"dependent children in household, youngest aged 10 to 15",Not in a couple household,5,2,1005
2001,E09000028,"dependent children in household, youngest aged 16 to 18",All adults,6,0,986
2001,E09000028,"dependent children in household, youngest aged 16 to 18",In a couple household,6,1,611
2001,E09000028,"dependent children in household, youngest aged 16 to 18",Not in a couple household,6,2,375
2001,E09000028,Aged 25 to 34,All adults,7,0,51839
2001,E09000028,Aged 25 to 34,In a couple household,7,1,26769
2001,E09000028,Aged 25 to 34,Not in a couple household,7,2,25070
2001,E09000028,no dependent children in household,All adults,8,0,36177
2001,E09000028,no dependent children in household,In a couple household,8,1,16377
2001,E09000028,no dependent children in household,Not in a couple household,8,2,19800
2001,E09000028,"dependent children in household, youngest aged 0 to 4",All adults,9,0,10961
2001,E09000028,"dependent children in household, youngest aged 0 to 4",In a couple household,9,1,8122
2001,E09000028,"dependent children in household, youngest aged 0 to 4",Not in a couple household,9,2,2839
2001,E09000028,"dependent children in household, youngest aged 5 to 9",All adults,10,0,3164
2001,E09000028,"dependent children in household, youngest aged 5 to 9",In a couple household,10,1,1543
2001,E09000028,"dependent children in household, youngest aged 5 to 9",Not in a couple household,10,2,1621
2001,E09000028,"dependent children in household, youngest aged 10 to 15",All adults,11,0,1274
2001,E09000028,"dependent children in household, youngest aged 10 to 15",In a couple household,11,1,578
2001,E09000028,"dependent children in household, youngest aged 10 to 15",Not in a couple household,11,2,696
2001,E09000028,"dependent children in household, youngest aged 16 to 18",All adults,12,0,263
2001,E09000028,"dependent children in household, youngest aged 16 to 18",In a couple household,12,1,149
2001,E09000028,"dependent children in household, youngest aged 16 to 18",Not in a couple household,12,2,114
2001,E09000028,Aged 35 to 44,All adults,13,0,42234
2001,E09000028,Aged 35 to 44,In a couple household,13,1,23459
2001,E09000028,Aged 35 to 44,Not in a couple household,13,2,18775
2001,E09000028,no dependent children in household,All adults,14,0,20381
2001,E09000028,no dependent children in household,In a couple household,14,1,8040
2001,E09000028,no dependent children in household,Not in a couple household,14,2,12341
2001,E09000028,"dependent children in household, youngest aged 0 to 4",All adults,15,0,10141
2001,E09000028,"dependent children in household, youngest aged 0 to 4",In a couple household,15,1,8194
2001,E09000028,"dependent children in household, youngest aged 0 to 4",Not in a couple household,15,2,1947
2001,E09000028,"dependent children in household, youngest aged 5 to 9",All adults,16,0,6308
2001,E09000028,"dependent children in household, youngest aged 5 to 9",In a couple household,16,1,4258
2001,E09000028,"dependent children in household, youngest aged 5 to 9",Not in a couple household,16,2,2050
2001,E09000028,"dependent children in household, youngest aged 10 to 15",All adults,17,0,4537
2001,E09000028,"dependent children in household, youngest aged 10 to 15",In a couple household,17,1,2473
2001,E09000028,"dependent children in household, youngest aged 10 to 15",Not in a couple household,17,2,2064
2001,E09000028,"dependent children in household, youngest aged 16 to 18",All adults,18,0,867
2001,E09000028,"dependent children in household, youngest aged 16 to 18",In a couple household,18,1,494
2001,E09000028,"dependent children in household, youngest aged 16 to 18",Not in a couple household,18,2,373
2001,E09000028,Aged 45 to 54,All adults,19,0,24308
2001,E09000028,Aged 45 to 54,In a couple household,19,1,13501
2001,E09000028,Aged 45 to 54,Not in a couple household,19,2,10807
2001,E09000028,no dependent children in household,All adults,20,0,16061
2001,E09000028,no dependent children in household,In a couple household,20,1,7433
2001,E09000028,no dependent children in household,Not in a couple household,20,2,8628
2001,E09000028,"dependent children in household, youngest aged 0 to 4",All adults,21,0,1444
2001,E09000028,"dependent children in household, youngest aged 0 to 4",In a couple household,21,1,1135
2001,E09000028,"dependent children in household, youngest aged 0 to 4",Not in a couple household,21,2,309
2001,E09000028,"dependent children in household, youngest aged 5 to 9",All adults,22,0,1905
2001,E09000028,"dependent children in household, youngest aged 5 to 9",In a couple household,22,1,1464
2001,E09000028,"dependent children in household, youngest aged 5 to 9",Not in a couple household,22,2,441
2001,E09000028,"dependent children in household, youngest aged 10 to 15",All adults,23,0,3451
2001,E09000028,"dependent children in household, youngest aged 10 to 15",In a couple household,23,1,2441
2001,E09000028,"dependent children in household, youngest aged 10 to 15",Not in a couple household,23,2,1010
2001,E09000028,"dependent children in household, youngest aged 16 to 18",All adults,24,0,1447
2001,E09000028,"dependent children in household, youngest aged 16 to 18",In a couple household,24,1,1028
2001,E09000028,"dependent children in household, youngest aged 16 to 18",Not in a couple household,24,2,419
2001,E09000028,55 to pensionable age,All adults,25,0,12572
2001,E09000028,55 to pensionable age,In a couple household,25,1,7142
2001,E09000028,55 to pensionable age,Not in a couple household,25,2,5430
2001,E09000028,no dependent children in household,All adults,26,0,10914
2001,E09000028,no dependent children in household,In a couple household,26,1,5909
2001,E09000028,no dependent children in household,Not in a couple household,26,2,5005
2001,E09000028,"dependent children in household, youngest aged 0 to 4",All adults,27,0,365
2001,E09000028,"dependent children in household, youngest aged 0 to 4",In a couple household,27,1,288
2001,E09000028,"dependent children in household, youngest aged 0 to 4",Not in a couple household,27,2,77
2001,E09000028,"dependent children in household, youngest aged 5 to 9",All adults,28,0,296
2001,E09000028,"dependent children in household, youngest aged 5 to 9",In a couple household,28,1,205
2001,E09000028,"dependent children in household, youngest aged 5 to 9",Not in a couple household,28,2,91
2001,E09000028,"dependent children in household, youngest aged 10 to 15",All adults,29,0,556
2001,E09000028,"dependent children in household, youngest aged 10 to 15",In a couple household,29,1,414
2001,E09000028,"dependent children in household, youngest aged 10 to 15",Not in a couple household,29,2,142
2001,E09000028,"dependent children in household, youngest aged 16 to 18",All adults,30,0,441
2001,E09000028,"dependent children in household, youngest aged 16 to 18",In a couple household,30,1,326
2001,E09000028,"dependent children in household, youngest aged 16 to 18",Not in a couple household,30,2,115
2001,E09000028,Pensionable age to 74,All adults,31,0,17819
2001,E09000028,Pensionable age to 74,In a couple household,31,1,8888
2001,E09000028,Pensionable age to 74,Not in a couple household,31,2,8931
2001,E09000028,75 and over dependent children or not,All adults,32,0,11143
2001,E09000028,75 and over dependent children or not,In a couple household,32,1,3687
2001,E09000028,75 and over dependent children or not,Not in a couple household,32,2,7456
2001,E09000030,All Adults,All adults,0,0,143739
2001,E09000030,All Adults,In a couple household,0,1,78260
2001,E09000030,All Adults,Not in a couple household,0,2,65479
2001,E09000030,Aged 16 to 24,All adults,1,0,25644
2001,E09000030,Aged 16 to 24,In a couple household,1,1,13080
2001,E09000030,Aged 16 to 24,Not in a couple household,1,2,12564
2001,E09000030,no dependent children in household,All adults,2,0,15085
2001,E09000030,no dependent children in household,In a couple household,2,1,5371
2001,E09000030,no dependent children in household,Not in a couple household,2,2,9714
2001,E09000030,"dependent children in household, youngest aged 0 to 4",All adults,3,0,4647
2001,E09000030,"dependent children in household, youngest aged 0 to 4",In a couple household,3,1,3660
2001,E09000030,"dependent children in household, youngest aged 0 to 4",Not in a couple household,3,2,987
2001,E09000030,"dependent children in household, youngest aged 5 to 9",All adults,4,0,1730
2001,E09000030,"dependent children in household, youngest aged 5 to 9",In a couple household,4,1,1265
2001,E09000030,"dependent children in household, youngest aged 5 to 9",Not in a couple household,4,2,465
2001,E09000030,"dependent children in household, youngest aged 10 to 15",All adults,5,0,3243
2001,E09000030,"dependent children in household, youngest aged 10 to 15",In a couple household,5,1,2144
2001,E09000030,"dependent children in household, youngest aged 10 to 15",Not in a couple household,5,2,1099
2001,E09000030,"dependent children in household, youngest aged 16 to 18",All adults,6,0,939
2001,E09000030,"dependent children in household, youngest aged 16 to 18",In a couple household,6,1,640
2001,E09000030,"dependent children in household, youngest aged 16 to 18",Not in a couple household,6,2,299
2001,E09000030,Aged 25 to 34,All adults,7,0,45884
2001,E09000030,Aged 25 to 34,In a couple household,7,1,26724
2001,E09000030,Aged 25 to 34,Not in a couple household,7,2,19160
2001,E09000030,no dependent children in household,All adults,8,0,30102
2001,E09000030,no dependent children in household,In a couple household,8,1,14002
2001,E09000030,no dependent children in household,Not in a couple household,8,2,16100
2001,E09000030,"dependent children in household, youngest aged 0 to 4",All adults,9,0,11437
2001,E09000030,"dependent children in household, youngest aged 0 to 4",In a couple household,9,1,9902
2001,E09000030,"dependent children in household, youngest aged 0 to 4",Not in a couple household,9,2,1535
2001,E09000030,"dependent children in household, youngest aged 5 to 9",All adults,10,0,2801
2001,E09000030,"dependent children in household, youngest aged 5 to 9",In a couple household,10,1,1847
2001,E09000030,"dependent children in household, youngest aged 5 to 9",Not in a couple household,10,2,954
2001,E09000030,"dependent children in household, youngest aged 10 to 15",All adults,11,0,1252
2001,E09000030,"dependent children in household, youngest aged 10 to 15",In a couple household,11,1,772
2001,E09000030,"dependent children in household, youngest aged 10 to 15",Not in a couple household,11,2,480
2001,E09000030,"dependent children in household, youngest aged 16 to 18",All adults,12,0,292
2001,E09000030,"dependent children in household, youngest aged 16 to 18",In a couple household,12,1,201
2001,E09000030,"dependent children in household, youngest aged 16 to 18",Not in a couple household,12,2,91
2001,E09000030,Aged 35 to 44,All adults,13,0,26098
2001,E09000030,Aged 35 to 44,In a couple household,13,1,14881
2001,E09000030,Aged 35 to 44,Not in a couple household,13,2,11217
2001,E09000030,no dependent children in household,All adults,14,0,13159
2001,E09000030,no dependent children in household,In a couple household,14,1,4586
2001,E09000030,no dependent children in household,Not in a couple household,14,2,8573
2001,E09000030,"dependent children in household, youngest aged 0 to 4",All adults,15,0,5799
2001,E09000030,"dependent children in household, youngest aged 0 to 4",In a couple household,15,1,5118
2001,E09000030,"dependent children in household, youngest aged 0 to 4",Not in a couple household,15,2,681
2001,E09000030,"dependent children in household, youngest aged 5 to 9",All adults,16,0,3614
2001,E09000030,"dependent children in household, youngest aged 5 to 9",In a couple household,16,1,2831
2001,E09000030,"dependent children in household, youngest aged 5 to 9",Not in a couple household,16,2,783
2001,E09000030,"dependent children in household, youngest aged 10 to 15",All adults,17,0,3036
2001,E09000030,"dependent children in household, youngest aged 10 to 15",In a couple household,17,1,2062
2001,E09000030,"dependent children in household, youngest aged 10 to 15",Not in a couple household,17,2,974
2001,E09000030,"dependent children in household, youngest aged 16 to 18",All adults,18,0,490
2001,E09000030,"dependent children in household, youngest aged 16 to 18",In a couple household,18,1,284
2001,E09000030,"dependent children in household, youngest aged 16 to 18",Not in a couple household,18,2,206
2001,E09000030,Aged 45 to 54,All adults,19,0,16064
2001,E09000030,Aged 45 to 54,In a couple household,19,1,8848
2001,E09000030,Aged 45 to 54,Not in a couple household,19,2,7216
2001,E09000030,no dependent children in household,All adults,20,0,10336
2001,E09000030,no dependent children in household,In a couple household,20,1,4355
2001,E09000030,no dependent children in household,Not in a couple household,20,2,5981
2001,E09000030,"dependent children in household, youngest aged 0 to 4",All adults,21,0,1267
2001,E09000030,"dependent children in household, youngest aged 0 to 4",In a couple household,21,1,1087
2001,E09000030,"dependent children in household, youngest aged 0 to 4",Not in a couple household,21,2,180
2001,E09000030,"dependent children in household, youngest aged 5 to 9",All adults,22,0,1311
2001,E09000030,"dependent children in household, youngest aged 5 to 9",In a couple household,22,1,1066
2001,E09000030,"dependent children in household, youngest aged 5 to 9",Not in a couple household,22,2,245
2001,E09000030,"dependent children in household, youngest aged 10 to 15",All adults,23,0,2356
2001,E09000030,"dependent children in household, youngest aged 10 to 15",In a couple household,23,1,1760
2001,E09000030,"dependent children in household, youngest aged 10 to 15",Not in a couple household,23,2,596
2001,E09000030,"dependent children in household, youngest aged 16 to 18",All adults,24,0,794
2001,E09000030,"dependent children in household, youngest aged 16 to 18",In a couple household,24,1,580
2001,E09000030,"dependent children in household, youngest aged 16 to 18",Not in a couple household,24,2,214
2001,E09000030,55 to pensionable age,All adults,25,0,9076
2001,E09000030,55 to pensionable age,In a couple household,25,1,5243
2001,E09000030,55 to pensionable age,Not in a couple household,25,2,3833
2001,E09000030,no dependent children in household,All adults,26,0,6999
2001,E09000030,no dependent children in household,In a couple household,26,1,3417
2001,E09000030,no dependent children in household,Not in a couple household,26,2,3582
2001,E09000030,"dependent children in household, youngest aged 0 to 4",All adults,27,0,579
2001,E09000030,"dependent children in household, youngest aged 0 to 4",In a couple household,27,1,526
2001,E09000030,"dependent children in household, youngest aged 0 to 4",Not in a couple household,27,2,53
2001,E09000030,"dependent children in household, youngest aged 5 to 9",All adults,28,0,349
2001,E09000030,"dependent children in household, youngest aged 5 to 9",In a couple household,28,1,317
2001,E09000030,"dependent children in household, youngest aged 5 to 9",Not in a couple household,28,2,32
2001,E09000030,"dependent children in household, youngest aged 10 to 15",All adults,29,0,816
2001,E09000030,"dependent children in household, youngest aged 10 to 15",In a couple household,29,1,699
2001,E09000030,"dependent children in household, youngest aged 10 to 15",Not in a couple household,29,2,117
2001,E09000030,"dependent children in household, youngest aged 16 to 18",All adults,30,0,333
2001,E09000030,"dependent children in household, youngest aged 16 to 18",In a couple household,30,1,284
2001,E09000030,"dependent children in household, youngest aged 16 to 18",Not in a couple household,30,2,49
2001,E09000030,Pensionable age to 74,All adults,31,0,13519
2001,E09000030,Pensionable age to 74,In a couple household,31,1,7146
2001,E09000030,Pensionable age to 74,Not in a couple household,31,2,6373
2001,E09000030,75 and over dependent children or not,All adults,32,0,7454
2001,E09000030,75 and over dependent children or not,In a couple household,32,1,2338
2001,E09000030,75 and over dependent children or not,Not in a couple household,32,2,5116
2001,E09000032,All Adults,All adults,0,0,209317
2001,E09000032,All Adults,In a couple household,0,1,108506
2001,E09000032,All Adults,Not in a couple household,0,2,100811
2001,E09000032,Aged 16 to 24,All adults,1,0,27256
2001,E09000032,Aged 16 to 24,In a couple household,1,1,10426
2001,E09000032,Aged 16 to 24,Not in a couple household,1,2,16830
2001,E09000032,no dependent children in household,All adults,2,0,21794
2001,E09000032,no dependent children in household,In a couple household,2,1,7204
2001,E09000032,no dependent children in household,Not in a couple household,2,2,14590
2001,E09000032,"dependent children in household, youngest aged 0 to 4",All adults,3,0,2133
2001,E09000032,"dependent children in household, youngest aged 0 to 4",In a couple household,3,1,1209
2001,E09000032,"dependent children in household, youngest aged 0 to 4",Not in a couple household,3,2,924
2001,E09000032,"dependent children in household, youngest aged 5 to 9",All adults,4,0,887
2001,E09000032,"dependent children in household, youngest aged 5 to 9",In a couple household,4,1,472
2001,E09000032,"dependent children in household, youngest aged 5 to 9",Not in a couple household,4,2,415
2001,E09000032,"dependent children in household, youngest aged 10 to 15",All adults,5,0,1595
2001,E09000032,"dependent children in household, youngest aged 10 to 15",In a couple household,5,1,958
2001,E09000032,"dependent children in household, youngest aged 10 to 15",Not in a couple household,5,2,637
2001,E09000032,"dependent children in household, youngest aged 16 to 18",All adults,6,0,847
2001,E09000032,"dependent children in household, youngest aged 16 to 18",In a couple household,6,1,583
2001,E09000032,"dependent children in household, youngest aged 16 to 18",Not in a couple household,6,2,264
2001,E09000032,Aged 25 to 34,All adults,7,0,74127
2001,E09000032,Aged 25 to 34,In a couple household,7,1,37859
2001,E09000032,Aged 25 to 34,Not in a couple household,7,2,36268
2001,E09000032,no dependent children in household,All adults,8,0,60488
2001,E09000032,no dependent children in household,In a couple household,8,1,27518
2001,E09000032,no dependent children in household,Not in a couple household,8,2,32970
2001,E09000032,"dependent children in household, youngest aged 0 to 4",All adults,9,0,10110
2001,E09000032,"dependent children in household, youngest aged 0 to 4",In a couple household,9,1,8445
2001,E09000032,"dependent children in household, youngest aged 0 to 4",Not in a couple household,9,2,1665
2001,E09000032,"dependent children in household, youngest aged 5 to 9",All adults,10,0,2339
2001,E09000032,"dependent children in household, youngest aged 5 to 9",In a couple household,10,1,1254
2001,E09000032,"dependent children in household, youngest aged 5 to 9",Not in a couple household,10,2,1085
2001,E09000032,"dependent children in household, youngest aged 10 to 15",All adults,11,0,950
2001,E09000032,"dependent children in household, youngest aged 10 to 15",In a couple household,11,1,489
2001,E09000032,"dependent children in household, youngest aged 10 to 15",Not in a couple household,11,2,461
2001,E09000032,"dependent children in household, youngest aged 16 to 18",All adults,12,0,240
2001,E09000032,"dependent children in household, youngest aged 16 to 18",In a couple household,12,1,153
2001,E09000032,"dependent children in household, youngest aged 16 to 18",Not in a couple household,12,2,87
2001,E09000032,Aged 35 to 44,All adults,13,0,40713
2001,E09000032,Aged 35 to 44,In a couple household,13,1,23773
2001,E09000032,Aged 35 to 44,Not in a couple household,13,2,16940
2001,E09000032,no dependent children in household,All adults,14,0,21127
2001,E09000032,no dependent children in household,In a couple household,14,1,7864
2001,E09000032,no dependent children in household,Not in a couple household,14,2,13263
2001,E09000032,"dependent children in household, youngest aged 0 to 4",All adults,15,0,10513
2001,E09000032,"dependent children in household, youngest aged 0 to 4",In a couple household,15,1,9566
2001,E09000032,"dependent children in household, youngest aged 0 to 4",Not in a couple household,15,2,947
2001,E09000032,"dependent children in household, youngest aged 5 to 9",All adults,16,0,5174
2001,E09000032,"dependent children in household, youngest aged 5 to 9",In a couple household,16,1,3987
2001,E09000032,"dependent children in household, youngest aged 5 to 9",Not in a couple household,16,2,1187
2001,E09000032,"dependent children in household, youngest aged 10 to 15",All adults,17,0,3210
2001,E09000032,"dependent children in household, youngest aged 10 to 15",In a couple household,17,1,1967
2001,E09000032,"dependent children in household, youngest aged 10 to 15",Not in a couple household,17,2,1243
2001,E09000032,"dependent children in household, youngest aged 16 to 18",All adults,18,0,689
2001,E09000032,"dependent children in household, youngest aged 16 to 18",In a couple household,18,1,389
2001,E09000032,"dependent children in household, youngest aged 16 to 18",Not in a couple household,18,2,300
2001,E09000032,Aged 45 to 54,All adults,19,0,23421
2001,E09000032,Aged 45 to 54,In a couple household,19,1,14422
2001,E09000032,Aged 45 to 54,Not in a couple household,19,2,8999
2001,E09000032,no dependent children in household,All adults,20,0,14778
2001,E09000032,no dependent children in household,In a couple household,20,1,7231
2001,E09000032,no dependent children in household,Not in a couple household,20,2,7547
2001,E09000032,"dependent children in household, youngest aged 0 to 4",All adults,21,0,1334
2001,E09000032,"dependent children in household, youngest aged 0 to 4",In a couple household,21,1,1196
2001,E09000032,"dependent children in household, youngest aged 0 to 4",Not in a couple household,21,2,138
2001,E09000032,"dependent children in household, youngest aged 5 to 9",All adults,22,0,2157
2001,E09000032,"dependent children in household, youngest aged 5 to 9",In a couple household,22,1,1882
2001,E09000032,"dependent children in household, youngest aged 5 to 9",Not in a couple household,22,2,275
2001,E09000032,"dependent children in household, youngest aged 10 to 15",All adults,23,0,3531
2001,E09000032,"dependent children in household, youngest aged 10 to 15",In a couple household,23,1,2829
2001,E09000032,"dependent children in household, youngest aged 10 to 15",Not in a couple household,23,2,702
2001,E09000032,"dependent children in household, youngest aged 16 to 18",All adults,24,0,1621
2001,E09000032,"dependent children in household, youngest aged 16 to 18",In a couple household,24,1,1284
2001,E09000032,"dependent children in household, youngest aged 16 to 18",Not in a couple household,24,2,337
2001,E09000032,55 to pensionable age,All adults,25,0,13392
2001,E09000032,55 to pensionable age,In a couple household,25,1,8281
2001,E09000032,55 to pensionable age,Not in a couple household,25,2,5111
2001,E09000032,no dependent children in household,All adults,26,0,11575
2001,E09000032,no dependent children in household,In a couple household,26,1,6762
2001,E09000032,no dependent children in household,Not in a couple household,26,2,4813
2001,E09000032,"dependent children in household, youngest aged 0 to 4",All adults,27,0,371
2001,E09000032,"dependent children in household, youngest aged 0 to 4",In a couple household,27,1,315
2001,E09000032,"dependent children in household, youngest aged 0 to 4",Not in a couple household,27,2,56
2001,E09000032,"dependent children in household, youngest aged 5 to 9",All adults,28,0,268
2001,E09000032,"dependent children in household, youngest aged 5 to 9",In a couple household,28,1,223
2001,E09000032,"dependent children in household, youngest aged 5 to 9",Not in a couple household,28,2,45
2001,E09000032,"dependent children in household, youngest aged 10 to 15",All adults,29,0,627
2001,E09000032,"dependent children in household, youngest aged 10 to 15",In a couple household,29,1,515
2001,E09000032,"dependent children in household, youngest aged 10 to 15",Not in a couple household,29,2,112
2001,E09000032,"dependent children in household, youngest aged 16 to 18",All adults,30,0,551
2001,E09000032,"dependent children in household, youngest aged 16 to 18",In a couple household,30,1,466
2001,E09000032,"dependent children in household, youngest aged 16 to 18",Not in a couple household,30,2,85
2001,E09000032,Pensionable age to 74,All adults,31,0,18085
2001,E09000032,Pensionable age to 74,In a couple household,31,1,9514
2001,E09000032,Pensionable age to 74,Not in a couple household,31,2,8571
2001,E09000032,75 and over dependent children or not,All adults,32,0,12323
2001,E09000032,75 and over dependent children or not,In a couple household,32,1,4231
2001,E09000032,75 and over dependent children or not,Not in a couple household,32,2,8092
2001,E09000033,All Adults,All adults,0,0,147973
2001,E09000033,All Adults,In a couple household,0,1,68389
2001,E09000033,All Adults,Not in a couple household,0,2,79584
2001,E09000033,Aged 16 to 24,All adults,1,0,18439
2001,E09000033,Aged 16 to 24,In a couple household,1,1,6771
2001,E09000033,Aged 16 to 24,Not in a couple household,1,2,11668
2001,E09000033,no dependent children in household,All adults,2,0,14877
2001,E09000033,no dependent children in household,In a couple household,2,1,4655
