date,geography_code,c_hhchuk11_name,c_ethpuk11_name,obs_value
2001,E09000020,One person household : Pensioner,Chinese/Other: Chinese,80
2001,E09000020,One person household : Pensioner,Chinese/Other: Other,97
2001,E09000020,One person household : Other,White,22122
2001,E09000020,One person household : Other,White: British,16534
2001,E09000020,One person household : Other,White: Irish,1118
2001,E09000020,One person household : Other,White: Other,4470
2001,E09000020,One person household : Other,Mixed,356
2001,E09000020,One person household : Other,Mixed: White and Black Caribbean,57
2001,E09000020,One person household : Other,Mixed: White and Black African,45
2001,E09000020,One person household : Other,Mixed: White and Asian,101
2001,E09000020,One person household : Other,Mixed: Other,153
2001,E09000020,One person household : Other,Asian/Asian British,1116
2001,E09000020,One person household : Other,Asian/Asian British: Indian,639
2001,E09000020,One person household : Other,Asian/Asian British: Pakistani,215
2001,E09000020,One person household : Other,Asian/Asian British: Bangladeshi,62
2001,E09000020,One person household : Other,Asian/Asian British: Other,200
2001,E09000020,One person household : Other,Black/Black British,1643
2001,E09000020,One person household : Other,Black/Black British: Black Caribbean,684
2001,E09000020,One person household : Other,Black/Black British: Black African,876
2001,E09000020,One person household : Other,Black/Black British: Other,83
2001,E09000020,One person household : Other,Chinese/Other,1292
2001,E09000020,One person household : Other,Chinese/Other: Chinese,711
2001,E09000020,One person household : Other,Chinese/Other: Other,581
2001,E09000020,One family and no others,White,23288
2001,E09000020,One family and no others,White: British,13525
2001,E09000020,One family and no others,White: Irish,1067
2001,E09000020,One family and no others,White: Other,8696
2001,E09000020,One family and no others,Mixed,838
2001,E09000020,One family and no others,Mixed: White and Black Caribbean,130
2001,E09000020,One family and no others,Mixed: White and Black African,162
2001,E09000020,One family and no others,Mixed: White and Asian,261
2001,E09000020,One family and no others,Mixed: Other,285
2001,E09000020,One family and no others,Asian/Asian British,1338
2001,E09000020,One family and no others,Asian/Asian British: Indian,542
2001,E09000020,One family and no others,Asian/Asian British: Pakistani,193
2001,E09000020,One family and no others,Asian/Asian British: Bangladeshi,170
2001,E09000020,One family and no others,Asian/Asian British: Other,433
2001,E09000020,One family and no others,Black/Black British,1858
2001,E09000020,One family and no others,Black/Black British: Black Caribbean,813
2001,E09000020,One family and no others,Black/Black British: Black African,904
2001,E09000020,One family and no others,Black/Black British: Other,141
2001,E09000020,One family and no others,Chinese/Other,1415
2001,E09000020,One family and no others,Chinese/Other: Chinese,293
2001,E09000020,One family and no others,Chinese/Other: Other,1122
2001,E09000020,One family : All pensioners,White,1822
2001,E09000020,One family : All pensioners,White: British,1431
2001,E09000020,One family : All pensioners,White: Irish,109
2001,E09000020,One family : All pensioners,White: Other,282
2001,E09000020,One family : All pensioners,Mixed,10
2001,E09000020,One family : All pensioners,Mixed: White and Black Caribbean,3
2001,E09000020,One family : All pensioners,Mixed: White and Black African,0
2001,E09000020,One family : All pensioners,Mixed: White and Asian,4
2001,E09000020,One family : All pensioners,Mixed: Other,3
2001,E09000020,One family : All pensioners,Asian/Asian British,56
2001,E09000020,One family : All pensioners,Asian/Asian British: Indian,33
2001,E09000020,One family : All pensioners,Asian/Asian British: Pakistani,6
2001,E09000020,One family : All pensioners,Asian/Asian British: Bangladeshi,0
2001,E09000020,One family : All pensioners,Asian/Asian British: Other,17
2001,E09000020,One family : All pensioners,Black/Black British,29
2001,E09000020,One family : All pensioners,Black/Black British: Black Caribbean,20
2001,E09000020,One family : All pensioners,Black/Black British: Black African,6
2001,E09000020,One family : All pensioners,Black/Black British: Other,3
2001,E09000020,One family : All pensioners,Chinese/Other,33
2001,E09000020,One family : All pensioners,Chinese/Other: Chinese,9
2001,E09000020,One family : All pensioners,Chinese/Other: Other,24
2001,E09000020,One family : Married couple family households,White,12024
2001,E09000020,One family : Married couple family households,White: British,6576
2001,E09000020,One family : Married couple family households,White: Irish,456
2001,E09000020,One family : Married couple family households,White: Other,4992
2001,E09000020,One family : Married couple family households,Mixed,320
2001,E09000020,One family : Married couple family households,Mixed: White and Black Caribbean,22
2001,E09000020,One family : Married couple family households,Mixed: White and Black African,75
2001,E09000020,One family : Married couple family households,Mixed: White and Asian,118
2001,E09000020,One family : Married couple family households,Mixed: Other,105
2001,E09000020,One family : Married couple family households,Asian/Asian British,832
2001,E09000020,One family : Married couple family households,Asian/Asian British: Indian,346
2001,E09000020,One family : Married couple family households,Asian/Asian British: Pakistani,127
2001,E09000020,One family : Married couple family households,Asian/Asian British: Bangladeshi,116
2001,E09000020,One family : Married couple family households,Asian/Asian British: Other,243
2001,E09000020,One family : Married couple family households,Black/Black British,567
2001,E09000020,One family : Married couple family households,Black/Black British: Black Caribbean,168
2001,E09000020,One family : Married couple family households,Black/Black British: Black African,363
2001,E09000020,One family : Married couple family households,Black/Black British: Other,36
2001,E09000020,One family : Married couple family households,Chinese/Other,788
2001,E09000020,One family : Married couple family households,Chinese/Other: Chinese,140
2001,E09000020,One family : Married couple family households,Chinese/Other: Other,648
2001,E09000020,One family : Married couple family households : No children,White,4553
2001,E09000020,One family : Married couple family households : No children,White: British,2673
2001,E09000020,One family : Married couple family households : No children,White: Irish,157
2001,E09000020,One family : Married couple family households : No children,White: Other,1723
2001,E09000020,One family : Married couple family households : No children,Mixed,79
2001,E09000020,One family : Married couple family households : No children,Mixed: White and Black Caribbean,6
2001,E09000020,One family : Married couple family households : No children,Mixed: White and Black African,13
2001,E09000020,One family : Married couple family households : No children,Mixed: White and Asian,31
2001,E09000020,One family : Married couple family households : No children,Mixed: Other,29
2001,E09000020,One family : Married couple family households : No children,Asian/Asian British,170
2001,E09000020,One family : Married couple family households : No children,Asian/Asian British: Indian,82
2001,E09000020,One family : Married couple family households : No children,Asian/Asian British: Pakistani,27
2001,E09000020,One family : Married couple family households : No children,Asian/Asian British: Bangladeshi,14
2001,E09000020,One family : Married couple family households : No children,Asian/Asian British: Other,47
2001,E09000020,One family : Married couple family households : No children,Black/Black British,97
2001,E09000020,One family : Married couple family households : No children,Black/Black British: Black Caribbean,34
2001,E09000020,One family : Married couple family households : No children,Black/Black British: Black African,60
2001,E09000020,One family : Married couple family households : No children,Black/Black British: Other,3
2001,E09000020,One family : Married couple family households : No children,Chinese/Other,230
2001,E09000020,One family : Married couple family households : No children,Chinese/Other: Chinese,60
2001,E09000020,One family : Married couple family households : No children,Chinese/Other: Other,170
2001,E09000020,One family : Married couple family households : With one dependent child,White,2120
2001,E09000020,One family : Married couple family households : With one dependent child,White: British,1097
2001,E09000020,One family : Married couple family households : With one dependent child,White: Irish,91
2001,E09000020,One family : Married couple family households : With one dependent child,White: Other,932
2001,E09000020,One family : Married couple family households : With one dependent child,Mixed,72
2001,E09000020,One family : Married couple family households : With one dependent child,Mixed: White and Black Caribbean,8
2001,E09000020,One family : Married couple family households : With one dependent child,Mixed: White and Black African,9
2001,E09000020,One family : Married couple family households : With one dependent child,Mixed: White and Asian,29
2001,E09000020,One family : Married couple family households : With one dependent child,Mixed: Other,26
2001,E09000020,One family : Married couple family households : With one dependent child,Asian/Asian British,150
2001,E09000020,One family : Married couple family households : With one dependent child,Asian/Asian British: Indian,79
2001,E09000020,One family : Married couple family households : With one dependent child,Asian/Asian British: Pakistani,18
2001,E09000020,One family : Married couple family households : With one dependent child,Asian/Asian British: Bangladeshi,15
2001,E09000020,One family : Married couple family households : With one dependent child,Asian/Asian British: Other,38
2001,E09000020,One family : Married couple family households : With one dependent child,Black/Black British,126
2001,E09000020,One family : Married couple family households : With one dependent child,Black/Black British: Black Caribbean,41
2001,E09000020,One family : Married couple family households : With one dependent child,Black/Black British: Black African,75
2001,E09000020,One family : Married couple family households : With one dependent child,Black/Black British: Other,10
2001,E09000020,One family : Married couple family households : With one dependent child,Chinese/Other,167
2001,E09000020,One family : Married couple family households : With one dependent child,Chinese/Other: Chinese,29
2001,E09000020,One family : Married couple family households : With one dependent child,Chinese/Other: Other,138
2001,E09000020,One family : Married couple family households : With two or more dependent children,White,3833
2001,E09000020,One family : Married couple family households : With two or more dependent children,White: British,1822
2001,E09000020,One family : Married couple family households : With two or more dependent children,White: Irish,91
2001,E09000020,One family : Married couple family households : With two or more dependent children,White: Other,1920
2001,E09000020,One family : Married couple family households : With two or more dependent children,Mixed,145
2001,E09000020,One family : Married couple family households : With two or more dependent children,Mixed: White and Black Caribbean,5
2001,E09000020,One family : Married couple family households : With two or more dependent children,Mixed: White and Black African,45
2001,E09000020,One family : Married couple family households : With two or more dependent children,Mixed: White and Asian,50
2001,E09000020,One family : Married couple family households : With two or more dependent children,Mixed: Other,45
2001,E09000020,One family : Married couple family households : With two or more dependent children,Asian/Asian British,395
2001,E09000020,One family : Married couple family households : With two or more dependent children,Asian/Asian British: Indian,131
2001,E09000020,One family : Married couple family households : With two or more dependent children,Asian/Asian British: Pakistani,66
2001,E09000020,One family : Married couple family households : With two or more dependent children,Asian/Asian British: Bangladeshi,74
2001,E09000020,One family : Married couple family households : With two or more dependent children,Asian/Asian British: Other,124
2001,E09000020,One family : Married couple family households : With two or more dependent children,Black/Black British,259
2001,E09000020,One family : Married couple family households : With two or more dependent children,Black/Black British: Black Caribbean,48
2001,E09000020,One family : Married couple family households : With two or more dependent children,Black/Black British: Black African,195
2001,E09000020,One family : Married couple family households : With two or more dependent children,Black/Black British: Other,16
2001,E09000020,One family : Married couple family households : With two or more dependent children,Chinese/Other,302
2001,E09000020,One family : Married couple family households : With two or more dependent children,Chinese/Other: Chinese,36
2001,E09000020,One family : Married couple family households : With two or more dependent children,Chinese/Other: Other,266
2001,E09000020,One family : Married couple family households : All children non-dependent,White,1518
2001,E09000020,One family : Married couple family households : All children non-dependent,White: British,984
2001,E09000020,One family : Married couple family households : All children non-dependent,White: Irish,117
2001,E09000020,One family : Married couple family households : All children non-dependent,White: Other,417
2001,E09000020,One family : Married couple family households : All children non-dependent,Mixed,24
2001,E09000020,One family : Married couple family households : All children non-dependent,Mixed: White and Black Caribbean,3
2001,E09000020,One family : Married couple family households : All children non-dependent,Mixed: White and Black African,8
2001,E09000020,One family : Married couple family households : All children non-dependent,Mixed: White and Asian,8
2001,E09000020,One family : Married couple family households : All children non-dependent,Mixed: Other,5
2001,E09000020,One family : Married couple family households : All children non-dependent,Asian/Asian British,117
2001,E09000020,One family : Married couple family households : All children non-dependent,Asian/Asian British: Indian,54
2001,E09000020,One family : Married couple family households : All children non-dependent,Asian/Asian British: Pakistani,16
2001,E09000020,One family : Married couple family households : All children non-dependent,Asian/Asian British: Bangladeshi,13
2001,E09000020,One family : Married couple family households : All children non-dependent,Asian/Asian British: Other,34
2001,E09000020,One family : Married couple family households : All children non-dependent,Black/Black British,85
2001,E09000020,One family : Married couple family households : All children non-dependent,Black/Black British: Black Caribbean,45
2001,E09000020,One family : Married couple family households : All children non-dependent,Black/Black British: Black African,33
2001,E09000020,One family : Married couple family households : All children non-dependent,Black/Black British: Other,7
2001,E09000020,One family : Married couple family households : All children non-dependent,Chinese/Other,89
2001,E09000020,One family : Married couple family households : All children non-dependent,Chinese/Other: Chinese,15
2001,E09000020,One family : Married couple family households : All children non-dependent,Chinese/Other: Other,74
2001,E09000020,One family : Cohabiting couple family households,White,5644
2001,E09000020,One family : Cohabiting couple family households,White: British,3269
2001,E09000020,One family : Cohabiting couple family households,White: Irish,242
2001,E09000020,One family : Cohabiting couple family households,White: Other,2133
2001,E09000020,One family : Cohabiting couple family households,Mixed,217
2001,E09000020,One family : Cohabiting couple family households,Mixed: White and Black Caribbean,39
2001,E09000020,One family : Cohabiting couple family households,Mixed: White and Black African,26
2001,E09000020,One family : Cohabiting couple family households,Mixed: White and Asian,79
2001,E09000020,One family : Cohabiting couple family households,Mixed: Other,73
2001,E09000020,One family : Cohabiting couple family households,Asian/Asian British,159
2001,E09000020,One family : Cohabiting couple family households,Asian/Asian British: Indian,66
2001,E09000020,One family : Cohabiting couple family households,Asian/Asian British: Pakistani,17
2001,E09000020,One family : Cohabiting couple family households,Asian/Asian British: Bangladeshi,17
2001,E09000020,One family : Cohabiting couple family households,Asian/Asian British: Other,59
2001,E09000020,One family : Cohabiting couple family households,Black/Black British,283
2001,E09000020,One family : Cohabiting couple family households,Black/Black British: Black Caribbean,138
2001,E09000020,One family : Cohabiting couple family households,Black/Black British: Black African,112
2001,E09000020,One family : Cohabiting couple family households,Black/Black British: Other,33
2001,E09000020,One family : Cohabiting couple family households,Chinese/Other,243
2001,E09000020,One family : Cohabiting couple family households,Chinese/Other: Chinese,90
2001,E09000020,One family : Cohabiting couple family households,Chinese/Other: Other,153
2001,E09000020,One family : Cohabiting couple family households : No children,White,4523
2001,E09000020,One family : Cohabiting couple family households : No children,White: British,2540
2001,E09000020,One family : Cohabiting couple family households : No children,White: Irish,185
2001,E09000020,One family : Cohabiting couple family households : No children,White: Other,1798
2001,E09000020,One family : Cohabiting couple family households : No children,Mixed,163
2001,E09000020,One family : Cohabiting couple family households : No children,Mixed: White and Black Caribbean,24
2001,E09000020,One family : Cohabiting couple family households : No children,Mixed: White and Black African,17
2001,E09000020,One family : Cohabiting couple family households : No children,Mixed: White and Asian,59
2001,E09000020,One family : Cohabiting couple family households : No children,Mixed: Other,63
2001,E09000020,One family : Cohabiting couple family households : No children,Asian/Asian British,111
2001,E09000020,One family : Cohabiting couple family households : No children,Asian/Asian British: Indian,50
2001,E09000020,One family : Cohabiting couple family households : No children,Asian/Asian British: Pakistani,11
2001,E09000020,One family : Cohabiting couple family households : No children,Asian/Asian British: Bangladeshi,8
2001,E09000020,One family : Cohabiting couple family households : No children,Asian/Asian British: Other,42
2001,E09000020,One family : Cohabiting couple family households : No children,Black/Black British,131
2001,E09000020,One family : Cohabiting couple family households : No children,Black/Black British: Black Caribbean,59
2001,E09000020,One family : Cohabiting couple family households : No children,Black/Black British: Black African,53
2001,E09000020,One family : Cohabiting couple family households : No children,Black/Black British: Other,19
2001,E09000020,One family : Cohabiting couple family households : No children,Chinese/Other,191
2001,E09000020,One family : Cohabiting couple family households : No children,Chinese/Other: Chinese,79
2001,E09000020,One family : Cohabiting couple family households : No children,Chinese/Other: Other,112
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,White,657
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,White: British,407
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,White: Irish,21
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,White: Other,229
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,Mixed,27
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,Mixed: White and Black Caribbean,7
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,Mixed: White and Black African,3
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,Mixed: White and Asian,12
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,Mixed: Other,5
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,Asian/Asian British,24
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,Asian/Asian British: Indian,10
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,Asian/Asian British: Pakistani,3
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,Asian/Asian British: Bangladeshi,3
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,Asian/Asian British: Other,8
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,Black/Black British,64
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,Black/Black British: Black Caribbean,36
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,Black/Black British: Black African,23
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,Black/Black British: Other,5
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,Chinese/Other,24
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,Chinese/Other: Chinese,4
2001,E09000020,One family : Cohabiting couple family households : With one dependent child,Chinese/Other: Other,20
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,White,358
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,White: British,259
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,White: Irish,19
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,White: Other,80
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,Mixed,24
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,Mixed: White and Black Caribbean,5
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,Mixed: White and Black African,6
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,Mixed: White and Asian,8
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,Mixed: Other,5
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,Asian/Asian British,18
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,Asian/Asian British: Indian,3
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,Asian/Asian British: Pakistani,3
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,Asian/Asian British: Bangladeshi,6
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,Asian/Asian British: Other,6
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,Black/Black British,75
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,Black/Black British: Black Caribbean,37
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,Black/Black British: Black African,29
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,Black/Black British: Other,9
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,Chinese/Other,19
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,Chinese/Other: Chinese,4
2001,E09000020,One family : Cohabiting couple family households : With two or more dependent children,Chinese/Other: Other,15
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,White,106
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,White: British,63
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,White: Irish,17
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,White: Other,26
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,Mixed,3
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,Mixed: White and Black Caribbean,3
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,Mixed: White and Black African,0
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,Mixed: White and Asian,0
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,Mixed: Other,0
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,Asian/Asian British,6
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,Asian/Asian British: Indian,3
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,Asian/Asian British: Pakistani,0
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,Asian/Asian British: Bangladeshi,0
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,Asian/Asian British: Other,3
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,Black/Black British,13
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,Black/Black British: Black Caribbean,6
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,Black/Black British: Black African,7
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,Black/Black British: Other,0
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,Chinese/Other,9
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,Chinese/Other: Chinese,3
2001,E09000020,One family : Cohabiting couple family households : All children non-dependent,Chinese/Other: Other,6
2001,E09000020,One family : Lone parent households,White,3798
2001,E09000020,One family : Lone parent households,White: British,2249
2001,E09000020,One family : Lone parent households,White: Irish,260
2001,E09000020,One family : Lone parent households,White: Other,1289
2001,E09000020,One family : Lone parent households,Mixed,291
2001,E09000020,One family : Lone parent households,Mixed: White and Black Caribbean,66
2001,E09000020,One family : Lone parent households,Mixed: White and Black African,61
2001,E09000020,One family : Lone parent households,Mixed: White and Asian,60
2001,E09000020,One family : Lone parent households,Mixed: Other,104
2001,E09000020,One family : Lone parent households,Asian/Asian British,291
2001,E09000020,One family : Lone parent households,Asian/Asian British: Indian,97
2001,E09000020,One family : Lone parent households,Asian/Asian British: Pakistani,43
2001,E09000020,One family : Lone parent households,Asian/Asian British: Bangladeshi,37
2001,E09000020,One family : Lone parent households,Asian/Asian British: Other,114
2001,E09000020,One family : Lone parent households,Black/Black British,979
2001,E09000020,One family : Lone parent households,Black/Black British: Black Caribbean,487
2001,E09000020,One family : Lone parent households,Black/Black British: Black African,423
2001,E09000020,One family : Lone parent households,Black/Black British: Other,69
2001,E09000020,One family : Lone parent households,Chinese/Other,351
2001,E09000020,One family : Lone parent households,Chinese/Other: Chinese,54
2001,E09000020,One family : Lone parent households,Chinese/Other: Other,297
2001,E09000020,One family : Lone parent households : With one dependent child,White,1541
2001,E09000020,One family : Lone parent households : With one dependent child,White: British,862
2001,E09000020,One family : Lone parent households : With one dependent child,White: Irish,95
2001,E09000020,One family : Lone parent households : With one dependent child,White: Other,584
2001,E09000020,One family : Lone parent households : With one dependent child,Mixed,161
2001,E09000020,One family : Lone parent households : With one dependent child,Mixed: White and Black Caribbean,39
2001,E09000020,One family : Lone parent households : With one dependent child,Mixed: White and Black African,32
2001,E09000020,One family : Lone parent households : With one dependent child,Mixed: White and Asian,29
2001,E09000020,One family : Lone parent households : With one dependent child,Mixed: Other,61
2001,E09000020,One family : Lone parent households : With one dependent child,Asian/Asian British,107
2001,E09000020,One family : Lone parent households : With one dependent child,Asian/Asian British: Indian,30
2001,E09000020,One family : Lone parent households : With one dependent child,Asian/Asian British: Pakistani,14
2001,E09000020,One family : Lone parent households : With one dependent child,Asian/Asian British: Bangladeshi,10
2001,E09000020,One family : Lone parent households : With one dependent child,Asian/Asian British: Other,53
2001,E09000020,One family : Lone parent households : With one dependent child,Black/Black British,449
2001,E09000020,One family : Lone parent households : With one dependent child,Black/Black British: Black Caribbean,219
2001,E09000020,One family : Lone parent households : With one dependent child,Black/Black British: Black African,188
2001,E09000020,One family : Lone parent households : With one dependent child,Black/Black British: Other,42
2001,E09000020,One family : Lone parent households : With one dependent child,Chinese/Other,133
2001,E09000020,One family : Lone parent households : With one dependent child,Chinese/Other: Chinese,11
2001,E09000020,One family : Lone parent households : With one dependent child,Chinese/Other: Other,122
2001,E09000020,One family : Lone parent households : With two or more dependent children,White,636
2001,E09000020,One family : Lone parent households : With two or more dependent children,White: British,425
2001,E09000020,One family : Lone parent households : With two or more dependent children,White: Irish,40
2001,E09000020,One family : Lone parent households : With two or more dependent children,White: Other,171
2001,E09000020,One family : Lone parent households : With two or more dependent children,Mixed,72
2001,E09000020,One family : Lone parent households : With two or more dependent children,Mixed: White and Black Caribbean,18
2001,E09000020,One family : Lone parent households : With two or more dependent children,Mixed: White and Black African,19
2001,E09000020,One family : Lone parent households : With two or more dependent children,Mixed: White and Asian,12
2001,E09000020,One family : Lone parent households : With two or more dependent children,Mixed: Other,23
2001,E09000020,One family : Lone parent households : With two or more dependent children,Asian/Asian British,67
2001,E09000020,One family : Lone parent households : With two or more dependent children,Asian/Asian British: Indian,12
2001,E09000020,One family : Lone parent households : With two or more dependent children,Asian/Asian British: Pakistani,17
2001,E09000020,One family : Lone parent households : With two or more dependent children,Asian/Asian British: Bangladeshi,13
2001,E09000020,One family : Lone parent households : With two or more dependent children,Asian/Asian British: Other,25
2001,E09000020,One family : Lone parent households : With two or more dependent children,Black/Black British,302
2001,E09000020,One family : Lone parent households : With two or more dependent children,Black/Black British: Black Caribbean,142
2001,E09000020,One family : Lone parent households : With two or more dependent children,Black/Black British: Black African,141
2001,E09000020,One family : Lone parent households : With two or more dependent children,Black/Black British: Other,19
2001,E09000020,One family : Lone parent households : With two or more dependent children,Chinese/Other,80
2001,E09000020,One family : Lone parent households : With two or more dependent children,Chinese/Other: Chinese,13
2001,E09000020,One family : Lone parent households : With two or more dependent children,Chinese/Other: Other,67
2001,E09000020,One family : Lone parent households : All children non-dependent,White,1621
2001,E09000020,One family : Lone parent households : All children non-dependent,White: British,962
2001,E09000020,One family : Lone parent households : All children non-dependent,White: Irish,125
2001,E09000020,One family : Lone parent households : All children non-dependent,White: Other,534
2001,E09000020,One family : Lone parent households : All children non-dependent,Mixed,58
2001,E09000020,One family : Lone parent households : All children non-dependent,Mixed: White and Black Caribbean,9
2001,E09000020,One family : Lone parent households : All children non-dependent,Mixed: White and Black African,10
2001,E09000020,One family : Lone parent households : All children non-dependent,Mixed: White and Asian,19
2001,E09000020,One family : Lone parent households : All children non-dependent,Mixed: Other,20
2001,E09000020,One family : Lone parent households : All children non-dependent,Asian/Asian British,117
2001,E09000020,One family : Lone parent households : All children non-dependent,Asian/Asian British: Indian,55
2001,E09000020,One family : Lone parent households : All children non-dependent,Asian/Asian British: Pakistani,12
2001,E09000020,One family : Lone parent households : All children non-dependent,Asian/Asian British: Bangladeshi,14
2001,E09000020,One family : Lone parent households : All children non-dependent,Asian/Asian British: Other,36
2001,E09000020,One family : Lone parent households : All children non-dependent,Black/Black British,228
2001,E09000020,One family : Lone parent households : All children non-dependent,Black/Black British: Black Caribbean,126
2001,E09000020,One family : Lone parent households : All children non-dependent,Black/Black British: Black African,94
2001,E09000020,One family : Lone parent households : All children non-dependent,Black/Black British: Other,8
2001,E09000020,One family : Lone parent households : All children non-dependent,Chinese/Other,138
2001,E09000020,One family : Lone parent households : All children non-dependent,Chinese/Other: Chinese,30
2001,E09000020,One family : Lone parent households : All children non-dependent,Chinese/Other: Other,108
2001,E09000020,Other households,White,9305
2001,E09000020,Other households,White: British,5059
2001,E09000020,Other households,White: Irish,368
2001,E09000020,Other households,White: Other,3878
2001,E09000020,Other households,Mixed,440
2001,E09000020,Other households,Mixed: White and Black Caribbean,83
2001,E09000020,Other households,Mixed: White and Black African,69
2001,E09000020,Other households,Mixed: White and Asian,133
2001,E09000020,Other households,Mixed: Other,155
2001,E09000020,Other households,Asian/Asian British,557
2001,E09000020,Other households,Asian/Asian British: Indian,236
2001,E09000020,Other households,Asian/Asian British: Pakistani,81
2001,E09000020,Other households,Asian/Asian British: Bangladeshi,65
2001,E09000020,Other households,Asian/Asian British: Other,175
2001,E09000020,Other households,Black/Black British,861
2001,E09000020,Other households,Black/Black British: Black Caribbean,299
2001,E09000020,Other households,Black/Black British: Black African,500
2001,E09000020,Other households,Black/Black British: Other,62
2001,E09000020,Other households,Chinese/Other,801
2001,E09000020,Other households,Chinese/Other: Chinese,265
2001,E09000020,Other households,Chinese/Other: Other,536
2001,E09000020,Other households : With one dependent child,White,1059
2001,E09000020,Other households : With one dependent child,White: British,617
2001,E09000020,Other households : With one dependent child,White: Irish,59
2001,E09000020,Other households : With one dependent child,White: Other,383
2001,E09000020,Other households : With one dependent child,Mixed,90
2001,E09000020,Other households : With one dependent child,Mixed: White and Black Caribbean,28
2001,E09000020,Other households : With one dependent child,Mixed: White and Black African,22
2001,E09000020,Other households : With one dependent child,Mixed: White and Asian,14
2001,E09000020,Other households : With one dependent child,Mixed: Other,26
2001,E09000020,Other households : With one dependent child,Asian/Asian British,102
2001,E09000020,Other households : With one dependent child,Asian/Asian British: Indian,39
2001,E09000020,Other households : With one dependent child,Asian/Asian British: Pakistani,16
2001,E09000020,Other households : With one dependent child,Asian/Asian British: Bangladeshi,17
2001,E09000020,Other households : With one dependent child,Asian/Asian British: Other,30
2001,E09000020,Other households : With one dependent child,Black/Black British,212
2001,E09000020,Other households : With one dependent child,Black/Black British: Black Caribbean,91
2001,E09000020,Other households : With one dependent child,Black/Black British: Black African,101
2001,E09000020,Other households : With one dependent child,Black/Black British: Other,20
2001,E09000020,Other households : With one dependent child,Chinese/Other,112
2001,E09000020,Other households : With one dependent child,Chinese/Other: Chinese,16
2001,E09000020,Other households : With one dependent child,Chinese/Other: Other,96
2001,E09000020,Other households : With two or more dependent children,White,816
2001,E09000020,Other households : With two or more dependent children,White: British,447
2001,E09000020,Other households : With two or more dependent children,White: Irish,24
2001,E09000020,Other households : With two or more dependent children,White: Other,345
2001,E09000020,Other households : With two or more dependent children,Mixed,58
