date,geography_code,c_age_name,c_dpcfamuk11_name,c_fmtfamuk11_name,obs_value
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 5 to 7",Couple family: Married or remarried - Non step-family,36
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 5 to 7",Couple family: Married or remarried - Step-family,14
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 5 to 7",Couple family: Cohabiting: Non step-family,11
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 5 to 7",Couple family: Cohabiting: Step-family,3
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 8 to 9",Lone parent family: Male parent,0
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 8 to 9",Lone parent family: Female parent,29
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 8 to 9",Couple family: Married or remarried - Non step-family,3
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 8 to 9",Couple family: Married or remarried - Step-family,4
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 8 to 9",Couple family: Cohabiting: Non step-family,3
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 8 to 9",Couple family: Cohabiting: Step-family,0
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 10 to 11",Lone parent family: Male parent,0
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 10 to 11",Lone parent family: Female parent,25
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 10 to 11",Couple family: Married or remarried - Non step-family,4
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 10 to 11",Couple family: Married or remarried - Step-family,0
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 10 to 11",Couple family: Cohabiting: Non step-family,0
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 10 to 11",Couple family: Cohabiting: Step-family,0
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 12 to 15",Lone parent family: Male parent,0
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 12 to 15",Lone parent family: Female parent,7
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 12 to 15",Couple family: Married or remarried - Non step-family,0
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 12 to 15",Couple family: Married or remarried - Step-family,0
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 12 to 15",Couple family: Cohabiting: Non step-family,0
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 12 to 15",Couple family: Cohabiting: Step-family,0
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 16 to 18",Lone parent family: Male parent,0
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 16 to 18",Lone parent family: Female parent,0
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 16 to 18",Couple family: Married or remarried - Non step-family,0
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 16 to 18",Couple family: Married or remarried - Step-family,0
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 16 to 18",Couple family: Cohabiting: Non step-family,0
2001,E09000022,FRP Age 25 to 34,"Three or more dependent children, youngest aged 16 to 18",Couple family: Cohabiting: Step-family,0
2001,E09000022,FRP Age 35 to 49,Families with no dependent children,Lone parent family: Male parent,147
2001,E09000022,FRP Age 35 to 49,Families with no dependent children,Lone parent family: Female parent,1079
2001,E09000022,FRP Age 35 to 49,Families with no dependent children,Couple family: Married or remarried - Non step-family,2707
2001,E09000022,FRP Age 35 to 49,Families with no dependent children,Couple family: Married or remarried - Step-family,100
2001,E09000022,FRP Age 35 to 49,Families with no dependent children,Couple family: Cohabiting: Non step-family,2626
2001,E09000022,FRP Age 35 to 49,Families with no dependent children,Couple family: Cohabiting: Step-family,95
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 0 to 4,Lone parent family: Male parent,146
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 0 to 4,Lone parent family: Female parent,516
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 0 to 4,Couple family: Married or remarried - Non step-family,1066
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 0 to 4,Couple family: Married or remarried - Step-family,39
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 0 to 4,Couple family: Cohabiting: Non step-family,485
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 0 to 4,Couple family: Cohabiting: Step-family,47
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 5 to 7,Lone parent family: Male parent,71
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 5 to 7,Lone parent family: Female parent,442
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 5 to 7,Couple family: Married or remarried - Non step-family,233
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 5 to 7,Couple family: Married or remarried - Step-family,25
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 5 to 7,Couple family: Cohabiting: Non step-family,90
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 5 to 7,Couple family: Cohabiting: Step-family,29
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 8 to 9,Lone parent family: Male parent,66
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 8 to 9,Lone parent family: Female parent,384
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 8 to 9,Couple family: Married or remarried - Non step-family,156
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 8 to 9,Couple family: Married or remarried - Step-family,18
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 8 to 9,Couple family: Cohabiting: Non step-family,42
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 8 to 9,Couple family: Cohabiting: Step-family,27
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 10 to 11,Lone parent family: Male parent,51
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 10 to 11,Lone parent family: Female parent,430
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 10 to 11,Couple family: Married or remarried - Non step-family,160
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 10 to 11,Couple family: Married or remarried - Step-family,28
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 10 to 11,Couple family: Cohabiting: Non step-family,36
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 10 to 11,Couple family: Cohabiting: Step-family,20
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 12 to 15,Lone parent family: Male parent,136
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 12 to 15,Lone parent family: Female parent,1115
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 12 to 15,Couple family: Married or remarried - Non step-family,347
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 12 to 15,Couple family: Married or remarried - Step-family,59
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 12 to 15,Couple family: Cohabiting: Non step-family,63
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 12 to 15,Couple family: Cohabiting: Step-family,40
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 16 to 18,Lone parent family: Male parent,80
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 16 to 18,Lone parent family: Female parent,610
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 16 to 18,Couple family: Married or remarried - Non step-family,289
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 16 to 18,Couple family: Married or remarried - Step-family,42
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 16 to 18,Couple family: Cohabiting: Non step-family,23
2001,E09000022,FRP Age 35 to 49,One dependent child in family aged 16 to 18,Couple family: Cohabiting: Step-family,29
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 0 to 4",Lone parent family: Male parent,70
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 0 to 4",Lone parent family: Female parent,557
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 0 to 4",Couple family: Married or remarried - Non step-family,1393
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 0 to 4",Couple family: Married or remarried - Step-family,76
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 0 to 4",Couple family: Cohabiting: Non step-family,310
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 0 to 4",Couple family: Cohabiting: Step-family,99
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 5 to 7",Lone parent family: Male parent,45
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 5 to 7",Lone parent family: Female parent,464
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 5 to 7",Couple family: Married or remarried - Non step-family,547
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 5 to 7",Couple family: Married or remarried - Step-family,54
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 5 to 7",Couple family: Cohabiting: Non step-family,81
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 5 to 7",Couple family: Cohabiting: Step-family,36
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 8 to 9",Lone parent family: Male parent,24
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 8 to 9",Lone parent family: Female parent,343
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 8 to 9",Couple family: Married or remarried - Non step-family,309
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 8 to 9",Couple family: Married or remarried - Step-family,34
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 8 to 9",Couple family: Cohabiting: Non step-family,44
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 8 to 9",Couple family: Cohabiting: Step-family,16
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 10 to 11",Lone parent family: Male parent,28
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 10 to 11",Lone parent family: Female parent,316
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 10 to 11",Couple family: Married or remarried - Non step-family,282
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 10 to 11",Couple family: Married or remarried - Step-family,25
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 10 to 11",Couple family: Cohabiting: Non step-family,30
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 10 to 11",Couple family: Cohabiting: Step-family,19
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 12 to 15",Lone parent family: Male parent,59
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 12 to 15",Lone parent family: Female parent,448
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 12 to 15",Couple family: Married or remarried - Non step-family,329
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 12 to 15",Couple family: Married or remarried - Step-family,29
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 12 to 15",Couple family: Cohabiting: Non step-family,24
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 12 to 15",Couple family: Cohabiting: Step-family,36
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 16 to 18",Lone parent family: Male parent,8
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 16 to 18",Lone parent family: Female parent,60
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 16 to 18",Couple family: Married or remarried - Non step-family,44
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 16 to 18",Couple family: Married or remarried - Step-family,4
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 16 to 18",Couple family: Cohabiting: Non step-family,0
2001,E09000022,FRP Age 35 to 49,"Two dependent children, youngest aged 16 to 18",Couple family: Cohabiting: Step-family,3
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 0 to 4",Lone parent family: Male parent,27
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 0 to 4",Lone parent family: Female parent,587
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 0 to 4",Couple family: Married or remarried - Non step-family,1111
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 0 to 4",Couple family: Married or remarried - Step-family,154
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 0 to 4",Couple family: Cohabiting: Non step-family,151
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 0 to 4",Couple family: Cohabiting: Step-family,125
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 5 to 7",Lone parent family: Male parent,36
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 5 to 7",Lone parent family: Female parent,330
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 5 to 7",Couple family: Married or remarried - Non step-family,431
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 5 to 7",Couple family: Married or remarried - Step-family,48
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 5 to 7",Couple family: Cohabiting: Non step-family,37
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 5 to 7",Couple family: Cohabiting: Step-family,33
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 8 to 9",Lone parent family: Male parent,10
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 8 to 9",Lone parent family: Female parent,186
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 8 to 9",Couple family: Married or remarried - Non step-family,208
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 8 to 9",Couple family: Married or remarried - Step-family,11
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 8 to 9",Couple family: Cohabiting: Non step-family,23
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 8 to 9",Couple family: Cohabiting: Step-family,17
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 10 to 11",Lone parent family: Male parent,7
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 10 to 11",Lone parent family: Female parent,109
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 10 to 11",Couple family: Married or remarried - Non step-family,120
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 10 to 11",Couple family: Married or remarried - Step-family,8
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 10 to 11",Couple family: Cohabiting: Non step-family,9
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 10 to 11",Couple family: Cohabiting: Step-family,4
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 12 to 15",Lone parent family: Male parent,3
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 12 to 15",Lone parent family: Female parent,84
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 12 to 15",Couple family: Married or remarried - Non step-family,81
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 12 to 15",Couple family: Married or remarried - Step-family,9
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 12 to 15",Couple family: Cohabiting: Non step-family,9
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 12 to 15",Couple family: Cohabiting: Step-family,17
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 16 to 18",Lone parent family: Male parent,0
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 16 to 18",Lone parent family: Female parent,0
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 16 to 18",Couple family: Married or remarried - Non step-family,0
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 16 to 18",Couple family: Married or remarried - Step-family,0
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 16 to 18",Couple family: Cohabiting: Non step-family,0
2001,E09000022,FRP Age 35 to 49,"Three or more dependent children, youngest aged 16 to 18",Couple family: Cohabiting: Step-family,0
2001,E09000022,FRP Age 50 and over,Families with no dependent children,Lone parent family: Male parent,711
2001,E09000022,FRP Age 50 and over,Families with no dependent children,Lone parent family: Female parent,3152
2001,E09000022,FRP Age 50 and over,Families with no dependent children,Couple family: Married or remarried - Non step-family,9223
2001,E09000022,FRP Age 50 and over,Families with no dependent children,Couple family: Married or remarried - Step-family,249
2001,E09000022,FRP Age 50 and over,Families with no dependent children,Couple family: Cohabiting: Non step-family,999
2001,E09000022,FRP Age 50 and over,Families with no dependent children,Couple family: Cohabiting: Step-family,104
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 0 to 4,Lone parent family: Male parent,37
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 0 to 4,Lone parent family: Female parent,72
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 0 to 4,Couple family: Married or remarried - Non step-family,88
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 0 to 4,Couple family: Married or remarried - Step-family,19
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 0 to 4,Couple family: Cohabiting: Non step-family,19
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 0 to 4,Couple family: Cohabiting: Step-family,8
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 5 to 7,Lone parent family: Male parent,17
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 5 to 7,Lone parent family: Female parent,58
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 5 to 7,Couple family: Married or remarried - Non step-family,66
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 5 to 7,Couple family: Married or remarried - Step-family,15
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 5 to 7,Couple family: Cohabiting: Non step-family,16
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 5 to 7,Couple family: Cohabiting: Step-family,0
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 8 to 9,Lone parent family: Male parent,28
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 8 to 9,Lone parent family: Female parent,53
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 8 to 9,Couple family: Married or remarried - Non step-family,66
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 8 to 9,Couple family: Married or remarried - Step-family,8
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 8 to 9,Couple family: Cohabiting: Non step-family,9
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 8 to 9,Couple family: Cohabiting: Step-family,13
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 10 to 11,Lone parent family: Male parent,16
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 10 to 11,Lone parent family: Female parent,78
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 10 to 11,Couple family: Married or remarried - Non step-family,77
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 10 to 11,Couple family: Married or remarried - Step-family,10
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 10 to 11,Couple family: Cohabiting: Non step-family,11
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 10 to 11,Couple family: Cohabiting: Step-family,8
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 12 to 15,Lone parent family: Male parent,50
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 12 to 15,Lone parent family: Female parent,229
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 12 to 15,Couple family: Married or remarried - Non step-family,335
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 12 to 15,Couple family: Married or remarried - Step-family,35
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 12 to 15,Couple family: Cohabiting: Non step-family,33
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 12 to 15,Couple family: Cohabiting: Step-family,24
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 16 to 18,Lone parent family: Male parent,49
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 16 to 18,Lone parent family: Female parent,288
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 16 to 18,Couple family: Married or remarried - Non step-family,439
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 16 to 18,Couple family: Married or remarried - Step-family,29
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 16 to 18,Couple family: Cohabiting: Non step-family,19
2001,E09000022,FRP Age 50 and over,One dependent child in family aged 16 to 18,Couple family: Cohabiting: Step-family,16
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 0 to 4",Lone parent family: Male parent,0
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 0 to 4",Lone parent family: Female parent,28
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 0 to 4",Couple family: Married or remarried - Non step-family,62
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 0 to 4",Couple family: Married or remarried - Step-family,15
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 0 to 4",Couple family: Cohabiting: Non step-family,13
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 0 to 4",Couple family: Cohabiting: Step-family,10
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 5 to 7",Lone parent family: Male parent,6
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 5 to 7",Lone parent family: Female parent,16
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 5 to 7",Couple family: Married or remarried - Non step-family,67
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 5 to 7",Couple family: Married or remarried - Step-family,7
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 5 to 7",Couple family: Cohabiting: Non step-family,9
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 5 to 7",Couple family: Cohabiting: Step-family,7
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 8 to 9",Lone parent family: Male parent,5
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 8 to 9",Lone parent family: Female parent,11
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 8 to 9",Couple family: Married or remarried - Non step-family,58
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 8 to 9",Couple family: Married or remarried - Step-family,8
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 8 to 9",Couple family: Cohabiting: Non step-family,8
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 8 to 9",Couple family: Cohabiting: Step-family,6
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 10 to 11",Lone parent family: Male parent,10
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 10 to 11",Lone parent family: Female parent,33
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 10 to 11",Couple family: Married or remarried - Non step-family,102
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 10 to 11",Couple family: Married or remarried - Step-family,8
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 10 to 11",Couple family: Cohabiting: Non step-family,5
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 10 to 11",Couple family: Cohabiting: Step-family,4
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 12 to 15",Lone parent family: Male parent,18
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 12 to 15",Lone parent family: Female parent,67
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 12 to 15",Couple family: Married or remarried - Non step-family,215
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 12 to 15",Couple family: Married or remarried - Step-family,22
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 12 to 15",Couple family: Cohabiting: Non step-family,6
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 12 to 15",Couple family: Cohabiting: Step-family,9
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 16 to 18",Lone parent family: Male parent,0
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 16 to 18",Lone parent family: Female parent,22
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 16 to 18",Couple family: Married or remarried - Non step-family,39
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 16 to 18",Couple family: Married or remarried - Step-family,3
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 16 to 18",Couple family: Cohabiting: Non step-family,8
2001,E09000022,FRP Age 50 and over,"Two dependent children, youngest aged 16 to 18",Couple family: Cohabiting: Step-family,3
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 0 to 4",Lone parent family: Male parent,3
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 0 to 4",Lone parent family: Female parent,26
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 0 to 4",Couple family: Married or remarried - Non step-family,69
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 0 to 4",Couple family: Married or remarried - Step-family,16
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 0 to 4",Couple family: Cohabiting: Non step-family,8
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 0 to 4",Couple family: Cohabiting: Step-family,11
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 5 to 7",Lone parent family: Male parent,4
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 5 to 7",Lone parent family: Female parent,7
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 5 to 7",Couple family: Married or remarried - Non step-family,60
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 5 to 7",Couple family: Married or remarried - Step-family,11
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 5 to 7",Couple family: Cohabiting: Non step-family,4
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 5 to 7",Couple family: Cohabiting: Step-family,6
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 8 to 9",Lone parent family: Male parent,4
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 8 to 9",Lone parent family: Female parent,7
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 8 to 9",Couple family: Married or remarried - Non step-family,36
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 8 to 9",Couple family: Married or remarried - Step-family,3
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 8 to 9",Couple family: Cohabiting: Non step-family,4
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 8 to 9",Couple family: Cohabiting: Step-family,3
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 10 to 11",Lone parent family: Male parent,3
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 10 to 11",Lone parent family: Female parent,9
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 10 to 11",Couple family: Married or remarried - Non step-family,55
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 10 to 11",Couple family: Married or remarried - Step-family,0
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 10 to 11",Couple family: Cohabiting: Non step-family,3
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 10 to 11",Couple family: Cohabiting: Step-family,4
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 12 to 15",Lone parent family: Male parent,4
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 12 to 15",Lone parent family: Female parent,12
2001,E09000022,FRP Age 50 and over,"Three or more dependent children, youngest aged 12 to 15",Couple family: Married or remarried - Non step-family,33
