date,geography_code,c_hhchuk11_name,c_relpuk11_name,obs_value
2001,E09000019,One family and no others: All pensioner,Religion not stated,234
2001,E09000019,One family and no others: Married Couple Households,Christian,8045
2001,E09000019,One family and no others: Married Couple Households,Buddhist,164
2001,E09000019,One family and no others: Married Couple Households,Hindu,198
2001,E09000019,One family and no others: Married Couple Households,Jewish,188
2001,E09000019,One family and no others: Married Couple Households,Muslim,1628
2001,E09000019,One family and no others: Married Couple Households,Sikh,52
2001,E09000019,One family and no others: Married Couple Households,Other religion,31
2001,E09000019,One family and no others: Married Couple Households,No religion,2736
2001,E09000019,One family and no others: Married Couple Households,Religion not stated,1050
2001,E09000019,One family and no others: Married Couple Households: No children,Christian,2697
2001,E09000019,One family and no others: Married Couple Households: No children,Buddhist,43
2001,E09000019,One family and no others: Married Couple Households: No children,Hindu,46
2001,E09000019,One family and no others: Married Couple Households: No children,Jewish,74
2001,E09000019,One family and no others: Married Couple Households: No children,Muslim,223
2001,E09000019,One family and no others: Married Couple Households: No children,Sikh,10
2001,E09000019,One family and no others: Married Couple Households: No children,Other religion,16
2001,E09000019,One family and no others: Married Couple Households: No children,No religion,1077
2001,E09000019,One family and no others: Married Couple Households: No children,Religion not stated,378
2001,E09000019,One family and no others: Married Couple Households: With one dependent child,Christian,1425
2001,E09000019,One family and no others: Married Couple Households: With one dependent child,Buddhist,32
2001,E09000019,One family and no others: Married Couple Households: With one dependent child,Hindu,50
2001,E09000019,One family and no others: Married Couple Households: With one dependent child,Jewish,35
2001,E09000019,One family and no others: Married Couple Households: With one dependent child,Muslim,356
2001,E09000019,One family and no others: Married Couple Households: With one dependent child,Sikh,9
2001,E09000019,One family and no others: Married Couple Households: With one dependent child,Other religion,9
2001,E09000019,One family and no others: Married Couple Households: With one dependent child,No religion,514
2001,E09000019,One family and no others: Married Couple Households: With one dependent child,Religion not stated,186
2001,E09000019,One family and no others: Married Couple Households: With two or more dependent children,Christian,2321
2001,E09000019,One family and no others: Married Couple Households: With two or more dependent children,Buddhist,62
2001,E09000019,One family and no others: Married Couple Households: With two or more dependent children,Hindu,58
2001,E09000019,One family and no others: Married Couple Households: With two or more dependent children,Jewish,62
2001,E09000019,One family and no others: Married Couple Households: With two or more dependent children,Muslim,931
2001,E09000019,One family and no others: Married Couple Households: With two or more dependent children,Sikh,18
2001,E09000019,One family and no others: Married Couple Households: With two or more dependent children,Other religion,6
2001,E09000019,One family and no others: Married Couple Households: With two or more dependent children,No religion,896
2001,E09000019,One family and no others: Married Couple Households: With two or more dependent children,Religion not stated,325
2001,E09000019,One family and no others: Married Couple Households: All children non-dependent,Christian,1602
2001,E09000019,One family and no others: Married Couple Households: All children non-dependent,Buddhist,27
2001,E09000019,One family and no others: Married Couple Households: All children non-dependent,Hindu,44
2001,E09000019,One family and no others: Married Couple Households: All children non-dependent,Jewish,17
2001,E09000019,One family and no others: Married Couple Households: All children non-dependent,Muslim,118
2001,E09000019,One family and no others: Married Couple Households: All children non-dependent,Sikh,15
2001,E09000019,One family and no others: Married Couple Households: All children non-dependent,Other religion,0
2001,E09000019,One family and no others: Married Couple Households: All children non-dependent,No religion,249
2001,E09000019,One family and no others: Married Couple Households: All children non-dependent,Religion not stated,161
2001,E09000019,One family and no others: Cohabiting Couple Family Households,Christian,3419
2001,E09000019,One family and no others: Cohabiting Couple Family Households,Buddhist,65
2001,E09000019,One family and no others: Cohabiting Couple Family Households,Hindu,28
2001,E09000019,One family and no others: Cohabiting Couple Family Households,Jewish,95
2001,E09000019,One family and no others: Cohabiting Couple Family Households,Muslim,146
2001,E09000019,One family and no others: Cohabiting Couple Family Households,Sikh,14
2001,E09000019,One family and no others: Cohabiting Couple Family Households,Other religion,43
2001,E09000019,One family and no others: Cohabiting Couple Family Households,No religion,3235
2001,E09000019,One family and no others: Cohabiting Couple Family Households,Religion not stated,700
2001,E09000019,One family and no others: Cohabiting Couple Family Households: No children,Christian,2386
2001,E09000019,One family and no others: Cohabiting Couple Family Households: No children,Buddhist,46
2001,E09000019,One family and no others: Cohabiting Couple Family Households: No children,Hindu,25
2001,E09000019,One family and no others: Cohabiting Couple Family Households: No children,Jewish,76
2001,E09000019,One family and no others: Cohabiting Couple Family Households: No children,Muslim,55
2001,E09000019,One family and no others: Cohabiting Couple Family Households: No children,Sikh,8
2001,E09000019,One family and no others: Cohabiting Couple Family Households: No children,Other religion,35
2001,E09000019,One family and no others: Cohabiting Couple Family Households: No children,No religion,2516
2001,E09000019,One family and no others: Cohabiting Couple Family Households: No children,Religion not stated,512
2001,E09000019,One family and no others: Cohabiting Couple Family Households: With one dependent child,Christian,427
2001,E09000019,One family and no others: Cohabiting Couple Family Households: With one dependent child,Buddhist,9
2001,E09000019,One family and no others: Cohabiting Couple Family Households: With one dependent child,Hindu,3
2001,E09000019,One family and no others: Cohabiting Couple Family Households: With one dependent child,Jewish,14
2001,E09000019,One family and no others: Cohabiting Couple Family Households: With one dependent child,Muslim,31
2001,E09000019,One family and no others: Cohabiting Couple Family Households: With one dependent child,Sikh,3
2001,E09000019,One family and no others: Cohabiting Couple Family Households: With one dependent child,Other religion,5
2001,E09000019,One family and no others: Cohabiting Couple Family Households: With one dependent child,No religion,349
2001,E09000019,One family and no others: Cohabiting Couple Family Households: With one dependent child,Religion not stated,72
2001,E09000019,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Christian,486
2001,E09000019,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Buddhist,7
2001,E09000019,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Hindu,0
2001,E09000019,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Jewish,5
2001,E09000019,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Muslim,52
2001,E09000019,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Sikh,3
2001,E09000019,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Other religion,0
2001,E09000019,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,No religion,333
2001,E09000019,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Religion not stated,99
2001,E09000019,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Christian,120
2001,E09000019,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Buddhist,3
2001,E09000019,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Hindu,0
2001,E09000019,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Jewish,0
2001,E09000019,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Muslim,8
2001,E09000019,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Sikh,0
2001,E09000019,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Other religion,3
2001,E09000019,One family and no others: Cohabiting Couple Family Households: All children non-dependent,No religion,37
2001,E09000019,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Religion not stated,17
2001,E09000019,One family and no others: Lone Parent Households,Christian,6801
2001,E09000019,One family and no others: Lone Parent Households,Buddhist,149
2001,E09000019,One family and no others: Lone Parent Households,Hindu,62
2001,E09000019,One family and no others: Lone Parent Households,Jewish,68
2001,E09000019,One family and no others: Lone Parent Households,Muslim,772
2001,E09000019,One family and no others: Lone Parent Households,Sikh,35
2001,E09000019,One family and no others: Lone Parent Households,Other religion,45
2001,E09000019,One family and no others: Lone Parent Households,No religion,1775
2001,E09000019,One family and no others: Lone Parent Households,Religion not stated,889
2001,E09000019,One family and no others: Lone Parent Households: With one dependent child,Christian,2550
2001,E09000019,One family and no others: Lone Parent Households: With one dependent child,Buddhist,54
2001,E09000019,One family and no others: Lone Parent Households: With one dependent child,Hindu,15
2001,E09000019,One family and no others: Lone Parent Households: With one dependent child,Jewish,21
2001,E09000019,One family and no others: Lone Parent Households: With one dependent child,Muslim,246
2001,E09000019,One family and no others: Lone Parent Households: With one dependent child,Sikh,8
2001,E09000019,One family and no others: Lone Parent Households: With one dependent child,Other religion,26
2001,E09000019,One family and no others: Lone Parent Households: With one dependent child,No religion,872
2001,E09000019,One family and no others: Lone Parent Households: With one dependent child,Religion not stated,421
2001,E09000019,One family and no others: Lone Parent Households: With two or more dependent children,Christian,2148
2001,E09000019,One family and no others: Lone Parent Households: With two or more dependent children,Buddhist,53
2001,E09000019,One family and no others: Lone Parent Households: With two or more dependent children,Hindu,14
2001,E09000019,One family and no others: Lone Parent Households: With two or more dependent children,Jewish,17
2001,E09000019,One family and no others: Lone Parent Households: With two or more dependent children,Muslim,387
2001,E09000019,One family and no others: Lone Parent Households: With two or more dependent children,Sikh,21
2001,E09000019,One family and no others: Lone Parent Households: With two or more dependent children,Other religion,9
2001,E09000019,One family and no others: Lone Parent Households: With two or more dependent children,No religion,604
2001,E09000019,One family and no others: Lone Parent Households: With two or more dependent children,Religion not stated,239
2001,E09000019,One family and no others: Lone Parent Households: All children non-dependent,Christian,2103
2001,E09000019,One family and no others: Lone Parent Households: All children non-dependent,Buddhist,42
2001,E09000019,One family and no others: Lone Parent Households: All children non-dependent,Hindu,33
2001,E09000019,One family and no others: Lone Parent Households: All children non-dependent,Jewish,30
2001,E09000019,One family and no others: Lone Parent Households: All children non-dependent,Muslim,139
2001,E09000019,One family and no others: Lone Parent Households: All children non-dependent,Sikh,6
2001,E09000019,One family and no others: Lone Parent Households: All children non-dependent,Other religion,10
2001,E09000019,One family and no others: Lone Parent Households: All children non-dependent,No religion,299
2001,E09000019,One family and no others: Lone Parent Households: All children non-dependent,Religion not stated,229
2001,E09000019,Other households,Christian,5406
2001,E09000019,Other households,Buddhist,102
2001,E09000019,Other households,Hindu,124
2001,E09000019,Other households,Jewish,130
2001,E09000019,Other households,Muslim,729
2001,E09000019,Other households,Sikh,60
2001,E09000019,Other households,Other religion,64
2001,E09000019,Other households,No religion,3587
2001,E09000019,Other households,Religion not stated,1103
2001,E09000019,Other households: With one dependent child,Christian,676
2001,E09000019,Other households: With one dependent child,Buddhist,6
2001,E09000019,Other households: With one dependent child,Hindu,17
2001,E09000019,Other households: With one dependent child,Jewish,7
2001,E09000019,Other households: With one dependent child,Muslim,151
2001,E09000019,Other households: With one dependent child,Sikh,3
2001,E09000019,Other households: With one dependent child,Other religion,0
2001,E09000019,Other households: With one dependent child,No religion,249
2001,E09000019,Other households: With one dependent child,Religion not stated,118
2001,E09000019,Other households: With two or more dependent children,Christian,692
2001,E09000019,Other households: With two or more dependent children,Buddhist,9
2001,E09000019,Other households: With two or more dependent children,Hindu,17
2001,E09000019,Other households: With two or more dependent children,Jewish,19
2001,E09000019,Other households: With two or more dependent children,Muslim,306
2001,E09000019,Other households: With two or more dependent children,Sikh,12
2001,E09000019,Other households: With two or more dependent children,Other religion,3
2001,E09000019,Other households: With two or more dependent children,No religion,199
2001,E09000019,Other households: With two or more dependent children,Religion not stated,117
2001,E09000019,Other households: All student,Christian,264
2001,E09000019,Other households: All student,Buddhist,8
2001,E09000019,Other households: All student,Hindu,19
2001,E09000019,Other households: All student,Jewish,8
2001,E09000019,Other households: All student,Muslim,18
2001,E09000019,Other households: All student,Sikh,8
2001,E09000019,Other households: All student,Other religion,5
2001,E09000019,Other households: All student,No religion,226
2001,E09000019,Other households: All student,Religion not stated,56
2001,E09000019,Other households: All pensioner,Christian,220
2001,E09000019,Other households: All pensioner,Buddhist,0
2001,E09000019,Other households: All pensioner,Hindu,0
2001,E09000019,Other households: All pensioner,Jewish,0
2001,E09000019,Other households: All pensioner,Muslim,3
2001,E09000019,Other households: All pensioner,Sikh,0
2001,E09000019,Other households: All pensioner,Other religion,0
2001,E09000019,Other households: All pensioner,No religion,9
2001,E09000019,Other households: All pensioner,Religion not stated,39
2001,E09000019,Other households: Other,Christian,3554
2001,E09000019,Other households: Other,Buddhist,79
2001,E09000019,Other households: Other,Hindu,71
2001,E09000019,Other households: Other,Jewish,96
2001,E09000019,Other households: Other,Muslim,251
2001,E09000019,Other households: Other,Sikh,37
2001,E09000019,Other households: Other,Other religion,56
2001,E09000019,Other households: Other,No religion,2904
2001,E09000019,Other households: Other,Religion not stated,773
2001,E09000020,One person,Christian,24884
2001,E09000020,One person,Buddhist,547
2001,E09000020,One person,Hindu,356
2001,E09000020,One person,Jewish,876
2001,E09000020,One person,Muslim,1370
2001,E09000020,One person,Sikh,62
2001,E09000020,One person,Other religion,315
2001,E09000020,One person,No religion,6332
2001,E09000020,One person,Religion not stated,3712
2001,E09000020,One person: Pensioner,Christian,8882
2001,E09000020,One person: Pensioner,Buddhist,70
2001,E09000020,One person: Pensioner,Hindu,61
2001,E09000020,One person: Pensioner,Jewish,349
2001,E09000020,One person: Pensioner,Muslim,215
2001,E09000020,One person: Pensioner,Sikh,17
2001,E09000020,One person: Pensioner,Other religion,61
2001,E09000020,One person: Pensioner,No religion,1143
2001,E09000020,One person: Pensioner,Religion not stated,1127
2001,E09000020,One person: Other,Christian,16002
2001,E09000020,One person: Other,Buddhist,477
2001,E09000020,One person: Other,Hindu,295
2001,E09000020,One person: Other,Jewish,527
2001,E09000020,One person: Other,Muslim,1155
2001,E09000020,One person: Other,Sikh,45
2001,E09000020,One person: Other,Other religion,254
2001,E09000020,One person: Other,No religion,5189
2001,E09000020,One person: Other,Religion not stated,2585
2001,E09000020,One family and no others,Christian,18230
2001,E09000020,One family and no others,Buddhist,283
2001,E09000020,One family and no others,Hindu,281
2001,E09000020,One family and no others,Jewish,768
2001,E09000020,One family and no others,Muslim,2197
2001,E09000020,One family and no others,Sikh,60
2001,E09000020,One family and no others,Other religion,159
2001,E09000020,One family and no others,No religion,4256
2001,E09000020,One family and no others,Religion not stated,2493
2001,E09000020,One family and no others: All pensioner,Christian,1384
2001,E09000020,One family and no others: All pensioner,Buddhist,3
2001,E09000020,One family and no others: All pensioner,Hindu,14
2001,E09000020,One family and no others: All pensioner,Jewish,129
2001,E09000020,One family and no others: All pensioner,Muslim,45
2001,E09000020,One family and no others: All pensioner,Sikh,3
2001,E09000020,One family and no others: All pensioner,Other religion,11
2001,E09000020,One family and no others: All pensioner,No religion,170
2001,E09000020,One family and no others: All pensioner,Religion not stated,188
2001,E09000020,One family and no others: Married Couple Households,Christian,9297
2001,E09000020,One family and no others: Married Couple Households,Buddhist,118
2001,E09000020,One family and no others: Married Couple Households,Hindu,186
2001,E09000020,One family and no others: Married Couple Households,Jewish,436
2001,E09000020,One family and no others: Married Couple Households,Muslim,1361
2001,E09000020,One family and no others: Married Couple Households,Sikh,39
2001,E09000020,One family and no others: Married Couple Households,Other religion,67
2001,E09000020,One family and no others: Married Couple Households,No religion,1835
2001,E09000020,One family and no others: Married Couple Households,Religion not stated,1190
2001,E09000020,One family and no others: Married Couple Households: No children,Christian,3372
2001,E09000020,One family and no others: Married Couple Households: No children,Buddhist,46
2001,E09000020,One family and no others: Married Couple Households: No children,Hindu,45
2001,E09000020,One family and no others: Married Couple Households: No children,Jewish,156
2001,E09000020,One family and no others: Married Couple Households: No children,Muslim,207
2001,E09000020,One family and no others: Married Couple Households: No children,Sikh,13
2001,E09000020,One family and no others: Married Couple Households: No children,Other religion,20
2001,E09000020,One family and no others: Married Couple Households: No children,No religion,834
2001,E09000020,One family and no others: Married Couple Households: No children,Religion not stated,436
2001,E09000020,One family and no others: Married Couple Households: With one dependent child,Christian,1646
2001,E09000020,One family and no others: Married Couple Households: With one dependent child,Buddhist,28
2001,E09000020,One family and no others: Married Couple Households: With one dependent child,Hindu,44
2001,E09000020,One family and no others: Married Couple Households: With one dependent child,Jewish,71
2001,E09000020,One family and no others: Married Couple Households: With one dependent child,Muslim,235
2001,E09000020,One family and no others: Married Couple Households: With one dependent child,Sikh,7
2001,E09000020,One family and no others: Married Couple Households: With one dependent child,Other religion,14
2001,E09000020,One family and no others: Married Couple Households: With one dependent child,No religion,324
2001,E09000020,One family and no others: Married Couple Households: With one dependent child,Religion not stated,266
2001,E09000020,One family and no others: Married Couple Households: With two or more dependent children,Christian,3012
2001,E09000020,One family and no others: Married Couple Households: With two or more dependent children,Buddhist,38
2001,E09000020,One family and no others: Married Couple Households: With two or more dependent children,Hindu,71
2001,E09000020,One family and no others: Married Couple Households: With two or more dependent children,Jewish,163
2001,E09000020,One family and no others: Married Couple Households: With two or more dependent children,Muslim,755
2001,E09000020,One family and no others: Married Couple Households: With two or more dependent children,Sikh,11
2001,E09000020,One family and no others: Married Couple Households: With two or more dependent children,Other religion,24
2001,E09000020,One family and no others: Married Couple Households: With two or more dependent children,No religion,509
2001,E09000020,One family and no others: Married Couple Households: With two or more dependent children,Religion not stated,351
2001,E09000020,One family and no others: Married Couple Households: All children non-dependent,Christian,1267
2001,E09000020,One family and no others: Married Couple Households: All children non-dependent,Buddhist,6
2001,E09000020,One family and no others: Married Couple Households: All children non-dependent,Hindu,26
2001,E09000020,One family and no others: Married Couple Households: All children non-dependent,Jewish,46
2001,E09000020,One family and no others: Married Couple Households: All children non-dependent,Muslim,164
2001,E09000020,One family and no others: Married Couple Households: All children non-dependent,Sikh,8
2001,E09000020,One family and no others: Married Couple Households: All children non-dependent,Other religion,9
2001,E09000020,One family and no others: Married Couple Households: All children non-dependent,No religion,168
2001,E09000020,One family and no others: Married Couple Households: All children non-dependent,Religion not stated,137
2001,E09000020,One family and no others: Cohabiting Couple Family Households,Christian,3856
2001,E09000020,One family and no others: Cohabiting Couple Family Households,Buddhist,73
2001,E09000020,One family and no others: Cohabiting Couple Family Households,Hindu,40
2001,E09000020,One family and no others: Cohabiting Couple Family Households,Jewish,121
2001,E09000020,One family and no others: Cohabiting Couple Family Households,Muslim,230
2001,E09000020,One family and no others: Cohabiting Couple Family Households,Sikh,3
2001,E09000020,One family and no others: Cohabiting Couple Family Households,Other religion,39
2001,E09000020,One family and no others: Cohabiting Couple Family Households,No religion,1599
2001,E09000020,One family and no others: Cohabiting Couple Family Households,Religion not stated,581
2001,E09000020,One family and no others: Cohabiting Couple Family Households: No children,Christian,3014
2001,E09000020,One family and no others: Cohabiting Couple Family Households: No children,Buddhist,59
2001,E09000020,One family and no others: Cohabiting Couple Family Households: No children,Hindu,29
2001,E09000020,One family and no others: Cohabiting Couple Family Households: No children,Jewish,97
2001,E09000020,One family and no others: Cohabiting Couple Family Households: No children,Muslim,142
2001,E09000020,One family and no others: Cohabiting Couple Family Households: No children,Sikh,0
2001,E09000020,One family and no others: Cohabiting Couple Family Households: No children,Other religion,24
2001,E09000020,One family and no others: Cohabiting Couple Family Households: No children,No religion,1286
2001,E09000020,One family and no others: Cohabiting Couple Family Households: No children,Religion not stated,466
2001,E09000020,One family and no others: Cohabiting Couple Family Households: With one dependent child,Christian,469
2001,E09000020,One family and no others: Cohabiting Couple Family Households: With one dependent child,Buddhist,7
2001,E09000020,One family and no others: Cohabiting Couple Family Households: With one dependent child,Hindu,8
2001,E09000020,One family and no others: Cohabiting Couple Family Households: With one dependent child,Jewish,16
2001,E09000020,One family and no others: Cohabiting Couple Family Households: With one dependent child,Muslim,35
2001,E09000020,One family and no others: Cohabiting Couple Family Households: With one dependent child,Sikh,0
2001,E09000020,One family and no others: Cohabiting Couple Family Households: With one dependent child,Other religion,12
2001,E09000020,One family and no others: Cohabiting Couple Family Households: With one dependent child,No religion,175
2001,E09000020,One family and no others: Cohabiting Couple Family Households: With one dependent child,Religion not stated,71
2001,E09000020,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Christian,279
2001,E09000020,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Buddhist,3
2001,E09000020,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Hindu,3
2001,E09000020,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Jewish,8
2001,E09000020,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Muslim,49
2001,E09000020,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Sikh,0
2001,E09000020,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Other religion,3
2001,E09000020,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,No religion,116
2001,E09000020,One family and no others: Cohabiting Couple Family Households: Two or more dependent children,Religion not stated,35
2001,E09000020,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Christian,94
2001,E09000020,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Buddhist,4
2001,E09000020,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Hindu,0
2001,E09000020,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Jewish,0
2001,E09000020,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Muslim,4
2001,E09000020,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Sikh,3
2001,E09000020,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Other religion,0
2001,E09000020,One family and no others: Cohabiting Couple Family Households: All children non-dependent,No religion,22
2001,E09000020,One family and no others: Cohabiting Couple Family Households: All children non-dependent,Religion not stated,9
2001,E09000020,One family and no others: Lone Parent Households,Christian,3693
2001,E09000020,One family and no others: Lone Parent Households,Buddhist,89
2001,E09000020,One family and no others: Lone Parent Households,Hindu,41
2001,E09000020,One family and no others: Lone Parent Households,Jewish,82
2001,E09000020,One family and no others: Lone Parent Households,Muslim,561
2001,E09000020,One family and no others: Lone Parent Households,Sikh,15
2001,E09000020,One family and no others: Lone Parent Households,Other religion,42
2001,E09000020,One family and no others: Lone Parent Households,No religion,652
2001,E09000020,One family and no others: Lone Parent Households,Religion not stated,534
2001,E09000020,One family and no others: Lone Parent Households: With one dependent child,Christian,1465
2001,E09000020,One family and no others: Lone Parent Households: With one dependent child,Buddhist,47
2001,E09000020,One family and no others: Lone Parent Households: With one dependent child,Hindu,14
2001,E09000020,One family and no others: Lone Parent Households: With one dependent child,Jewish,37
2001,E09000020,One family and no others: Lone Parent Households: With one dependent child,Muslim,218
2001,E09000020,One family and no others: Lone Parent Households: With one dependent child,Sikh,3
2001,E09000020,One family and no others: Lone Parent Households: With one dependent child,Other religion,21
2001,E09000020,One family and no others: Lone Parent Households: With one dependent child,No religion,340
2001,E09000020,One family and no others: Lone Parent Households: With one dependent child,Religion not stated,246
2001,E09000020,One family and no others: Lone Parent Households: With two or more dependent children,Christian,730
2001,E09000020,One family and no others: Lone Parent Households: With two or more dependent children,Buddhist,16
2001,E09000020,One family and no others: Lone Parent Households: With two or more dependent children,Hindu,9
2001,E09000020,One family and no others: Lone Parent Households: With two or more dependent children,Jewish,9
2001,E09000020,One family and no others: Lone Parent Households: With two or more dependent children,Muslim,175
2001,E09000020,One family and no others: Lone Parent Households: With two or more dependent children,Sikh,0
2001,E09000020,One family and no others: Lone Parent Households: With two or more dependent children,Other religion,6
2001,E09000020,One family and no others: Lone Parent Households: With two or more dependent children,No religion,127
2001,E09000020,One family and no others: Lone Parent Households: With two or more dependent children,Religion not stated,84
2001,E09000020,One family and no others: Lone Parent Households: All children non-dependent,Christian,1498
2001,E09000020,One family and no others: Lone Parent Households: All children non-dependent,Buddhist,26
2001,E09000020,One family and no others: Lone Parent Households: All children non-dependent,Hindu,18
2001,E09000020,One family and no others: Lone Parent Households: All children non-dependent,Jewish,36
2001,E09000020,One family and no others: Lone Parent Households: All children non-dependent,Muslim,168
2001,E09000020,One family and no others: Lone Parent Households: All children non-dependent,Sikh,12
2001,E09000020,One family and no others: Lone Parent Households: All children non-dependent,Other religion,15
2001,E09000020,One family and no others: Lone Parent Households: All children non-dependent,No religion,185
2001,E09000020,One family and no others: Lone Parent Households: All children non-dependent,Religion not stated,204
2001,E09000020,Other households,Christian,7222
2001,E09000020,Other households,Buddhist,167
2001,E09000020,Other households,Hindu,112
2001,E09000020,Other households,Jewish,227
2001,E09000020,Other households,Muslim,895
2001,E09000020,Other households,Sikh,27
2001,E09000020,Other households,Other religion,70
2001,E09000020,Other households,No religion,2261
2001,E09000020,Other households,Religion not stated,975
2001,E09000020,Other households: With one dependent child,Christian,983
2001,E09000020,Other households: With one dependent child,Buddhist,25
2001,E09000020,Other households: With one dependent child,Hindu,21
2001,E09000020,Other households: With one dependent child,Jewish,23
2001,E09000020,Other households: With one dependent child,Muslim,178
2001,E09000020,Other households: With one dependent child,Sikh,0
2001,E09000020,Other households: With one dependent child,Other religion,12
2001,E09000020,Other households: With one dependent child,No religion,230
2001,E09000020,Other households: With one dependent child,Religion not stated,101
2001,E09000020,Other households: With two or more dependent children,Christian,744
2001,E09000020,Other households: With two or more dependent children,Buddhist,11
2001,E09000020,Other households: With two or more dependent children,Hindu,4
2001,E09000020,Other households: With two or more dependent children,Jewish,34
2001,E09000020,Other households: With two or more dependent children,Muslim,215
2001,E09000020,Other households: With two or more dependent children,Sikh,0
2001,E09000020,Other households: With two or more dependent children,Other religion,0
2001,E09000020,Other households: With two or more dependent children,No religion,117
2001,E09000020,Other households: With two or more dependent children,Religion not stated,77
2001,E09000020,Other households: All student,Christian,183
2001,E09000020,Other households: All student,Buddhist,22
2001,E09000020,Other households: All student,Hindu,12
2001,E09000020,Other households: All student,Jewish,4
2001,E09000020,Other households: All student,Muslim,35
2001,E09000020,Other households: All student,Sikh,4
2001,E09000020,Other households: All student,Other religion,0
2001,E09000020,Other households: All student,No religion,119
2001,E09000020,Other households: All student,Religion not stated,42
2001,E09000020,Other households: All pensioner,Christian,141
2001,E09000020,Other households: All pensioner,Buddhist,0
2001,E09000020,Other households: All pensioner,Hindu,0
2001,E09000020,Other households: All pensioner,Jewish,6
2001,E09000020,Other households: All pensioner,Muslim,5
2001,E09000020,Other households: All pensioner,Sikh,0
2001,E09000020,Other households: All pensioner,Other religion,0
2001,E09000020,Other households: All pensioner,No religion,14
2001,E09000020,Other households: All pensioner,Religion not stated,17
2001,E09000020,Other households: Other,Christian,5171
2001,E09000020,Other households: Other,Buddhist,109
2001,E09000020,Other households: Other,Hindu,75
2001,E09000020,Other households: Other,Jewish,160
2001,E09000020,Other households: Other,Muslim,462
2001,E09000020,Other households: Other,Sikh,23
2001,E09000020,Other households: Other,Other religion,58
2001,E09000020,Other households: Other,No religion,1781
2001,E09000020,Other households: Other,Religion not stated,738
2001,E09000022,One person,Christian,26767
2001,E09000022,One person,Buddhist,423
2001,E09000022,One person,Hindu,399
2001,E09000022,One person,Jewish,299
2001,E09000022,One person,Muslim,1236
2001,E09000022,One person,Sikh,74
2001,E09000022,One person,Other religion,345
2001,E09000022,One person,No religion,10004
2001,E09000022,One person,Religion not stated,5377
2001,E09000022,One person: Pensioner,Christian,9123
2001,E09000022,One person: Pensioner,Buddhist,62
2001,E09000022,One person: Pensioner,Hindu,109
2001,E09000022,One person: Pensioner,Jewish,114
2001,E09000022,One person: Pensioner,Muslim,119
2001,E09000022,One person: Pensioner,Sikh,11
2001,E09000022,One person: Pensioner,Other religion,43
2001,E09000022,One person: Pensioner,No religion,812
2001,E09000022,One person: Pensioner,Religion not stated,1424
2001,E09000022,One person: Other,Christian,17644
2001,E09000022,One person: Other,Buddhist,361
2001,E09000022,One person: Other,Hindu,290
2001,E09000022,One person: Other,Jewish,185
2001,E09000022,One person: Other,Muslim,1117
2001,E09000022,One person: Other,Sikh,63
2001,E09000022,One person: Other,Other religion,302
2001,E09000022,One person: Other,No religion,9192
2001,E09000022,One person: Other,Religion not stated,3953
2001,E09000022,One family and no others,Christian,32557
2001,E09000022,One family and no others,Buddhist,496
2001,E09000022,One family and no others,Hindu,675
2001,E09000022,One family and no others,Jewish,268
2001,E09000022,One family and no others,Muslim,2651
2001,E09000022,One family and no others,Sikh,75
2001,E09000022,One family and no others,Other religion,246
2001,E09000022,One family and no others,No religion,10463
2001,E09000022,One family and no others,Religion not stated,4824
2001,E09000022,One family and no others: All pensioner,Christian,2604
2001,E09000022,One family and no others: All pensioner,Buddhist,21
2001,E09000022,One family and no others: All pensioner,Hindu,70
2001,E09000022,One family and no others: All pensioner,Jewish,43
2001,E09000022,One family and no others: All pensioner,Muslim,51
2001,E09000022,One family and no others: All pensioner,Sikh,3
