date,geography_code,c2021_depch_6_name,c2021_hrp_eth_8_name,obs_value
2021,E09000008,Aged 16 to 18 years,Household reference person - White: Irish,142
2021,E09000008,Aged 16 to 18 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",943
2021,E09000008,Aged 16 to 18 years,Household reference person - Other ethnic group,609
2021,E09000009,Aged 0 to 2 years,"Household reference person - Asian, Asian British or Asian Welsh",3759
2021,E09000009,Aged 0 to 2 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1592
2021,E09000009,Aged 0 to 2 years,Household reference person - Mixed or Multiple ethnic groups,621
2021,E09000009,Aged 0 to 2 years,Household reference person - White,5059
2021,E09000009,Aged 0 to 2 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",2432
2021,E09000009,Aged 0 to 2 years,Household reference person - White: Irish,198
2021,E09000009,Aged 0 to 2 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",2429
2021,E09000009,Aged 0 to 2 years,Household reference person - Other ethnic group,1711
2021,E09000009,Aged 3 to 4 years,"Household reference person - Asian, Asian British or Asian Welsh",2741
2021,E09000009,Aged 3 to 4 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1122
2021,E09000009,Aged 3 to 4 years,Household reference person - Mixed or Multiple ethnic groups,378
2021,E09000009,Aged 3 to 4 years,Household reference person - White,3270
2021,E09000009,Aged 3 to 4 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1535
2021,E09000009,Aged 3 to 4 years,Household reference person - White: Irish,106
2021,E09000009,Aged 3 to 4 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1629
2021,E09000009,Aged 3 to 4 years,Household reference person - Other ethnic group,1241
2021,E09000009,Aged 5 to 11 years,"Household reference person - Asian, Asian British or Asian Welsh",10536
2021,E09000009,Aged 5 to 11 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",4273
2021,E09000009,Aged 5 to 11 years,Household reference person - Mixed or Multiple ethnic groups,1081
2021,E09000009,Aged 5 to 11 years,Household reference person - White,11327
2021,E09000009,Aged 5 to 11 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",5548
2021,E09000009,Aged 5 to 11 years,Household reference person - White: Irish,418
2021,E09000009,Aged 5 to 11 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",5361
2021,E09000009,Aged 5 to 11 years,Household reference person - Other ethnic group,4500
2021,E09000009,Aged 12 to 15 years,"Household reference person - Asian, Asian British or Asian Welsh",6183
2021,E09000009,Aged 12 to 15 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",2895
2021,E09000009,Aged 12 to 15 years,Household reference person - Mixed or Multiple ethnic groups,530
2021,E09000009,Aged 12 to 15 years,Household reference person - White,6424
2021,E09000009,Aged 12 to 15 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",3305
2021,E09000009,Aged 12 to 15 years,Household reference person - White: Irish,330
2021,E09000009,Aged 12 to 15 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",2789
2021,E09000009,Aged 12 to 15 years,Household reference person - Other ethnic group,2470
2021,E09000009,Aged 16 to 18 years,"Household reference person - Asian, Asian British or Asian Welsh",3982
2021,E09000009,Aged 16 to 18 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1879
2021,E09000009,Aged 16 to 18 years,Household reference person - Mixed or Multiple ethnic groups,257
2021,E09000009,Aged 16 to 18 years,Household reference person - White,3681
2021,E09000009,Aged 16 to 18 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",2030
2021,E09000009,Aged 16 to 18 years,Household reference person - White: Irish,196
2021,E09000009,Aged 16 to 18 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1455
2021,E09000009,Aged 16 to 18 years,Household reference person - Other ethnic group,1636
2021,E09000010,Aged 0 to 2 years,"Household reference person - Asian, Asian British or Asian Welsh",1514
2021,E09000010,Aged 0 to 2 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",2477
2021,E09000010,Aged 0 to 2 years,Household reference person - Mixed or Multiple ethnic groups,639
2021,E09000010,Aged 0 to 2 years,Household reference person - White,5961
2021,E09000010,Aged 0 to 2 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",2930
2021,E09000010,Aged 0 to 2 years,Household reference person - White: Irish,149
2021,E09000010,Aged 0 to 2 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",2882
2021,E09000010,Aged 0 to 2 years,Household reference person - Other ethnic group,1751
2021,E09000010,Aged 3 to 4 years,"Household reference person - Asian, Asian British or Asian Welsh",1077
2021,E09000010,Aged 3 to 4 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1828
2021,E09000010,Aged 3 to 4 years,Household reference person - Mixed or Multiple ethnic groups,427
2021,E09000010,Aged 3 to 4 years,Household reference person - White,4259
2021,E09000010,Aged 3 to 4 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",2015
2021,E09000010,Aged 3 to 4 years,Household reference person - White: Irish,106
2021,E09000010,Aged 3 to 4 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",2138
2021,E09000010,Aged 3 to 4 years,Household reference person - Other ethnic group,1324
2021,E09000010,Aged 5 to 11 years,"Household reference person - Asian, Asian British or Asian Welsh",4056
2021,E09000010,Aged 5 to 11 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",8055
2021,E09000010,Aged 5 to 11 years,Household reference person - Mixed or Multiple ethnic groups,1389
2021,E09000010,Aged 5 to 11 years,Household reference person - White,14151
2021,E09000010,Aged 5 to 11 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",6975
2021,E09000010,Aged 5 to 11 years,Household reference person - White: Irish,449
2021,E09000010,Aged 5 to 11 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",6727
2021,E09000010,Aged 5 to 11 years,Household reference person - Other ethnic group,4737
2021,E09000010,Aged 12 to 15 years,"Household reference person - Asian, Asian British or Asian Welsh",2308
2021,E09000010,Aged 12 to 15 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",5314
2021,E09000010,Aged 12 to 15 years,Household reference person - Mixed or Multiple ethnic groups,731
2021,E09000010,Aged 12 to 15 years,Household reference person - White,8146
2021,E09000010,Aged 12 to 15 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",4079
2021,E09000010,Aged 12 to 15 years,Household reference person - White: Irish,270
2021,E09000010,Aged 12 to 15 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",3797
2021,E09000010,Aged 12 to 15 years,Household reference person - Other ethnic group,2656
2021,E09000010,Aged 16 to 18 years,"Household reference person - Asian, Asian British or Asian Welsh",1415
2021,E09000010,Aged 16 to 18 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",3439
2021,E09000010,Aged 16 to 18 years,Household reference person - Mixed or Multiple ethnic groups,307
2021,E09000010,Aged 16 to 18 years,Household reference person - White,4778
2021,E09000010,Aged 16 to 18 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",2513
2021,E09000010,Aged 16 to 18 years,Household reference person - White: Irish,188
2021,E09000010,Aged 16 to 18 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",2077
2021,E09000010,Aged 16 to 18 years,Household reference person - Other ethnic group,1787
2021,E09000011,Aged 0 to 2 years,"Household reference person - Asian, Asian British or Asian Welsh",1674
2021,E09000011,Aged 0 to 2 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",2622
2021,E09000011,Aged 0 to 2 years,Household reference person - Mixed or Multiple ethnic groups,554
2021,E09000011,Aged 0 to 2 years,Household reference person - White,6022
2021,E09000011,Aged 0 to 2 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",3845
2021,E09000011,Aged 0 to 2 years,Household reference person - White: Irish,134
2021,E09000011,Aged 0 to 2 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",2043
2021,E09000011,Aged 0 to 2 years,Household reference person - Other ethnic group,602
2021,E09000011,Aged 3 to 4 years,"Household reference person - Asian, Asian British or Asian Welsh",1103
2021,E09000011,Aged 3 to 4 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",2019
2021,E09000011,Aged 3 to 4 years,Household reference person - Mixed or Multiple ethnic groups,285
2021,E09000011,Aged 3 to 4 years,Household reference person - White,3776
2021,E09000011,Aged 3 to 4 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",2500
2021,E09000011,Aged 3 to 4 years,Household reference person - White: Irish,77
2021,E09000011,Aged 3 to 4 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1199
2021,E09000011,Aged 3 to 4 years,Household reference person - Other ethnic group,368
2021,E09000011,Aged 5 to 11 years,"Household reference person - Asian, Asian British or Asian Welsh",3503
2021,E09000011,Aged 5 to 11 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",7961
2021,E09000011,Aged 5 to 11 years,Household reference person - Mixed or Multiple ethnic groups,1172
2021,E09000011,Aged 5 to 11 years,Household reference person - White,12240
2021,E09000011,Aged 5 to 11 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",8581
2021,E09000011,Aged 5 to 11 years,Household reference person - White: Irish,227
2021,E09000011,Aged 5 to 11 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",3432
2021,E09000011,Aged 5 to 11 years,Household reference person - Other ethnic group,1324
2021,E09000011,Aged 12 to 15 years,"Household reference person - Asian, Asian British or Asian Welsh",1525
2021,E09000011,Aged 12 to 15 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",5042
2021,E09000011,Aged 12 to 15 years,Household reference person - Mixed or Multiple ethnic groups,507
2021,E09000011,Aged 12 to 15 years,Household reference person - White,6336
2021,E09000011,Aged 12 to 15 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",4762
2021,E09000011,Aged 12 to 15 years,Household reference person - White: Irish,148
2021,E09000011,Aged 12 to 15 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1426
2021,E09000011,Aged 12 to 15 years,Household reference person - Other ethnic group,672
2021,E09000011,Aged 16 to 18 years,"Household reference person - Asian, Asian British or Asian Welsh",967
2021,E09000011,Aged 16 to 18 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",2999
2021,E09000011,Aged 16 to 18 years,Household reference person - Mixed or Multiple ethnic groups,231
2021,E09000011,Aged 16 to 18 years,Household reference person - White,3296
2021,E09000011,Aged 16 to 18 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",2488
2021,E09000011,Aged 16 to 18 years,Household reference person - White: Irish,81
2021,E09000011,Aged 16 to 18 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",727
2021,E09000011,Aged 16 to 18 years,Household reference person - Other ethnic group,434
2021,E09000012,Aged 0 to 2 years,"Household reference person - Asian, Asian British or Asian Welsh",982
2021,E09000012,Aged 0 to 2 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1799
2021,E09000012,Aged 0 to 2 years,Household reference person - Mixed or Multiple ethnic groups,451
2021,E09000012,Aged 0 to 2 years,Household reference person - White,5634
2021,E09000012,Aged 0 to 2 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",3565
2021,E09000012,Aged 0 to 2 years,Household reference person - White: Irish,175
2021,E09000012,Aged 0 to 2 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1894
2021,E09000012,Aged 0 to 2 years,Household reference person - Other ethnic group,1050
2021,E09000012,Aged 3 to 4 years,"Household reference person - Asian, Asian British or Asian Welsh",661
2021,E09000012,Aged 3 to 4 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1416
2021,E09000012,Aged 3 to 4 years,Household reference person - Mixed or Multiple ethnic groups,300
2021,E09000012,Aged 3 to 4 years,Household reference person - White,3143
2021,E09000012,Aged 3 to 4 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1993
2021,E09000012,Aged 3 to 4 years,Household reference person - White: Irish,56
2021,E09000012,Aged 3 to 4 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1094
2021,E09000012,Aged 3 to 4 years,Household reference person - Other ethnic group,645
2021,E09000012,Aged 5 to 11 years,"Household reference person - Asian, Asian British or Asian Welsh",2500
2021,E09000012,Aged 5 to 11 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",5515
2021,E09000012,Aged 5 to 11 years,Household reference person - Mixed or Multiple ethnic groups,895
2021,E09000012,Aged 5 to 11 years,Household reference person - White,9744
2021,E09000012,Aged 5 to 11 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",6151
2021,E09000012,Aged 5 to 11 years,Household reference person - White: Irish,223
2021,E09000012,Aged 5 to 11 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",3370
2021,E09000012,Aged 5 to 11 years,Household reference person - Other ethnic group,2612
2021,E09000012,Aged 12 to 15 years,"Household reference person - Asian, Asian British or Asian Welsh",1472
2021,E09000012,Aged 12 to 15 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",3855
2021,E09000012,Aged 12 to 15 years,Household reference person - Mixed or Multiple ethnic groups,440
2021,E09000012,Aged 12 to 15 years,Household reference person - White,4836
2021,E09000012,Aged 12 to 15 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",3048
2021,E09000012,Aged 12 to 15 years,Household reference person - White: Irish,123
2021,E09000012,Aged 12 to 15 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1665
2021,E09000012,Aged 12 to 15 years,Household reference person - Other ethnic group,1541
2021,E09000012,Aged 16 to 18 years,"Household reference person - Asian, Asian British or Asian Welsh",1032
2021,E09000012,Aged 16 to 18 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",2620
2021,E09000012,Aged 16 to 18 years,Household reference person - Mixed or Multiple ethnic groups,224
2021,E09000012,Aged 16 to 18 years,Household reference person - White,2716
2021,E09000012,Aged 16 to 18 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1772
2021,E09000012,Aged 16 to 18 years,Household reference person - White: Irish,79
2021,E09000012,Aged 16 to 18 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",865
2021,E09000012,Aged 16 to 18 years,Household reference person - Other ethnic group,956
2021,E09000013,Aged 0 to 2 years,"Household reference person - Asian, Asian British or Asian Welsh",554
2021,E09000013,Aged 0 to 2 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",724
2021,E09000013,Aged 0 to 2 years,Household reference person - Mixed or Multiple ethnic groups,331
2021,E09000013,Aged 0 to 2 years,Household reference person - White,3403
2021,E09000013,Aged 0 to 2 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1784
2021,E09000013,Aged 0 to 2 years,Household reference person - White: Irish,114
2021,E09000013,Aged 0 to 2 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1505
2021,E09000013,Aged 0 to 2 years,Household reference person - Other ethnic group,505
2021,E09000013,Aged 3 to 4 years,"Household reference person - Asian, Asian British or Asian Welsh",395
2021,E09000013,Aged 3 to 4 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",545
2021,E09000013,Aged 3 to 4 years,Household reference person - Mixed or Multiple ethnic groups,184
2021,E09000013,Aged 3 to 4 years,Household reference person - White,2061
2021,E09000013,Aged 3 to 4 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1056
2021,E09000013,Aged 3 to 4 years,Household reference person - White: Irish,69
2021,E09000013,Aged 3 to 4 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",936
2021,E09000013,Aged 3 to 4 years,Household reference person - Other ethnic group,370
2021,E09000013,Aged 5 to 11 years,"Household reference person - Asian, Asian British or Asian Welsh",1318
2021,E09000013,Aged 5 to 11 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",2274
2021,E09000013,Aged 5 to 11 years,Household reference person - Mixed or Multiple ethnic groups,577
2021,E09000013,Aged 5 to 11 years,Household reference person - White,7098
2021,E09000013,Aged 5 to 11 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",3595
2021,E09000013,Aged 5 to 11 years,Household reference person - White: Irish,244
2021,E09000013,Aged 5 to 11 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",3259
2021,E09000013,Aged 5 to 11 years,Household reference person - Other ethnic group,1264
2021,E09000013,Aged 12 to 15 years,"Household reference person - Asian, Asian British or Asian Welsh",681
2021,E09000013,Aged 12 to 15 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1538
2021,E09000013,Aged 12 to 15 years,Household reference person - Mixed or Multiple ethnic groups,351
2021,E09000013,Aged 12 to 15 years,Household reference person - White,3630
2021,E09000013,Aged 12 to 15 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1936
2021,E09000013,Aged 12 to 15 years,Household reference person - White: Irish,146
2021,E09000013,Aged 12 to 15 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1548
2021,E09000013,Aged 12 to 15 years,Household reference person - Other ethnic group,716
2021,E09000013,Aged 16 to 18 years,"Household reference person - Asian, Asian British or Asian Welsh",474
2021,E09000013,Aged 16 to 18 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1014
2021,E09000013,Aged 16 to 18 years,Household reference person - Mixed or Multiple ethnic groups,173
2021,E09000013,Aged 16 to 18 years,Household reference person - White,2055
2021,E09000013,Aged 16 to 18 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1193
2021,E09000013,Aged 16 to 18 years,Household reference person - White: Irish,80
2021,E09000013,Aged 16 to 18 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",782
2021,E09000013,Aged 16 to 18 years,Household reference person - Other ethnic group,479
2021,E09000014,Aged 0 to 2 years,"Household reference person - Asian, Asian British or Asian Welsh",886
2021,E09000014,Aged 0 to 2 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1612
2021,E09000014,Aged 0 to 2 years,Household reference person - Mixed or Multiple ethnic groups,469
2021,E09000014,Aged 0 to 2 years,Household reference person - White,5158
2021,E09000014,Aged 0 to 2 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",2740
2021,E09000014,Aged 0 to 2 years,Household reference person - White: Irish,164
2021,E09000014,Aged 0 to 2 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",2254
2021,E09000014,Aged 0 to 2 years,Household reference person - Other ethnic group,988
2021,E09000014,Aged 3 to 4 years,"Household reference person - Asian, Asian British or Asian Welsh",575
2021,E09000014,Aged 3 to 4 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1077
2021,E09000014,Aged 3 to 4 years,Household reference person - Mixed or Multiple ethnic groups,293
2021,E09000014,Aged 3 to 4 years,Household reference person - White,3236
2021,E09000014,Aged 3 to 4 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1718
2021,E09000014,Aged 3 to 4 years,Household reference person - White: Irish,93
2021,E09000014,Aged 3 to 4 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1425
2021,E09000014,Aged 3 to 4 years,Household reference person - Other ethnic group,635
2021,E09000014,Aged 5 to 11 years,"Household reference person - Asian, Asian British or Asian Welsh",1962
2021,E09000014,Aged 5 to 11 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",4395
2021,E09000014,Aged 5 to 11 years,Household reference person - Mixed or Multiple ethnic groups,1044
2021,E09000014,Aged 5 to 11 years,Household reference person - White,11047
2021,E09000014,Aged 5 to 11 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",5751
2021,E09000014,Aged 5 to 11 years,Household reference person - White: Irish,286
2021,E09000014,Aged 5 to 11 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",5010
2021,E09000014,Aged 5 to 11 years,Household reference person - Other ethnic group,2514
2021,E09000014,Aged 12 to 15 years,"Household reference person - Asian, Asian British or Asian Welsh",1183
2021,E09000014,Aged 12 to 15 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",2977
2021,E09000014,Aged 12 to 15 years,Household reference person - Mixed or Multiple ethnic groups,515
2021,E09000014,Aged 12 to 15 years,Household reference person - White,6075
2021,E09000014,Aged 12 to 15 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",3225
2021,E09000014,Aged 12 to 15 years,Household reference person - White: Irish,165
2021,E09000014,Aged 12 to 15 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",2685
2021,E09000014,Aged 12 to 15 years,Household reference person - Other ethnic group,1584
2021,E09000014,Aged 16 to 18 years,"Household reference person - Asian, Asian British or Asian Welsh",756
2021,E09000014,Aged 16 to 18 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",2140
2021,E09000014,Aged 16 to 18 years,Household reference person - Mixed or Multiple ethnic groups,335
2021,E09000014,Aged 16 to 18 years,Household reference person - White,3575
2021,E09000014,Aged 16 to 18 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1907
2021,E09000014,Aged 16 to 18 years,Household reference person - White: Irish,123
2021,E09000014,Aged 16 to 18 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1545
2021,E09000014,Aged 16 to 18 years,Household reference person - Other ethnic group,1002
2021,E09000015,Aged 0 to 2 years,"Household reference person - Asian, Asian British or Asian Welsh",4227
2021,E09000015,Aged 0 to 2 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",731
2021,E09000015,Aged 0 to 2 years,Household reference person - Mixed or Multiple ethnic groups,245
2021,E09000015,Aged 0 to 2 years,Household reference person - White,3351
2021,E09000015,Aged 0 to 2 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",992
2021,E09000015,Aged 0 to 2 years,Household reference person - White: Irish,95
2021,E09000015,Aged 0 to 2 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",2264
2021,E09000015,Aged 0 to 2 years,Household reference person - Other ethnic group,803
2021,E09000015,Aged 3 to 4 years,"Household reference person - Asian, Asian British or Asian Welsh",3101
2021,E09000015,Aged 3 to 4 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",492
2021,E09000015,Aged 3 to 4 years,Household reference person - Mixed or Multiple ethnic groups,138
2021,E09000015,Aged 3 to 4 years,Household reference person - White,2069
2021,E09000015,Aged 3 to 4 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",686
2021,E09000015,Aged 3 to 4 years,Household reference person - White: Irish,66
2021,E09000015,Aged 3 to 4 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1317
2021,E09000015,Aged 3 to 4 years,Household reference person - Other ethnic group,537
2021,E09000015,Aged 5 to 11 years,"Household reference person - Asian, Asian British or Asian Welsh",11772
2021,E09000015,Aged 5 to 11 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1835
2021,E09000015,Aged 5 to 11 years,Household reference person - Mixed or Multiple ethnic groups,520
2021,E09000015,Aged 5 to 11 years,Household reference person - White,6363
2021,E09000015,Aged 5 to 11 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",2563
2021,E09000015,Aged 5 to 11 years,Household reference person - White: Irish,264
2021,E09000015,Aged 5 to 11 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",3536
2021,E09000015,Aged 5 to 11 years,Household reference person - Other ethnic group,2205
2021,E09000015,Aged 12 to 15 years,"Household reference person - Asian, Asian British or Asian Welsh",6157
2021,E09000015,Aged 12 to 15 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1477
2021,E09000015,Aged 12 to 15 years,Household reference person - Mixed or Multiple ethnic groups,279
2021,E09000015,Aged 12 to 15 years,Household reference person - White,3495
2021,E09000015,Aged 12 to 15 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1630
2021,E09000015,Aged 12 to 15 years,Household reference person - White: Irish,187
2021,E09000015,Aged 12 to 15 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1678
2021,E09000015,Aged 12 to 15 years,Household reference person - Other ethnic group,1457
2021,E09000015,Aged 16 to 18 years,"Household reference person - Asian, Asian British or Asian Welsh",3847
2021,E09000015,Aged 16 to 18 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",909
2021,E09000015,Aged 16 to 18 years,Household reference person - Mixed or Multiple ethnic groups,171
2021,E09000015,Aged 16 to 18 years,Household reference person - White,2392
2021,E09000015,Aged 16 to 18 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",1241
2021,E09000015,Aged 16 to 18 years,Household reference person - White: Irish,168
2021,E09000015,Aged 16 to 18 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",983
2021,E09000015,Aged 16 to 18 years,Household reference person - Other ethnic group,892
2021,E09000016,Aged 0 to 2 years,"Household reference person - Asian, Asian British or Asian Welsh",1797
2021,E09000016,Aged 0 to 2 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1070
2021,E09000016,Aged 0 to 2 years,Household reference person - Mixed or Multiple ethnic groups,322
2021,E09000016,Aged 0 to 2 years,Household reference person - White,6266
2021,E09000016,Aged 0 to 2 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",4873
2021,E09000016,Aged 0 to 2 years,Household reference person - White: Irish,69
2021,E09000016,Aged 0 to 2 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1324
2021,E09000016,Aged 0 to 2 years,Household reference person - Other ethnic group,315
2021,E09000016,Aged 3 to 4 years,"Household reference person - Asian, Asian British or Asian Welsh",1119
2021,E09000016,Aged 3 to 4 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",748
2021,E09000016,Aged 3 to 4 years,Household reference person - Mixed or Multiple ethnic groups,209
2021,E09000016,Aged 3 to 4 years,Household reference person - White,4431
2021,E09000016,Aged 3 to 4 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",3522
2021,E09000016,Aged 3 to 4 years,Household reference person - White: Irish,42
2021,E09000016,Aged 3 to 4 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",867
2021,E09000016,Aged 3 to 4 years,Household reference person - Other ethnic group,213
2021,E09000016,Aged 5 to 11 years,"Household reference person - Asian, Asian British or Asian Welsh",3346
2021,E09000016,Aged 5 to 11 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",2903
2021,E09000016,Aged 5 to 11 years,Household reference person - Mixed or Multiple ethnic groups,617
2021,E09000016,Aged 5 to 11 years,Household reference person - White,15634
2021,E09000016,Aged 5 to 11 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",13001
2021,E09000016,Aged 5 to 11 years,Household reference person - White: Irish,185
2021,E09000016,Aged 5 to 11 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",2448
2021,E09000016,Aged 5 to 11 years,Household reference person - Other ethnic group,737
2021,E09000016,Aged 12 to 15 years,"Household reference person - Asian, Asian British or Asian Welsh",1439
2021,E09000016,Aged 12 to 15 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1826
2021,E09000016,Aged 12 to 15 years,Household reference person - Mixed or Multiple ethnic groups,291
2021,E09000016,Aged 12 to 15 years,Household reference person - White,8726
2021,E09000016,Aged 12 to 15 years,"Household reference person - White: English, Welsh, Scottish, Northern Irish or British",7500
2021,E09000016,Aged 12 to 15 years,Household reference person - White: Irish,133
2021,E09000016,Aged 12 to 15 years,"Household reference person - White: Gypsy or Irish Traveller, Roma or Other White",1093
2021,E09000016,Aged 12 to 15 years,Household reference person - Other ethnic group,310
2021,E09000016,Aged 16 to 18 years,"Household reference person - Asian, Asian British or Asian Welsh",890
2021,E09000016,Aged 16 to 18 years,"Household reference person - Black, Black British, Black Welsh, Caribbean or African",1148
2021,E09000016,Aged 16 to 18 years,Household reference person - Mixed or Multiple ethnic groups,168
