date,geography_code,c2021_hh_depchild_6b_name,c2021_hhfamtype_6_name,c2021_hh_depchild_6b_code,c2021_hhfamtype_6_code,obs_value
2021,E09000009,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,7857
2021,E09000009,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,929
2021,E09000009,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,2811
2021,E09000009,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,44
2021,E09000009,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,12331
2021,E09000009,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,10
2021,E09000009,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,7718
2021,E09000009,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,769
2021,E09000009,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,3753
2021,E09000009,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,81
2021,E09000009,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,4619
2021,E09000009,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000009,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,2882
2021,E09000009,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,231
2021,E09000009,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,1491
2021,E09000009,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,15
2021,E09000010,Total,Total,0,0,120921
2021,E09000010,Total,One-person household,0,_1,31159
2021,E09000010,Total,Married or civil partnership couple household,0,_2,50087
2021,E09000010,Total,Cohabiting couple household,0,_3,10491
2021,E09000010,Total,Lone parent household,0,_4,25218
2021,E09000010,Total,Multi-person household,0,_5,3966
2021,E09000010,No dependent children in household,Total,_0,0,75381
2021,E09000010,No dependent children in household,One-person household,_0,_1,31144
2021,E09000010,No dependent children in household,Married or civil partnership couple household,_0,_2,25661
2021,E09000010,No dependent children in household,Cohabiting couple household,_0,_3,5850
2021,E09000010,No dependent children in household,Lone parent household,_0,_4,9012
2021,E09000010,No dependent children in household,Multi-person household,_0,_5,3714
2021,E09000010,Youngest dependent child,Total,1001,0,45540
2021,E09000010,Youngest dependent child,One-person household,1001,_1,15
2021,E09000010,Youngest dependent child,Married or civil partnership couple household,1001,_2,24426
2021,E09000010,Youngest dependent child,Cohabiting couple household,1001,_3,4641
2021,E09000010,Youngest dependent child,Lone parent household,1001,_4,16206
2021,E09000010,Youngest dependent child,Multi-person household,1001,_5,252
2021,E09000010,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,17014
2021,E09000010,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,3
2021,E09000010,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,9300
2021,E09000010,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,2409
2021,E09000010,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,5234
2021,E09000010,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,68
2021,E09000010,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,11808
2021,E09000010,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,6
2021,E09000010,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,6356
2021,E09000010,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,1083
2021,E09000010,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,4279
2021,E09000010,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,84
2021,E09000010,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,12118
2021,E09000010,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,6
2021,E09000010,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,6333
2021,E09000010,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,841
2021,E09000010,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,4844
2021,E09000010,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,94
2021,E09000010,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,4600
2021,E09000010,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000010,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,2437
2021,E09000010,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,308
2021,E09000010,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,1849
2021,E09000010,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,6
2021,E09000011,Total,Total,0,0,114053
2021,E09000011,Total,One-person household,0,_1,34049
2021,E09000011,Total,Married or civil partnership couple household,0,_2,39080
2021,E09000011,Total,Cohabiting couple household,0,_3,15718
2021,E09000011,Total,Lone parent household,0,_4,19344
2021,E09000011,Total,Multi-person household,0,_5,5862
2021,E09000011,No dependent children in household,Total,_0,0,77121
2021,E09000011,No dependent children in household,One-person household,_0,_1,34043
2021,E09000011,No dependent children in household,Married or civil partnership couple household,_0,_2,19891
2021,E09000011,No dependent children in household,Cohabiting couple household,_0,_3,10704
2021,E09000011,No dependent children in household,Lone parent household,_0,_4,6799
2021,E09000011,No dependent children in household,Multi-person household,_0,_5,5684
2021,E09000011,Youngest dependent child,Total,1001,0,36932
2021,E09000011,Youngest dependent child,One-person household,1001,_1,6
2021,E09000011,Youngest dependent child,Married or civil partnership couple household,1001,_2,19189
2021,E09000011,Youngest dependent child,Cohabiting couple household,1001,_3,5014
2021,E09000011,Youngest dependent child,Lone parent household,1001,_4,12545
2021,E09000011,Youngest dependent child,Multi-person household,1001,_5,178
2021,E09000011,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,15268
2021,E09000011,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,1
2021,E09000011,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,8453
2021,E09000011,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,2621
2021,E09000011,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,4134
2021,E09000011,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,59
2021,E09000011,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,9703
2021,E09000011,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,3
2021,E09000011,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,4980
2021,E09000011,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,1244
2021,E09000011,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,3429
2021,E09000011,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,47
2021,E09000011,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,8931
2021,E09000011,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,2
2021,E09000011,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,4367
2021,E09000011,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,897
2021,E09000011,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,3605
2021,E09000011,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,60
2021,E09000011,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,3030
2021,E09000011,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000011,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,1389
2021,E09000011,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,252
2021,E09000011,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,1377
2021,E09000011,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,12
2021,E09000012,Total,Total,0,0,106081
2021,E09000012,Total,One-person household,0,_1,34928
2021,E09000012,Total,Married or civil partnership couple household,0,_2,25246
2021,E09000012,Total,Cohabiting couple household,0,_3,15896
2021,E09000012,Total,Lone parent household,0,_4,18436
2021,E09000012,Total,Multi-person household,0,_5,11575
2021,E09000012,No dependent children in household,Total,_0,0,77136
2021,E09000012,No dependent children in household,One-person household,_0,_1,34916
2021,E09000012,No dependent children in household,Married or civil partnership couple household,_0,_2,11299
2021,E09000012,No dependent children in household,Cohabiting couple household,_0,_3,12555
2021,E09000012,No dependent children in household,Lone parent household,_0,_4,7068
2021,E09000012,No dependent children in household,Multi-person household,_0,_5,11298
2021,E09000012,Youngest dependent child,Total,1001,0,28945
2021,E09000012,Youngest dependent child,One-person household,1001,_1,12
2021,E09000012,Youngest dependent child,Married or civil partnership couple household,1001,_2,13947
2021,E09000012,Youngest dependent child,Cohabiting couple household,1001,_3,3341
2021,E09000012,Youngest dependent child,Lone parent household,1001,_4,11368
2021,E09000012,Youngest dependent child,Multi-person household,1001,_5,277
2021,E09000012,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,12262
2021,E09000012,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,6
2021,E09000012,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,6797
2021,E09000012,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,1792
2021,E09000012,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,3538
2021,E09000012,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,129
2021,E09000012,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,6926
2021,E09000012,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,2
2021,E09000012,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,3214
2021,E09000012,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,759
2021,E09000012,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,2905
2021,E09000012,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,46
2021,E09000012,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,7092
2021,E09000012,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,4
2021,E09000012,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,2856
2021,E09000012,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,591
2021,E09000012,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,3547
2021,E09000012,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,94
2021,E09000012,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,2665
2021,E09000012,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000012,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,1080
2021,E09000012,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,199
2021,E09000012,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,1378
2021,E09000012,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,8
2021,E09000013,Total,Total,0,0,81247
2021,E09000013,Total,One-person household,0,_1,29323
2021,E09000013,Total,Married or civil partnership couple household,0,_2,21707
2021,E09000013,Total,Cohabiting couple household,0,_3,10330
2021,E09000013,Total,Lone parent household,0,_4,10833
2021,E09000013,Total,Multi-person household,0,_5,9054
2021,E09000013,No dependent children in household,Total,_0,0,62647
2021,E09000013,No dependent children in household,One-person household,_0,_1,29308
2021,E09000013,No dependent children in household,Married or civil partnership couple household,_0,_2,10885
2021,E09000013,No dependent children in household,Cohabiting couple household,_0,_3,8740
2021,E09000013,No dependent children in household,Lone parent household,_0,_4,4752
2021,E09000013,No dependent children in household,Multi-person household,_0,_5,8962
2021,E09000013,Youngest dependent child,Total,1001,0,18600
2021,E09000013,Youngest dependent child,One-person household,1001,_1,15
2021,E09000013,Youngest dependent child,Married or civil partnership couple household,1001,_2,10822
2021,E09000013,Youngest dependent child,Cohabiting couple household,1001,_3,1590
2021,E09000013,Youngest dependent child,Lone parent household,1001,_4,6081
2021,E09000013,Youngest dependent child,Multi-person household,1001,_5,92
2021,E09000013,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,7308
2021,E09000013,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,3
2021,E09000013,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,4720
2021,E09000013,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,836
2021,E09000013,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,1724
2021,E09000013,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,25
2021,E09000013,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,4613
2021,E09000013,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,3
2021,E09000013,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,2700
2021,E09000013,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,350
2021,E09000013,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,1532
2021,E09000013,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,28
2021,E09000013,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,4867
2021,E09000013,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,9
2021,E09000013,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,2540
2021,E09000013,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,301
2021,E09000013,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,1981
2021,E09000013,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,36
2021,E09000013,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,1812
2021,E09000013,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000013,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,862
2021,E09000013,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,103
2021,E09000013,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,844
2021,E09000013,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,3
2021,E09000014,Total,Total,0,0,105094
2021,E09000014,Total,One-person household,0,_1,32293
2021,E09000014,Total,Married or civil partnership couple household,0,_2,32240
2021,E09000014,Total,Cohabiting couple household,0,_3,14091
2021,E09000014,Total,Lone parent household,0,_4,18253
2021,E09000014,Total,Multi-person household,0,_5,8217
2021,E09000014,No dependent children in household,Total,_0,0,73684
2021,E09000014,No dependent children in household,One-person household,_0,_1,32283
2021,E09000014,No dependent children in household,Married or civil partnership couple household,_0,_2,15592
2021,E09000014,No dependent children in household,Cohabiting couple household,_0,_3,10223
2021,E09000014,No dependent children in household,Lone parent household,_0,_4,7610
2021,E09000014,No dependent children in household,Multi-person household,_0,_5,7976
2021,E09000014,Youngest dependent child,Total,1001,0,31410
2021,E09000014,Youngest dependent child,One-person household,1001,_1,10
2021,E09000014,Youngest dependent child,Married or civil partnership couple household,1001,_2,16648
2021,E09000014,Youngest dependent child,Cohabiting couple household,1001,_3,3868
2021,E09000014,Youngest dependent child,Lone parent household,1001,_4,10643
2021,E09000014,Youngest dependent child,Multi-person household,1001,_5,241
2021,E09000014,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,11997
2021,E09000014,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,6
2021,E09000014,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,6854
2021,E09000014,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,2050
2021,E09000014,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,3005
2021,E09000014,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,82
2021,E09000014,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,7707
2021,E09000014,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,2
2021,E09000014,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,4069
2021,E09000014,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,856
2021,E09000014,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,2734
2021,E09000014,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,46
2021,E09000014,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,8430
2021,E09000014,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,2
2021,E09000014,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,4204
2021,E09000014,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,725
2021,E09000014,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,3401
2021,E09000014,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,98
2021,E09000014,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,3276
2021,E09000014,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000014,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,1521
2021,E09000014,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,237
2021,E09000014,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,1503
2021,E09000014,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,15
2021,E09000015,Total,Total,0,0,89641
2021,E09000015,Total,One-person household,0,_1,19851
2021,E09000015,Total,Married or civil partnership couple household,0,_2,49798
2021,E09000015,Total,Cohabiting couple household,0,_3,5812
2021,E09000015,Total,Lone parent household,0,_4,11277
2021,E09000015,Total,Multi-person household,0,_5,2903
2021,E09000015,No dependent children in household,Total,_0,0,57240
2021,E09000015,No dependent children in household,One-person household,_0,_1,19848
2021,E09000015,No dependent children in household,Married or civil partnership couple household,_0,_2,25309
2021,E09000015,No dependent children in household,Cohabiting couple household,_0,_3,3904
2021,E09000015,No dependent children in household,Lone parent household,_0,_4,5417
2021,E09000015,No dependent children in household,Multi-person household,_0,_5,2762
2021,E09000015,Youngest dependent child,Total,1001,0,32401
2021,E09000015,Youngest dependent child,One-person household,1001,_1,3
2021,E09000015,Youngest dependent child,Married or civil partnership couple household,1001,_2,24489
2021,E09000015,Youngest dependent child,Cohabiting couple household,1001,_3,1908
2021,E09000015,Youngest dependent child,Lone parent household,1001,_4,5860
2021,E09000015,Youngest dependent child,Multi-person household,1001,_5,141
2021,E09000015,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,12327
2021,E09000015,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,1
2021,E09000015,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,9717
2021,E09000015,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,976
2021,E09000015,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,1596
2021,E09000015,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,37
2021,E09000015,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,8282
2021,E09000015,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,0
2021,E09000015,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,6356
2021,E09000015,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,418
2021,E09000015,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,1464
2021,E09000015,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,44
2021,E09000015,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,8421
2021,E09000015,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,2
2021,E09000015,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,6067
2021,E09000015,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,384
2021,E09000015,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,1921
2021,E09000015,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,47
2021,E09000015,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,3371
2021,E09000015,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000015,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,2349
2021,E09000015,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,130
2021,E09000015,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,879
2021,E09000015,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,13
2021,E09000016,Total,Total,0,0,101281
2021,E09000016,Total,One-person household,0,_1,26129
2021,E09000016,Total,Married or civil partnership couple household,0,_2,46477
2021,E09000016,Total,Cohabiting couple household,0,_3,12018
2021,E09000016,Total,Lone parent household,0,_4,14625
2021,E09000016,Total,Multi-person household,0,_5,2032
2021,E09000016,No dependent children in household,Total,_0,0,67510
2021,E09000016,No dependent children in household,One-person household,_0,_1,26128
2021,E09000016,No dependent children in household,Married or civil partnership couple household,_0,_2,26940
2021,E09000016,No dependent children in household,Cohabiting couple household,_0,_3,6727
2021,E09000016,No dependent children in household,Lone parent household,_0,_4,5794
2021,E09000016,No dependent children in household,Multi-person household,_0,_5,1921
2021,E09000016,Youngest dependent child,Total,1001,0,33771
2021,E09000016,Youngest dependent child,One-person household,1001,_1,1
2021,E09000016,Youngest dependent child,Married or civil partnership couple household,1001,_2,19537
2021,E09000016,Youngest dependent child,Cohabiting couple household,1001,_3,5291
2021,E09000016,Youngest dependent child,Lone parent household,1001,_4,8831
2021,E09000016,Youngest dependent child,Multi-person household,1001,_5,111
2021,E09000016,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,13414
2021,E09000016,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,0
2021,E09000016,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,7717
2021,E09000016,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,2802
2021,E09000016,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,2863
2021,E09000016,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,32
2021,E09000016,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,8704
2021,E09000016,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,0
2021,E09000016,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,5062
2021,E09000016,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,1241
2021,E09000016,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,2363
2021,E09000016,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,38
2021,E09000016,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,8409
2021,E09000016,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,1
2021,E09000016,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,4850
2021,E09000016,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,935
2021,E09000016,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,2583
2021,E09000016,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,40
2021,E09000016,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,3244
2021,E09000016,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000016,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,1908
2021,E09000016,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,313
2021,E09000016,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,1022
2021,E09000016,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,1
2021,E09000017,Total,Total,0,0,109222
2021,E09000017,Total,One-person household,0,_1,26633
2021,E09000017,Total,Married or civil partnership couple household,0,_2,52925
2021,E09000017,Total,Cohabiting couple household,0,_3,10373
2021,E09000017,Total,Lone parent household,0,_4,15754
2021,E09000017,Total,Multi-person household,0,_5,3537
2021,E09000017,No dependent children in household,Total,_0,0,68981
2021,E09000017,No dependent children in household,One-person household,_0,_1,26629
2021,E09000017,No dependent children in household,Married or civil partnership couple household,_0,_2,25928
2021,E09000017,No dependent children in household,Cohabiting couple household,_0,_3,6459
2021,E09000017,No dependent children in household,Lone parent household,_0,_4,6589
2021,E09000017,No dependent children in household,Multi-person household,_0,_5,3376
2021,E09000017,Youngest dependent child,Total,1001,0,40241
2021,E09000017,Youngest dependent child,One-person household,1001,_1,4
2021,E09000017,Youngest dependent child,Married or civil partnership couple household,1001,_2,26997
2021,E09000017,Youngest dependent child,Cohabiting couple household,1001,_3,3914
2021,E09000017,Youngest dependent child,Lone parent household,1001,_4,9165
2021,E09000017,Youngest dependent child,Multi-person household,1001,_5,161
2021,E09000017,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,15934
2021,E09000017,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,3
2021,E09000017,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,11136
2021,E09000017,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,1961
2021,E09000017,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,2784
2021,E09000017,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,50
2021,E09000017,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,10608
2021,E09000017,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,0
2021,E09000017,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,7148
2021,E09000017,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,938
2021,E09000017,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,2482
2021,E09000017,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,40
2021,E09000017,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,9976
2021,E09000017,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,1
2021,E09000017,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,6337
2021,E09000017,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,781
2021,E09000017,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,2796
2021,E09000017,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,61
2021,E09000017,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,3723
2021,E09000017,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000017,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,2376
2021,E09000017,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,234
2021,E09000017,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,1103
2021,E09000017,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,10
2021,E09000018,Total,Total,0,0,102961
2021,E09000018,Total,One-person household,0,_1,26209
2021,E09000018,Total,Married or civil partnership couple household,0,_2,46597
2021,E09000018,Total,Cohabiting couple household,0,_3,10187
2021,E09000018,Total,Lone parent household,0,_4,15477
2021,E09000018,Total,Multi-person household,0,_5,4491
2021,E09000018,No dependent children in household,Total,_0,0,65124
2021,E09000018,No dependent children in household,One-person household,_0,_1,26200
