date,geography_code,c2021_eastat_10_name,c2021_fam_swg_6_name,obs_value
2021,E09000006,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple: No people in generation 1 working,0
2021,E09000006,Economically active (excluding full-time students): In employment,In a couple family: Child of one or both members of couple,2486
2021,E09000006,Economically active (excluding full-time students): In employment,In a lone parent family,7549
2021,E09000006,Economically active (excluding full-time students): In employment,In a lone parent family: Parent,6677
2021,E09000006,Economically active (excluding full-time students): In employment,In a lone parent family: Parent: One person in generation 1 working,6677
2021,E09000006,Economically active (excluding full-time students): In employment,In a lone parent family: Parent: No people in generation 1 working,0
2021,E09000006,Economically active (excluding full-time students): In employment,In a lone parent family: Child of parent,872
2021,E09000006,Economically active (excluding full-time students): Unemployed,In a couple family,1776
2021,E09000006,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple,1415
2021,E09000006,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000006,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: One person in generation 1 working,1091
2021,E09000006,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: No people in generation 1 working,324
2021,E09000006,Economically active (excluding full-time students): Unemployed,In a couple family: Child of one or both members of couple,361
2021,E09000006,Economically active (excluding full-time students): Unemployed,In a lone parent family,839
2021,E09000006,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent,627
2021,E09000006,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000006,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent: No people in generation 1 working,627
2021,E09000006,Economically active (excluding full-time students): Unemployed,In a lone parent family: Child of parent,212
2021,E09000006,Economically active and a full-time student,In a couple family,1840
2021,E09000006,Economically active and a full-time student,In a couple family: Member of a couple,389
2021,E09000006,Economically active and a full-time student,In a couple family: Member of a couple: Both people in generation 1 working,311
2021,E09000006,Economically active and a full-time student,In a couple family: Member of a couple: One person in generation 1 working,73
2021,E09000006,Economically active and a full-time student,In a couple family: Member of a couple: No people in generation 1 working,5
2021,E09000006,Economically active and a full-time student,In a couple family: Child of one or both members of couple,1451
2021,E09000006,Economically active and a full-time student,In a lone parent family,675
2021,E09000006,Economically active and a full-time student,In a lone parent family: Parent,147
2021,E09000006,Economically active and a full-time student,In a lone parent family: Parent: One person in generation 1 working,128
2021,E09000006,Economically active and a full-time student,In a lone parent family: Parent: No people in generation 1 working,19
2021,E09000006,Economically active and a full-time student,In a lone parent family: Child of parent,528
2021,E09000006,Economically active and a full-time student: In employment,In a couple family,1347
2021,E09000006,Economically active and a full-time student: In employment,In a couple family: Member of a couple,355
2021,E09000006,Economically active and a full-time student: In employment,In a couple family: Member of a couple: Both people in generation 1 working,311
2021,E09000006,Economically active and a full-time student: In employment,In a couple family: Member of a couple: One person in generation 1 working,44
2021,E09000006,Economically active and a full-time student: In employment,In a couple family: Member of a couple: No people in generation 1 working,0
2021,E09000006,Economically active and a full-time student: In employment,In a couple family: Child of one or both members of couple,992
2021,E09000006,Economically active and a full-time student: In employment,In a lone parent family,435
2021,E09000006,Economically active and a full-time student: In employment,In a lone parent family: Parent,128
2021,E09000006,Economically active and a full-time student: In employment,In a lone parent family: Parent: One person in generation 1 working,128
2021,E09000006,Economically active and a full-time student: In employment,In a lone parent family: Parent: No people in generation 1 working,0
2021,E09000006,Economically active and a full-time student: In employment,In a lone parent family: Child of parent,307
2021,E09000006,Economically active and a full-time student: Unemployed,In a couple family,493
2021,E09000006,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple,34
2021,E09000006,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000006,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: One person in generation 1 working,29
2021,E09000006,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: No people in generation 1 working,5
2021,E09000006,Economically active and a full-time student: Unemployed,In a couple family: Child of one or both members of couple,459
2021,E09000006,Economically active and a full-time student: Unemployed,In a lone parent family,240
2021,E09000006,Economically active and a full-time student: Unemployed,In a lone parent family: Parent,19
2021,E09000006,Economically active and a full-time student: Unemployed,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000006,Economically active and a full-time student: Unemployed,In a lone parent family: Parent: No people in generation 1 working,19
2021,E09000006,Economically active and a full-time student: Unemployed,In a lone parent family: Child of parent,221
2021,E09000006,Economically inactive,In a couple family,14609
2021,E09000006,Economically inactive,In a couple family: Member of a couple,8022
2021,E09000006,Economically inactive,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000006,Economically inactive,In a couple family: Member of a couple: One person in generation 1 working,6191
2021,E09000006,Economically inactive,In a couple family: Member of a couple: No people in generation 1 working,1831
2021,E09000006,Economically inactive,In a couple family: Child of one or both members of couple,6587
2021,E09000006,Economically inactive,In a lone parent family,6100
2021,E09000006,Economically inactive,In a lone parent family: Parent,3259
2021,E09000006,Economically inactive,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000006,Economically inactive,In a lone parent family: Parent: No people in generation 1 working,3259
2021,E09000006,Economically inactive,In a lone parent family: Child of parent,2841
2021,E09000006,Economically inactive: Retired,In a couple family,556
2021,E09000006,Economically inactive: Retired,In a couple family: Member of a couple,556
2021,E09000006,Economically inactive: Retired,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000006,Economically inactive: Retired,In a couple family: Member of a couple: One person in generation 1 working,265
2021,E09000006,Economically inactive: Retired,In a couple family: Member of a couple: No people in generation 1 working,291
2021,E09000006,Economically inactive: Retired,In a couple family: Child of one or both members of couple,0
2021,E09000006,Economically inactive: Retired,In a lone parent family,75
2021,E09000006,Economically inactive: Retired,In a lone parent family: Parent,74
2021,E09000006,Economically inactive: Retired,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000006,Economically inactive: Retired,In a lone parent family: Parent: No people in generation 1 working,74
2021,E09000006,Economically inactive: Retired,In a lone parent family: Child of parent,1
2021,E09000006,Economically inactive: Student,In a couple family,6603
2021,E09000006,Economically inactive: Student,In a couple family: Member of a couple,358
2021,E09000006,Economically inactive: Student,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000006,Economically inactive: Student,In a couple family: Member of a couple: One person in generation 1 working,304
2021,E09000006,Economically inactive: Student,In a couple family: Member of a couple: No people in generation 1 working,54
2021,E09000006,Economically inactive: Student,In a couple family: Child of one or both members of couple,6245
2021,E09000006,Economically inactive: Student,In a lone parent family,2828
2021,E09000006,Economically inactive: Student,In a lone parent family: Parent,223
2021,E09000006,Economically inactive: Student,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000006,Economically inactive: Student,In a lone parent family: Parent: No people in generation 1 working,223
2021,E09000006,Economically inactive: Student,In a lone parent family: Child of parent,2605
2021,E09000006,Economically inactive: Looking after home or family,In a couple family,5704
2021,E09000006,Economically inactive: Looking after home or family,In a couple family: Member of a couple,5657
2021,E09000006,Economically inactive: Looking after home or family,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000006,Economically inactive: Looking after home or family,In a couple family: Member of a couple: One person in generation 1 working,4785
2021,E09000006,Economically inactive: Looking after home or family,In a couple family: Member of a couple: No people in generation 1 working,872
2021,E09000006,Economically inactive: Looking after home or family,In a couple family: Child of one or both members of couple,47
2021,E09000006,Economically inactive: Looking after home or family,In a lone parent family,2026
2021,E09000006,Economically inactive: Looking after home or family,In a lone parent family: Parent,1987
2021,E09000006,Economically inactive: Looking after home or family,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000006,Economically inactive: Looking after home or family,In a lone parent family: Parent: No people in generation 1 working,1987
2021,E09000006,Economically inactive: Looking after home or family,In a lone parent family: Child of parent,39
2021,E09000006,Economically inactive: Long-term sick or disabled,In a couple family,566
2021,E09000006,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple,496
2021,E09000006,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000006,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: One person in generation 1 working,237
2021,E09000006,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: No people in generation 1 working,259
2021,E09000006,Economically inactive: Long-term sick or disabled,In a couple family: Child of one or both members of couple,70
2021,E09000006,Economically inactive: Long-term sick or disabled,In a lone parent family,576
2021,E09000006,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent,506
2021,E09000006,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000006,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent: No people in generation 1 working,506
2021,E09000006,Economically inactive: Long-term sick or disabled,In a lone parent family: Child of parent,70
2021,E09000006,Economically inactive: Other,In a couple family,1180
2021,E09000006,Economically inactive: Other,In a couple family: Member of a couple,955
2021,E09000006,Economically inactive: Other,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000006,Economically inactive: Other,In a couple family: Member of a couple: One person in generation 1 working,600
2021,E09000006,Economically inactive: Other,In a couple family: Member of a couple: No people in generation 1 working,355
2021,E09000006,Economically inactive: Other,In a couple family: Child of one or both members of couple,225
2021,E09000006,Economically inactive: Other,In a lone parent family,595
2021,E09000006,Economically inactive: Other,In a lone parent family: Parent,469
2021,E09000006,Economically inactive: Other,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000006,Economically inactive: Other,In a lone parent family: Parent: No people in generation 1 working,469
2021,E09000006,Economically inactive: Other,In a lone parent family: Child of parent,126
2021,E09000007,Economically active (excluding full-time students),In a couple family,22687
2021,E09000007,Economically active (excluding full-time students),In a couple family: Member of a couple,21395
2021,E09000007,Economically active (excluding full-time students),In a couple family: Member of a couple: Both people in generation 1 working,15601
2021,E09000007,Economically active (excluding full-time students),In a couple family: Member of a couple: One person in generation 1 working,5425
2021,E09000007,Economically active (excluding full-time students),In a couple family: Member of a couple: No people in generation 1 working,369
2021,E09000007,Economically active (excluding full-time students),In a couple family: Child of one or both members of couple,1292
2021,E09000007,Economically active (excluding full-time students),In a lone parent family,4981
2021,E09000007,Economically active (excluding full-time students),In a lone parent family: Parent,4017
2021,E09000007,Economically active (excluding full-time students),In a lone parent family: Parent: One person in generation 1 working,3635
2021,E09000007,Economically active (excluding full-time students),In a lone parent family: Parent: No people in generation 1 working,382
2021,E09000007,Economically active (excluding full-time students),In a lone parent family: Child of parent,964
2021,E09000007,Economically active (excluding full-time students): In employment,In a couple family,21437
2021,E09000007,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple,20454
2021,E09000007,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple: Both people in generation 1 working,15601
2021,E09000007,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple: One person in generation 1 working,4853
2021,E09000007,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple: No people in generation 1 working,0
2021,E09000007,Economically active (excluding full-time students): In employment,In a couple family: Child of one or both members of couple,983
2021,E09000007,Economically active (excluding full-time students): In employment,In a lone parent family,4298
2021,E09000007,Economically active (excluding full-time students): In employment,In a lone parent family: Parent,3635
2021,E09000007,Economically active (excluding full-time students): In employment,In a lone parent family: Parent: One person in generation 1 working,3635
2021,E09000007,Economically active (excluding full-time students): In employment,In a lone parent family: Parent: No people in generation 1 working,0
2021,E09000007,Economically active (excluding full-time students): In employment,In a lone parent family: Child of parent,663
2021,E09000007,Economically active (excluding full-time students): Unemployed,In a couple family,1250
2021,E09000007,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple,941
2021,E09000007,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000007,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: One person in generation 1 working,572
2021,E09000007,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: No people in generation 1 working,369
2021,E09000007,Economically active (excluding full-time students): Unemployed,In a couple family: Child of one or both members of couple,309
2021,E09000007,Economically active (excluding full-time students): Unemployed,In a lone parent family,683
2021,E09000007,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent,382
2021,E09000007,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000007,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent: No people in generation 1 working,382
2021,E09000007,Economically active (excluding full-time students): Unemployed,In a lone parent family: Child of parent,301
2021,E09000007,Economically active and a full-time student,In a couple family,762
2021,E09000007,Economically active and a full-time student,In a couple family: Member of a couple,164
2021,E09000007,Economically active and a full-time student,In a couple family: Member of a couple: Both people in generation 1 working,93
2021,E09000007,Economically active and a full-time student,In a couple family: Member of a couple: One person in generation 1 working,54
2021,E09000007,Economically active and a full-time student,In a couple family: Member of a couple: No people in generation 1 working,17
2021,E09000007,Economically active and a full-time student,In a couple family: Child of one or both members of couple,598
2021,E09000007,Economically active and a full-time student,In a lone parent family,509
2021,E09000007,Economically active and a full-time student,In a lone parent family: Parent,86
2021,E09000007,Economically active and a full-time student,In a lone parent family: Parent: One person in generation 1 working,63
2021,E09000007,Economically active and a full-time student,In a lone parent family: Parent: No people in generation 1 working,23
2021,E09000007,Economically active and a full-time student,In a lone parent family: Child of parent,423
2021,E09000007,Economically active and a full-time student: In employment,In a couple family,506
2021,E09000007,Economically active and a full-time student: In employment,In a couple family: Member of a couple,131
2021,E09000007,Economically active and a full-time student: In employment,In a couple family: Member of a couple: Both people in generation 1 working,93
2021,E09000007,Economically active and a full-time student: In employment,In a couple family: Member of a couple: One person in generation 1 working,38
2021,E09000007,Economically active and a full-time student: In employment,In a couple family: Member of a couple: No people in generation 1 working,0
2021,E09000007,Economically active and a full-time student: In employment,In a couple family: Child of one or both members of couple,375
2021,E09000007,Economically active and a full-time student: In employment,In a lone parent family,302
2021,E09000007,Economically active and a full-time student: In employment,In a lone parent family: Parent,63
2021,E09000007,Economically active and a full-time student: In employment,In a lone parent family: Parent: One person in generation 1 working,63
2021,E09000007,Economically active and a full-time student: In employment,In a lone parent family: Parent: No people in generation 1 working,0
2021,E09000007,Economically active and a full-time student: In employment,In a lone parent family: Child of parent,239
2021,E09000007,Economically active and a full-time student: Unemployed,In a couple family,256
2021,E09000007,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple,33
2021,E09000007,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000007,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: One person in generation 1 working,16
2021,E09000007,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: No people in generation 1 working,17
2021,E09000007,Economically active and a full-time student: Unemployed,In a couple family: Child of one or both members of couple,223
2021,E09000007,Economically active and a full-time student: Unemployed,In a lone parent family,207
2021,E09000007,Economically active and a full-time student: Unemployed,In a lone parent family: Parent,23
2021,E09000007,Economically active and a full-time student: Unemployed,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000007,Economically active and a full-time student: Unemployed,In a lone parent family: Parent: No people in generation 1 working,23
2021,E09000007,Economically active and a full-time student: Unemployed,In a lone parent family: Child of parent,184
2021,E09000007,Economically inactive,In a couple family,10990
2021,E09000007,Economically inactive,In a couple family: Member of a couple,6747
2021,E09000007,Economically inactive,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000007,Economically inactive,In a couple family: Member of a couple: One person in generation 1 working,4304
2021,E09000007,Economically inactive,In a couple family: Member of a couple: No people in generation 1 working,2443
2021,E09000007,Economically inactive,In a couple family: Child of one or both members of couple,4243
2021,E09000007,Economically inactive,In a lone parent family,5512
2021,E09000007,Economically inactive,In a lone parent family: Parent,2852
2021,E09000007,Economically inactive,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000007,Economically inactive,In a lone parent family: Parent: No people in generation 1 working,2852
2021,E09000007,Economically inactive,In a lone parent family: Child of parent,2660
2021,E09000007,Economically inactive: Retired,In a couple family,326
2021,E09000007,Economically inactive: Retired,In a couple family: Member of a couple,325
2021,E09000007,Economically inactive: Retired,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000007,Economically inactive: Retired,In a couple family: Member of a couple: One person in generation 1 working,119
2021,E09000007,Economically inactive: Retired,In a couple family: Member of a couple: No people in generation 1 working,206
2021,E09000007,Economically inactive: Retired,In a couple family: Child of one or both members of couple,1
2021,E09000007,Economically inactive: Retired,In a lone parent family,96
2021,E09000007,Economically inactive: Retired,In a lone parent family: Parent,96
2021,E09000007,Economically inactive: Retired,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000007,Economically inactive: Retired,In a lone parent family: Parent: No people in generation 1 working,96
2021,E09000007,Economically inactive: Retired,In a lone parent family: Child of parent,0
2021,E09000007,Economically inactive: Student,In a couple family,4335
2021,E09000007,Economically inactive: Student,In a couple family: Member of a couple,378
2021,E09000007,Economically inactive: Student,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000007,Economically inactive: Student,In a couple family: Member of a couple: One person in generation 1 working,274
2021,E09000007,Economically inactive: Student,In a couple family: Member of a couple: No people in generation 1 working,104
2021,E09000007,Economically inactive: Student,In a couple family: Child of one or both members of couple,3957
2021,E09000007,Economically inactive: Student,In a lone parent family,2552
2021,E09000007,Economically inactive: Student,In a lone parent family: Parent,211
2021,E09000007,Economically inactive: Student,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000007,Economically inactive: Student,In a lone parent family: Parent: No people in generation 1 working,211
2021,E09000007,Economically inactive: Student,In a lone parent family: Child of parent,2341
2021,E09000007,Economically inactive: Looking after home or family,In a couple family,4532
2021,E09000007,Economically inactive: Looking after home or family,In a couple family: Member of a couple,4489
2021,E09000007,Economically inactive: Looking after home or family,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000007,Economically inactive: Looking after home or family,In a couple family: Member of a couple: One person in generation 1 working,3269
2021,E09000007,Economically inactive: Looking after home or family,In a couple family: Member of a couple: No people in generation 1 working,1220
2021,E09000007,Economically inactive: Looking after home or family,In a couple family: Child of one or both members of couple,43
2021,E09000007,Economically inactive: Looking after home or family,In a lone parent family,1663
2021,E09000007,Economically inactive: Looking after home or family,In a lone parent family: Parent,1599
2021,E09000007,Economically inactive: Looking after home or family,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000007,Economically inactive: Looking after home or family,In a lone parent family: Parent: No people in generation 1 working,1599
2021,E09000007,Economically inactive: Looking after home or family,In a lone parent family: Child of parent,64
2021,E09000007,Economically inactive: Long-term sick or disabled,In a couple family,693
2021,E09000007,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple,656
2021,E09000007,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000007,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: One person in generation 1 working,185
2021,E09000007,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: No people in generation 1 working,471
2021,E09000007,Economically inactive: Long-term sick or disabled,In a couple family: Child of one or both members of couple,37
2021,E09000007,Economically inactive: Long-term sick or disabled,In a lone parent family,584
2021,E09000007,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent,514
2021,E09000007,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000007,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent: No people in generation 1 working,514
2021,E09000007,Economically inactive: Long-term sick or disabled,In a lone parent family: Child of parent,70
2021,E09000007,Economically inactive: Other,In a couple family,1104
2021,E09000007,Economically inactive: Other,In a couple family: Member of a couple,899
2021,E09000007,Economically inactive: Other,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000007,Economically inactive: Other,In a couple family: Member of a couple: One person in generation 1 working,457
2021,E09000007,Economically inactive: Other,In a couple family: Member of a couple: No people in generation 1 working,442
2021,E09000007,Economically inactive: Other,In a couple family: Child of one or both members of couple,205
2021,E09000007,Economically inactive: Other,In a lone parent family,617
2021,E09000007,Economically inactive: Other,In a lone parent family: Parent,432
2021,E09000007,Economically inactive: Other,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000007,Economically inactive: Other,In a lone parent family: Parent: No people in generation 1 working,432
2021,E09000007,Economically inactive: Other,In a lone parent family: Child of parent,185
2021,E09000008,Economically active (excluding full-time students),In a couple family,58963
2021,E09000008,Economically active (excluding full-time students),In a couple family: Member of a couple,55239
2021,E09000008,Economically active (excluding full-time students),In a couple family: Member of a couple: Both people in generation 1 working,44001
2021,E09000008,Economically active (excluding full-time students),In a couple family: Member of a couple: One person in generation 1 working,10681
2021,E09000008,Economically active (excluding full-time students),In a couple family: Member of a couple: No people in generation 1 working,557
2021,E09000008,Economically active (excluding full-time students),In a couple family: Child of one or both members of couple,3724
2021,E09000008,Economically active (excluding full-time students),In a lone parent family,14582
2021,E09000008,Economically active (excluding full-time students),In a lone parent family: Parent,12350
2021,E09000008,Economically active (excluding full-time students),In a lone parent family: Parent: One person in generation 1 working,11255
2021,E09000008,Economically active (excluding full-time students),In a lone parent family: Parent: No people in generation 1 working,1095
2021,E09000008,Economically active (excluding full-time students),In a lone parent family: Child of parent,2232
2021,E09000008,Economically active (excluding full-time students): In employment,In a couple family,56439
2021,E09000008,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple,53243
2021,E09000008,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple: Both people in generation 1 working,44001
2021,E09000008,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple: One person in generation 1 working,9242
2021,E09000008,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple: No people in generation 1 working,0
2021,E09000008,Economically active (excluding full-time students): In employment,In a couple family: Child of one or both members of couple,3196
2021,E09000008,Economically active (excluding full-time students): In employment,In a lone parent family,12911
2021,E09000008,Economically active (excluding full-time students): In employment,In a lone parent family: Parent,11255
2021,E09000008,Economically active (excluding full-time students): In employment,In a lone parent family: Parent: One person in generation 1 working,11255
2021,E09000008,Economically active (excluding full-time students): In employment,In a lone parent family: Parent: No people in generation 1 working,0
2021,E09000008,Economically active (excluding full-time students): In employment,In a lone parent family: Child of parent,1656
2021,E09000008,Economically active (excluding full-time students): Unemployed,In a couple family,2524
2021,E09000008,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple,1996
2021,E09000008,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000008,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: One person in generation 1 working,1439
2021,E09000008,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: No people in generation 1 working,557
2021,E09000008,Economically active (excluding full-time students): Unemployed,In a couple family: Child of one or both members of couple,528
2021,E09000008,Economically active (excluding full-time students): Unemployed,In a lone parent family,1671
2021,E09000008,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent,1095
2021,E09000008,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000008,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent: No people in generation 1 working,1095
2021,E09000008,Economically active (excluding full-time students): Unemployed,In a lone parent family: Child of parent,576
2021,E09000008,Economically active and a full-time student,In a couple family,2309
2021,E09000008,Economically active and a full-time student,In a couple family: Member of a couple,650
2021,E09000008,Economically active and a full-time student,In a couple family: Member of a couple: Both people in generation 1 working,486
2021,E09000008,Economically active and a full-time student,In a couple family: Member of a couple: One person in generation 1 working,142
2021,E09000008,Economically active and a full-time student,In a couple family: Member of a couple: No people in generation 1 working,22
2021,E09000008,Economically active and a full-time student,In a couple family: Child of one or both members of couple,1659
2021,E09000008,Economically active and a full-time student,In a lone parent family,1621
2021,E09000008,Economically active and a full-time student,In a lone parent family: Parent,475
2021,E09000008,Economically active and a full-time student,In a lone parent family: Parent: One person in generation 1 working,393
2021,E09000008,Economically active and a full-time student,In a lone parent family: Parent: No people in generation 1 working,82
2021,E09000008,Economically active and a full-time student,In a lone parent family: Child of parent,1146
2021,E09000008,Economically active and a full-time student: In employment,In a couple family,1668
2021,E09000008,Economically active and a full-time student: In employment,In a couple family: Member of a couple,584
2021,E09000008,Economically active and a full-time student: In employment,In a couple family: Member of a couple: Both people in generation 1 working,486
2021,E09000008,Economically active and a full-time student: In employment,In a couple family: Member of a couple: One person in generation 1 working,98
2021,E09000008,Economically active and a full-time student: In employment,In a couple family: Member of a couple: No people in generation 1 working,0
2021,E09000008,Economically active and a full-time student: In employment,In a couple family: Child of one or both members of couple,1084
2021,E09000008,Economically active and a full-time student: In employment,In a lone parent family,1038
2021,E09000008,Economically active and a full-time student: In employment,In a lone parent family: Parent,393
2021,E09000008,Economically active and a full-time student: In employment,In a lone parent family: Parent: One person in generation 1 working,393
2021,E09000008,Economically active and a full-time student: In employment,In a lone parent family: Parent: No people in generation 1 working,0
2021,E09000008,Economically active and a full-time student: In employment,In a lone parent family: Child of parent,645
2021,E09000008,Economically active and a full-time student: Unemployed,In a couple family,641
2021,E09000008,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple,66
2021,E09000008,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000008,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: One person in generation 1 working,44
2021,E09000008,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: No people in generation 1 working,22
2021,E09000008,Economically active and a full-time student: Unemployed,In a couple family: Child of one or both members of couple,575
2021,E09000008,Economically active and a full-time student: Unemployed,In a lone parent family,583
2021,E09000008,Economically active and a full-time student: Unemployed,In a lone parent family: Parent,82
2021,E09000008,Economically active and a full-time student: Unemployed,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000008,Economically active and a full-time student: Unemployed,In a lone parent family: Parent: No people in generation 1 working,82
2021,E09000008,Economically active and a full-time student: Unemployed,In a lone parent family: Child of parent,501
2021,E09000008,Economically inactive,In a couple family,19091
2021,E09000008,Economically inactive,In a couple family: Member of a couple,10918
2021,E09000008,Economically inactive,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000008,Economically inactive,In a couple family: Member of a couple: One person in generation 1 working,7856
2021,E09000008,Economically inactive,In a couple family: Member of a couple: No people in generation 1 working,3062
2021,E09000008,Economically inactive,In a couple family: Child of one or both members of couple,8173
2021,E09000008,Economically inactive,In a lone parent family,10598
2021,E09000008,Economically inactive,In a lone parent family: Parent,5570
2021,E09000008,Economically inactive,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000008,Economically inactive,In a lone parent family: Parent: No people in generation 1 working,5570
2021,E09000008,Economically inactive,In a lone parent family: Child of parent,5028
2021,E09000008,Economically inactive: Retired,In a couple family,541
2021,E09000008,Economically inactive: Retired,In a couple family: Member of a couple,540
2021,E09000008,Economically inactive: Retired,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000008,Economically inactive: Retired,In a couple family: Member of a couple: One person in generation 1 working,208
2021,E09000008,Economically inactive: Retired,In a couple family: Member of a couple: No people in generation 1 working,332
2021,E09000008,Economically inactive: Retired,In a couple family: Child of one or both members of couple,1
2021,E09000008,Economically inactive: Retired,In a lone parent family,143
2021,E09000008,Economically inactive: Retired,In a lone parent family: Parent,143
2021,E09000008,Economically inactive: Retired,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000008,Economically inactive: Retired,In a lone parent family: Parent: No people in generation 1 working,143
2021,E09000008,Economically inactive: Retired,In a lone parent family: Child of parent,0
2021,E09000008,Economically inactive: Student,In a couple family,8367
2021,E09000008,Economically inactive: Student,In a couple family: Member of a couple,737
2021,E09000008,Economically inactive: Student,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000008,Economically inactive: Student,In a couple family: Member of a couple: One person in generation 1 working,564
2021,E09000008,Economically inactive: Student,In a couple family: Member of a couple: No people in generation 1 working,173
2021,E09000008,Economically inactive: Student,In a couple family: Child of one or both members of couple,7630
2021,E09000008,Economically inactive: Student,In a lone parent family,5084
