date,geography_code,c_bedrooms_name,c_age_name,c_typaccom_name,obs_value
2011,E09000006,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,198
2011,E09000006,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,1427
2011,E09000006,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),2257
2011,E09000006,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",5235
2011,E09000006,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,115
2011,E09000006,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,736
2011,E09000006,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1132
2011,E09000006,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",1752
2011,E09000006,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1388
2011,E09000006,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,7249
2011,E09000006,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),5904
2011,E09000006,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",1885
2011,E09000006,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,1268
2011,E09000006,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,6163
2011,E09000006,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),4560
2011,E09000006,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",1454
2011,E09000006,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,4793
2011,E09000006,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,4538
2011,E09000006,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1987
2011,E09000006,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",156
2011,E09000006,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,6301
2011,E09000006,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,5435
2011,E09000006,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),2115
2011,E09000006,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",177
2011,E09000008,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,86
2011,E09000008,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,156
2011,E09000008,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),152
2011,E09000008,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",2976
2011,E09000008,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,48
2011,E09000008,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,89
2011,E09000008,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),84
2011,E09000008,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",680
2011,E09000008,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,612
2011,E09000008,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,1816
2011,E09000008,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),3512
2011,E09000008,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",11889
2011,E09000008,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,275
2011,E09000008,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,974
2011,E09000008,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1700
2011,E09000008,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",3889
2011,E09000008,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1877
2011,E09000008,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,7904
2011,E09000008,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),8755
2011,E09000008,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",2021
2011,E09000008,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,1597
2011,E09000008,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,7715
2011,E09000008,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),8298
2011,E09000008,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",1401
2011,E09000008,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,3097
2011,E09000008,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,3813
2011,E09000008,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),2122
2011,E09000008,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",247
2011,E09000008,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,4141
2011,E09000008,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,5371
2011,E09000008,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),2708
2011,E09000008,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",192
2011,E09000009,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,121
2011,E09000009,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,192
2011,E09000009,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),131
2011,E09000009,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",2990
2011,E09000009,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,37
2011,E09000009,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,83
2011,E09000009,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),53
2011,E09000009,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",703
2011,E09000009,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,521
2011,E09000009,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,1217
2011,E09000009,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1718
2011,E09000009,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",11412
2011,E09000009,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,191
2011,E09000009,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,622
2011,E09000009,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),909
2011,E09000009,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",4827
2011,E09000009,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1404
2011,E09000009,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,5613
2011,E09000009,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),6915
2011,E09000009,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",3116
2011,E09000009,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,1087
2011,E09000009,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,5125
2011,E09000009,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),5732
2011,E09000009,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",2382
2011,E09000009,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1456
2011,E09000009,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,4376
2011,E09000009,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),4044
2011,E09000009,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",495
2011,E09000009,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,1779
2011,E09000009,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,5216
2011,E09000009,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),3396
2011,E09000009,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",484
2011,E09000010,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,106
2011,E09000010,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,165
2011,E09000010,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),148
2011,E09000010,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",2826
2011,E09000010,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,39
2011,E09000010,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,70
2011,E09000010,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),71
2011,E09000010,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",590
2011,E09000010,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,745
2011,E09000010,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,1327
2011,E09000010,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),2958
2011,E09000010,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",10718
2011,E09000010,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,314
2011,E09000010,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,660
2011,E09000010,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1582
2011,E09000010,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",4066
2011,E09000010,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,2011
2011,E09000010,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,6268
2011,E09000010,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),8382
2011,E09000010,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",2421
2011,E09000010,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,1635
2011,E09000010,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,6018
2011,E09000010,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),8231
2011,E09000010,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",2030
2011,E09000010,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1365
2011,E09000010,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,3521
2011,E09000010,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),2194
2011,E09000010,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",287
2011,E09000010,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,1728
2011,E09000010,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,4644
2011,E09000010,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),3138
2011,E09000010,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",222
2011,E09000011,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,51
2011,E09000011,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,65
2011,E09000011,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),104
2011,E09000011,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",2007
2011,E09000011,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,15
2011,E09000011,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,31
2011,E09000011,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),53
2011,E09000011,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",426
2011,E09000011,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,334
2011,E09000011,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,973
2011,E09000011,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),2762
2011,E09000011,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",9569
2011,E09000011,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,141
2011,E09000011,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,418
2011,E09000011,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1359
2011,E09000011,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",2724
2011,E09000011,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,952
2011,E09000011,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,4288
2011,E09000011,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),7168
2011,E09000011,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",3045
2011,E09000011,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,702
2011,E09000011,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,3951
2011,E09000011,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),6139
2011,E09000011,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",2450
2011,E09000011,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,839
2011,E09000011,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,2042
2011,E09000011,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),2485
2011,E09000011,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",578
2011,E09000011,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,926
2011,E09000011,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,2423
2011,E09000011,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),2638
2011,E09000011,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",478
2011,E09000015,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,46
2011,E09000015,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,154
2011,E09000015,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),74
2011,E09000015,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",1269
2011,E09000015,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,21
2011,E09000015,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,91
2011,E09000015,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),18
2011,E09000015,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",309
2011,E09000015,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,275
2011,E09000015,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,965
2011,E09000015,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),951
2011,E09000015,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",5397
2011,E09000015,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,105
2011,E09000015,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,542
2011,E09000015,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),610
2011,E09000015,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",2130
2011,E09000015,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1190
2011,E09000015,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,7727
2011,E09000015,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),3805
2011,E09000015,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",914
2011,E09000015,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,969
2011,E09000015,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,7140
2011,E09000015,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),3651
2011,E09000015,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",737
2011,E09000015,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,2018
2011,E09000015,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,4091
2011,E09000015,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1296
2011,E09000015,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",156
2011,E09000015,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,2573
2011,E09000015,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,4987
2011,E09000015,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1427
2011,E09000015,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",138
2011,E09000016,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,8
2011,E09000016,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,41
2011,E09000016,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),42
2011,E09000016,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",446
2011,E09000016,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,10
2011,E09000016,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,37
2011,E09000016,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),51
2011,E09000016,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",86
2011,E09000016,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,172
2011,E09000016,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,880
2011,E09000016,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1186
2011,E09000016,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",3894
2011,E09000016,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,116
2011,E09000016,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,507
2011,E09000016,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),654
2011,E09000016,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",1288
2011,E09000016,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,739
2011,E09000016,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,7215
2011,E09000016,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),5784
2011,E09000016,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",579
2011,E09000016,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,792
2011,E09000016,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,6689
2011,E09000016,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),5456
2011,E09000016,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",529
2011,E09000016,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1525
2011,E09000016,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,3129
2011,E09000016,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1169
2011,E09000016,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",71
2011,E09000016,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,2152
2011,E09000016,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,4542
2011,E09000016,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1791
2011,E09000016,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",58
2011,E09000017,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,50
2011,E09000017,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,199
2011,E09000017,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),165
2011,E09000017,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",1395
2011,E09000017,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,20
2011,E09000017,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,102
2011,E09000017,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),55
2011,E09000017,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",286
2011,E09000017,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,556
2011,E09000017,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,1930
2011,E09000017,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),3115
2011,E09000017,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",6202
2011,E09000017,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,230
2011,E09000017,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,936
2011,E09000017,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1612
2011,E09000017,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",2143
2011,E09000017,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1736
2011,E09000017,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,9425
2011,E09000017,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),4629
2011,E09000017,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",905
2011,E09000017,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,1526
2011,E09000017,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,8612
2011,E09000017,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),4222
2011,E09000017,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",682
2011,E09000017,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,2105
2011,E09000017,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,2996
2011,E09000017,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1039
2011,E09000017,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",164
2011,E09000017,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,2794
2011,E09000017,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,3863
2011,E09000017,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1335
2011,E09000017,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",110
2011,E09000018,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,68
2011,E09000018,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,163
2011,E09000018,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),105
2011,E09000018,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",1968
2011,E09000018,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,24
2011,E09000018,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,73
2011,E09000018,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),44
2011,E09000018,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",375
2011,E09000018,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,415
2011,E09000018,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,1483
2011,E09000018,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),2233
2011,E09000018,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",9412
2011,E09000018,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,178
2011,E09000018,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,698
2011,E09000018,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1080
2011,E09000018,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",3249
2011,E09000018,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,739
2011,E09000018,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,5866
2011,E09000018,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),4085
2011,E09000018,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",1846
2011,E09000018,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,684
2011,E09000018,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,5719
2011,E09000018,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),3729
2011,E09000018,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",1511
2011,E09000018,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,728
2011,E09000018,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,3287
2011,E09000018,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1914
2011,E09000018,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",305
2011,E09000018,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,794
2011,E09000018,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,3821
2011,E09000018,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1691
2011,E09000018,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",246
2011,E09000021,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,17
2011,E09000021,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,31
2011,E09000021,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),34
2011,E09000021,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",631
2011,E09000021,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,15
2011,E09000021,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,14
2011,E09000021,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),6
2011,E09000021,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",137
2011,E09000021,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,131
2011,E09000021,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,721
2011,E09000021,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),873
2011,E09000021,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",3629
