date,geography_code,family_status_name,c_ecopuk11_name,obs_value
2011,E09000025,Couple family: One parent working,Economically inactive: Long-term sick or disabled,400
2011,E09000025,Couple family: One parent working,Economically inactive: Other,1693
2011,E09000025,Couple family: No parents working,Economically active: In employment: Employee (including full-time students),0
2011,E09000025,Couple family: No parents working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000025,Couple family: No parents working,Economically active: Unemployed (including full-time students),1510
2011,E09000025,Couple family: No parents working,Economically inactive: Retired,577
2011,E09000025,Couple family: No parents working,Economically inactive: Student (including full-time students),337
2011,E09000025,Couple family: No parents working,Economically inactive: Looking after home or family,2305
2011,E09000025,Couple family: No parents working,Economically inactive: Long-term sick or disabled,1234
2011,E09000025,Couple family: No parents working,Economically inactive: Other,1249
2011,E09000025,Lone parent family: Parent working,Economically active: In employment: Employee (including full-time students),6493
2011,E09000025,Lone parent family: Parent working,Economically active: In employment: Self-employed (including full-time students),1065
2011,E09000025,Lone parent family: Parent working,Economically active: Unemployed (including full-time students),0
2011,E09000025,Lone parent family: Parent working,Economically inactive: Retired,0
2011,E09000025,Lone parent family: Parent working,Economically inactive: Student (including full-time students),0
2011,E09000025,Lone parent family: Parent working,Economically inactive: Looking after home or family,0
2011,E09000025,Lone parent family: Parent working,Economically inactive: Long-term sick or disabled,0
2011,E09000025,Lone parent family: Parent working,Economically inactive: Other,0
2011,E09000025,Lone parent family: Parent not working,Economically active: In employment: Employee (including full-time students),0
2011,E09000025,Lone parent family: Parent not working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000025,Lone parent family: Parent not working,Economically active: Unemployed (including full-time students),1802
2011,E09000025,Lone parent family: Parent not working,Economically inactive: Retired,249
2011,E09000025,Lone parent family: Parent not working,Economically inactive: Student (including full-time students),742
2011,E09000025,Lone parent family: Parent not working,Economically inactive: Looking after home or family,2411
2011,E09000025,Lone parent family: Parent not working,Economically inactive: Long-term sick or disabled,821
2011,E09000025,Lone parent family: Parent not working,Economically inactive: Other,965
2011,E09000028,Couple family: Both parents working,Economically active: In employment: Employee (including full-time students),17399
2011,E09000028,Couple family: Both parents working,Economically active: In employment: Self-employed (including full-time students),4417
2011,E09000028,Couple family: Both parents working,Economically active: Unemployed (including full-time students),0
2011,E09000028,Couple family: Both parents working,Economically inactive: Retired,0
2011,E09000028,Couple family: Both parents working,Economically inactive: Student (including full-time students),0
2011,E09000028,Couple family: Both parents working,Economically inactive: Looking after home or family,0
2011,E09000028,Couple family: Both parents working,Economically inactive: Long-term sick or disabled,0
2011,E09000028,Couple family: Both parents working,Economically inactive: Other,0
2011,E09000028,Couple family: One parent working,Economically active: In employment: Employee (including full-time students),4653
2011,E09000028,Couple family: One parent working,Economically active: In employment: Self-employed (including full-time students),1261
2011,E09000028,Couple family: One parent working,Economically active: Unemployed (including full-time students),1296
2011,E09000028,Couple family: One parent working,Economically inactive: Retired,122
2011,E09000028,Couple family: One parent working,Economically inactive: Student (including full-time students),471
2011,E09000028,Couple family: One parent working,Economically inactive: Looking after home or family,3010
2011,E09000028,Couple family: One parent working,Economically inactive: Long-term sick or disabled,305
2011,E09000028,Couple family: One parent working,Economically inactive: Other,684
2011,E09000028,Couple family: No parents working,Economically active: In employment: Employee (including full-time students),0
2011,E09000028,Couple family: No parents working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000028,Couple family: No parents working,Economically active: Unemployed (including full-time students),786
2011,E09000028,Couple family: No parents working,Economically inactive: Retired,187
2011,E09000028,Couple family: No parents working,Economically inactive: Student (including full-time students),309
2011,E09000028,Couple family: No parents working,Economically inactive: Looking after home or family,974
2011,E09000028,Couple family: No parents working,Economically inactive: Long-term sick or disabled,627
2011,E09000028,Couple family: No parents working,Economically inactive: Other,559
2011,E09000028,Lone parent family: Parent working,Economically active: In employment: Employee (including full-time students),7622
2011,E09000028,Lone parent family: Parent working,Economically active: In employment: Self-employed (including full-time students),845
2011,E09000028,Lone parent family: Parent working,Economically active: Unemployed (including full-time students),0
2011,E09000028,Lone parent family: Parent working,Economically inactive: Retired,0
2011,E09000028,Lone parent family: Parent working,Economically inactive: Student (including full-time students),0
2011,E09000028,Lone parent family: Parent working,Economically inactive: Looking after home or family,0
2011,E09000028,Lone parent family: Parent working,Economically inactive: Long-term sick or disabled,0
2011,E09000028,Lone parent family: Parent working,Economically inactive: Other,0
2011,E09000028,Lone parent family: Parent not working,Economically active: In employment: Employee (including full-time students),0
2011,E09000028,Lone parent family: Parent not working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000028,Lone parent family: Parent not working,Economically active: Unemployed (including full-time students),1873
2011,E09000028,Lone parent family: Parent not working,Economically inactive: Retired,257
2011,E09000028,Lone parent family: Parent not working,Economically inactive: Student (including full-time students),789
2011,E09000028,Lone parent family: Parent not working,Economically inactive: Looking after home or family,2194
2011,E09000028,Lone parent family: Parent not working,Economically inactive: Long-term sick or disabled,926
2011,E09000028,Lone parent family: Parent not working,Economically inactive: Other,897
2011,E09000030,Couple family: Both parents working,Economically active: In employment: Employee (including full-time students),8697
2011,E09000030,Couple family: Both parents working,Economically active: In employment: Self-employed (including full-time students),1795
2011,E09000030,Couple family: Both parents working,Economically active: Unemployed (including full-time students),0
2011,E09000030,Couple family: Both parents working,Economically inactive: Retired,0
2011,E09000030,Couple family: Both parents working,Economically inactive: Student (including full-time students),0
2011,E09000030,Couple family: Both parents working,Economically inactive: Looking after home or family,0
2011,E09000030,Couple family: Both parents working,Economically inactive: Long-term sick or disabled,0
2011,E09000030,Couple family: Both parents working,Economically inactive: Other,0
2011,E09000030,Couple family: One parent working,Economically active: In employment: Employee (including full-time students),6713
2011,E09000030,Couple family: One parent working,Economically active: In employment: Self-employed (including full-time students),1692
2011,E09000030,Couple family: One parent working,Economically active: Unemployed (including full-time students),1114
2011,E09000030,Couple family: One parent working,Economically inactive: Retired,63
2011,E09000030,Couple family: One parent working,Economically inactive: Student (including full-time students),346
2011,E09000030,Couple family: One parent working,Economically inactive: Looking after home or family,5545
2011,E09000030,Couple family: One parent working,Economically inactive: Long-term sick or disabled,260
2011,E09000030,Couple family: One parent working,Economically inactive: Other,1067
2011,E09000030,Couple family: No parents working,Economically active: In employment: Employee (including full-time students),0
2011,E09000030,Couple family: No parents working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000030,Couple family: No parents working,Economically active: Unemployed (including full-time students),1779
2011,E09000030,Couple family: No parents working,Economically inactive: Retired,687
2011,E09000030,Couple family: No parents working,Economically inactive: Student (including full-time students),225
2011,E09000030,Couple family: No parents working,Economically inactive: Looking after home or family,3034
2011,E09000030,Couple family: No parents working,Economically inactive: Long-term sick or disabled,1434
2011,E09000030,Couple family: No parents working,Economically inactive: Other,1304
2011,E09000030,Lone parent family: Parent working,Economically active: In employment: Employee (including full-time students),3123
2011,E09000030,Lone parent family: Parent working,Economically active: In employment: Self-employed (including full-time students),368
2011,E09000030,Lone parent family: Parent working,Economically active: Unemployed (including full-time students),0
2011,E09000030,Lone parent family: Parent working,Economically inactive: Retired,0
2011,E09000030,Lone parent family: Parent working,Economically inactive: Student (including full-time students),0
2011,E09000030,Lone parent family: Parent working,Economically inactive: Looking after home or family,0
2011,E09000030,Lone parent family: Parent working,Economically inactive: Long-term sick or disabled,0
2011,E09000030,Lone parent family: Parent working,Economically inactive: Other,0
2011,E09000030,Lone parent family: Parent not working,Economically active: In employment: Employee (including full-time students),0
2011,E09000030,Lone parent family: Parent not working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000030,Lone parent family: Parent not working,Economically active: Unemployed (including full-time students),1251
2011,E09000030,Lone parent family: Parent not working,Economically inactive: Retired,212
2011,E09000030,Lone parent family: Parent not working,Economically inactive: Student (including full-time students),390
2011,E09000030,Lone parent family: Parent not working,Economically inactive: Looking after home or family,2325
2011,E09000030,Lone parent family: Parent not working,Economically inactive: Long-term sick or disabled,766
2011,E09000030,Lone parent family: Parent not working,Economically inactive: Other,793
2011,E09000032,Couple family: Both parents working,Economically active: In employment: Employee (including full-time students),19426
2011,E09000032,Couple family: Both parents working,Economically active: In employment: Self-employed (including full-time students),5940
2011,E09000032,Couple family: Both parents working,Economically active: Unemployed (including full-time students),0
2011,E09000032,Couple family: Both parents working,Economically inactive: Retired,0
2011,E09000032,Couple family: Both parents working,Economically inactive: Student (including full-time students),0
2011,E09000032,Couple family: Both parents working,Economically inactive: Looking after home or family,0
2011,E09000032,Couple family: Both parents working,Economically inactive: Long-term sick or disabled,0
2011,E09000032,Couple family: Both parents working,Economically inactive: Other,0
2011,E09000032,Couple family: One parent working,Economically active: In employment: Employee (including full-time students),6035
2011,E09000032,Couple family: One parent working,Economically active: In employment: Self-employed (including full-time students),2027
2011,E09000032,Couple family: One parent working,Economically active: Unemployed (including full-time students),906
2011,E09000032,Couple family: One parent working,Economically inactive: Retired,146
2011,E09000032,Couple family: One parent working,Economically inactive: Student (including full-time students),384
2011,E09000032,Couple family: One parent working,Economically inactive: Looking after home or family,5734
2011,E09000032,Couple family: One parent working,Economically inactive: Long-term sick or disabled,220
2011,E09000032,Couple family: One parent working,Economically inactive: Other,654
2011,E09000032,Couple family: No parents working,Economically active: In employment: Employee (including full-time students),0
2011,E09000032,Couple family: No parents working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000032,Couple family: No parents working,Economically active: Unemployed (including full-time students),495
2011,E09000032,Couple family: No parents working,Economically inactive: Retired,232
2011,E09000032,Couple family: No parents working,Economically inactive: Student (including full-time students),130
2011,E09000032,Couple family: No parents working,Economically inactive: Looking after home or family,768
2011,E09000032,Couple family: No parents working,Economically inactive: Long-term sick or disabled,424
2011,E09000032,Couple family: No parents working,Economically inactive: Other,378
2011,E09000032,Lone parent family: Parent working,Economically active: In employment: Employee (including full-time students),4352
2011,E09000032,Lone parent family: Parent working,Economically active: In employment: Self-employed (including full-time students),768
2011,E09000032,Lone parent family: Parent working,Economically active: Unemployed (including full-time students),0
2011,E09000032,Lone parent family: Parent working,Economically inactive: Retired,0
2011,E09000032,Lone parent family: Parent working,Economically inactive: Student (including full-time students),0
2011,E09000032,Lone parent family: Parent working,Economically inactive: Looking after home or family,0
2011,E09000032,Lone parent family: Parent working,Economically inactive: Long-term sick or disabled,0
2011,E09000032,Lone parent family: Parent working,Economically inactive: Other,0
2011,E09000032,Lone parent family: Parent not working,Economically active: In employment: Employee (including full-time students),0
2011,E09000032,Lone parent family: Parent not working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000032,Lone parent family: Parent not working,Economically active: Unemployed (including full-time students),1110
2011,E09000032,Lone parent family: Parent not working,Economically inactive: Retired,133
2011,E09000032,Lone parent family: Parent not working,Economically inactive: Student (including full-time students),508
2011,E09000032,Lone parent family: Parent not working,Economically inactive: Looking after home or family,1641
2011,E09000032,Lone parent family: Parent not working,Economically inactive: Long-term sick or disabled,552
2011,E09000032,Lone parent family: Parent not working,Economically inactive: Other,560
2011,E09000033,Couple family: Both parents working,Economically active: In employment: Employee (including full-time students),7955
2011,E09000033,Couple family: Both parents working,Economically active: In employment: Self-employed (including full-time students),2693
2011,E09000033,Couple family: Both parents working,Economically active: Unemployed (including full-time students),0
2011,E09000033,Couple family: Both parents working,Economically inactive: Retired,0
2011,E09000033,Couple family: Both parents working,Economically inactive: Student (including full-time students),0
2011,E09000033,Couple family: Both parents working,Economically inactive: Looking after home or family,0
2011,E09000033,Couple family: Both parents working,Economically inactive: Long-term sick or disabled,0
2011,E09000033,Couple family: Both parents working,Economically inactive: Other,0
2011,E09000033,Couple family: One parent working,Economically active: In employment: Employee (including full-time students),4401
2011,E09000033,Couple family: One parent working,Economically active: In employment: Self-employed (including full-time students),1299
2011,E09000033,Couple family: One parent working,Economically active: Unemployed (including full-time students),560
2011,E09000033,Couple family: One parent working,Economically inactive: Retired,121
2011,E09000033,Couple family: One parent working,Economically inactive: Student (including full-time students),308
2011,E09000033,Couple family: One parent working,Economically inactive: Looking after home or family,3815
2011,E09000033,Couple family: One parent working,Economically inactive: Long-term sick or disabled,218
2011,E09000033,Couple family: One parent working,Economically inactive: Other,668
2011,E09000033,Couple family: No parents working,Economically active: In employment: Employee (including full-time students),0
2011,E09000033,Couple family: No parents working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000033,Couple family: No parents working,Economically active: Unemployed (including full-time students),470
2011,E09000033,Couple family: No parents working,Economically inactive: Retired,285
2011,E09000033,Couple family: No parents working,Economically inactive: Student (including full-time students),209
2011,E09000033,Couple family: No parents working,Economically inactive: Looking after home or family,1189
2011,E09000033,Couple family: No parents working,Economically inactive: Long-term sick or disabled,864
2011,E09000033,Couple family: No parents working,Economically inactive: Other,595
2011,E09000033,Lone parent family: Parent working,Economically active: In employment: Employee (including full-time students),2535
2011,E09000033,Lone parent family: Parent working,Economically active: In employment: Self-employed (including full-time students),552
2011,E09000033,Lone parent family: Parent working,Economically active: Unemployed (including full-time students),0
2011,E09000033,Lone parent family: Parent working,Economically inactive: Retired,0
2011,E09000033,Lone parent family: Parent working,Economically inactive: Student (including full-time students),0
2011,E09000033,Lone parent family: Parent working,Economically inactive: Looking after home or family,0
2011,E09000033,Lone parent family: Parent working,Economically inactive: Long-term sick or disabled,0
2011,E09000033,Lone parent family: Parent working,Economically inactive: Other,0
2011,E09000033,Lone parent family: Parent not working,Economically active: In employment: Employee (including full-time students),0
2011,E09000033,Lone parent family: Parent not working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000033,Lone parent family: Parent not working,Economically active: Unemployed (including full-time students),730
2011,E09000033,Lone parent family: Parent not working,Economically inactive: Retired,95
2011,E09000033,Lone parent family: Parent not working,Economically inactive: Student (including full-time students),384
2011,E09000033,Lone parent family: Parent not working,Economically inactive: Looking after home or family,1549
2011,E09000033,Lone parent family: Parent not working,Economically inactive: Long-term sick or disabled,800
2011,E09000033,Lone parent family: Parent not working,Economically inactive: Other,534
2011,E09000002,Couple family: Both parents working,Economically active: In employment: Employee (including full-time students),14489
2011,E09000002,Couple family: Both parents working,Economically active: In employment: Self-employed (including full-time students),2903
2011,E09000002,Couple family: Both parents working,Economically active: Unemployed (including full-time students),0
2011,E09000002,Couple family: Both parents working,Economically inactive: Retired,0
2011,E09000002,Couple family: Both parents working,Economically inactive: Student (including full-time students),0
2011,E09000002,Couple family: Both parents working,Economically inactive: Looking after home or family,0
2011,E09000002,Couple family: Both parents working,Economically inactive: Long-term sick or disabled,0
2011,E09000002,Couple family: Both parents working,Economically inactive: Other,0
2011,E09000002,Couple family: One parent working,Economically active: In employment: Employee (including full-time students),4806
2011,E09000002,Couple family: One parent working,Economically active: In employment: Self-employed (including full-time students),1608
2011,E09000002,Couple family: One parent working,Economically active: Unemployed (including full-time students),1321
2011,E09000002,Couple family: One parent working,Economically inactive: Retired,56
2011,E09000002,Couple family: One parent working,Economically inactive: Student (including full-time students),365
2011,E09000002,Couple family: One parent working,Economically inactive: Looking after home or family,3598
2011,E09000002,Couple family: One parent working,Economically inactive: Long-term sick or disabled,346
2011,E09000002,Couple family: One parent working,Economically inactive: Other,723
2011,E09000002,Couple family: No parents working,Economically active: In employment: Employee (including full-time students),0
2011,E09000002,Couple family: No parents working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000002,Couple family: No parents working,Economically active: Unemployed (including full-time students),928
2011,E09000002,Couple family: No parents working,Economically inactive: Retired,133
2011,E09000002,Couple family: No parents working,Economically inactive: Student (including full-time students),189
2011,E09000002,Couple family: No parents working,Economically inactive: Looking after home or family,1195
2011,E09000002,Couple family: No parents working,Economically inactive: Long-term sick or disabled,644
2011,E09000002,Couple family: No parents working,Economically inactive: Other,539
2011,E09000002,Lone parent family: Parent working,Economically active: In employment: Employee (including full-time students),4990
2011,E09000002,Lone parent family: Parent working,Economically active: In employment: Self-employed (including full-time students),737
2011,E09000002,Lone parent family: Parent working,Economically active: Unemployed (including full-time students),0
2011,E09000002,Lone parent family: Parent working,Economically inactive: Retired,0
2011,E09000002,Lone parent family: Parent working,Economically inactive: Student (including full-time students),0
2011,E09000002,Lone parent family: Parent working,Economically inactive: Looking after home or family,0
2011,E09000002,Lone parent family: Parent working,Economically inactive: Long-term sick or disabled,0
2011,E09000002,Lone parent family: Parent working,Economically inactive: Other,0
2011,E09000002,Lone parent family: Parent not working,Economically active: In employment: Employee (including full-time students),0
2011,E09000002,Lone parent family: Parent not working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000002,Lone parent family: Parent not working,Economically active: Unemployed (including full-time students),1555
2011,E09000002,Lone parent family: Parent not working,Economically inactive: Retired,173
2011,E09000002,Lone parent family: Parent not working,Economically inactive: Student (including full-time students),567
2011,E09000002,Lone parent family: Parent not working,Economically inactive: Looking after home or family,2622
2011,E09000002,Lone parent family: Parent not working,Economically inactive: Long-term sick or disabled,690
2011,E09000002,Lone parent family: Parent not working,Economically inactive: Other,751
2011,E09000003,Couple family: Both parents working,Economically active: In employment: Employee (including full-time students),29127
2011,E09000003,Couple family: Both parents working,Economically active: In employment: Self-employed (including full-time students),10365
2011,E09000003,Couple family: Both parents working,Economically active: Unemployed (including full-time students),0
2011,E09000003,Couple family: Both parents working,Economically inactive: Retired,0
2011,E09000003,Couple family: Both parents working,Economically inactive: Student (including full-time students),0
2011,E09000003,Couple family: Both parents working,Economically inactive: Looking after home or family,0
2011,E09000003,Couple family: Both parents working,Economically inactive: Long-term sick or disabled,0
2011,E09000003,Couple family: Both parents working,Economically inactive: Other,0
2011,E09000003,Couple family: One parent working,Economically active: In employment: Employee (including full-time students),7919
2011,E09000003,Couple family: One parent working,Economically active: In employment: Self-employed (including full-time students),3472
2011,E09000003,Couple family: One parent working,Economically active: Unemployed (including full-time students),1446
2011,E09000003,Couple family: One parent working,Economically inactive: Retired,209
2011,E09000003,Couple family: One parent working,Economically inactive: Student (including full-time students),691
2011,E09000003,Couple family: One parent working,Economically inactive: Looking after home or family,7499
2011,E09000003,Couple family: One parent working,Economically inactive: Long-term sick or disabled,385
2011,E09000003,Couple family: One parent working,Economically inactive: Other,1140
2011,E09000003,Couple family: No parents working,Economically active: In employment: Employee (including full-time students),0
2011,E09000003,Couple family: No parents working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000003,Couple family: No parents working,Economically active: Unemployed (including full-time students),804
2011,E09000003,Couple family: No parents working,Economically inactive: Retired,314
2011,E09000003,Couple family: No parents working,Economically inactive: Student (including full-time students),324
2011,E09000003,Couple family: No parents working,Economically inactive: Looking after home or family,1200
2011,E09000003,Couple family: No parents working,Economically inactive: Long-term sick or disabled,641
2011,E09000003,Couple family: No parents working,Economically inactive: Other,579
2011,E09000003,Lone parent family: Parent working,Economically active: In employment: Employee (including full-time students),5449
2011,E09000003,Lone parent family: Parent working,Economically active: In employment: Self-employed (including full-time students),1309
2011,E09000003,Lone parent family: Parent working,Economically active: Unemployed (including full-time students),0
2011,E09000003,Lone parent family: Parent working,Economically inactive: Retired,0
2011,E09000003,Lone parent family: Parent working,Economically inactive: Student (including full-time students),0
2011,E09000003,Lone parent family: Parent working,Economically inactive: Looking after home or family,0
2011,E09000003,Lone parent family: Parent working,Economically inactive: Long-term sick or disabled,0
2011,E09000003,Lone parent family: Parent working,Economically inactive: Other,0
2011,E09000003,Lone parent family: Parent not working,Economically active: In employment: Employee (including full-time students),0
2011,E09000003,Lone parent family: Parent not working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000003,Lone parent family: Parent not working,Economically active: Unemployed (including full-time students),1360
2011,E09000003,Lone parent family: Parent not working,Economically inactive: Retired,159
2011,E09000003,Lone parent family: Parent not working,Economically inactive: Student (including full-time students),606
2011,E09000003,Lone parent family: Parent not working,Economically inactive: Looking after home or family,2052
2011,E09000003,Lone parent family: Parent not working,Economically inactive: Long-term sick or disabled,675
2011,E09000003,Lone parent family: Parent not working,Economically inactive: Other,709
2011,E09000004,Couple family: Both parents working,Economically active: In employment: Employee (including full-time students),24670
2011,E09000004,Couple family: Both parents working,Economically active: In employment: Self-employed (including full-time students),4888
2011,E09000004,Couple family: Both parents working,Economically active: Unemployed (including full-time students),0
2011,E09000004,Couple family: Both parents working,Economically inactive: Retired,0
2011,E09000004,Couple family: Both parents working,Economically inactive: Student (including full-time students),0
2011,E09000004,Couple family: Both parents working,Economically inactive: Looking after home or family,0
2011,E09000004,Couple family: Both parents working,Economically inactive: Long-term sick or disabled,0
2011,E09000004,Couple family: Both parents working,Economically inactive: Other,0
2011,E09000004,Couple family: One parent working,Economically active: In employment: Employee (including full-time students),4441
2011,E09000004,Couple family: One parent working,Economically active: In employment: Self-employed (including full-time students),1341
2011,E09000004,Couple family: One parent working,Economically active: Unemployed (including full-time students),1063
2011,E09000004,Couple family: One parent working,Economically inactive: Retired,160
2011,E09000004,Couple family: One parent working,Economically inactive: Student (including full-time students),270
2011,E09000004,Couple family: One parent working,Economically inactive: Looking after home or family,3538
2011,E09000004,Couple family: One parent working,Economically inactive: Long-term sick or disabled,310
2011,E09000004,Couple family: One parent working,Economically inactive: Other,431
2011,E09000004,Couple family: No parents working,Economically active: In employment: Employee (including full-time students),0
2011,E09000004,Couple family: No parents working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000004,Couple family: No parents working,Economically active: Unemployed (including full-time students),450
2011,E09000004,Couple family: No parents working,Economically inactive: Retired,147
2011,E09000004,Couple family: No parents working,Economically inactive: Student (including full-time students),81
2011,E09000004,Couple family: No parents working,Economically inactive: Looking after home or family,582
2011,E09000004,Couple family: No parents working,Economically inactive: Long-term sick or disabled,323
2011,E09000004,Couple family: No parents working,Economically inactive: Other,281
2011,E09000004,Lone parent family: Parent working,Economically active: In employment: Employee (including full-time students),4810
2011,E09000004,Lone parent family: Parent working,Economically active: In employment: Self-employed (including full-time students),592
2011,E09000004,Lone parent family: Parent working,Economically active: Unemployed (including full-time students),0
2011,E09000004,Lone parent family: Parent working,Economically inactive: Retired,0
2011,E09000004,Lone parent family: Parent working,Economically inactive: Student (including full-time students),0
2011,E09000004,Lone parent family: Parent working,Economically inactive: Looking after home or family,0
2011,E09000004,Lone parent family: Parent working,Economically inactive: Long-term sick or disabled,0
2011,E09000004,Lone parent family: Parent working,Economically inactive: Other,0
2011,E09000004,Lone parent family: Parent not working,Economically active: In employment: Employee (including full-time students),0
2011,E09000004,Lone parent family: Parent not working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000004,Lone parent family: Parent not working,Economically active: Unemployed (including full-time students),929
2011,E09000004,Lone parent family: Parent not working,Economically inactive: Retired,66
2011,E09000004,Lone parent family: Parent not working,Economically inactive: Student (including full-time students),251
2011,E09000004,Lone parent family: Parent not working,Economically inactive: Looking after home or family,1699
2011,E09000004,Lone parent family: Parent not working,Economically inactive: Long-term sick or disabled,423
2011,E09000004,Lone parent family: Parent not working,Economically inactive: Other,384
2011,E09000005,Couple family: Both parents working,Economically active: In employment: Employee (including full-time students),19548
2011,E09000005,Couple family: Both parents working,Economically active: In employment: Self-employed (including full-time students),6138
2011,E09000005,Couple family: Both parents working,Economically active: Unemployed (including full-time students),0
2011,E09000005,Couple family: Both parents working,Economically inactive: Retired,0
2011,E09000005,Couple family: Both parents working,Economically inactive: Student (including full-time students),0
2011,E09000005,Couple family: Both parents working,Economically inactive: Looking after home or family,0
2011,E09000005,Couple family: Both parents working,Economically inactive: Long-term sick or disabled,0
2011,E09000005,Couple family: Both parents working,Economically inactive: Other,0
2011,E09000005,Couple family: One parent working,Economically active: In employment: Employee (including full-time students),6816
2011,E09000005,Couple family: One parent working,Economically active: In employment: Self-employed (including full-time students),2946
2011,E09000005,Couple family: One parent working,Economically active: Unemployed (including full-time students),1570
2011,E09000005,Couple family: One parent working,Economically inactive: Retired,182
2011,E09000005,Couple family: One parent working,Economically inactive: Student (including full-time students),541
2011,E09000005,Couple family: One parent working,Economically inactive: Looking after home or family,5728
2011,E09000005,Couple family: One parent working,Economically inactive: Long-term sick or disabled,418
2011,E09000005,Couple family: One parent working,Economically inactive: Other,1302
2011,E09000005,Couple family: No parents working,Economically active: In employment: Employee (including full-time students),0
2011,E09000005,Couple family: No parents working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000005,Couple family: No parents working,Economically active: Unemployed (including full-time students),978
2011,E09000005,Couple family: No parents working,Economically inactive: Retired,454
2011,E09000005,Couple family: No parents working,Economically inactive: Student (including full-time students),310
2011,E09000005,Couple family: No parents working,Economically inactive: Looking after home or family,1474
2011,E09000005,Couple family: No parents working,Economically inactive: Long-term sick or disabled,876
2011,E09000005,Couple family: No parents working,Economically inactive: Other,872
2011,E09000005,Lone parent family: Parent working,Economically active: In employment: Employee (including full-time students),5989
2011,E09000005,Lone parent family: Parent working,Economically active: In employment: Self-employed (including full-time students),1175
2011,E09000005,Lone parent family: Parent working,Economically active: Unemployed (including full-time students),0
2011,E09000005,Lone parent family: Parent working,Economically inactive: Retired,0
2011,E09000005,Lone parent family: Parent working,Economically inactive: Student (including full-time students),0
2011,E09000005,Lone parent family: Parent working,Economically inactive: Looking after home or family,0
2011,E09000005,Lone parent family: Parent working,Economically inactive: Long-term sick or disabled,0
2011,E09000005,Lone parent family: Parent working,Economically inactive: Other,0
2011,E09000005,Lone parent family: Parent not working,Economically active: In employment: Employee (including full-time students),0
2011,E09000005,Lone parent family: Parent not working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000005,Lone parent family: Parent not working,Economically active: Unemployed (including full-time students),1470
2011,E09000005,Lone parent family: Parent not working,Economically inactive: Retired,212
2011,E09000005,Lone parent family: Parent not working,Economically inactive: Student (including full-time students),587
2011,E09000005,Lone parent family: Parent not working,Economically inactive: Looking after home or family,2081
2011,E09000005,Lone parent family: Parent not working,Economically inactive: Long-term sick or disabled,688
2011,E09000005,Lone parent family: Parent not working,Economically inactive: Other,793
2011,E09000006,Couple family: Both parents working,Economically active: In employment: Employee (including full-time students),31787
2011,E09000006,Couple family: Both parents working,Economically active: In employment: Self-employed (including full-time students),7677
2011,E09000006,Couple family: Both parents working,Economically active: Unemployed (including full-time students),0
2011,E09000006,Couple family: Both parents working,Economically inactive: Retired,0
2011,E09000006,Couple family: Both parents working,Economically inactive: Student (including full-time students),0
2011,E09000006,Couple family: Both parents working,Economically inactive: Looking after home or family,0
2011,E09000006,Couple family: Both parents working,Economically inactive: Long-term sick or disabled,0
2011,E09000006,Couple family: Both parents working,Economically inactive: Other,0
2011,E09000006,Couple family: One parent working,Economically active: In employment: Employee (including full-time students),6162
2011,E09000006,Couple family: One parent working,Economically active: In employment: Self-employed (including full-time students),1763
2011,E09000006,Couple family: One parent working,Economically active: Unemployed (including full-time students),1080
2011,E09000006,Couple family: One parent working,Economically inactive: Retired,223
2011,E09000006,Couple family: One parent working,Economically inactive: Student (including full-time students),315
2011,E09000006,Couple family: One parent working,Economically inactive: Looking after home or family,5452
2011,E09000006,Couple family: One parent working,Economically inactive: Long-term sick or disabled,305
2011,E09000006,Couple family: One parent working,Economically inactive: Other,540
2011,E09000006,Couple family: No parents working,Economically active: In employment: Employee (including full-time students),0
2011,E09000006,Couple family: No parents working,Economically active: In employment: Self-employed (including full-time students),0
2011,E09000006,Couple family: No parents working,Economically active: Unemployed (including full-time students),472
2011,E09000006,Couple family: No parents working,Economically inactive: Retired,199
2011,E09000006,Couple family: No parents working,Economically inactive: Student (including full-time students),92
2011,E09000006,Couple family: No parents working,Economically inactive: Looking after home or family,681
2011,E09000006,Couple family: No parents working,Economically inactive: Long-term sick or disabled,345
2011,E09000006,Couple family: No parents working,Economically inactive: Other,268
2011,E09000006,Lone parent family: Parent working,Economically active: In employment: Employee (including full-time students),5724
2011,E09000006,Lone parent family: Parent working,Economically active: In employment: Self-employed (including full-time students),873
2011,E09000006,Lone parent family: Parent working,Economically active: Unemployed (including full-time students),0
2011,E09000006,Lone parent family: Parent working,Economically inactive: Retired,0
