date,geography_code,c_dpcefamuk11_name,c_fmtfamuk11_name,obs_value
2011,E09000032,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,401
2011,E09000032,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,3452
2011,E09000032,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),3740
2011,E09000032,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,273
2011,E09000032,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),249
2011,E09000032,All children in family non-dependent,Couple family: Cohabiting: Step-family,100
2011,E09000032,All children in family non-dependent,Lone parent family: Male parent,809
2011,E09000032,All children in family non-dependent,Lone parent family: Female parent,4499
2011,E09000033,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),12879
2011,E09000033,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000033,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),8206
2011,E09000033,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000033,Families with no children,Lone parent family: Male parent,0
2011,E09000033,Families with no children,Lone parent family: Female parent,0
2011,E09000033,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),8447
2011,E09000033,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,339
2011,E09000033,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),1001
2011,E09000033,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,97
2011,E09000033,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,397
2011,E09000033,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,3940
2011,E09000033,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),2532
2011,E09000033,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,187
2011,E09000033,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),182
2011,E09000033,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,48
2011,E09000033,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,294
2011,E09000033,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,2555
2011,E09000033,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),2495
2011,E09000033,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,246
2011,E09000033,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),176
2011,E09000033,All children in family non-dependent,Couple family: Cohabiting: Step-family,68
2011,E09000033,All children in family non-dependent,Lone parent family: Male parent,727
2011,E09000033,All children in family non-dependent,Lone parent family: Female parent,3414
2011,E09000002,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),8919
2011,E09000002,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000002,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),2976
2011,E09000002,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000002,Families with no children,Lone parent family: Male parent,0
2011,E09000002,Families with no children,Lone parent family: Female parent,0
2011,E09000002,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),8902
2011,E09000002,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,673
2011,E09000002,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),2281
2011,E09000002,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,448
2011,E09000002,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,690
2011,E09000002,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,7526
2011,E09000002,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),3550
2011,E09000002,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,390
2011,E09000002,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),500
2011,E09000002,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,185
2011,E09000002,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,527
2011,E09000002,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,3350
2011,E09000002,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),3759
2011,E09000002,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,357
2011,E09000002,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),292
2011,E09000002,All children in family non-dependent,Couple family: Cohabiting: Step-family,115
2011,E09000002,All children in family non-dependent,Lone parent family: Male parent,769
2011,E09000002,All children in family non-dependent,Lone parent family: Female parent,3187
2011,E09000003,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),22988
2011,E09000003,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000003,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),7658
2011,E09000003,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000003,Families with no children,Lone parent family: Male parent,0
2011,E09000003,Families with no children,Lone parent family: Female parent,0
2011,E09000003,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),19447
2011,E09000003,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,718
2011,E09000003,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),2348
2011,E09000003,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,293
2011,E09000003,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,493
2011,E09000003,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,6515
2011,E09000003,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),8980
2011,E09000003,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,483
2011,E09000003,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),650
2011,E09000003,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,155
2011,E09000003,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,641
2011,E09000003,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,4683
2011,E09000003,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),8784
2011,E09000003,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,519
2011,E09000003,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),384
2011,E09000003,All children in family non-dependent,Couple family: Cohabiting: Step-family,131
2011,E09000003,All children in family non-dependent,Lone parent family: Male parent,1219
2011,E09000003,All children in family non-dependent,Lone parent family: Female parent,5704
2011,E09000004,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),17996
2011,E09000004,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000004,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),4781
2011,E09000004,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000004,Families with no children,Lone parent family: Male parent,0
2011,E09000004,Families with no children,Lone parent family: Female parent,0
2011,E09000004,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),9469
2011,E09000004,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,760
2011,E09000004,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),2915
2011,E09000004,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,478
2011,E09000004,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,368
2011,E09000004,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,4998
2011,E09000004,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),6301
2011,E09000004,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,578
2011,E09000004,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),751
2011,E09000004,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,244
2011,E09000004,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,513
2011,E09000004,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,3284
2011,E09000004,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),6842
2011,E09000004,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,626
2011,E09000004,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),430
2011,E09000004,All children in family non-dependent,Couple family: Cohabiting: Step-family,189
2011,E09000004,All children in family non-dependent,Lone parent family: Male parent,1001
2011,E09000004,All children in family non-dependent,Lone parent family: Female parent,3579
2011,E09000005,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),15846
2011,E09000005,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000005,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),6244
2011,E09000005,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000005,Families with no children,Lone parent family: Male parent,0
2011,E09000005,Families with no children,Lone parent family: Female parent,0
2011,E09000005,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),14790
2011,E09000005,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,729
2011,E09000005,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),1859
2011,E09000005,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,253
2011,E09000005,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,737
2011,E09000005,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,7242
2011,E09000005,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),6436
2011,E09000005,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,415
2011,E09000005,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),495
2011,E09000005,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,115
2011,E09000005,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,650
2011,E09000005,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,4378
2011,E09000005,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),8317
2011,E09000005,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,458
2011,E09000005,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),328
2011,E09000005,All children in family non-dependent,Couple family: Cohabiting: Step-family,89
2011,E09000005,All children in family non-dependent,Lone parent family: Male parent,1271
2011,E09000005,All children in family non-dependent,Lone parent family: Female parent,6043
2011,E09000006,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),26046
2011,E09000006,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000006,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),7679
2011,E09000006,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000006,Families with no children,Lone parent family: Male parent,0
2011,E09000006,Families with no children,Lone parent family: Female parent,0
2011,E09000006,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),14188
2011,E09000006,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,841
2011,E09000006,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),3282
2011,E09000006,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,488
2011,E09000006,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,479
2011,E09000006,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,5831
2011,E09000006,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),8131
2011,E09000006,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,629
2011,E09000006,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),853
2011,E09000006,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,276
2011,E09000006,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,543
2011,E09000006,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,4128
2011,E09000006,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),7979
2011,E09000006,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,677
2011,E09000006,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),487
2011,E09000006,All children in family non-dependent,Couple family: Cohabiting: Step-family,165
2011,E09000006,All children in family non-dependent,Lone parent family: Male parent,1092
2011,E09000006,All children in family non-dependent,Lone parent family: Female parent,4424
2011,E09000008,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),22272
2011,E09000008,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000008,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),7605
2011,E09000008,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000008,Families with no children,Lone parent family: Male parent,0
2011,E09000008,Families with no children,Lone parent family: Female parent,0
2011,E09000008,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),15617
2011,E09000008,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,1023
2011,E09000008,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),3627
2011,E09000008,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,649
2011,E09000008,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,1121
2011,E09000008,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,11601
2011,E09000008,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),8072
2011,E09000008,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,737
2011,E09000008,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),977
2011,E09000008,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,313
2011,E09000008,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,911
2011,E09000008,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,6310
2011,E09000008,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),8596
2011,E09000008,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,776
2011,E09000008,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),628
2011,E09000008,All children in family non-dependent,Couple family: Cohabiting: Step-family,205
2011,E09000008,All children in family non-dependent,Lone parent family: Male parent,1397
2011,E09000008,All children in family non-dependent,Lone parent family: Female parent,6419
2011,E09000009,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),18435
2011,E09000009,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000009,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),8000
2011,E09000009,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000009,Families with no children,Lone parent family: Male parent,0
2011,E09000009,Families with no children,Lone parent family: Female parent,0
2011,E09000009,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),17951
2011,E09000009,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,750
2011,E09000009,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),2330
2011,E09000009,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,314
2011,E09000009,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,648
2011,E09000009,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,6948
2011,E09000009,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),7379
2011,E09000009,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,408
2011,E09000009,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),548
2011,E09000009,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,137
2011,E09000009,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,540
2011,E09000009,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,4273
2011,E09000009,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),8133
2011,E09000009,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,500
2011,E09000009,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),370
2011,E09000009,All children in family non-dependent,Couple family: Cohabiting: Step-family,119
2011,E09000009,All children in family non-dependent,Lone parent family: Male parent,1270
2011,E09000009,All children in family non-dependent,Lone parent family: Female parent,5747
2011,E09000010,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),17930
2011,E09000010,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000010,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),5555
2011,E09000010,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000010,Families with no children,Lone parent family: Male parent,0
2011,E09000010,Families with no children,Lone parent family: Female parent,0
2011,E09000010,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),14681
2011,E09000010,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,686
2011,E09000010,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),2688
2011,E09000010,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,351
2011,E09000010,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,760
2011,E09000010,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,9904
2011,E09000010,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),7466
2011,E09000010,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,495
2011,E09000010,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),737
2011,E09000010,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,190
2011,E09000010,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,734
2011,E09000010,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,5332
2011,E09000010,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),8472
2011,E09000010,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,569
2011,E09000010,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),415
2011,E09000010,All children in family non-dependent,Couple family: Cohabiting: Step-family,150
2011,E09000010,All children in family non-dependent,Lone parent family: Male parent,1242
2011,E09000010,All children in family non-dependent,Lone parent family: Female parent,5748
2011,E09000011,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),14020
2011,E09000011,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000011,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),6684
2011,E09000011,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000011,Families with no children,Lone parent family: Male parent,0
2011,E09000011,Families with no children,Lone parent family: Female parent,0
2011,E09000011,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),10917
2011,E09000011,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,761
2011,E09000011,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),3039
2011,E09000011,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,593
2011,E09000011,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,759
2011,E09000011,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,7419
2011,E09000011,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),4165
2011,E09000011,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,439
2011,E09000011,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),675
2011,E09000011,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,204
2011,E09000011,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,665
2011,E09000011,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,4287
2011,E09000011,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),4617
2011,E09000011,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,476
2011,E09000011,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),403
2011,E09000011,All children in family non-dependent,Couple family: Cohabiting: Step-family,140
2011,E09000011,All children in family non-dependent,Lone parent family: Male parent,998
2011,E09000011,All children in family non-dependent,Lone parent family: Female parent,4031
2011,E09000015,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),17400
2011,E09000015,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000015,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),3308
2011,E09000015,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000015,Families with no children,Lone parent family: Male parent,0
2011,E09000015,Families with no children,Lone parent family: Female parent,0
2011,E09000015,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),13666
2011,E09000015,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,542
2011,E09000015,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),1121
2011,E09000015,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,142
2011,E09000015,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,360
2011,E09000015,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,3556
2011,E09000015,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),7343
2011,E09000015,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,347
2011,E09000015,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),395
2011,E09000015,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,93
2011,E09000015,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,386
2011,E09000015,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,2829
2011,E09000015,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),8301
2011,E09000015,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,338
2011,E09000015,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),253
2011,E09000015,All children in family non-dependent,Couple family: Cohabiting: Step-family,72
2011,E09000015,All children in family non-dependent,Lone parent family: Male parent,867
2011,E09000015,All children in family non-dependent,Lone parent family: Female parent,3865
2011,E09000016,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),20204
2011,E09000016,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000016,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),4993
2011,E09000016,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000016,Families with no children,Lone parent family: Male parent,0
2011,E09000016,Families with no children,Lone parent family: Female parent,0
2011,E09000016,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),9077
2011,E09000016,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,695
2011,E09000016,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),2608
2011,E09000016,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,481
2011,E09000016,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,326
2011,E09000016,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,4576
2011,E09000016,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),6414
2011,E09000016,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,565
2011,E09000016,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),732
2011,E09000016,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,281
2011,E09000016,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,444
2011,E09000016,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,3028
2011,E09000016,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),7915
2011,E09000016,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,596
2011,E09000016,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),456
2011,E09000016,All children in family non-dependent,Couple family: Cohabiting: Step-family,160
2011,E09000016,All children in family non-dependent,Lone parent family: Male parent,1003
2011,E09000016,All children in family non-dependent,Lone parent family: Female parent,3761
2011,E09000017,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),18311
2011,E09000017,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000017,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),5300
2011,E09000017,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000017,Families with no children,Lone parent family: Male parent,0
2011,E09000017,Families with no children,Lone parent family: Female parent,0
2011,E09000017,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),13713
2011,E09000017,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,742
2011,E09000017,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),2418
