date,geography_code,c_hhchuk11_name,c_ethhuk11_name,obs_value
2011,E09000001,Other household types: Other,Mixed/multiple ethnic group: White and Black African,1
2011,E09000001,Other household types: Other,Mixed/multiple ethnic group: White and Asian,7
2011,E09000001,Other household types: Other,Mixed/multiple ethnic group: Other Mixed,4
2011,E09000001,Other household types: Other,Asian/Asian British: Indian,21
2011,E09000001,Other household types: Other,Asian/Asian British: Pakistani,1
2011,E09000001,Other household types: Other,Asian/Asian British: Bangladeshi,1
2011,E09000001,Other household types: Other,Asian/Asian British: Chinese,25
2011,E09000001,Other household types: Other,Asian/Asian British: Other Asian,15
2011,E09000001,Other household types: Other,Black/African/Caribbean/Black British: African,4
2011,E09000001,Other household types: Other,Black/African/Caribbean/Black British: Caribbean,2
2011,E09000001,Other household types: Other,Black/African/Caribbean/Black British: Other Black,0
2011,E09000001,Other household types: Other,Other ethnic group: Arab,4
2011,E09000001,Other household types: Other,Other ethnic group: Any other ethnic group,3
2011,E09000012,One person household: Aged 65 and over,White: English/Welsh/Scottish/Northern Irish/British,3552
2011,E09000012,One person household: Aged 65 and over,White: Irish,485
2011,E09000012,One person household: Aged 65 and over,White: Gypsy or Irish Traveller,3
2011,E09000012,One person household: Aged 65 and over,White: Other White,559
2011,E09000012,One person household: Aged 65 and over,Mixed/multiple ethnic group: White and Black Caribbean,149
2011,E09000012,One person household: Aged 65 and over,Mixed/multiple ethnic group: White and Black African,36
2011,E09000012,One person household: Aged 65 and over,Mixed/multiple ethnic group: White and Asian,40
2011,E09000012,One person household: Aged 65 and over,Mixed/multiple ethnic group: Other Mixed,72
2011,E09000012,One person household: Aged 65 and over,Asian/Asian British: Indian,93
2011,E09000012,One person household: Aged 65 and over,Asian/Asian British: Pakistani,16
2011,E09000012,One person household: Aged 65 and over,Asian/Asian British: Bangladeshi,24
2011,E09000012,One person household: Aged 65 and over,Asian/Asian British: Chinese,47
2011,E09000012,One person household: Aged 65 and over,Asian/Asian British: Other Asian,97
2011,E09000012,One person household: Aged 65 and over,Black/African/Caribbean/Black British: African,336
2011,E09000012,One person household: Aged 65 and over,Black/African/Caribbean/Black British: Caribbean,1542
2011,E09000012,One person household: Aged 65 and over,Black/African/Caribbean/Black British: Other Black,169
2011,E09000012,One person household: Aged 65 and over,Other ethnic group: Arab,25
2011,E09000012,One person household: Aged 65 and over,Other ethnic group: Any other ethnic group,176
2011,E09000012,One person household: Other,White: English/Welsh/Scottish/Northern Irish/British,10889
2011,E09000012,One person household: Other,White: Irish,892
2011,E09000012,One person household: Other,White: Gypsy or Irish Traveller,40
2011,E09000012,One person household: Other,White: Other White,4158
2011,E09000012,One person household: Other,Mixed/multiple ethnic group: White and Black Caribbean,787
2011,E09000012,One person household: Other,Mixed/multiple ethnic group: White and Black African,449
2011,E09000012,One person household: Other,Mixed/multiple ethnic group: White and Asian,398
2011,E09000012,One person household: Other,Mixed/multiple ethnic group: Other Mixed,623
2011,E09000012,One person household: Other,Asian/Asian British: Indian,397
2011,E09000012,One person household: Other,Asian/Asian British: Pakistani,114
2011,E09000012,One person household: Other,Asian/Asian British: Bangladeshi,128
2011,E09000012,One person household: Other,Asian/Asian British: Chinese,420
2011,E09000012,One person household: Other,Asian/Asian British: Other Asian,742
2011,E09000012,One person household: Other,Black/African/Caribbean/Black British: African,2400
2011,E09000012,One person household: Other,Black/African/Caribbean/Black British: Caribbean,3030
2011,E09000012,One person household: Other,Black/African/Caribbean/Black British: Other Black,1564
2011,E09000012,One person household: Other,Other ethnic group: Arab,222
2011,E09000012,One person household: Other,Other ethnic group: Any other ethnic group,961
2011,E09000012,One family only: All aged 65 and over,White: English/Welsh/Scottish/Northern Irish/British,759
2011,E09000012,One family only: All aged 65 and over,White: Irish,78
2011,E09000012,One family only: All aged 65 and over,White: Gypsy or Irish Traveller,1
2011,E09000012,One family only: All aged 65 and over,White: Other White,181
2011,E09000012,One family only: All aged 65 and over,Mixed/multiple ethnic group: White and Black Caribbean,9
2011,E09000012,One family only: All aged 65 and over,Mixed/multiple ethnic group: White and Black African,6
2011,E09000012,One family only: All aged 65 and over,Mixed/multiple ethnic group: White and Asian,3
2011,E09000012,One family only: All aged 65 and over,Mixed/multiple ethnic group: Other Mixed,14
2011,E09000012,One family only: All aged 65 and over,Asian/Asian British: Indian,32
2011,E09000012,One family only: All aged 65 and over,Asian/Asian British: Pakistani,7
2011,E09000012,One family only: All aged 65 and over,Asian/Asian British: Bangladeshi,6
2011,E09000012,One family only: All aged 65 and over,Asian/Asian British: Chinese,7
2011,E09000012,One family only: All aged 65 and over,Asian/Asian British: Other Asian,23
2011,E09000012,One family only: All aged 65 and over,Black/African/Caribbean/Black British: African,48
2011,E09000012,One family only: All aged 65 and over,Black/African/Caribbean/Black British: Caribbean,211
2011,E09000012,One family only: All aged 65 and over,Black/African/Caribbean/Black British: Other Black,23
2011,E09000012,One family only: All aged 65 and over,Other ethnic group: Arab,2
2011,E09000012,One family only: All aged 65 and over,Other ethnic group: Any other ethnic group,59
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,White: English/Welsh/Scottish/Northern Irish/British,2537
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,White: Irish,161
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,White: Gypsy or Irish Traveller,7
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,White: Other White,1252
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Mixed/multiple ethnic group: White and Black Caribbean,28
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Mixed/multiple ethnic group: White and Black African,25
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Mixed/multiple ethnic group: White and Asian,50
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Mixed/multiple ethnic group: Other Mixed,78
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Asian/Asian British: Indian,132
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Asian/Asian British: Pakistani,23
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Asian/Asian British: Bangladeshi,32
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Asian/Asian British: Chinese,69
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Asian/Asian British: Other Asian,175
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Black/African/Caribbean/Black British: African,272
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Black/African/Caribbean/Black British: Caribbean,200
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Black/African/Caribbean/Black British: Other Black,48
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Other ethnic group: Arab,28
2011,E09000012,One family only: Married or same-sex civil partnership couple: No children,Other ethnic group: Any other ethnic group,156
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,White: English/Welsh/Scottish/Northern Irish/British,3647
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,White: Irish,147
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,White: Gypsy or Irish Traveller,12
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,White: Other White,2517
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Mixed/multiple ethnic group: White and Black Caribbean,51
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Mixed/multiple ethnic group: White and Black African,66
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Mixed/multiple ethnic group: White and Asian,99
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Mixed/multiple ethnic group: Other Mixed,141
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Asian/Asian British: Indian,535
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Asian/Asian British: Pakistani,134
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Asian/Asian British: Bangladeshi,540
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Asian/Asian British: Chinese,113
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Asian/Asian British: Other Asian,388
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Black/African/Caribbean/Black British: African,1299
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Black/African/Caribbean/Black British: Caribbean,419
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Black/African/Caribbean/Black British: Other Black,166
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Other ethnic group: Arab,135
2011,E09000012,One family only: Married or same-sex civil partnership couple: Dependent children,Other ethnic group: Any other ethnic group,862
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,White: English/Welsh/Scottish/Northern Irish/British,767
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,White: Irish,87
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,White: Gypsy or Irish Traveller,3
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,White: Other White,372
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Mixed/multiple ethnic group: White and Black Caribbean,15
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Mixed/multiple ethnic group: White and Black African,11
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Mixed/multiple ethnic group: White and Asian,15
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Mixed/multiple ethnic group: Other Mixed,28
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Asian/Asian British: Indian,189
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Asian/Asian British: Pakistani,42
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Asian/Asian British: Bangladeshi,65
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Asian/Asian British: Chinese,85
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Asian/Asian British: Other Asian,89
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Black/African/Caribbean/Black British: African,236
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Black/African/Caribbean/Black British: Caribbean,252
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Black/African/Caribbean/Black British: Other Black,31
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Other ethnic group: Arab,19
2011,E09000012,One family only: Married or same-sex civil partnership couple: All children non-dependent,Other ethnic group: Any other ethnic group,205
2011,E09000012,One family only: Cohabiting couple: No children,White: English/Welsh/Scottish/Northern Irish/British,4464
2011,E09000012,One family only: Cohabiting couple: No children,White: Irish,247
2011,E09000012,One family only: Cohabiting couple: No children,White: Gypsy or Irish Traveller,4
2011,E09000012,One family only: Cohabiting couple: No children,White: Other White,1508
2011,E09000012,One family only: Cohabiting couple: No children,Mixed/multiple ethnic group: White and Black Caribbean,55
2011,E09000012,One family only: Cohabiting couple: No children,Mixed/multiple ethnic group: White and Black African,40
2011,E09000012,One family only: Cohabiting couple: No children,Mixed/multiple ethnic group: White and Asian,103
2011,E09000012,One family only: Cohabiting couple: No children,Mixed/multiple ethnic group: Other Mixed,123
2011,E09000012,One family only: Cohabiting couple: No children,Asian/Asian British: Indian,52
2011,E09000012,One family only: Cohabiting couple: No children,Asian/Asian British: Pakistani,9
2011,E09000012,One family only: Cohabiting couple: No children,Asian/Asian British: Bangladeshi,8
2011,E09000012,One family only: Cohabiting couple: No children,Asian/Asian British: Chinese,80
2011,E09000012,One family only: Cohabiting couple: No children,Asian/Asian British: Other Asian,75
2011,E09000012,One family only: Cohabiting couple: No children,Black/African/Caribbean/Black British: African,215
2011,E09000012,One family only: Cohabiting couple: No children,Black/African/Caribbean/Black British: Caribbean,173
2011,E09000012,One family only: Cohabiting couple: No children,Black/African/Caribbean/Black British: Other Black,100
2011,E09000012,One family only: Cohabiting couple: No children,Other ethnic group: Arab,21
2011,E09000012,One family only: Cohabiting couple: No children,Other ethnic group: Any other ethnic group,122
2011,E09000012,One family only: Cohabiting couple: Dependent children,White: English/Welsh/Scottish/Northern Irish/British,1276
2011,E09000012,One family only: Cohabiting couple: Dependent children,White: Irish,72
2011,E09000012,One family only: Cohabiting couple: Dependent children,White: Gypsy or Irish Traveller,4
2011,E09000012,One family only: Cohabiting couple: Dependent children,White: Other White,449
2011,E09000012,One family only: Cohabiting couple: Dependent children,Mixed/multiple ethnic group: White and Black Caribbean,41
2011,E09000012,One family only: Cohabiting couple: Dependent children,Mixed/multiple ethnic group: White and Black African,30
2011,E09000012,One family only: Cohabiting couple: Dependent children,Mixed/multiple ethnic group: White and Asian,17
2011,E09000012,One family only: Cohabiting couple: Dependent children,Mixed/multiple ethnic group: Other Mixed,50
2011,E09000012,One family only: Cohabiting couple: Dependent children,Asian/Asian British: Indian,31
2011,E09000012,One family only: Cohabiting couple: Dependent children,Asian/Asian British: Pakistani,16
2011,E09000012,One family only: Cohabiting couple: Dependent children,Asian/Asian British: Bangladeshi,23
2011,E09000012,One family only: Cohabiting couple: Dependent children,Asian/Asian British: Chinese,36
2011,E09000012,One family only: Cohabiting couple: Dependent children,Asian/Asian British: Other Asian,40
2011,E09000012,One family only: Cohabiting couple: Dependent children,Black/African/Caribbean/Black British: African,398
2011,E09000012,One family only: Cohabiting couple: Dependent children,Black/African/Caribbean/Black British: Caribbean,203
2011,E09000012,One family only: Cohabiting couple: Dependent children,Black/African/Caribbean/Black British: Other Black,68
2011,E09000012,One family only: Cohabiting couple: Dependent children,Other ethnic group: Arab,16
2011,E09000012,One family only: Cohabiting couple: Dependent children,Other ethnic group: Any other ethnic group,88
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,White: English/Welsh/Scottish/Northern Irish/British,127
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,White: Irish,15
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,White: Gypsy or Irish Traveller,0
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,White: Other White,21
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Mixed/multiple ethnic group: White and Black Caribbean,6
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Mixed/multiple ethnic group: White and Black African,2
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Mixed/multiple ethnic group: White and Asian,3
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Mixed/multiple ethnic group: Other Mixed,3
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Asian/Asian British: Indian,2
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Asian/Asian British: Pakistani,5
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Asian/Asian British: Bangladeshi,1
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Asian/Asian British: Chinese,1
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Asian/Asian British: Other Asian,3
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Black/African/Caribbean/Black British: African,40
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Black/African/Caribbean/Black British: Caribbean,39
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Black/African/Caribbean/Black British: Other Black,13
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Other ethnic group: Arab,1
2011,E09000012,One family only: Cohabiting couple: All children non-dependent,Other ethnic group: Any other ethnic group,12
2011,E09000012,One family only: Lone parent: Dependent children,White: English/Welsh/Scottish/Northern Irish/British,2096
2011,E09000012,One family only: Lone parent: Dependent children,White: Irish,161
2011,E09000012,One family only: Lone parent: Dependent children,White: Gypsy or Irish Traveller,47
2011,E09000012,One family only: Lone parent: Dependent children,White: Other White,1325
2011,E09000012,One family only: Lone parent: Dependent children,Mixed/multiple ethnic group: White and Black Caribbean,335
2011,E09000012,One family only: Lone parent: Dependent children,Mixed/multiple ethnic group: White and Black African,167
2011,E09000012,One family only: Lone parent: Dependent children,Mixed/multiple ethnic group: White and Asian,82
2011,E09000012,One family only: Lone parent: Dependent children,Mixed/multiple ethnic group: Other Mixed,225
2011,E09000012,One family only: Lone parent: Dependent children,Asian/Asian British: Indian,195
2011,E09000012,One family only: Lone parent: Dependent children,Asian/Asian British: Pakistani,39
2011,E09000012,One family only: Lone parent: Dependent children,Asian/Asian British: Bangladeshi,185
2011,E09000012,One family only: Lone parent: Dependent children,Asian/Asian British: Chinese,73
2011,E09000012,One family only: Lone parent: Dependent children,Asian/Asian British: Other Asian,302
2011,E09000012,One family only: Lone parent: Dependent children,Black/African/Caribbean/Black British: African,2351
2011,E09000012,One family only: Lone parent: Dependent children,Black/African/Caribbean/Black British: Caribbean,1927
2011,E09000012,One family only: Lone parent: Dependent children,Black/African/Caribbean/Black British: Other Black,743
2011,E09000012,One family only: Lone parent: Dependent children,Other ethnic group: Arab,67
2011,E09000012,One family only: Lone parent: Dependent children,Other ethnic group: Any other ethnic group,450
2011,E09000012,One family only: Lone parent: All children non-dependent,White: English/Welsh/Scottish/Northern Irish/British,1350
2011,E09000012,One family only: Lone parent: All children non-dependent,White: Irish,169
2011,E09000012,One family only: Lone parent: All children non-dependent,White: Gypsy or Irish Traveller,13
2011,E09000012,One family only: Lone parent: All children non-dependent,White: Other White,370
2011,E09000012,One family only: Lone parent: All children non-dependent,Mixed/multiple ethnic group: White and Black Caribbean,75
2011,E09000012,One family only: Lone parent: All children non-dependent,Mixed/multiple ethnic group: White and Black African,37
2011,E09000012,One family only: Lone parent: All children non-dependent,Mixed/multiple ethnic group: White and Asian,16
2011,E09000012,One family only: Lone parent: All children non-dependent,Mixed/multiple ethnic group: Other Mixed,50
2011,E09000012,One family only: Lone parent: All children non-dependent,Asian/Asian British: Indian,110
2011,E09000012,One family only: Lone parent: All children non-dependent,Asian/Asian British: Pakistani,32
2011,E09000012,One family only: Lone parent: All children non-dependent,Asian/Asian British: Bangladeshi,54
2011,E09000012,One family only: Lone parent: All children non-dependent,Asian/Asian British: Chinese,62
2011,E09000012,One family only: Lone parent: All children non-dependent,Asian/Asian British: Other Asian,114
2011,E09000012,One family only: Lone parent: All children non-dependent,Black/African/Caribbean/Black British: African,658
2011,E09000012,One family only: Lone parent: All children non-dependent,Black/African/Caribbean/Black British: Caribbean,934
2011,E09000012,One family only: Lone parent: All children non-dependent,Black/African/Caribbean/Black British: Other Black,189
2011,E09000012,One family only: Lone parent: All children non-dependent,Other ethnic group: Arab,21
2011,E09000012,One family only: Lone parent: All children non-dependent,Other ethnic group: Any other ethnic group,173
2011,E09000012,Other household types: With dependent children,White: English/Welsh/Scottish/Northern Irish/British,717
2011,E09000012,Other household types: With dependent children,White: Irish,36
2011,E09000012,Other household types: With dependent children,White: Gypsy or Irish Traveller,12
2011,E09000012,Other household types: With dependent children,White: Other White,523
2011,E09000012,Other household types: With dependent children,Mixed/multiple ethnic group: White and Black Caribbean,70
2011,E09000012,Other household types: With dependent children,Mixed/multiple ethnic group: White and Black African,53
2011,E09000012,Other household types: With dependent children,Mixed/multiple ethnic group: White and Asian,26
2011,E09000012,Other household types: With dependent children,Mixed/multiple ethnic group: Other Mixed,62
2011,E09000012,Other household types: With dependent children,Asian/Asian British: Indian,263
2011,E09000012,Other household types: With dependent children,Asian/Asian British: Pakistani,51
2011,E09000012,Other household types: With dependent children,Asian/Asian British: Bangladeshi,242
2011,E09000012,Other household types: With dependent children,Asian/Asian British: Chinese,58
2011,E09000012,Other household types: With dependent children,Asian/Asian British: Other Asian,115
2011,E09000012,Other household types: With dependent children,Black/African/Caribbean/Black British: African,1028
2011,E09000012,Other household types: With dependent children,Black/African/Caribbean/Black British: Caribbean,490
2011,E09000012,Other household types: With dependent children,Black/African/Caribbean/Black British: Other Black,210
2011,E09000012,Other household types: With dependent children,Other ethnic group: Arab,29
2011,E09000012,Other household types: With dependent children,Other ethnic group: Any other ethnic group,210
2011,E09000012,Other household types: All full-time students,White: English/Welsh/Scottish/Northern Irish/British,241
2011,E09000012,Other household types: All full-time students,White: Irish,8
2011,E09000012,Other household types: All full-time students,White: Gypsy or Irish Traveller,0
2011,E09000012,Other household types: All full-time students,White: Other White,170
2011,E09000012,Other household types: All full-time students,Mixed/multiple ethnic group: White and Black Caribbean,4
2011,E09000012,Other household types: All full-time students,Mixed/multiple ethnic group: White and Black African,6
2011,E09000012,Other household types: All full-time students,Mixed/multiple ethnic group: White and Asian,8
2011,E09000012,Other household types: All full-time students,Mixed/multiple ethnic group: Other Mixed,6
2011,E09000012,Other household types: All full-time students,Asian/Asian British: Indian,16
2011,E09000012,Other household types: All full-time students,Asian/Asian British: Pakistani,3
2011,E09000012,Other household types: All full-time students,Asian/Asian British: Bangladeshi,5
2011,E09000012,Other household types: All full-time students,Asian/Asian British: Chinese,63
2011,E09000012,Other household types: All full-time students,Asian/Asian British: Other Asian,68
2011,E09000012,Other household types: All full-time students,Black/African/Caribbean/Black British: African,34
2011,E09000012,Other household types: All full-time students,Black/African/Caribbean/Black British: Caribbean,9
2011,E09000012,Other household types: All full-time students,Black/African/Caribbean/Black British: Other Black,6
2011,E09000012,Other household types: All full-time students,Other ethnic group: Arab,6
2011,E09000012,Other household types: All full-time students,Other ethnic group: Any other ethnic group,16
2011,E09000012,Other household types: All aged 65 and over,White: English/Welsh/Scottish/Northern Irish/British,142
2011,E09000012,Other household types: All aged 65 and over,White: Irish,9
2011,E09000012,Other household types: All aged 65 and over,White: Gypsy or Irish Traveller,0
2011,E09000012,Other household types: All aged 65 and over,White: Other White,21
2011,E09000012,Other household types: All aged 65 and over,Mixed/multiple ethnic group: White and Black Caribbean,5
2011,E09000012,Other household types: All aged 65 and over,Mixed/multiple ethnic group: White and Black African,4
2011,E09000012,Other household types: All aged 65 and over,Mixed/multiple ethnic group: White and Asian,0
2011,E09000012,Other household types: All aged 65 and over,Mixed/multiple ethnic group: Other Mixed,2
2011,E09000012,Other household types: All aged 65 and over,Asian/Asian British: Indian,6
2011,E09000012,Other household types: All aged 65 and over,Asian/Asian British: Pakistani,2
2011,E09000012,Other household types: All aged 65 and over,Asian/Asian British: Bangladeshi,2
2011,E09000012,Other household types: All aged 65 and over,Asian/Asian British: Chinese,0
2011,E09000012,Other household types: All aged 65 and over,Asian/Asian British: Other Asian,4
2011,E09000012,Other household types: All aged 65 and over,Black/African/Caribbean/Black British: African,7
2011,E09000012,Other household types: All aged 65 and over,Black/African/Caribbean/Black British: Caribbean,24
2011,E09000012,Other household types: All aged 65 and over,Black/African/Caribbean/Black British: Other Black,4
2011,E09000012,Other household types: All aged 65 and over,Other ethnic group: Arab,0
2011,E09000012,Other household types: All aged 65 and over,Other ethnic group: Any other ethnic group,0
2011,E09000012,Other household types: Other,White: English/Welsh/Scottish/Northern Irish/British,7408
2011,E09000012,Other household types: Other,White: Irish,486
2011,E09000012,Other household types: Other,White: Gypsy or Irish Traveller,18
2011,E09000012,Other household types: Other,White: Other White,3097
2011,E09000012,Other household types: Other,Mixed/multiple ethnic group: White and Black Caribbean,148
2011,E09000012,Other household types: Other,Mixed/multiple ethnic group: White and Black African,92
2011,E09000012,Other household types: Other,Mixed/multiple ethnic group: White and Asian,225
2011,E09000012,Other household types: Other,Mixed/multiple ethnic group: Other Mixed,268
2011,E09000012,Other household types: Other,Asian/Asian British: Indian,247
2011,E09000012,Other household types: Other,Asian/Asian British: Pakistani,51
2011,E09000012,Other household types: Other,Asian/Asian British: Bangladeshi,72
2011,E09000012,Other household types: Other,Asian/Asian British: Chinese,240
2011,E09000012,Other household types: Other,Asian/Asian British: Other Asian,333
2011,E09000012,Other household types: Other,Black/African/Caribbean/Black British: African,968
2011,E09000012,Other household types: Other,Black/African/Caribbean/Black British: Caribbean,491
2011,E09000012,Other household types: Other,Black/African/Caribbean/Black British: Other Black,198
2011,E09000012,Other household types: Other,Other ethnic group: Arab,37
2011,E09000012,Other household types: Other,Other ethnic group: Any other ethnic group,308
2011,E09000013,One person household: Aged 65 and over,White: English/Welsh/Scottish/Northern Irish/British,4430
2011,E09000013,One person household: Aged 65 and over,White: Irish,806
2011,E09000013,One person household: Aged 65 and over,White: Gypsy or Irish Traveller,5
2011,E09000013,One person household: Aged 65 and over,White: Other White,601
2011,E09000013,One person household: Aged 65 and over,Mixed/multiple ethnic group: White and Black Caribbean,40
2011,E09000013,One person household: Aged 65 and over,Mixed/multiple ethnic group: White and Black African,22
2011,E09000013,One person household: Aged 65 and over,Mixed/multiple ethnic group: White and Asian,26
2011,E09000013,One person household: Aged 65 and over,Mixed/multiple ethnic group: Other Mixed,39
2011,E09000013,One person household: Aged 65 and over,Asian/Asian British: Indian,85
2011,E09000013,One person household: Aged 65 and over,Asian/Asian British: Pakistani,24
2011,E09000013,One person household: Aged 65 and over,Asian/Asian British: Bangladeshi,4
2011,E09000013,One person household: Aged 65 and over,Asian/Asian British: Chinese,35
2011,E09000013,One person household: Aged 65 and over,Asian/Asian British: Other Asian,104
2011,E09000013,One person household: Aged 65 and over,Black/African/Caribbean/Black British: African,169
2011,E09000013,One person household: Aged 65 and over,Black/African/Caribbean/Black British: Caribbean,500
2011,E09000013,One person household: Aged 65 and over,Black/African/Caribbean/Black British: Other Black,58
2011,E09000013,One person household: Aged 65 and over,Other ethnic group: Arab,49
2011,E09000013,One person household: Aged 65 and over,Other ethnic group: Any other ethnic group,61
2011,E09000013,One person household: Other,White: English/Welsh/Scottish/Northern Irish/British,11343
2011,E09000013,One person household: Other,White: Irish,1031
2011,E09000013,One person household: Other,White: Gypsy or Irish Traveller,13
2011,E09000013,One person household: Other,White: Other White,4141
2011,E09000013,One person household: Other,Mixed/multiple ethnic group: White and Black Caribbean,303
2011,E09000013,One person household: Other,Mixed/multiple ethnic group: White and Black African,172
2011,E09000013,One person household: Other,Mixed/multiple ethnic group: White and Asian,210
2011,E09000013,One person household: Other,Mixed/multiple ethnic group: Other Mixed,295
2011,E09000013,One person household: Other,Asian/Asian British: Indian,459
2011,E09000013,One person household: Other,Asian/Asian British: Pakistani,129
2011,E09000013,One person household: Other,Asian/Asian British: Bangladeshi,38
2011,E09000013,One person household: Other,Asian/Asian British: Chinese,432
2011,E09000013,One person household: Other,Asian/Asian British: Other Asian,877
2011,E09000013,One person household: Other,Black/African/Caribbean/Black British: African,1273
2011,E09000013,One person household: Other,Black/African/Caribbean/Black British: Caribbean,1026
2011,E09000013,One person household: Other,Black/African/Caribbean/Black British: Other Black,332
2011,E09000013,One person household: Other,Other ethnic group: Arab,478
2011,E09000013,One person household: Other,Other ethnic group: Any other ethnic group,538
2011,E09000013,One family only: All aged 65 and over,White: English/Welsh/Scottish/Northern Irish/British,1079
2011,E09000013,One family only: All aged 65 and over,White: Irish,172
2011,E09000013,One family only: All aged 65 and over,White: Gypsy or Irish Traveller,2
2011,E09000013,One family only: All aged 65 and over,White: Other White,144
2011,E09000013,One family only: All aged 65 and over,Mixed/multiple ethnic group: White and Black Caribbean,6
2011,E09000013,One family only: All aged 65 and over,Mixed/multiple ethnic group: White and Black African,0
2011,E09000013,One family only: All aged 65 and over,Mixed/multiple ethnic group: White and Asian,11
2011,E09000013,One family only: All aged 65 and over,Mixed/multiple ethnic group: Other Mixed,11
2011,E09000013,One family only: All aged 65 and over,Asian/Asian British: Indian,24
2011,E09000013,One family only: All aged 65 and over,Asian/Asian British: Pakistani,14
2011,E09000013,One family only: All aged 65 and over,Asian/Asian British: Bangladeshi,3
2011,E09000013,One family only: All aged 65 and over,Asian/Asian British: Chinese,9
2011,E09000013,One family only: All aged 65 and over,Asian/Asian British: Other Asian,22
2011,E09000013,One family only: All aged 65 and over,Black/African/Caribbean/Black British: African,18
2011,E09000013,One family only: All aged 65 and over,Black/African/Caribbean/Black British: Caribbean,72
2011,E09000013,One family only: All aged 65 and over,Black/African/Caribbean/Black British: Other Black,4
2011,E09000013,One family only: All aged 65 and over,Other ethnic group: Arab,13
