date,geography_code,c_dpcfamuk11_name,c_fmtfamuk11_name,obs_value
2011,E09000022,Three or more dependent children in family; youngest aged 5 to 9,Lone parent family: Male parent,29
2011,E09000022,Three or more dependent children in family; youngest aged 5 to 9,Lone parent family: Female parent,784
2011,E09000022,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),288
2011,E09000022,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,20
2011,E09000022,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),25
2011,E09000022,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: Step-family,6
2011,E09000022,Three or more dependent children in family; youngest aged 10 to 15,Lone parent family: Male parent,19
2011,E09000022,Three or more dependent children in family; youngest aged 10 to 15,Lone parent family: Female parent,341
2011,E09000022,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),4
2011,E09000022,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,1
2011,E09000022,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),0
2011,E09000022,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: Step-family,1
2011,E09000022,Three or more dependent children in family; youngest aged 16 to 18,Lone parent family: Male parent,0
2011,E09000022,Three or more dependent children in family; youngest aged 16 to 18,Lone parent family: Female parent,2
2011,E09000023,Families with no dependent children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),16759
2011,E09000023,Families with no dependent children,Couple family: Married or same-sex civil partnership: Step-family,441
2011,E09000023,Families with no dependent children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),8926
2011,E09000023,Families with no dependent children,Couple family: Cohabiting: Step-family,127
2011,E09000023,Families with no dependent children,Lone parent family: Male parent,1023
2011,E09000023,Families with no dependent children,Lone parent family: Female parent,5497
2011,E09000023,One dependent child in family aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),3031
2011,E09000023,One dependent child in family aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,82
2011,E09000023,One dependent child in family aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),1290
2011,E09000023,One dependent child in family aged 0 to 4,Couple family: Cohabiting: Step-family,59
2011,E09000023,One dependent child in family aged 0 to 4,Lone parent family: Male parent,345
2011,E09000023,One dependent child in family aged 0 to 4,Lone parent family: Female parent,2666
2011,E09000023,One dependent child in family aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),786
2011,E09000023,One dependent child in family aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,82
2011,E09000023,One dependent child in family aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),310
2011,E09000023,One dependent child in family aged 5 to 9,Couple family: Cohabiting: Step-family,82
2011,E09000023,One dependent child in family aged 5 to 9,Lone parent family: Male parent,302
2011,E09000023,One dependent child in family aged 5 to 9,Lone parent family: Female parent,1885
2011,E09000023,One dependent child in family aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),1242
2011,E09000023,One dependent child in family aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,175
2011,E09000023,One dependent child in family aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),330
2011,E09000023,One dependent child in family aged 10 to 15,Couple family: Cohabiting: Step-family,90
2011,E09000023,One dependent child in family aged 10 to 15,Lone parent family: Male parent,419
2011,E09000023,One dependent child in family aged 10 to 15,Lone parent family: Female parent,2527
2011,E09000023,One dependent child in family aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),1049
2011,E09000023,One dependent child in family aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,134
2011,E09000023,One dependent child in family aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),145
2011,E09000023,One dependent child in family aged 16 to 18,Couple family: Cohabiting: Step-family,50
2011,E09000023,One dependent child in family aged 16 to 18,Lone parent family: Male parent,199
2011,E09000023,One dependent child in family aged 16 to 18,Lone parent family: Female parent,1291
2011,E09000023,Two dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),3140
2011,E09000023,Two dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,211
2011,E09000023,Two dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),922
2011,E09000023,Two dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: Step-family,96
2011,E09000023,Two dependent children in family; youngest aged 0 to 4,Lone parent family: Male parent,63
2011,E09000023,Two dependent children in family; youngest aged 0 to 4,Lone parent family: Female parent,1607
2011,E09000023,Two dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),1458
2011,E09000023,Two dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,113
2011,E09000023,Two dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),328
2011,E09000023,Two dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: Step-family,66
2011,E09000023,Two dependent children in family; youngest aged 5 to 9,Lone parent family: Male parent,57
2011,E09000023,Two dependent children in family; youngest aged 5 to 9,Lone parent family: Female parent,1196
2011,E09000023,Two dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),1299
2011,E09000023,Two dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,118
2011,E09000023,Two dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),227
2011,E09000023,Two dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: Step-family,56
2011,E09000023,Two dependent children in family; youngest aged 10 to 15,Lone parent family: Male parent,81
2011,E09000023,Two dependent children in family; youngest aged 10 to 15,Lone parent family: Female parent,1020
2011,E09000023,Two dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),112
2011,E09000023,Two dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,5
2011,E09000023,Two dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),11
2011,E09000023,Two dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: Step-family,4
2011,E09000023,Two dependent children in family; youngest aged 16 to 18,Lone parent family: Male parent,14
2011,E09000023,Two dependent children in family; youngest aged 16 to 18,Lone parent family: Female parent,117
2011,E09000023,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),1372
2011,E09000023,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,439
2011,E09000023,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),332
2011,E09000023,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: Step-family,103
2011,E09000023,Three or more dependent children in family; youngest aged 0 to 4,Lone parent family: Male parent,39
2011,E09000023,Three or more dependent children in family; youngest aged 0 to 4,Lone parent family: Female parent,1222
2011,E09000023,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),746
2011,E09000023,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,79
2011,E09000023,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),94
2011,E09000023,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: Step-family,31
2011,E09000023,Three or more dependent children in family; youngest aged 5 to 9,Lone parent family: Male parent,21
2011,E09000023,Three or more dependent children in family; youngest aged 5 to 9,Lone parent family: Female parent,634
2011,E09000023,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),336
2011,E09000023,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,16
2011,E09000023,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),44
2011,E09000023,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: Step-family,17
2011,E09000023,Three or more dependent children in family; youngest aged 10 to 15,Lone parent family: Male parent,33
2011,E09000023,Three or more dependent children in family; youngest aged 10 to 15,Lone parent family: Female parent,277
2011,E09000023,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),5
2011,E09000023,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000023,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),1
2011,E09000023,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: Step-family,0
2011,E09000023,Three or more dependent children in family; youngest aged 16 to 18,Lone parent family: Male parent,0
2011,E09000023,Three or more dependent children in family; youngest aged 16 to 18,Lone parent family: Female parent,7
2011,E09000025,Families with no dependent children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),17616
2011,E09000025,Families with no dependent children,Couple family: Married or same-sex civil partnership: Step-family,452
2011,E09000025,Families with no dependent children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),5688
2011,E09000025,Families with no dependent children,Couple family: Cohabiting: Step-family,138
2011,E09000025,Families with no dependent children,Lone parent family: Male parent,1149
2011,E09000025,Families with no dependent children,Lone parent family: Female parent,5143
2011,E09000025,One dependent child in family aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),3996
2011,E09000025,One dependent child in family aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,147
2011,E09000025,One dependent child in family aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),895
2011,E09000025,One dependent child in family aged 0 to 4,Couple family: Cohabiting: Step-family,88
2011,E09000025,One dependent child in family aged 0 to 4,Lone parent family: Male parent,402
2011,E09000025,One dependent child in family aged 0 to 4,Lone parent family: Female parent,2209
2011,E09000025,One dependent child in family aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),1121
2011,E09000025,One dependent child in family aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,75
2011,E09000025,One dependent child in family aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),191
2011,E09000025,One dependent child in family aged 5 to 9,Couple family: Cohabiting: Step-family,25
2011,E09000025,One dependent child in family aged 5 to 9,Lone parent family: Male parent,233
2011,E09000025,One dependent child in family aged 5 to 9,Lone parent family: Female parent,1375
2011,E09000025,One dependent child in family aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),1545
2011,E09000025,One dependent child in family aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,151
2011,E09000025,One dependent child in family aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),176
2011,E09000025,One dependent child in family aged 10 to 15,Couple family: Cohabiting: Step-family,68
2011,E09000025,One dependent child in family aged 10 to 15,Lone parent family: Male parent,294
2011,E09000025,One dependent child in family aged 10 to 15,Lone parent family: Female parent,2022
2011,E09000025,One dependent child in family aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),1379
2011,E09000025,One dependent child in family aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,118
2011,E09000025,One dependent child in family aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),92
2011,E09000025,One dependent child in family aged 16 to 18,Couple family: Cohabiting: Step-family,47
2011,E09000025,One dependent child in family aged 16 to 18,Lone parent family: Male parent,172
2011,E09000025,One dependent child in family aged 16 to 18,Lone parent family: Female parent,1264
2011,E09000025,Two dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),3583
2011,E09000025,Two dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,217
2011,E09000025,Two dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),480
2011,E09000025,Two dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: Step-family,88
2011,E09000025,Two dependent children in family; youngest aged 0 to 4,Lone parent family: Male parent,96
2011,E09000025,Two dependent children in family; youngest aged 0 to 4,Lone parent family: Female parent,1395
2011,E09000025,Two dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),1699
2011,E09000025,Two dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,104
2011,E09000025,Two dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),172
2011,E09000025,Two dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: Step-family,37
2011,E09000025,Two dependent children in family; youngest aged 5 to 9,Lone parent family: Male parent,57
2011,E09000025,Two dependent children in family; youngest aged 5 to 9,Lone parent family: Female parent,949
2011,E09000025,Two dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),1514
2011,E09000025,Two dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,84
2011,E09000025,Two dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),117
2011,E09000025,Two dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: Step-family,33
2011,E09000025,Two dependent children in family; youngest aged 10 to 15,Lone parent family: Male parent,89
2011,E09000025,Two dependent children in family; youngest aged 10 to 15,Lone parent family: Female parent,1030
2011,E09000025,Two dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),201
2011,E09000025,Two dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,10
2011,E09000025,Two dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),9
2011,E09000025,Two dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: Step-family,3
2011,E09000025,Two dependent children in family; youngest aged 16 to 18,Lone parent family: Male parent,18
2011,E09000025,Two dependent children in family; youngest aged 16 to 18,Lone parent family: Female parent,134
2011,E09000025,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),3601
2011,E09000025,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,258
2011,E09000025,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),295
2011,E09000025,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: Step-family,75
2011,E09000025,Three or more dependent children in family; youngest aged 0 to 4,Lone parent family: Male parent,79
2011,E09000025,Three or more dependent children in family; youngest aged 0 to 4,Lone parent family: Female parent,1345
2011,E09000025,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),1806
2011,E09000025,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,109
2011,E09000025,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),100
2011,E09000025,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: Step-family,20
2011,E09000025,Three or more dependent children in family; youngest aged 5 to 9,Lone parent family: Male parent,50
2011,E09000025,Three or more dependent children in family; youngest aged 5 to 9,Lone parent family: Female parent,876
2011,E09000025,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),755
2011,E09000025,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,24
2011,E09000025,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),35
2011,E09000025,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: Step-family,7
2011,E09000025,Three or more dependent children in family; youngest aged 10 to 15,Lone parent family: Male parent,34
2011,E09000025,Three or more dependent children in family; youngest aged 10 to 15,Lone parent family: Female parent,436
2011,E09000025,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),4
2011,E09000025,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,1
2011,E09000025,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),0
2011,E09000025,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: Step-family,0
2011,E09000025,Three or more dependent children in family; youngest aged 16 to 18,Lone parent family: Male parent,0
2011,E09000025,Three or more dependent children in family; youngest aged 16 to 18,Lone parent family: Female parent,7
2011,E09000028,Families with no dependent children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),15503
2011,E09000028,Families with no dependent children,Couple family: Married or same-sex civil partnership: Step-family,380
2011,E09000028,Families with no dependent children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),11874
2011,E09000028,Families with no dependent children,Couple family: Cohabiting: Step-family,134
2011,E09000028,Families with no dependent children,Lone parent family: Male parent,1142
2011,E09000028,Families with no dependent children,Lone parent family: Female parent,5178
2011,E09000028,One dependent child in family aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),3164
2011,E09000028,One dependent child in family aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,80
2011,E09000028,One dependent child in family aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),1409
2011,E09000028,One dependent child in family aged 0 to 4,Couple family: Cohabiting: Step-family,66
2011,E09000028,One dependent child in family aged 0 to 4,Lone parent family: Male parent,351
2011,E09000028,One dependent child in family aged 0 to 4,Lone parent family: Female parent,2505
2011,E09000028,One dependent child in family aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),722
2011,E09000028,One dependent child in family aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,99
2011,E09000028,One dependent child in family aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),316
2011,E09000028,One dependent child in family aged 5 to 9,Couple family: Cohabiting: Step-family,51
2011,E09000028,One dependent child in family aged 5 to 9,Lone parent family: Male parent,247
2011,E09000028,One dependent child in family aged 5 to 9,Lone parent family: Female parent,1718
2011,E09000028,One dependent child in family aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),998
2011,E09000028,One dependent child in family aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,146
2011,E09000028,One dependent child in family aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),352
2011,E09000028,One dependent child in family aged 10 to 15,Couple family: Cohabiting: Step-family,103
2011,E09000028,One dependent child in family aged 10 to 15,Lone parent family: Male parent,271
2011,E09000028,One dependent child in family aged 10 to 15,Lone parent family: Female parent,2322
2011,E09000028,One dependent child in family aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),696
2011,E09000028,One dependent child in family aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,103
2011,E09000028,One dependent child in family aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),180
2011,E09000028,One dependent child in family aged 16 to 18,Couple family: Cohabiting: Step-family,40
2011,E09000028,One dependent child in family aged 16 to 18,Lone parent family: Male parent,185
2011,E09000028,One dependent child in family aged 16 to 18,Lone parent family: Female parent,1315
2011,E09000028,Two dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),2487
2011,E09000028,Two dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,163
2011,E09000028,Two dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),732
2011,E09000028,Two dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: Step-family,105
2011,E09000028,Two dependent children in family; youngest aged 0 to 4,Lone parent family: Male parent,111
2011,E09000028,Two dependent children in family; youngest aged 0 to 4,Lone parent family: Female parent,1521
2011,E09000028,Two dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),1071
2011,E09000028,Two dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,121
2011,E09000028,Two dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),278
2011,E09000028,Two dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: Step-family,69
2011,E09000028,Two dependent children in family; youngest aged 5 to 9,Lone parent family: Male parent,76
2011,E09000028,Two dependent children in family; youngest aged 5 to 9,Lone parent family: Female parent,1177
2011,E09000028,Two dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),1001
2011,E09000028,Two dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,95
2011,E09000028,Two dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),202
2011,E09000028,Two dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: Step-family,37
2011,E09000028,Two dependent children in family; youngest aged 10 to 15,Lone parent family: Male parent,71
2011,E09000028,Two dependent children in family; youngest aged 10 to 15,Lone parent family: Female parent,1062
2011,E09000028,Two dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),66
2011,E09000028,Two dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,6
2011,E09000028,Two dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),12
2011,E09000028,Two dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: Step-family,2
2011,E09000028,Two dependent children in family; youngest aged 16 to 18,Lone parent family: Male parent,17
2011,E09000028,Two dependent children in family; youngest aged 16 to 18,Lone parent family: Female parent,121
2011,E09000028,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),1510
2011,E09000028,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,224
2011,E09000028,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),354
2011,E09000028,Three or more dependent children in family; youngest aged 0 to 4,Couple family: Cohabiting: Step-family,109
2011,E09000028,Three or more dependent children in family; youngest aged 0 to 4,Lone parent family: Male parent,53
2011,E09000028,Three or more dependent children in family; youngest aged 0 to 4,Lone parent family: Female parent,1162
2011,E09000028,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),757
2011,E09000028,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,86
2011,E09000028,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),136
2011,E09000028,Three or more dependent children in family; youngest aged 5 to 9,Couple family: Cohabiting: Step-family,30
2011,E09000028,Three or more dependent children in family; youngest aged 5 to 9,Lone parent family: Male parent,42
2011,E09000028,Three or more dependent children in family; youngest aged 5 to 9,Lone parent family: Female parent,742
2011,E09000028,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),290
2011,E09000028,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,26
2011,E09000028,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),47
2011,E09000028,Three or more dependent children in family; youngest aged 10 to 15,Couple family: Cohabiting: Step-family,6
2011,E09000028,Three or more dependent children in family; youngest aged 10 to 15,Lone parent family: Male parent,24
2011,E09000028,Three or more dependent children in family; youngest aged 10 to 15,Lone parent family: Female parent,328
2011,E09000028,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),2
2011,E09000028,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Married or same-sex civil partnership: Step-family,2
2011,E09000028,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),0
2011,E09000028,Three or more dependent children in family; youngest aged 16 to 18,Couple family: Cohabiting: Step-family,0
2011,E09000028,Three or more dependent children in family; youngest aged 16 to 18,Lone parent family: Male parent,0
2011,E09000028,Three or more dependent children in family; youngest aged 16 to 18,Lone parent family: Female parent,3
2011,E09000030,Families with no dependent children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),12698
2011,E09000030,Families with no dependent children,Couple family: Married or same-sex civil partnership: Step-family,191
2011,E09000030,Families with no dependent children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),9794
2011,E09000030,Families with no dependent children,Couple family: Cohabiting: Step-family,67
2011,E09000030,Families with no dependent children,Lone parent family: Male parent,675
2011,E09000030,Families with no dependent children,Lone parent family: Female parent,3672
2011,E09000030,One dependent child in family aged 0 to 4,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),3065
2011,E09000030,One dependent child in family aged 0 to 4,Couple family: Married or same-sex civil partnership: Step-family,57
2011,E09000030,One dependent child in family aged 0 to 4,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),676
2011,E09000030,One dependent child in family aged 0 to 4,Couple family: Cohabiting: Step-family,19
2011,E09000030,One dependent child in family aged 0 to 4,Lone parent family: Male parent,167
2011,E09000030,One dependent child in family aged 0 to 4,Lone parent family: Female parent,1745
2011,E09000030,One dependent child in family aged 5 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),572
2011,E09000030,One dependent child in family aged 5 to 9,Couple family: Married or same-sex civil partnership: Step-family,32
2011,E09000030,One dependent child in family aged 5 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),111
2011,E09000030,One dependent child in family aged 5 to 9,Couple family: Cohabiting: Step-family,18
2011,E09000030,One dependent child in family aged 5 to 9,Lone parent family: Male parent,134
2011,E09000030,One dependent child in family aged 5 to 9,Lone parent family: Female parent,992
2011,E09000030,One dependent child in family aged 10 to 15,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),811
2011,E09000030,One dependent child in family aged 10 to 15,Couple family: Married or same-sex civil partnership: Step-family,84
2011,E09000030,One dependent child in family aged 10 to 15,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),114
2011,E09000030,One dependent child in family aged 10 to 15,Couple family: Cohabiting: Step-family,32
2011,E09000030,One dependent child in family aged 10 to 15,Lone parent family: Male parent,184
