date,geography_code,c_hhchuk11_name,relpuk11_hrppuk11_name,obs_value
2011,E09000014,Other household types: All full-time students,No religion,220
2011,E09000014,Other household types: All full-time students,Religion not stated,51
2011,E09000014,Other household types: All aged 65 and over,Christian,149
2011,E09000014,Other household types: All aged 65 and over,Buddhist,1
2011,E09000014,Other household types: All aged 65 and over,Hindu,4
2011,E09000014,Other household types: All aged 65 and over,Jewish,8
2011,E09000014,Other household types: All aged 65 and over,Muslim,12
2011,E09000014,Other household types: All aged 65 and over,Sikh,1
2011,E09000014,Other household types: All aged 65 and over,Other religion,1
2011,E09000014,Other household types: All aged 65 and over,No religion,20
2011,E09000014,Other household types: All aged 65 and over,Religion not stated,24
2011,E09000014,Other household types: Other,Christian,5202
2011,E09000014,Other household types: Other,Buddhist,167
2011,E09000014,Other household types: Other,Hindu,263
2011,E09000014,Other household types: Other,Jewish,127
2011,E09000014,Other household types: Other,Muslim,735
2011,E09000014,Other household types: Other,Sikh,28
2011,E09000014,Other household types: Other,Other religion,74
2011,E09000014,Other household types: Other,No religion,4227
2011,E09000014,Other household types: Other,Religion not stated,1039
2011,E09000019,One person household: Aged 65 and over,Christian,5009
2011,E09000019,One person household: Aged 65 and over,Buddhist,46
2011,E09000019,One person household: Aged 65 and over,Hindu,46
2011,E09000019,One person household: Aged 65 and over,Jewish,75
2011,E09000019,One person household: Aged 65 and over,Muslim,187
2011,E09000019,One person household: Aged 65 and over,Sikh,4
2011,E09000019,One person household: Aged 65 and over,Other religion,21
2011,E09000019,One person household: Aged 65 and over,No religion,979
2011,E09000019,One person household: Aged 65 and over,Religion not stated,1230
2011,E09000019,One person household: Other,Christian,10815
2011,E09000019,One person household: Other,Buddhist,357
2011,E09000019,One person household: Other,Hindu,257
2011,E09000019,One person household: Other,Jewish,314
2011,E09000019,One person household: Other,Muslim,1307
2011,E09000019,One person household: Other,Sikh,77
2011,E09000019,One person household: Other,Other religion,254
2011,E09000019,One person household: Other,No religion,9476
2011,E09000019,One person household: Other,Religion not stated,5786
2011,E09000019,One family only: All aged 65 and over,Christian,1250
2011,E09000019,One family only: All aged 65 and over,Buddhist,12
2011,E09000019,One family only: All aged 65 and over,Hindu,12
2011,E09000019,One family only: All aged 65 and over,Jewish,19
2011,E09000019,One family only: All aged 65 and over,Muslim,54
2011,E09000019,One family only: All aged 65 and over,Sikh,1
2011,E09000019,One family only: All aged 65 and over,Other religion,3
2011,E09000019,One family only: All aged 65 and over,No religion,261
2011,E09000019,One family only: All aged 65 and over,Religion not stated,185
2011,E09000019,One family only: Married or same-sex civil partnership couple: No children,Christian,2739
2011,E09000019,One family only: Married or same-sex civil partnership couple: No children,Buddhist,77
2011,E09000019,One family only: Married or same-sex civil partnership couple: No children,Hindu,103
2011,E09000019,One family only: Married or same-sex civil partnership couple: No children,Jewish,105
2011,E09000019,One family only: Married or same-sex civil partnership couple: No children,Muslim,303
2011,E09000019,One family only: Married or same-sex civil partnership couple: No children,Sikh,19
2011,E09000019,One family only: Married or same-sex civil partnership couple: No children,Other religion,46
2011,E09000019,One family only: Married or same-sex civil partnership couple: No children,No religion,2434
2011,E09000019,One family only: Married or same-sex civil partnership couple: No children,Religion not stated,682
2011,E09000019,One family only: Married or same-sex civil partnership couple: Dependent children,Christian,2977
2011,E09000019,One family only: Married or same-sex civil partnership couple: Dependent children,Buddhist,79
2011,E09000019,One family only: Married or same-sex civil partnership couple: Dependent children,Hindu,91
2011,E09000019,One family only: Married or same-sex civil partnership couple: Dependent children,Jewish,132
2011,E09000019,One family only: Married or same-sex civil partnership couple: Dependent children,Muslim,1596
2011,E09000019,One family only: Married or same-sex civil partnership couple: Dependent children,Sikh,20
2011,E09000019,One family only: Married or same-sex civil partnership couple: Dependent children,Other religion,24
2011,E09000019,One family only: Married or same-sex civil partnership couple: Dependent children,No religion,2009
2011,E09000019,One family only: Married or same-sex civil partnership couple: Dependent children,Religion not stated,792
2011,E09000019,One family only: Married or same-sex civil partnership couple: All children non-dependent,Christian,1319
2011,E09000019,One family only: Married or same-sex civil partnership couple: All children non-dependent,Buddhist,28
2011,E09000019,One family only: Married or same-sex civil partnership couple: All children non-dependent,Hindu,41
2011,E09000019,One family only: Married or same-sex civil partnership couple: All children non-dependent,Jewish,17
2011,E09000019,One family only: Married or same-sex civil partnership couple: All children non-dependent,Muslim,222
2011,E09000019,One family only: Married or same-sex civil partnership couple: All children non-dependent,Sikh,5
2011,E09000019,One family only: Married or same-sex civil partnership couple: All children non-dependent,Other religion,10
2011,E09000019,One family only: Married or same-sex civil partnership couple: All children non-dependent,No religion,367
2011,E09000019,One family only: Married or same-sex civil partnership couple: All children non-dependent,Religion not stated,193
2011,E09000019,One family only: Cohabiting couple: No children,Christian,2673
2011,E09000019,One family only: Cohabiting couple: No children,Buddhist,62
2011,E09000019,One family only: Cohabiting couple: No children,Hindu,31
2011,E09000019,One family only: Cohabiting couple: No children,Jewish,113
2011,E09000019,One family only: Cohabiting couple: No children,Muslim,76
2011,E09000019,One family only: Cohabiting couple: No children,Sikh,10
2011,E09000019,One family only: Cohabiting couple: No children,Other religion,36
2011,E09000019,One family only: Cohabiting couple: No children,No religion,4380
2011,E09000019,One family only: Cohabiting couple: No children,Religion not stated,1041
2011,E09000019,One family only: Cohabiting couple: Dependent children,Christian,741
2011,E09000019,One family only: Cohabiting couple: Dependent children,Buddhist,17
2011,E09000019,One family only: Cohabiting couple: Dependent children,Hindu,6
2011,E09000019,One family only: Cohabiting couple: Dependent children,Jewish,17
2011,E09000019,One family only: Cohabiting couple: Dependent children,Muslim,95
2011,E09000019,One family only: Cohabiting couple: Dependent children,Sikh,2
2011,E09000019,One family only: Cohabiting couple: Dependent children,Other religion,10
2011,E09000019,One family only: Cohabiting couple: Dependent children,No religion,832
2011,E09000019,One family only: Cohabiting couple: Dependent children,Religion not stated,338
2011,E09000019,One family only: Cohabiting couple: All children non-dependent,Christian,161
2011,E09000019,One family only: Cohabiting couple: All children non-dependent,Buddhist,3
2011,E09000019,One family only: Cohabiting couple: All children non-dependent,Hindu,0
2011,E09000019,One family only: Cohabiting couple: All children non-dependent,Jewish,2
2011,E09000019,One family only: Cohabiting couple: All children non-dependent,Muslim,10
2011,E09000019,One family only: Cohabiting couple: All children non-dependent,Sikh,0
2011,E09000019,One family only: Cohabiting couple: All children non-dependent,Other religion,4
2011,E09000019,One family only: Cohabiting couple: All children non-dependent,No religion,64
2011,E09000019,One family only: Cohabiting couple: All children non-dependent,Religion not stated,43
2011,E09000019,One family only: Lone parent: Dependent children,Christian,3912
2011,E09000019,One family only: Lone parent: Dependent children,Buddhist,82
2011,E09000019,One family only: Lone parent: Dependent children,Hindu,24
2011,E09000019,One family only: Lone parent: Dependent children,Jewish,20
2011,E09000019,One family only: Lone parent: Dependent children,Muslim,1059
2011,E09000019,One family only: Lone parent: Dependent children,Sikh,29
2011,E09000019,One family only: Lone parent: Dependent children,Other religion,42
2011,E09000019,One family only: Lone parent: Dependent children,No religion,1727
2011,E09000019,One family only: Lone parent: Dependent children,Religion not stated,1714
2011,E09000019,One family only: Lone parent: All children non-dependent,Christian,2396
2011,E09000019,One family only: Lone parent: All children non-dependent,Buddhist,40
2011,E09000019,One family only: Lone parent: All children non-dependent,Hindu,25
2011,E09000019,One family only: Lone parent: All children non-dependent,Jewish,22
2011,E09000019,One family only: Lone parent: All children non-dependent,Muslim,279
2011,E09000019,One family only: Lone parent: All children non-dependent,Sikh,7
2011,E09000019,One family only: Lone parent: All children non-dependent,Other religion,19
2011,E09000019,One family only: Lone parent: All children non-dependent,No religion,583
2011,E09000019,One family only: Lone parent: All children non-dependent,Religion not stated,441
2011,E09000019,Other household types: With dependent children,Christian,1140
2011,E09000019,Other household types: With dependent children,Buddhist,27
2011,E09000019,Other household types: With dependent children,Hindu,27
2011,E09000019,Other household types: With dependent children,Jewish,17
2011,E09000019,Other household types: With dependent children,Muslim,504
2011,E09000019,Other household types: With dependent children,Sikh,11
2011,E09000019,Other household types: With dependent children,Other religion,4
2011,E09000019,Other household types: With dependent children,No religion,483
2011,E09000019,Other household types: With dependent children,Religion not stated,340
2011,E09000019,Other household types: All full-time students,Christian,358
2011,E09000019,Other household types: All full-time students,Buddhist,29
2011,E09000019,Other household types: All full-time students,Hindu,36
2011,E09000019,Other household types: All full-time students,Jewish,13
2011,E09000019,Other household types: All full-time students,Muslim,68
2011,E09000019,Other household types: All full-time students,Sikh,3
2011,E09000019,Other household types: All full-time students,Other religion,10
2011,E09000019,Other household types: All full-time students,No religion,521
2011,E09000019,Other household types: All full-time students,Religion not stated,252
2011,E09000019,Other household types: All aged 65 and over,Christian,123
2011,E09000019,Other household types: All aged 65 and over,Buddhist,0
2011,E09000019,Other household types: All aged 65 and over,Hindu,0
2011,E09000019,Other household types: All aged 65 and over,Jewish,1
2011,E09000019,Other household types: All aged 65 and over,Muslim,4
2011,E09000019,Other household types: All aged 65 and over,Sikh,0
2011,E09000019,Other household types: All aged 65 and over,Other religion,0
2011,E09000019,Other household types: All aged 65 and over,No religion,26
2011,E09000019,Other household types: All aged 65 and over,Religion not stated,50
2011,E09000019,Other household types: Other,Christian,4033
2011,E09000019,Other household types: Other,Buddhist,129
2011,E09000019,Other household types: Other,Hindu,143
2011,E09000019,Other household types: Other,Jewish,133
2011,E09000019,Other household types: Other,Muslim,357
2011,E09000019,Other household types: Other,Sikh,34
2011,E09000019,Other household types: Other,Other religion,64
2011,E09000019,Other household types: Other,No religion,4911
2011,E09000019,Other household types: Other,Religion not stated,2050
2011,E09000020,One person household: Aged 65 and over,Christian,5511
2011,E09000020,One person household: Aged 65 and over,Buddhist,81
2011,E09000020,One person household: Aged 65 and over,Hindu,38
2011,E09000020,One person household: Aged 65 and over,Jewish,205
2011,E09000020,One person household: Aged 65 and over,Muslim,316
2011,E09000020,One person household: Aged 65 and over,Sikh,5
2011,E09000020,One person household: Aged 65 and over,Other religion,45
2011,E09000020,One person household: Aged 65 and over,No religion,1147
2011,E09000020,One person household: Aged 65 and over,Religion not stated,892
2011,E09000020,One person household: Other,Christian,14055
2011,E09000020,One person household: Other,Buddhist,679
2011,E09000020,One person household: Other,Hindu,251
2011,E09000020,One person household: Other,Jewish,527
2011,E09000020,One person household: Other,Muslim,2154
2011,E09000020,One person household: Other,Sikh,54
2011,E09000020,One person household: Other,Other religion,216
2011,E09000020,One person household: Other,No religion,7218
2011,E09000020,One person household: Other,Religion not stated,3130
2011,E09000020,One family only: All aged 65 and over,Christian,1463
2011,E09000020,One family only: All aged 65 and over,Buddhist,11
2011,E09000020,One family only: All aged 65 and over,Hindu,6
2011,E09000020,One family only: All aged 65 and over,Jewish,108
2011,E09000020,One family only: All aged 65 and over,Muslim,89
2011,E09000020,One family only: All aged 65 and over,Sikh,1
2011,E09000020,One family only: All aged 65 and over,Other religion,3
2011,E09000020,One family only: All aged 65 and over,No religion,291
2011,E09000020,One family only: All aged 65 and over,Religion not stated,228
2011,E09000020,One family only: Married or same-sex civil partnership couple: No children,Christian,3971
2011,E09000020,One family only: Married or same-sex civil partnership couple: No children,Buddhist,143
2011,E09000020,One family only: Married or same-sex civil partnership couple: No children,Hindu,79
2011,E09000020,One family only: Married or same-sex civil partnership couple: No children,Jewish,196
2011,E09000020,One family only: Married or same-sex civil partnership couple: No children,Muslim,381
2011,E09000020,One family only: Married or same-sex civil partnership couple: No children,Sikh,11
2011,E09000020,One family only: Married or same-sex civil partnership couple: No children,Other religion,26
2011,E09000020,One family only: Married or same-sex civil partnership couple: No children,No religion,1641
2011,E09000020,One family only: Married or same-sex civil partnership couple: No children,Religion not stated,687
2011,E09000020,One family only: Married or same-sex civil partnership couple: Dependent children,Christian,4588
2011,E09000020,One family only: Married or same-sex civil partnership couple: Dependent children,Buddhist,59
2011,E09000020,One family only: Married or same-sex civil partnership couple: Dependent children,Hindu,93
2011,E09000020,One family only: Married or same-sex civil partnership couple: Dependent children,Jewish,256
2011,E09000020,One family only: Married or same-sex civil partnership couple: Dependent children,Muslim,1218
2011,E09000020,One family only: Married or same-sex civil partnership couple: Dependent children,Sikh,14
2011,E09000020,One family only: Married or same-sex civil partnership couple: Dependent children,Other religion,30
2011,E09000020,One family only: Married or same-sex civil partnership couple: Dependent children,No religion,1385
2011,E09000020,One family only: Married or same-sex civil partnership couple: Dependent children,Religion not stated,711
2011,E09000020,One family only: Married or same-sex civil partnership couple: All children non-dependent,Christian,1157
2011,E09000020,One family only: Married or same-sex civil partnership couple: All children non-dependent,Buddhist,16
2011,E09000020,One family only: Married or same-sex civil partnership couple: All children non-dependent,Hindu,24
2011,E09000020,One family only: Married or same-sex civil partnership couple: All children non-dependent,Jewish,43
2011,E09000020,One family only: Married or same-sex civil partnership couple: All children non-dependent,Muslim,204
2011,E09000020,One family only: Married or same-sex civil partnership couple: All children non-dependent,Sikh,4
2011,E09000020,One family only: Married or same-sex civil partnership couple: All children non-dependent,Other religion,5
2011,E09000020,One family only: Married or same-sex civil partnership couple: All children non-dependent,No religion,263
2011,E09000020,One family only: Married or same-sex civil partnership couple: All children non-dependent,Religion not stated,168
2011,E09000020,One family only: Cohabiting couple: No children,Christian,2480
2011,E09000020,One family only: Cohabiting couple: No children,Buddhist,61
2011,E09000020,One family only: Cohabiting couple: No children,Hindu,33
2011,E09000020,One family only: Cohabiting couple: No children,Jewish,97
2011,E09000020,One family only: Cohabiting couple: No children,Muslim,111
2011,E09000020,One family only: Cohabiting couple: No children,Sikh,13
2011,E09000020,One family only: Cohabiting couple: No children,Other religion,21
2011,E09000020,One family only: Cohabiting couple: No children,No religion,1718
2011,E09000020,One family only: Cohabiting couple: No children,Religion not stated,486
2011,E09000020,One family only: Cohabiting couple: Dependent children,Christian,533
2011,E09000020,One family only: Cohabiting couple: Dependent children,Buddhist,15
2011,E09000020,One family only: Cohabiting couple: Dependent children,Hindu,3
2011,E09000020,One family only: Cohabiting couple: Dependent children,Jewish,20
2011,E09000020,One family only: Cohabiting couple: Dependent children,Muslim,68
2011,E09000020,One family only: Cohabiting couple: Dependent children,Sikh,1
2011,E09000020,One family only: Cohabiting couple: Dependent children,Other religion,7
2011,E09000020,One family only: Cohabiting couple: Dependent children,No religion,296
2011,E09000020,One family only: Cohabiting couple: Dependent children,Religion not stated,93
2011,E09000020,One family only: Cohabiting couple: All children non-dependent,Christian,110
2011,E09000020,One family only: Cohabiting couple: All children non-dependent,Buddhist,2
2011,E09000020,One family only: Cohabiting couple: All children non-dependent,Hindu,1
2011,E09000020,One family only: Cohabiting couple: All children non-dependent,Jewish,3
2011,E09000020,One family only: Cohabiting couple: All children non-dependent,Muslim,7
2011,E09000020,One family only: Cohabiting couple: All children non-dependent,Sikh,0
2011,E09000020,One family only: Cohabiting couple: All children non-dependent,Other religion,2
2011,E09000020,One family only: Cohabiting couple: All children non-dependent,No religion,50
2011,E09000020,One family only: Cohabiting couple: All children non-dependent,Religion not stated,16
2011,E09000020,One family only: Lone parent: Dependent children,Christian,2091
2011,E09000020,One family only: Lone parent: Dependent children,Buddhist,55
2011,E09000020,One family only: Lone parent: Dependent children,Hindu,9
2011,E09000020,One family only: Lone parent: Dependent children,Jewish,41
2011,E09000020,One family only: Lone parent: Dependent children,Muslim,699
2011,E09000020,One family only: Lone parent: Dependent children,Sikh,5
2011,E09000020,One family only: Lone parent: Dependent children,Other religion,31
2011,E09000020,One family only: Lone parent: Dependent children,No religion,585
2011,E09000020,One family only: Lone parent: Dependent children,Religion not stated,300
2011,E09000020,One family only: Lone parent: All children non-dependent,Christian,1617
2011,E09000020,One family only: Lone parent: All children non-dependent,Buddhist,45
2011,E09000020,One family only: Lone parent: All children non-dependent,Hindu,22
2011,E09000020,One family only: Lone parent: All children non-dependent,Jewish,33
2011,E09000020,One family only: Lone parent: All children non-dependent,Muslim,277
2011,E09000020,One family only: Lone parent: All children non-dependent,Sikh,2
2011,E09000020,One family only: Lone parent: All children non-dependent,Other religion,21
2011,E09000020,One family only: Lone parent: All children non-dependent,No religion,364
2011,E09000020,One family only: Lone parent: All children non-dependent,Religion not stated,252
2011,E09000020,Other household types: With dependent children,Christian,1162
2011,E09000020,Other household types: With dependent children,Buddhist,22
2011,E09000020,Other household types: With dependent children,Hindu,27
2011,E09000020,Other household types: With dependent children,Jewish,40
2011,E09000020,Other household types: With dependent children,Muslim,316
2011,E09000020,Other household types: With dependent children,Sikh,4
2011,E09000020,Other household types: With dependent children,Other religion,8
2011,E09000020,Other household types: With dependent children,No religion,317
2011,E09000020,Other household types: With dependent children,Religion not stated,180
2011,E09000020,Other household types: All full-time students,Christian,276
2011,E09000020,Other household types: All full-time students,Buddhist,71
2011,E09000020,Other household types: All full-time students,Hindu,26
2011,E09000020,Other household types: All full-time students,Jewish,2
2011,E09000020,Other household types: All full-time students,Muslim,64
2011,E09000020,Other household types: All full-time students,Sikh,0
2011,E09000020,Other household types: All full-time students,Other religion,5
2011,E09000020,Other household types: All full-time students,No religion,316
2011,E09000020,Other household types: All full-time students,Religion not stated,66
2011,E09000020,Other household types: All aged 65 and over,Christian,131
2011,E09000020,Other household types: All aged 65 and over,Buddhist,1
2011,E09000020,Other household types: All aged 65 and over,Hindu,2
2011,E09000020,Other household types: All aged 65 and over,Jewish,6
2011,E09000020,Other household types: All aged 65 and over,Muslim,9
2011,E09000020,Other household types: All aged 65 and over,Sikh,1
2011,E09000020,Other household types: All aged 65 and over,Other religion,0
2011,E09000020,Other household types: All aged 65 and over,No religion,20
2011,E09000020,Other household types: All aged 65 and over,Religion not stated,34
2011,E09000020,Other household types: Other,Christian,3589
2011,E09000020,Other household types: Other,Buddhist,98
2011,E09000020,Other household types: Other,Hindu,58
2011,E09000020,Other household types: Other,Jewish,129
2011,E09000020,Other household types: Other,Muslim,360
2011,E09000020,Other household types: Other,Sikh,16
2011,E09000020,Other household types: Other,Other religion,33
2011,E09000020,Other household types: Other,No religion,1729
2011,E09000020,Other household types: Other,Religion not stated,625
2011,E09000022,One person household: Aged 65 and over,Christian,6684
2011,E09000022,One person household: Aged 65 and over,Buddhist,68
2011,E09000022,One person household: Aged 65 and over,Hindu,111
2011,E09000022,One person household: Aged 65 and over,Jewish,87
2011,E09000022,One person household: Aged 65 and over,Muslim,204
2011,E09000022,One person household: Aged 65 and over,Sikh,5
2011,E09000022,One person household: Aged 65 and over,Other religion,49
2011,E09000022,One person household: Aged 65 and over,No religion,1039
2011,E09000022,One person household: Aged 65 and over,Religion not stated,961
2011,E09000022,One person household: Other,Christian,17038
2011,E09000022,One person household: Other,Buddhist,457
2011,E09000022,One person household: Other,Hindu,282
2011,E09000022,One person household: Other,Jewish,163
2011,E09000022,One person household: Other,Muslim,1401
2011,E09000022,One person household: Other,Sikh,58
2011,E09000022,One person household: Other,Other religion,436
2011,E09000022,One person household: Other,No religion,11688
2011,E09000022,One person household: Other,Religion not stated,3960
2011,E09000022,One family only: All aged 65 and over,Christian,1610
2011,E09000022,One family only: All aged 65 and over,Buddhist,25
2011,E09000022,One family only: All aged 65 and over,Hindu,57
2011,E09000022,One family only: All aged 65 and over,Jewish,20
2011,E09000022,One family only: All aged 65 and over,Muslim,73
2011,E09000022,One family only: All aged 65 and over,Sikh,0
2011,E09000022,One family only: All aged 65 and over,Other religion,11
2011,E09000022,One family only: All aged 65 and over,No religion,238
2011,E09000022,One family only: All aged 65 and over,Religion not stated,236
2011,E09000022,One family only: Married or same-sex civil partnership couple: No children,Christian,4081
2011,E09000022,One family only: Married or same-sex civil partnership couple: No children,Buddhist,66
2011,E09000022,One family only: Married or same-sex civil partnership couple: No children,Hindu,135
2011,E09000022,One family only: Married or same-sex civil partnership couple: No children,Jewish,47
2011,E09000022,One family only: Married or same-sex civil partnership couple: No children,Muslim,317
2011,E09000022,One family only: Married or same-sex civil partnership couple: No children,Sikh,17
2011,E09000022,One family only: Married or same-sex civil partnership couple: No children,Other religion,52
2011,E09000022,One family only: Married or same-sex civil partnership couple: No children,No religion,2614
2011,E09000022,One family only: Married or same-sex civil partnership couple: No children,Religion not stated,612
2011,E09000022,One family only: Married or same-sex civil partnership couple: Dependent children,Christian,6949
2011,E09000022,One family only: Married or same-sex civil partnership couple: Dependent children,Buddhist,110
2011,E09000022,One family only: Married or same-sex civil partnership couple: Dependent children,Hindu,166
2011,E09000022,One family only: Married or same-sex civil partnership couple: Dependent children,Jewish,46
2011,E09000022,One family only: Married or same-sex civil partnership couple: Dependent children,Muslim,1534
2011,E09000022,One family only: Married or same-sex civil partnership couple: Dependent children,Sikh,24
2011,E09000022,One family only: Married or same-sex civil partnership couple: Dependent children,Other religion,42
2011,E09000022,One family only: Married or same-sex civil partnership couple: Dependent children,No religion,2805
2011,E09000022,One family only: Married or same-sex civil partnership couple: Dependent children,Religion not stated,726
2011,E09000022,One family only: Married or same-sex civil partnership couple: All children non-dependent,Christian,1951
2011,E09000022,One family only: Married or same-sex civil partnership couple: All children non-dependent,Buddhist,40
2011,E09000022,One family only: Married or same-sex civil partnership couple: All children non-dependent,Hindu,134
2011,E09000022,One family only: Married or same-sex civil partnership couple: All children non-dependent,Jewish,15
2011,E09000022,One family only: Married or same-sex civil partnership couple: All children non-dependent,Muslim,224
2011,E09000022,One family only: Married or same-sex civil partnership couple: All children non-dependent,Sikh,14
2011,E09000022,One family only: Married or same-sex civil partnership couple: All children non-dependent,Other religion,16
2011,E09000022,One family only: Married or same-sex civil partnership couple: All children non-dependent,No religion,467
2011,E09000022,One family only: Married or same-sex civil partnership couple: All children non-dependent,Religion not stated,209
2011,E09000022,One family only: Cohabiting couple: No children,Christian,3797
2011,E09000022,One family only: Cohabiting couple: No children,Buddhist,84
2011,E09000022,One family only: Cohabiting couple: No children,Hindu,40
2011,E09000022,One family only: Cohabiting couple: No children,Jewish,50
2011,E09000022,One family only: Cohabiting couple: No children,Muslim,104
2011,E09000022,One family only: Cohabiting couple: No children,Sikh,11
2011,E09000022,One family only: Cohabiting couple: No children,Other religion,47
2011,E09000022,One family only: Cohabiting couple: No children,No religion,5031
2011,E09000022,One family only: Cohabiting couple: No children,Religion not stated,780
2011,E09000022,One family only: Cohabiting couple: Dependent children,Christian,1807
2011,E09000022,One family only: Cohabiting couple: Dependent children,Buddhist,21
2011,E09000022,One family only: Cohabiting couple: Dependent children,Hindu,5
2011,E09000022,One family only: Cohabiting couple: Dependent children,Jewish,13
2011,E09000022,One family only: Cohabiting couple: Dependent children,Muslim,143
2011,E09000022,One family only: Cohabiting couple: Dependent children,Sikh,4
2011,E09000022,One family only: Cohabiting couple: Dependent children,Other religion,13
2011,E09000022,One family only: Cohabiting couple: Dependent children,No religion,1321
2011,E09000022,One family only: Cohabiting couple: Dependent children,Religion not stated,255
2011,E09000022,One family only: Cohabiting couple: All children non-dependent,Christian,247
2011,E09000022,One family only: Cohabiting couple: All children non-dependent,Buddhist,1
2011,E09000022,One family only: Cohabiting couple: All children non-dependent,Hindu,3
2011,E09000022,One family only: Cohabiting couple: All children non-dependent,Jewish,0
2011,E09000022,One family only: Cohabiting couple: All children non-dependent,Muslim,10
2011,E09000022,One family only: Cohabiting couple: All children non-dependent,Sikh,0
2011,E09000022,One family only: Cohabiting couple: All children non-dependent,Other religion,0
2011,E09000022,One family only: Cohabiting couple: All children non-dependent,No religion,92
2011,E09000022,One family only: Cohabiting couple: All children non-dependent,Religion not stated,34
2011,E09000022,One family only: Lone parent: Dependent children,Christian,8718
2011,E09000022,One family only: Lone parent: Dependent children,Buddhist,137
2011,E09000022,One family only: Lone parent: Dependent children,Hindu,28
2011,E09000022,One family only: Lone parent: Dependent children,Jewish,11
2011,E09000022,One family only: Lone parent: Dependent children,Muslim,1134
2011,E09000022,One family only: Lone parent: Dependent children,Sikh,7
2011,E09000022,One family only: Lone parent: Dependent children,Other religion,84
2011,E09000022,One family only: Lone parent: Dependent children,No religion,2431
2011,E09000022,One family only: Lone parent: Dependent children,Religion not stated,1009
2011,E09000022,One family only: Lone parent: All children non-dependent,Christian,3855
2011,E09000022,One family only: Lone parent: All children non-dependent,Buddhist,79
2011,E09000022,One family only: Lone parent: All children non-dependent,Hindu,64
2011,E09000022,One family only: Lone parent: All children non-dependent,Jewish,15
2011,E09000022,One family only: Lone parent: All children non-dependent,Muslim,262
2011,E09000022,One family only: Lone parent: All children non-dependent,Sikh,5
2011,E09000022,One family only: Lone parent: All children non-dependent,Other religion,46
2011,E09000022,One family only: Lone parent: All children non-dependent,No religion,698
2011,E09000022,One family only: Lone parent: All children non-dependent,Religion not stated,478
2011,E09000022,Other household types: With dependent children,Christian,3337
2011,E09000022,Other household types: With dependent children,Buddhist,66
2011,E09000022,Other household types: With dependent children,Hindu,67
2011,E09000022,Other household types: With dependent children,Jewish,11
2011,E09000022,Other household types: With dependent children,Muslim,641
2011,E09000022,Other household types: With dependent children,Sikh,9
2011,E09000022,Other household types: With dependent children,Other religion,26
2011,E09000022,Other household types: With dependent children,No religion,784
2011,E09000022,Other household types: With dependent children,Religion not stated,363
2011,E09000022,Other household types: All full-time students,Christian,281
2011,E09000022,Other household types: All full-time students,Buddhist,33
2011,E09000022,Other household types: All full-time students,Hindu,18
2011,E09000022,Other household types: All full-time students,Jewish,7
2011,E09000022,Other household types: All full-time students,Muslim,67
2011,E09000022,Other household types: All full-time students,Sikh,4
2011,E09000022,Other household types: All full-time students,Other religion,2
2011,E09000022,Other household types: All full-time students,No religion,394
2011,E09000022,Other household types: All full-time students,Religion not stated,53
2011,E09000022,Other household types: All aged 65 and over,Christian,156
2011,E09000022,Other household types: All aged 65 and over,Buddhist,1
2011,E09000022,Other household types: All aged 65 and over,Hindu,4
2011,E09000022,Other household types: All aged 65 and over,Jewish,1
2011,E09000022,Other household types: All aged 65 and over,Muslim,2
2011,E09000022,Other household types: All aged 65 and over,Sikh,0
2011,E09000022,Other household types: All aged 65 and over,Other religion,0
2011,E09000022,Other household types: All aged 65 and over,No religion,28
2011,E09000022,Other household types: All aged 65 and over,Religion not stated,35
2011,E09000022,Other household types: Other,Christian,9068
2011,E09000022,Other household types: Other,Buddhist,241
2011,E09000022,Other household types: Other,Hindu,170
2011,E09000022,Other household types: Other,Jewish,91
2011,E09000022,Other household types: Other,Muslim,551
2011,E09000022,Other household types: Other,Sikh,33
2011,E09000022,Other household types: Other,Other religion,109
2011,E09000022,Other household types: Other,No religion,8480
2011,E09000022,Other household types: Other,Religion not stated,1536
2011,E09000023,One person household: Aged 65 and over,Christian,7501
2011,E09000023,One person household: Aged 65 and over,Buddhist,67
2011,E09000023,One person household: Aged 65 and over,Hindu,39
2011,E09000023,One person household: Aged 65 and over,Jewish,52
2011,E09000023,One person household: Aged 65 and over,Muslim,154
2011,E09000023,One person household: Aged 65 and over,Sikh,4
2011,E09000023,One person household: Aged 65 and over,Other religion,31
2011,E09000023,One person household: Aged 65 and over,No religion,1104
2011,E09000023,One person household: Aged 65 and over,Religion not stated,1042
2011,E09000023,One person household: Other,Christian,14565
2011,E09000023,One person household: Other,Buddhist,398
2011,E09000023,One person household: Other,Hindu,269
2011,E09000023,One person household: Other,Jewish,75
2011,E09000023,One person household: Other,Muslim,1143
2011,E09000023,One person household: Other,Sikh,50
2011,E09000023,One person household: Other,Other religion,314
2011,E09000023,One person household: Other,No religion,9832
2011,E09000023,One person household: Other,Religion not stated,3040
2011,E09000023,One family only: All aged 65 and over,Christian,2305
2011,E09000023,One family only: All aged 65 and over,Buddhist,19
2011,E09000023,One family only: All aged 65 and over,Hindu,34
2011,E09000023,One family only: All aged 65 and over,Jewish,12
2011,E09000023,One family only: All aged 65 and over,Muslim,85
2011,E09000023,One family only: All aged 65 and over,Sikh,3
2011,E09000023,One family only: All aged 65 and over,Other religion,12
2011,E09000023,One family only: All aged 65 and over,No religion,378
2011,E09000023,One family only: All aged 65 and over,Religion not stated,286
