date,geography_code,c_hlqpuk11_name,dpcfamuk11_dpcefamuk11_name,c_sex_name,c_hours_name,obs_value
2011,E41000300,Level 1 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,688
2011,E41000300,Level 1 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,502
2011,E41000300,Level 1 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,106
2011,E41000300,Level 1 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,594
2011,E41000300,Level 1 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,417
2011,E41000300,Level 1 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,752
2011,E41000300,Level 2 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,117
2011,E41000300,Level 2 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,824
2011,E41000300,Level 2 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,623
2011,E41000300,Level 2 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,683
2011,E41000300,Level 2 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,198
2011,E41000300,Level 2 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,1000
2011,E41000300,Level 2 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,760
2011,E41000300,Level 2 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,474
2011,E41000300,Level 2 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,77
2011,E41000300,Level 2 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,488
2011,E41000300,Level 2 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,364
2011,E41000300,Level 2 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,609
2011,E41000300,Apprenticeship,One dependent child in family,Males,Part-time: 30 hours or less worked,17
2011,E41000300,Apprenticeship,One dependent child in family,Males,Full-time: 31 or more hours worked,212
2011,E41000300,Apprenticeship,One dependent child in family,Females,Part-time: 30 hours or less worked,32
2011,E41000300,Apprenticeship,One dependent child in family,Females,Full-time: 31 or more hours worked,20
2011,E41000300,Apprenticeship,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,28
2011,E41000300,Apprenticeship,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,225
2011,E41000300,Apprenticeship,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,33
2011,E41000300,Apprenticeship,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,6
2011,E41000300,Apprenticeship,All children in family non-dependent,Males,Part-time: 30 hours or less worked,35
2011,E41000300,Apprenticeship,All children in family non-dependent,Males,Full-time: 31 or more hours worked,245
2011,E41000300,Apprenticeship,All children in family non-dependent,Females,Part-time: 30 hours or less worked,10
2011,E41000300,Apprenticeship,All children in family non-dependent,Females,Full-time: 31 or more hours worked,21
2011,E41000300,Level 3 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,124
2011,E41000300,Level 3 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,825
2011,E41000300,Level 3 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,486
2011,E41000300,Level 3 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,649
2011,E41000300,Level 3 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,146
2011,E41000300,Level 3 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,963
2011,E41000300,Level 3 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,664
2011,E41000300,Level 3 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,509
2011,E41000300,Level 3 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,69
2011,E41000300,Level 3 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,449
2011,E41000300,Level 3 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,221
2011,E41000300,Level 3 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,485
2011,E41000300,Level 4 qualifications and above,One dependent child in family,Males,Part-time: 30 hours or less worked,470
2011,E41000300,Level 4 qualifications and above,One dependent child in family,Males,Full-time: 31 or more hours worked,4504
2011,E41000300,Level 4 qualifications and above,One dependent child in family,Females,Part-time: 30 hours or less worked,1866
2011,E41000300,Level 4 qualifications and above,One dependent child in family,Females,Full-time: 31 or more hours worked,3713
2011,E41000300,Level 4 qualifications and above,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,718
2011,E41000300,Level 4 qualifications and above,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,6142
2011,E41000300,Level 4 qualifications and above,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,2660
2011,E41000300,Level 4 qualifications and above,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,2994
2011,E41000300,Level 4 qualifications and above,All children in family non-dependent,Males,Part-time: 30 hours or less worked,343
2011,E41000300,Level 4 qualifications and above,All children in family non-dependent,Males,Full-time: 31 or more hours worked,1597
2011,E41000300,Level 4 qualifications and above,All children in family non-dependent,Females,Part-time: 30 hours or less worked,686
2011,E41000300,Level 4 qualifications and above,All children in family non-dependent,Females,Full-time: 31 or more hours worked,1558
2011,E41000300,Other qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,393
2011,E41000300,Other qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,1883
2011,E41000300,Other qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,986
2011,E41000300,Other qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,866
2011,E41000300,Other qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,824
2011,E41000300,Other qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,2113
2011,E41000300,Other qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,909
2011,E41000300,Other qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,583
2011,E41000300,Other qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,189
2011,E41000300,Other qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,1006
2011,E41000300,Other qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,500
2011,E41000300,Other qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,767
2011,E41000301,No qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,583
2011,E41000301,No qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,722
2011,E41000301,No qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,608
2011,E41000301,No qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,280
2011,E41000301,No qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,1284
2011,E41000301,No qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,892
2011,E41000301,No qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,671
2011,E41000301,No qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,168
2011,E41000301,No qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,337
2011,E41000301,No qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,1188
2011,E41000301,No qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,759
2011,E41000301,No qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,574
2011,E41000301,Level 1 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,248
2011,E41000301,Level 1 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,996
2011,E41000301,Level 1 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,914
2011,E41000301,Level 1 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,731
2011,E41000301,Level 1 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,348
2011,E41000301,Level 1 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,1370
2011,E41000301,Level 1 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,1117
2011,E41000301,Level 1 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,517
2011,E41000301,Level 1 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,144
2011,E41000301,Level 1 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,761
2011,E41000301,Level 1 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,665
2011,E41000301,Level 1 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,928
2011,E41000301,Level 2 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,169
2011,E41000301,Level 2 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,980
2011,E41000301,Level 2 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,956
2011,E41000301,Level 2 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,875
2011,E41000301,Level 2 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,261
2011,E41000301,Level 2 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,1214
2011,E41000301,Level 2 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,1198
2011,E41000301,Level 2 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,677
2011,E41000301,Level 2 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,110
2011,E41000301,Level 2 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,646
2011,E41000301,Level 2 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,596
2011,E41000301,Level 2 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,832
2011,E41000301,Apprenticeship,One dependent child in family,Males,Part-time: 30 hours or less worked,31
2011,E41000301,Apprenticeship,One dependent child in family,Males,Full-time: 31 or more hours worked,249
2011,E41000301,Apprenticeship,One dependent child in family,Females,Part-time: 30 hours or less worked,32
2011,E41000301,Apprenticeship,One dependent child in family,Females,Full-time: 31 or more hours worked,41
2011,E41000301,Apprenticeship,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,29
2011,E41000301,Apprenticeship,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,302
2011,E41000301,Apprenticeship,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,37
2011,E41000301,Apprenticeship,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,25
2011,E41000301,Apprenticeship,All children in family non-dependent,Males,Part-time: 30 hours or less worked,50
2011,E41000301,Apprenticeship,All children in family non-dependent,Males,Full-time: 31 or more hours worked,336
2011,E41000301,Apprenticeship,All children in family non-dependent,Females,Part-time: 30 hours or less worked,26
2011,E41000301,Apprenticeship,All children in family non-dependent,Females,Full-time: 31 or more hours worked,29
2011,E41000301,Level 3 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,114
2011,E41000301,Level 3 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,885
2011,E41000301,Level 3 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,639
2011,E41000301,Level 3 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,802
2011,E41000301,Level 3 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,168
2011,E41000301,Level 3 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,1093
2011,E41000301,Level 3 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,903
2011,E41000301,Level 3 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,590
2011,E41000301,Level 3 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,77
2011,E41000301,Level 3 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,545
2011,E41000301,Level 3 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,338
2011,E41000301,Level 3 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,578
2011,E41000301,Level 4 qualifications and above,One dependent child in family,Males,Part-time: 30 hours or less worked,409
2011,E41000301,Level 4 qualifications and above,One dependent child in family,Males,Full-time: 31 or more hours worked,3313
2011,E41000301,Level 4 qualifications and above,One dependent child in family,Females,Part-time: 30 hours or less worked,1713
2011,E41000301,Level 4 qualifications and above,One dependent child in family,Females,Full-time: 31 or more hours worked,3170
2011,E41000301,Level 4 qualifications and above,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,579
2011,E41000301,Level 4 qualifications and above,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,4885
2011,E41000301,Level 4 qualifications and above,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,2362
2011,E41000301,Level 4 qualifications and above,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,2864
2011,E41000301,Level 4 qualifications and above,All children in family non-dependent,Males,Part-time: 30 hours or less worked,293
2011,E41000301,Level 4 qualifications and above,All children in family non-dependent,Males,Full-time: 31 or more hours worked,1507
2011,E41000301,Level 4 qualifications and above,All children in family non-dependent,Females,Part-time: 30 hours or less worked,709
2011,E41000301,Level 4 qualifications and above,All children in family non-dependent,Females,Full-time: 31 or more hours worked,1589
2011,E41000301,Other qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,377
2011,E41000301,Other qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,907
2011,E41000301,Other qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,664
2011,E41000301,Other qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,463
2011,E41000301,Other qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,693
2011,E41000301,Other qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,1065
2011,E41000301,Other qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,630
2011,E41000301,Other qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,273
2011,E41000301,Other qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,161
2011,E41000301,Other qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,673
2011,E41000301,Other qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,366
2011,E41000301,Other qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,370
2011,E41000302,No qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,159
2011,E41000302,No qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,547
2011,E41000302,No qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,481
2011,E41000302,No qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,248
2011,E41000302,No qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,298
2011,E41000302,No qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,672
2011,E41000302,No qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,487
2011,E41000302,No qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,181
2011,E41000302,No qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,171
2011,E41000302,No qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,798
2011,E41000302,No qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,546
2011,E41000302,No qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,458
2011,E41000302,Level 1 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,124
2011,E41000302,Level 1 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,765
2011,E41000302,Level 1 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,638
2011,E41000302,Level 1 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,553
2011,E41000302,Level 1 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,200
2011,E41000302,Level 1 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,994
2011,E41000302,Level 1 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,781
2011,E41000302,Level 1 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,457
2011,E41000302,Level 1 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,65
2011,E41000302,Level 1 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,487
2011,E41000302,Level 1 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,398
2011,E41000302,Level 1 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,535
2011,E41000302,Level 2 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,111
2011,E41000302,Level 2 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,841
2011,E41000302,Level 2 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,676
2011,E41000302,Level 2 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,685
2011,E41000302,Level 2 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,167
2011,E41000302,Level 2 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,1027
2011,E41000302,Level 2 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,962
2011,E41000302,Level 2 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,515
2011,E41000302,Level 2 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,50
2011,E41000302,Level 2 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,434
2011,E41000302,Level 2 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,327
2011,E41000302,Level 2 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,548
2011,E41000302,Apprenticeship,One dependent child in family,Males,Part-time: 30 hours or less worked,20
2011,E41000302,Apprenticeship,One dependent child in family,Males,Full-time: 31 or more hours worked,186
2011,E41000302,Apprenticeship,One dependent child in family,Females,Part-time: 30 hours or less worked,31
2011,E41000302,Apprenticeship,One dependent child in family,Females,Full-time: 31 or more hours worked,27
2011,E41000302,Apprenticeship,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,25
2011,E41000302,Apprenticeship,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,230
2011,E41000302,Apprenticeship,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,32
2011,E41000302,Apprenticeship,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,7
2011,E41000302,Apprenticeship,All children in family non-dependent,Males,Part-time: 30 hours or less worked,32
2011,E41000302,Apprenticeship,All children in family non-dependent,Males,Full-time: 31 or more hours worked,268
2011,E41000302,Apprenticeship,All children in family non-dependent,Females,Part-time: 30 hours or less worked,21
2011,E41000302,Apprenticeship,All children in family non-dependent,Females,Full-time: 31 or more hours worked,16
2011,E41000302,Level 3 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,79
2011,E41000302,Level 3 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,625
2011,E41000302,Level 3 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,478
2011,E41000302,Level 3 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,636
2011,E41000302,Level 3 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,123
2011,E41000302,Level 3 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,885
2011,E41000302,Level 3 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,664
2011,E41000302,Level 3 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,456
2011,E41000302,Level 3 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,31
2011,E41000302,Level 3 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,358
2011,E41000302,Level 3 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,183
2011,E41000302,Level 3 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,401
2011,E41000302,Level 4 qualifications and above,One dependent child in family,Males,Part-time: 30 hours or less worked,365
2011,E41000302,Level 4 qualifications and above,One dependent child in family,Males,Full-time: 31 or more hours worked,3238
2011,E41000302,Level 4 qualifications and above,One dependent child in family,Females,Part-time: 30 hours or less worked,1296
2011,E41000302,Level 4 qualifications and above,One dependent child in family,Females,Full-time: 31 or more hours worked,2888
2011,E41000302,Level 4 qualifications and above,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,549
2011,E41000302,Level 4 qualifications and above,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,4094
2011,E41000302,Level 4 qualifications and above,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,1870
2011,E41000302,Level 4 qualifications and above,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,2597
2011,E41000302,Level 4 qualifications and above,All children in family non-dependent,Males,Part-time: 30 hours or less worked,177
2011,E41000302,Level 4 qualifications and above,All children in family non-dependent,Males,Full-time: 31 or more hours worked,803
2011,E41000302,Level 4 qualifications and above,All children in family non-dependent,Females,Part-time: 30 hours or less worked,383
2011,E41000302,Level 4 qualifications and above,All children in family non-dependent,Females,Full-time: 31 or more hours worked,972
2011,E41000302,Other qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,171
2011,E41000302,Other qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,762
2011,E41000302,Other qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,438
2011,E41000302,Other qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,409
2011,E41000302,Other qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,252
2011,E41000302,Other qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,834
2011,E41000302,Other qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,430
2011,E41000302,Other qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,279
2011,E41000302,Other qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,60
2011,E41000302,Other qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,375
2011,E41000302,Other qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,177
2011,E41000302,Other qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,221
2011,E41000303,No qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,334
2011,E41000303,No qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,364
2011,E41000303,No qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,409
2011,E41000303,No qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,171
2011,E41000303,No qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,1264
2011,E41000303,No qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,499
2011,E41000303,No qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,530
2011,E41000303,No qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,118
2011,E41000303,No qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,174
2011,E41000303,No qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,340
2011,E41000303,No qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,329
2011,E41000303,No qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,238
2011,E41000303,Level 1 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,115
2011,E41000303,Level 1 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,270
2011,E41000303,Level 1 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,406
2011,E41000303,Level 1 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,324
2011,E41000303,Level 1 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,203
2011,E41000303,Level 1 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,367
2011,E41000303,Level 1 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,633
2011,E41000303,Level 1 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,230
2011,E41000303,Level 1 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,35
2011,E41000303,Level 1 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,161
2011,E41000303,Level 1 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,160
2011,E41000303,Level 1 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,254
2011,E41000303,Level 2 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,93
2011,E41000303,Level 2 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,308
2011,E41000303,Level 2 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,514
2011,E41000303,Level 2 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,431
2011,E41000303,Level 2 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,149
2011,E41000303,Level 2 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,407
2011,E41000303,Level 2 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,690
2011,E41000303,Level 2 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,316
2011,E41000303,Level 2 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,35
2011,E41000303,Level 2 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,122
2011,E41000303,Level 2 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,179
2011,E41000303,Level 2 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,329
2011,E41000303,Apprenticeship,One dependent child in family,Males,Part-time: 30 hours or less worked,12
2011,E41000303,Apprenticeship,One dependent child in family,Males,Full-time: 31 or more hours worked,36
2011,E41000303,Apprenticeship,One dependent child in family,Females,Part-time: 30 hours or less worked,12
2011,E41000303,Apprenticeship,One dependent child in family,Females,Full-time: 31 or more hours worked,19
2011,E41000303,Apprenticeship,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,10
2011,E41000303,Apprenticeship,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,59
2011,E41000303,Apprenticeship,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,19
2011,E41000303,Apprenticeship,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,16
2011,E41000303,Apprenticeship,All children in family non-dependent,Males,Part-time: 30 hours or less worked,8
2011,E41000303,Apprenticeship,All children in family non-dependent,Males,Full-time: 31 or more hours worked,30
2011,E41000303,Apprenticeship,All children in family non-dependent,Females,Part-time: 30 hours or less worked,5
2011,E41000303,Apprenticeship,All children in family non-dependent,Females,Full-time: 31 or more hours worked,8
2011,E41000303,Level 3 qualifications,One dependent child in family,Males,Part-time: 30 hours or less worked,93
2011,E41000303,Level 3 qualifications,One dependent child in family,Males,Full-time: 31 or more hours worked,298
2011,E41000303,Level 3 qualifications,One dependent child in family,Females,Part-time: 30 hours or less worked,401
2011,E41000303,Level 3 qualifications,One dependent child in family,Females,Full-time: 31 or more hours worked,410
2011,E41000303,Level 3 qualifications,Two or more dependent children in family,Males,Part-time: 30 hours or less worked,112
2011,E41000303,Level 3 qualifications,Two or more dependent children in family,Males,Full-time: 31 or more hours worked,335
2011,E41000303,Level 3 qualifications,Two or more dependent children in family,Females,Part-time: 30 hours or less worked,484
2011,E41000303,Level 3 qualifications,Two or more dependent children in family,Females,Full-time: 31 or more hours worked,289
2011,E41000303,Level 3 qualifications,All children in family non-dependent,Males,Part-time: 30 hours or less worked,31
2011,E41000303,Level 3 qualifications,All children in family non-dependent,Males,Full-time: 31 or more hours worked,99
2011,E41000303,Level 3 qualifications,All children in family non-dependent,Females,Part-time: 30 hours or less worked,104
2011,E41000303,Level 3 qualifications,All children in family non-dependent,Females,Full-time: 31 or more hours worked,229
2011,E41000303,Level 4 qualifications and above,One dependent child in family,Males,Part-time: 30 hours or less worked,394
2011,E41000303,Level 4 qualifications and above,One dependent child in family,Males,Full-time: 31 or more hours worked,2137
2011,E41000303,Level 4 qualifications and above,One dependent child in family,Females,Part-time: 30 hours or less worked,1321
